Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
10,0.219103,0.4016126,0.3420941,0.3191413,0.3065965,0.2922248,0.34329,0.3401929,0.2784234,0.3301208,0.2567706,0.2513322,0,19.4537697,19.6813869,19.8025093,20.3439865,20.8669052,20.419054,19.3266182,18.2664528,18.0274544,17.2796059,16.7668552,16.5977974,24.0301838,25.0300159,24.9819584,25.1155186,25.6362438,25.4771271,24.8052273,23.5019875,22.6120586,21.9294891,21.2267971
11,0.2115195,0.3964714,0.3473212,0.3165235,0.3137363,0.3035855,0.3442986,0.3355017,0.2785862,0.3253524,0.2669993,0.2634712,0,19.5122681,19.7159729,19.7842827,20.3417206,20.7705173,20.4171658,19.3710728,18.2847118,18.032032,17.2769547,16.7653427,16.6183624,24.0502338,25.0391006,24.9857502,25.1359463,25.6453228,25.460516,24.8052368,23.4963245,22.6086617,21.9306374,21.2328777
12,0.2283453,0.4037773,0.347475,0.328958,0.3174902,0.3091144,0.3528716,0.3498098,0.2794,0.3121982,0.2571933,0.2627572,0,19.560173,19.6742325,19.9362984,20.3224125,20.7098408,20.3325691,19.3692265,18.3231602,18.0602512,17.2842369,16.7619686,16.5993862,24.0563354,25.0240326,24.9873161,25.1133137,25.6238403,25.4583035,24.7977295,23.493351,22.6109867,21.9333439,21.224966
13,0.2335589,0.4154126,0.3520872,0.326013,0.3132211,0.3119167,0.3642181,0.3427731,0.2886773,0.3261745,0.2589685,0.2575207,0,19.5905037,19.6726646,19.978796,20.3341312,20.6661396,20.284687,19.2875042,18.3010616,18.0647659,17.3328915,16.7980976,16.6149406,24.0993862,25.0247383,25.0054131,25.1238499,25.6256809,25.4665661,24.8105354,23.5023823,22.6116962,21.940115,21.2283306
14,0.2477779,0.421095,0.3436315,0.3225771,0.2997511,0.3073724,0.3599316,0.3547356,0.2846083,0.3269966,0.2478945,0.2587902,0,20.5869293,20.3335648,19.9404087,20.3120918,20.6300602,20.2326546,19.207325,18.2618866,18.0369644,17.3393383,16.8373013,16.6366119,24.1299877,25.0330353,25.0103092,25.1484089,25.5791817,25.477499,24.8120251,23.5110645,22.6215191,21.9359264,21.2286873
15,0.2634188,0.4305656,0.3502423,0.3629892,0.3506867,0.3171426,0.3753125,0.3629451,0.2927463,0.3404797,0.2538964,0.2509355,0,23.1687069,21.3993149,20.0432968,20.3158302,20.5965996,20.1896992,19.142683,18.2192516,18.0216827,17.2962875,16.7961159,16.6757545,24.148077,25.066618,25.0034485,25.1521339,25.5757236,25.4649773,24.816885,23.5216045,22.6324406,21.9449654,21.2441807
16,0.2657886,0.4297538,0.3622341,0.3392655,0.3537781,0.3185816,0.383129,0.3690436,0.2976291,0.3482077,0.2777351,0.2737061,0,27.0294819,22.953001,21.214571,20.3097763,20.5749817,20.1536484,19.093689,18.1736488,17.96385,17.2567329,16.7740498,16.6731091,24.1809845,25.0983887,25.0265312,25.1355171,25.6256237,25.4665051,24.8142567,23.5360031,22.6464653,21.9320965,21.2354755
17,0.2662626,0.4343538,0.3553157,0.3353388,0.3163862,0.3100232,0.3884241,0.3589576,0.3062554,0.3381777,0.2775661,0.2682316,0,28.4441566,23.3570232,22.0796642,20.3164539,20.5702705,20.120842,19.0422382,18.1715927,17.9336243,17.2014046,16.7262917,16.6364174,24.2031326,25.1137314,25.0581303,25.1693897,25.6439819,25.4697533,24.8042736,23.5354691,22.6349525,21.948616,21.2296333
18,0.2795336,0.4376008,0.359313,0.3305941,0.3179319,0.306615,0.3859026,0.3699819,0.2919325,0.3370267,0.2719868,0.2762449,0,28.9253578,23.5984669,21.6957054,20.2741547,20.6145248,20.0496807,19.0139637,18.1588879,17.8877869,17.1787949,16.6808109,16.5852604,24.2396431,25.1373844,25.0572186,25.1756592,25.6457138,25.4741287,24.7999554,23.5440159,22.6336594,21.9514904,21.2351608
19,0.3032319,0.4516714,0.3991318,0.3330483,0.3137363,0.3075239,0.4002749,0.3758459,0.3264377,0.372543,0.2758754,0.2742614,0,29.0568104,23.34062,21.5163174,20.2445812,20.5777454,20.0155468,18.9881649,18.170332,17.874506,17.1525784,16.6530514,16.56703,24.2888222,25.1616135,25.0659523,25.1670017,25.6442413,25.4998569,24.808691,23.5277843,22.6291561,21.9363728,21.231411
20,0.3150811,0.467095,0.4040515,0.3762418,0.3210233,0.297072,0.4186815,0.3978944,0.3394586,0.40066,0.3079984,0.2659308,0,28.5589523,22.6329308,21.4723225,20.2696533,20.5716858,20.0102425,18.9824772,18.155899,17.9057331,17.1575375,16.6484928,16.5826492,24.3485584,25.2134056,25.1321201,25.1912136,25.6359444,25.4745598,24.8192902,23.5277977,22.6287899,21.9291859,21.222702
21,0.3176879,0.4665538,0.3886774,0.3672431,0.3457551,0.3138101,0.4174208,0.4058694,0.3030002,0.3542915,0.2997986,0.2759276,0,28.6222725,22.5484543,22.1194134,20.3873806,20.6142368,20.058506,19.0520515,18.123621,17.9130058,17.1773643,16.6633854,16.5956287,24.3962212,25.2538815,25.1650486,25.2347336,25.6673431,25.4489079,24.8174381,23.5153484,22.593998,21.9307384,21.207571
22,0.3373575,0.4614126,0.3840652,0.3551359,0.3202137,0.2942697,0.4254894,0.3985981,0.3186252,0.3449192,0.2762135,0.2744995,0,28.7863312,23.1393852,22.0574474,20.6521664,20.9275837,20.1517506,19.2965641,18.1675644,17.9193153,17.1981335,16.6761761,16.6399994,24.4542656,25.2975616,25.2015572,25.2697353,25.6834316,25.452528,24.8036728,23.4871864,22.5669575,21.922245,21.2100658
23,0.3349876,0.4684479,0.412046,0.3569356,0.3180791,0.2864687,0.4348188,0.4105606,0.3357151,0.3965493,0.2976007,0.2556166,0,28.659771,23.5290966,21.8071423,20.5606861,21.0873299,20.4262123,19.579155,18.296051,17.947094,17.1889915,16.677309,16.6156311,24.5445786,25.3364773,25.2340527,25.2939186,25.6683064,25.4460945,24.7896729,23.4943657,22.5586185,21.9210949,21.2020931
24,0.3537093,0.490095,0.4412567,0.3615167,0.3276479,0.314416,0.4655805,0.4236959,0.3954481,0.4113478,0.3450245,0.2931443,0,29.1395187,23.2730827,21.4790192,20.3963165,20.9575481,20.3662319,19.811182,18.537796,18.0955276,17.2609043,16.7180538,16.6445522,24.6235523,25.3939114,25.3308105,25.3147106,25.6860638,25.472538,24.7862663,23.4962521,22.5620213,21.9112377,21.1982956
25,0.3695871,0.4911773,0.4881475,0.3919485,0.3170486,0.3086599,0.4756663,0.4340165,0.4761773,0.5004673,0.3467997,0.3125826,0,29.1768017,23.0469475,21.2274647,20.3538074,20.7826004,20.2155266,19.7325859,18.7331429,18.3071213,17.42033,16.8262138,16.7096367,24.7074471,25.4385033,25.5760784,25.3763351,25.7136478,25.4959679,24.7953472,23.5091267,22.5832291,21.9419422,21.2134724
26,0.3947073,0.502542,0.403129,0.3577536,0.305566,0.2960117,0.4887779,0.4412878,0.3474338,0.4575518,0.3309072,0.3066321,0,29.5446949,23.617094,21.1744881,20.28372,20.6836834,20.1461964,19.494606,18.5398483,18.176363,17.4573822,16.9417419,16.7432728,24.7824039,25.481348,25.6472626,25.3957596,25.7266426,25.4847794,24.8053226,23.5081387,22.57164,21.9307213,21.2094479
27,0.4141399,0.5074126,0.3966719,0.3463008,0.3122642,0.2914674,0.502898,0.4586451,0.3370171,0.4078948,0.3421503,0.3313067,0,29.0919056,23.690218,21.4378662,20.2678223,20.6541252,20.1105518,19.3666477,18.3962212,18.0489178,17.3634567,16.8286934,16.7147789,24.8776608,25.5350456,25.6382446,25.4630909,25.7482224,25.4836922,24.8212452,23.5013733,22.5694141,21.9353161,21.2075977
28,0.4456586,0.5371773,0.403129,0.3593898,0.3520116,0.350543,0.5235739,0.4668547,0.3386448,0.3751738,0.3428266,0.3738329,0,29.5321064,23.5676994,21.409193,20.3002529,20.6220188,20.0848942,19.3493347,18.305151,18.001503,17.3057842,16.7587872,16.6799259,24.9851074,25.6005669,25.6100636,25.4488869,25.7608509,25.5163422,24.8274536,23.5091019,22.5676823,21.9294109,21.2172394
29,0.4769404,0.5279773,0.3934434,0.3654434,0.3440621,0.3591014,0.5520663,0.4614598,0.3472711,0.3613619,0.3411359,0.3564575,0,30.6918945,23.1448059,21.4556293,20.2487679,20.6005306,20.0778275,19.2415943,18.2448559,18.0728245,17.2922363,16.7151375,16.6351662,25.1367207,25.6422749,25.5958519,25.4690704,25.7817802,25.5965748,24.8533077,23.5489826,22.5928173,21.9428234,21.216629
30,0.5044304,0.6467656,0.7261378,0.5027136,0.4301815,0.3575109,0.5639172,0.5283091,0.4223036,0.4325589,0.3681869,0.3609005,0,30.0165482,22.8997459,21.1972847,20.2974148,20.6002007,20.1082554,19.2253094,18.233881,18.0698299,17.3154945,16.7231884,16.6173286,25.2874641,25.7276955,25.7247448,25.4948215,25.8879852,25.6309948,24.8953171,23.5853615,22.6333771,21.9576511,21.2295723
31,0.5158056,0.589942,0.5084413,0.3942391,0.385208,0.3698561,0.5745073,0.4867922,0.373801,0.3998379,0.340206,0.3240868,0,29.7405109,23.6092796,21.4831047,20.4136906,20.6291618,20.1634159,19.2622681,18.2355118,18.050148,17.2825031,16.7282486,16.6201038,25.4416447,25.8275299,25.8880577,25.6071854,25.9708195,25.6741657,24.9158401,23.6051483,22.6724815,21.9725418,21.2524357
32,0.5743404,0.6178126,0.4612429,0.3844224,0.3327267,0.3334262,0.5906446,0.4881995,0.3526421,0.3393287,0.2851742,0.2756896,0,29.8981438,23.6982441,21.9393959,20.5932198,20.6393967,20.2104816,19.3086014,18.2545033,18.0352936,17.2954254,16.7282352,16.6265583,25.6153088,25.9125023,25.919775,25.6188889,25.9454956,25.6752834,24.932457,23.6089172,22.6891251,21.9899578,21.2584877
33,0.5812129,0.6199773,0.5239691,0.5051678,0.3678369,0.3542541,0.6282142,0.541679,0.3746148,0.3986869,0.3007285,0.2648993,0,32.8447495,25.7518616,21.7608223,20.5363426,20.6132622,20.1437168,19.2911854,18.289917,18.0418205,17.2985268,16.7473335,16.6323242,25.8184605,25.9903603,25.9730911,25.6389751,25.909668,25.6371918,24.9189072,23.6120014,22.669117,21.9911518,21.2721996
34,0.6200781,0.6391891,0.509825,0.4852072,0.4611697,0.4530163,0.660741,0.5998496,0.5748101,0.5285844,0.3899122,0.347016,0,34.6750107,26.8538876,21.6131496,20.6781769,20.8112755,20.0961361,19.2173634,18.2540607,18.0200062,17.3090591,16.7525444,16.6474285,26.0138493,26.1152382,26.1176376,25.7076378,26.0787678,25.691843,24.9380684,23.6239891,22.656126,22.0012646,21.2845936
35,0.6620241,0.6724714,0.5201256,0.4858616,0.4667638,0.3926532,0.6887291,0.6059481,0.6137099,0.6042209,0.4629499,0.4019985,0,33.9025612,26.3918171,21.4212914,20.6251431,21.1161003,20.2120399,19.2349434,18.2104473,17.9877567,17.2851925,16.7374172,16.6326885,26.1973495,26.2467442,26.3076897,25.8279076,26.216341,25.7727718,24.9771004,23.6403618,22.6709919,22.0146294,21.2809029
36,0.7098946,0.6743656,0.5192031,0.5866464,0.5408853,0.4874013,0.7237773,0.6150959,0.5074273,0.585805,0.4688673,0.4586471,0,33.6797485,25.9659328,21.2784672,20.5968971,21.0153866,20.250227,19.2989864,18.2171307,18.0108166,17.2747593,16.7239265,16.6386185,26.4182835,26.4006214,26.5114231,26.0193062,26.3932819,25.907814,25.0676537,23.7120953,22.7268639,22.0527401,21.3167706
37,0.6833525,0.6900597,0.4986019,0.4943694,0.5065112,0.4181012,0.7411753,0.585776,0.447857,0.5162523,0.4713188,0.3894628,0,39.1155663,26.7186108,21.2465267,20.5717812,20.9716854,20.2630692,19.311079,18.4504681,18.0743103,17.2792606,16.7116756,16.635128,26.6256886,26.5360794,26.5966797,26.2111473,26.4709949,25.9742088,25.1545162,23.7778645,22.8172703,22.1269417,21.3716888
38,0.7347778,0.7241538,0.5073651,0.4027469,0.4413696,0.4066647,0.7615991,0.6146268,0.4418349,0.4521257,0.3894895,0.382957,0,43.7160034,30.0610237,22.9659462,20.6881618,20.9366322,20.2986145,19.3219547,18.8360672,18.4318771,17.5408745,16.8912792,16.6505947,26.9001045,26.6725769,26.625227,26.2718201,26.4840717,26.0545006,25.2155991,23.831068,22.904192,22.1552219,21.3931618
39,0.8106123,0.7366009,0.5193569,0.4163266,0.403536,0.400227,0.8427899,0.6568474,0.447206,0.4486727,0.3701312,0.3601864,0,45.9696121,32.0173683,24.8038101,20.9385204,20.9699268,20.6355743,19.4361916,18.6786442,18.5546684,17.9371109,17.5174255,17.0333004,27.1805134,26.8268299,26.6726952,26.2936249,26.4567871,26.0570393,25.2642441,23.868042,22.9695702,22.218771,21.4366646
40,0.8745977,0.810742,0.5510274,0.4264706,0.3969114,0.3940923,0.8523714,0.6791305,0.4558323,0.43223,0.3502656,0.3607418,0,48.6577225,32.5194664,25.3891335,21.0435619,21.175148,20.8017311,19.6807232,18.7181072,18.5515671,17.9811668,17.5851116,17.1135178,27.4608936,26.9943104,26.7386932,26.2946987,26.4250145,26.0675526,25.284214,23.902029,23.002058,22.2531891,21.4919605
41,0.9312366,0.8210244,0.5567158,0.4596837,0.4411488,0.403408,0.9085998,0.7187709,0.4758518,0.4493305,0.346377,0.3688345,0,49.4878235,32.6926193,25.1029758,20.9457378,21.2215023,21.10495,20.2089233,18.8511715,18.5892944,17.9188633,17.5863171,17.0812473,27.7665634,27.1958408,26.8387794,26.3423538,26.4481106,26.0540295,25.2672729,23.8990688,22.9926643,22.2426453,21.5162926
42,0.9750785,0.8597185,0.5585607,0.5141664,0.5256488,0.4850535,1.0039108,0.7563003,0.4966851,0.4965211,0.3729208,0.4910177,0,53.3549843,35.2022705,24.5687275,20.8381805,21.3666325,21.2663765,20.8296089,19.1902733,18.8679543,18.0118637,17.5085068,17.1545029,28.0670204,27.356739,26.9246578,26.3667355,26.5464821,26.1063385,25.2807102,23.9397545,23.0246639,22.2322483,21.512331
43,1.0502021,0.8683773,0.6454241,0.4766994,0.4161227,0.4067405,1.023326,0.7734231,0.4916395,0.4664309,0.337839,0.3869239,0,53.7791557,36.2765388,24.7002125,20.8611603,21.367979,21.122818,20.7008171,19.3967361,19.1899014,18.2820435,17.723362,17.3316059,28.4027882,27.5530624,27.0124207,26.3858242,26.571228,26.1526127,25.3451557,24.025074,23.0990486,22.2703419,21.5072327
44,1.1352789,0.9360244,0.614061,0.4879886,0.5020212,0.4301435,1.0851016,0.7975827,0.5357476,0.4761321,0.3324289,0.3416209,0,53.8264465,36.5325089,24.7653389,21.4208012,21.9198627,21.2135468,20.4663658,19.2524643,18.9884129,18.3014965,17.8790588,17.4613743,28.7932606,27.7918129,27.1603966,26.4421597,26.5663834,26.164381,25.3701553,24.0792255,23.1638241,22.3151093,21.5512753
45,1.0938069,0.9208714,0.606989,0.4807896,0.5283722,0.4437763,1.1120811,0.7839783,0.5370497,0.5271045,0.3967595,0.3954133,0,55.9121552,38.2418289,25.7569981,21.3626842,22.1555939,21.5422897,20.8745651,19.5695095,19.1024189,18.2215672,17.6734886,17.3589687,29.2041359,28.021307,27.3074532,26.4632225,26.6901169,26.1899662,25.3984089,24.095026,23.2254162,22.3532829,21.5890999
46,1.2063738,0.9371067,0.6624893,0.6048073,0.518877,0.4414284,1.172596,0.8416797,0.5046604,0.486491,0.3692858,0.392081,0,57.4362297,41.7219315,28.59235,21.5653877,21.9760647,21.472683,20.7939243,19.7003098,19.5329876,18.8246155,18.3151188,17.60256,29.6000614,28.2464905,27.4441814,26.5679913,26.7654057,26.2090111,25.4189816,24.1129742,23.240345,22.3693638,21.6006451
47,1.3277091,1.0253185,0.691085,0.6506186,0.4732411,0.4474117,1.2484917,0.9071217,0.5139377,0.4736657,0.3280331,0.3424143,0,60.2531395,44.4142647,30.1847992,22.4236965,22.7072449,22.2514229,21.0109634,19.5385818,19.3505459,18.9568977,18.7042103,18.2922859,30.0348072,28.4959831,27.6003704,26.6265583,26.7839375,26.2128258,25.4409332,24.1531029,23.263464,22.4141026,21.6238098
48,1.4312706,1.0962126,0.7006169,0.556051,0.5606118,0.5369339,1.3213617,0.9674033,0.5689507,0.4573874,0.3183116,0.3255943,0,62.912468,46.6209068,33.0899811,22.7086277,23.1887264,22.6568642,21.8470974,20.2280293,19.7477894,18.8774776,18.4532242,18.0896778,30.5388603,28.7698631,27.7700806,26.676775,26.8182831,26.304184,25.5372753,24.2223129,23.2835197,22.4303913,21.642765
49,1.5080531,1.1381538,0.7124549,0.5452527,0.5301388,0.4913397,1.3811202,0.9580209,0.5975966,0.4764609,0.331668,0.3482855,0,67.8807068,49.6616325,36.6917801,23.0286541,23.8099995,23.045433,22.0107765,20.2818604,20.1881542,19.3238525,18.8839931,18.0154819,31.1143513,29.0639477,27.9325333,26.7254181,26.8518143,26.367918,25.6316547,24.2982635,23.3818302,22.5049477,21.6741676
50,1.6232267,1.2036362,0.7464316,0.6455466,0.6477616,0.5927527,1.4809697,1.0091548,0.6102919,0.5175677,0.4204291,0.4388915,0,70.072731,47.8048935,36.6160583,23.5411968,24.1364594,23.9856071,23.1800022,21.2532597,20.6263561,19.6617317,19.066309,18.2932034,31.7198315,29.3954945,28.045475,26.8162403,27.0290203,26.4564552,25.6790905,24.3306217,23.4055042,22.5354671,21.72859
51,1.6651727,1.1619656,0.7370534,0.5756844,0.5166688,0.5373883,1.4736575,1.0396474,0.619732,0.4863266,0.4003945,0.4220715,0,77.7792816,49.0387306,37.1365852,23.1586914,24.1488647,24.1584377,23.5482483,21.9685249,21.187851,20.1176662,19.5971584,18.7214184,32.2815323,29.7401886,28.1343594,26.8693886,27.1855335,26.6333809,25.7605934,24.410326,23.4720078,22.5910625,21.7671738
52,1.6926627,1.2783185,0.7704151,0.6224774,0.5857851,0.5679107,1.4774397,1.0675599,0.6517958,0.5093464,0.397943,0.3608211,0,85.7932663,50.3025055,35.7344894,23.2100353,24.1657352,24.011097,23.312645,21.7367878,21.1322708,20.1778679,19.7326431,18.8853951,32.8653488,30.0685196,28.2453995,26.9364243,27.2023544,26.6494522,25.8133163,24.4657497,23.4930344,22.6511211,21.817049
53,1.8490714,1.3270244,0.7793321,0.5735575,0.6283296,0.5790442,1.6236839,1.1618526,0.6879286,0.5379567,0.3892359,0.4424618,0,86.4939041,53.2505493,37.8859749,23.8465328,24.4182129,23.8696842,23.0185719,22.1090641,21.5354786,20.4174862,20.0734997,19.2949867,33.5326805,30.4214611,28.4328251,26.961071,27.3526154,26.7552185,25.8455315,24.4783382,23.4643936,22.6239643,21.8315639
54,2.0242018,1.3990009,0.8126937,0.7622018,0.617583,0.508305,1.8218702,1.2448864,0.7022515,0.5859694,0.417724,0.4964922,0,93.1637192,58.2864456,40.4127045,24.8553448,26.058773,24.9562931,23.7831192,22.0403824,21.4655495,20.327816,20.1535416,19.3294506,34.257061,30.7887383,28.6614552,27.0794907,27.4306049,26.8490734,25.8873539,24.5341988,23.5180168,22.655302,21.834877
55,2.1152033,1.4663773,0.9100115,0.7093552,0.6536501,0.5628362,1.896253,1.2540342,0.7227593,0.566567,0.4570325,0.4808623,0,99.2266159,59.696312,40.9164696,24.9228439,26.3452606,25.5355186,24.7818508,22.8970528,22.3409615,20.4578114,20.2570343,19.3197727,35.0287666,31.177227,28.9219723,27.1838474,27.6110916,26.9779186,25.9895115,24.6549911,23.6116447,22.71912,21.8581924
56,2.1934076,1.5361891,0.9575173,0.6635439,0.5597285,0.5134552,1.9466821,1.3276857,0.7507541,0.5678825,0.4501852,0.4316716,0,101.2332077,60.0259514,40.3016853,25.5131569,27.0220585,25.6064491,24.5964775,23.1369915,22.8147888,21.3397446,20.5846138,19.4525814,35.8736572,31.6231232,29.2359715,27.3724174,27.6528454,27.0038433,26.0898514,24.7883224,23.7711525,22.8087597,21.938055
57,2.3611915,1.6449655,0.9379923,0.7337333,0.5971941,0.5198171,2.1173845,1.432768,0.7740289,0.5672247,0.4807866,0.3704213,0,109.0276566,68.5711823,43.6000443,26.4282207,28.1086311,26.6383972,25.4902039,23.2382698,22.366087,21.0687695,20.6056995,19.5386047,36.738369,32.0807838,29.4876919,27.4793968,27.6402283,26.9712276,26.1281891,24.8618546,23.8772507,22.9032478,22.0223942
58,2.5121496,1.6993537,0.9661268,0.6447286,0.6312002,0.6408463,2.2303456,1.5068886,0.8104872,0.5736374,0.502512,0.4488883,0,114.0492554,69.3192215,44.4048004,27.0363235,28.7324295,28.1053772,26.0688763,23.7283936,23.5603848,21.944294,21.3222637,19.6031685,37.6514931,32.5857239,29.7730408,27.6819878,27.8106976,27.0776234,26.1025295,24.8543091,23.8515511,22.9259815,22.0819054
59,2.562627,1.6666126,0.9721226,0.711973,0.6284768,0.5647297,2.262368,1.4862475,0.8324599,0.6089893,0.5359876,0.5045849,0,115.2136154,69.9198151,45.6061325,27.0395374,28.0081749,28.1345997,26.2484226,23.4398499,23.5681591,22.2647266,21.7662868,20.1887093,38.6155167,33.1206093,30.0769329,27.8711491,27.9300461,27.1491089,26.1657791,24.9350109,23.9258671,22.9939499,22.1393204
60,2.7254343,1.9058126,1.3120429,1.0095827,0.7966671,0.6690965,2.3246479,1.5760835,0.9690159,0.914495,0.6473193,0.6209763,0,117.7457581,70.1230164,45.2146873,27.1198044,28.1875305,28.4970474,26.3257103,23.5824203,23.5555496,22.1804962,21.5700836,20.3229408,39.633934,33.6601791,30.4300823,28.2013626,28.2398148,27.3258953,26.2532673,25.0040627,23.9957142,23.0578232,22.1793804
61,2.6415423,1.7710596,1.1227883,0.8037591,0.7773823,0.764602,2.3034677,1.5411342,0.9333713,0.7594401,0.6516306,0.5778948,0,128.8813934,73.5032959,44.4015274,27.0179081,27.74823,27.9037628,26.0613956,24.3537483,24.2288647,23.1566067,22.6381397,20.9989319,40.4482346,34.1707115,30.9550323,28.5669937,28.5250931,27.4902935,26.3736763,25.1589794,24.1650887,23.1638069,22.236578
