Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
0,0.1612792,0.3818597,0.3462451,0.2726756,0.2809815,0.2687461,0.3105111,0.3340944,0.2829807,0.3128559,0.2504305,0.2137252,0,18.4364853,18.1148949,17.9251938,18.7146587,18.172308,18.0595818,17.3285656,16.8121777,17.0138588,16.570734,16.2852802,16.345787,19.3923664,21.6983566,22.170826,22.4692268,23.535696,23.8259583,23.6313572,22.5758877,21.9615841,21.5018673,21.0893707
1,0.1619901,0.4048597,0.3362519,0.2836375,0.2911392,0.2879835,0.3112676,0.3261194,0.2847711,0.3218994,0.2606592,0.2314973,0,18.5099163,18.087574,17.893301,18.7052269,18.1347237,18.0642166,17.3290176,16.8042583,16.9834576,16.5563374,16.2678261,16.3222561,19.3924389,21.7139721,22.20084,22.4628544,23.5599957,23.8264084,23.6321869,22.5649757,21.9627914,21.5243034,21.1008224
2,0.1726543,0.392142,0.3404029,0.2838012,0.3002664,0.2938153,0.3301785,0.3345635,0.2815158,0.3204195,0.2658158,0.2407007,0,18.5486317,18.0559444,17.8837337,18.7135372,18.146841,18.0763359,17.3635883,16.7893639,16.9898796,16.5486717,16.2437725,16.3222046,19.3889713,21.7260513,22.204958,22.4919872,23.5856857,23.8377075,23.653326,22.582346,21.9741058,21.522356,21.0950813
3,0.2036991,0.457895,0.4118922,0.3050707,0.3066701,0.308357,0.3440465,0.3749076,0.3454807,0.352154,0.2825536,0.2498248,0,18.6898594,18.1105747,17.8527603,18.7141438,18.1375599,18.069334,17.3276672,16.7785492,16.9748707,16.5481358,16.2485714,16.3182392,19.398304,21.7550907,22.241188,22.5448933,23.6237659,23.8761444,23.6580906,22.593174,21.9781151,21.5229588,21.1108532
4,0.2108086,0.4524832,0.3885237,0.3430286,0.3208025,0.3007832,0.3473244,0.4243995,0.3402724,0.3911232,0.2994605,0.2495868,0,18.9058037,18.2590332,17.8235607,18.7089252,18.1053295,18.0420532,17.2695541,16.7721825,16.9627838,16.5531864,16.2810574,16.3160572,19.3995438,21.809782,22.3182278,22.5878201,23.6518803,23.8959179,23.6699257,22.6099377,21.9892025,21.5450478,21.1105766
5,0.2169701,0.434895,0.3862176,0.3199593,0.3263966,0.3030553,0.3485851,0.3723275,0.3010471,0.351003,0.2870339,0.2654547,0,19.0363579,18.3859234,17.7998161,18.719038,18.1219158,18.0654831,17.2987022,16.7918224,16.9717751,16.5617924,16.2721443,16.3155289,19.3948383,21.8835545,22.3828812,22.6304951,23.6895828,23.893877,23.6818867,22.6162281,22.0007954,21.54035,21.1036015
6,0.2195769,0.4446361,0.3900611,0.3307577,0.3202137,0.3073724,0.3634617,0.3634142,0.3161838,0.3559358,0.2779887,0.2537124,0,19.1812534,18.4944706,17.7946415,18.7260323,18.141468,18.0652561,17.3475571,16.8140488,16.9723072,16.5863094,16.2768669,16.3217716,19.3946133,21.9178238,22.4004669,22.6719532,23.7041187,23.9303474,23.6971741,22.6398602,22.0251904,21.5408821,21.1029949
7,0.219103,0.4189303,0.3792993,0.3089974,0.307995,0.301995,0.3687567,0.3678709,0.3056044,0.3345603,0.276129,0.2414148,0,19.284174,18.5381813,17.8444672,18.7275295,18.135355,18.0591469,17.3589478,16.8307724,16.9966621,16.6015148,16.3023682,16.3232708,19.3964882,21.9507771,22.4178753,22.7227077,23.7146931,23.9344864,23.7247753,22.6629391,22.042593,21.5537472,21.1204166
8,0.2243166,0.4489656,0.3756095,0.3214318,0.3032842,0.2866202,0.371026,0.3831172,0.303814,0.3330804,0.2709724,0.2246741,0,19.3377857,18.5416584,17.9156799,18.7370872,18.148344,18.07061,17.3605232,16.8228321,16.9951935,16.6065159,16.3287067,16.3366451,19.3912239,21.9618225,22.4690857,22.7398129,23.6765156,23.9262161,23.7180157,22.664505,22.0426426,21.5712357,21.1238823
8.9999999,0.2537025,0.474942,0.4045127,0.3364841,0.3164598,0.3001773,0.4050656,0.3927341,0.3259494,0.3579089,0.2770589,0.2299105,0,19.4447327,18.516016,17.9014378,18.751749,18.172905,18.0921249,17.3584557,16.8200054,17.0117912,16.618536,16.3346405,16.3471413,19.3937187,21.9965324,22.5174255,22.7540512,23.6941433,23.9305935,23.7174759,22.6579075,22.0432396,21.5854797,21.1335812
