Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,EVENT,,,,,,,,,,,,,,
270,16.794344,16.173467,15.762086,14.987594,14.998489,14.615675,14.964034,14.891066,197.163997,181.168313,170.705394,153.44839,141.953773,128.997743,109.207464,62.727662,724.61457,720.483536,734.690969,715.365135,665.677513,528.513708,371.088789,279.114979,353.080294,333.563055,281.117753,263.377012,235.74737,196.671576,131.100712,61.730004,10.552174,0.000387,,,,,,,,,,,,,,
271,16.674547,16.015556,15.680306,14.981994,14.954774,14.495684,14.920317,14.847353,193.494369,180.131603,173.598643,153.784519,141.193358,129.592649,110.537667,65.806748,743.537645,738.766903,750.570634,748.626345,789.443988,522.056516,376.675044,290.762843,369.73171,348.354813,288.623259,265.385086,234.759899,196.398833,132.898832,62.789972,10.552174,8.18E-05,,,,,,,,,,,,,,
272,16.680141,15.983071,15.685903,15.063824,14.884141,14.577546,14.887801,14.852954,193.194587,184.22372,174.100237,152.916934,142.067027,130.499171,111.768349,68.307288,742.918213,738.148068,748.182435,742.929984,752.116276,532.526946,373.086311,286.741472,370.281904,344.427381,287.926564,265.688722,233.783148,196.099135,135.236697,65.732423,10.628597,0.000387,,,,,,,,,,,,,,
273,16.680141,15.906905,15.685903,15.063824,14.998489,14.691929,14.925918,14.776727,191.89659,186.630003,170.896065,151.816405,142.255798,131.137661,112.994428,70.47124,723.699412,717.63108,727.135105,714.159126,665.423992,522.133487,365.819828,273.101613,365.485689,334.365798,285.412253,264.607721,232.61145,194.915977,136.177984,69.180677,10.634206,0.000387,,,,,,,,,,,,,,
274,16.71821,15.906905,15.685903,15.063824,14.998489,14.691929,14.849683,14.624261,193.614499,191.327721,166.969666,152.119952,142.63339,131.701223,114.14698,71.791307,707.912653,701.644084,710.780419,693.919784,620.06133,521.380571,357.526835,270.238281,371.516756,355.055191,308.663673,263.563524,233.178467,196.289952,138.702931,70.317389,10.710626,0.000387,,,,,,,,,,,,,,
275,16.750684,16.053636,15.680306,15.096338,14.954774,14.724454,14.920317,14.61866,193.914271,191.971311,166.16394,153.442813,143.609897,132.898554,115.034336,72.812524,692.352194,687.191656,694.255758,675.421667,586.695641,506.665017,347.57875,252.492399,373.181752,353.594956,306.748346,262.737274,234.15545,197.925202,141.187834,71.228578,10.639815,0.000234,,,,,,,,,,,,,,
276,16.707023,16.124198,15.7128,15.052624,14.911057,14.45195,14.72412,14.536819,195.20644,193.68403,169.435928,153.930825,144.246703,135.188147,116.071072,73.833674,681.663771,678.834514,685.992422,664.690631,656.474631,507.162427,326.727014,229.014644,364.857077,340.663725,296.145775,260.043614,232.675951,196.813004,141.748725,72.54291,10.639815,0.000387,,,,,,,,,,,,,,
277,16.729395,15.918098,15.735189,15.113137,14.780986,14.359959,14.441524,14.444861,197.175212,192.293638,166.180735,153.839222,146.12152,137.39515,117.098543,74.551779,669.899887,666.967204,673.668627,651.62111,605.012016,534.830385,314.40619,235.086407,363.678764,327.001479,291.187894,262.305916,233.416343,194.660011,142.71534,74.030673,10.655588,0.000387,,,,,,,,,,,,,,
278,16.522261,15.787051,15.680306,15.058224,14.649817,14.41942,14.462846,14.428055,197.99785,191.245732,165.021162,154.392104,146.785771,136.963977,117.752837,74.828899,655.376051,653.027542,657.825041,635.369618,571.821746,526.429795,324.024999,259.642135,361.044564,330.893215,290.728593,265.273267,238.722991,195.330215,143.643528,75.297384,10.666807,0.00054,,,,,,,,,,,,,,
279,16.484186,15.596602,15.604118,15.02011,14.649817,14.41942,14.539101,14.31368,198.07416,191.092974,164.944988,154.468062,147.845404,136.587179,117.678301,76.698578,646.096073,641.766716,646.369601,622.444052,544.637583,509.429411,335.466945,267.068039,360.026121,322.452866,286.960048,266.726503,239.854136,195.864539,144.740072,76.433642,10.754443,0.00054,,,,,,,,,,,,,,
280,16.408034,15.634694,15.566023,14.981994,14.764183,14.495684,14.653477,14.351806,195.784545,188.99244,165.478235,155.53169,149.700927,136.436481,117.156634,77.835099,637.117507,633.081372,635.97956,611.910351,538.154698,501.636404,336.160737,273.467769,363.844525,330.966232,287.662413,267.471407,239.741045,197.162053,145.307468,77.203384,10.787043,0.000234,,,,,,,,,,,,,,
281,16.331878,15.48232,15.527927,14.943877,14.68794,14.571945,14.729722,14.31368,194.066959,190.711075,168.564744,156.481696,151.444149,138.207937,116.85861,78.531715,630.634195,627.141032,628.413191,607.168898,539.444205,517.789357,334.77307,271.534749,356.205648,322.233444,285.036873,266.763754,238.685277,197.352847,146.518403,78.926257,10.743226,0.000387,,,,,,,,,,,,,,
282,16.413629,15.449822,15.45733,14.91136,14.579169,14.539417,14.697201,14.357409,193.118237,192.587908,169.63776,155.423291,152.056348,138.854617,117.721044,80.737236,625.672813,622.361421,623.126566,603.547824,550.086419,512.879987,320.735562,268.265446,360.286089,326.150346,284.339273,265.092368,240.575792,197.472929,146.788944,80.544788,10.792651,0.000387,,,,,,,,,,,,,,
283,16.408034,15.329929,15.451731,14.981994,14.649817,14.533815,14.615352,14.466178,193.036278,192.887781,172.149046,156.55771,152.505836,139.301772,118.535669,83.042676,621.06361,618.293024,618.012715,603.363062,548.505419,487.887002,311.161293,263.675191,362.099225,325.56027,282.927213,262.923837,241.888868,196.017198,143.983775,83.253206,10.743226,0.00054,,,,,,,,,,,,,,
284,16.571522,15.45542,15.424829,14.916961,14.737264,14.545018,14.626556,14.553624,193.772801,194.846275,172.465409,156.34084,152.668692,139.388315,119.068714,83.713866,618.809154,616.290747,615.793763,603.050539,542.105222,467.086189,300.696261,230.809827,363.564353,340.242421,291.957613,263.494403,241.86227,197.89826,140.519405,84.144422,10.781434,0.000692,,,,,,,,,,,,,,
285,16.674547,15.48232,15.451731,15.02011,14.726062,14.533815,14.615352,14.542421,194.754028,194.796878,173.827556,155.835657,152.619615,139.264043,119.206951,83.886542,612.90519,609.813486,608.092111,593.890341,526.187507,468.403831,297.702265,229.095911,357.188254,337.169155,296.2249,264.303946,242.491421,201.434649,143.605727,85.197707,10.852239,0.000692,,,,,,,,,,,,,,
286,16.674547,15.520415,15.527927,15.134451,14.68794,14.571945,14.539101,14.5043,192.998102,194.491445,173.827556,155.79766,152.657542,139.716834,119.95313,85.097563,605.795143,604.069095,600.479021,583.744044,523.678374,477.089928,297.370629,241.443928,354.312834,346.862086,303.550619,265.720511,243.131468,201.32024,144.437521,84.573912,10.890446,0.00054,,,,,,,,,,,,,,
287,16.783158,15.667187,15.484231,15.090738,14.758582,14.413817,14.571625,14.460575,192.610735,194.905804,172.029013,155.75408,152.386488,139.899983,120.880825,86.376949,601.590924,599.614178,596.023361,580.262701,518.079612,479.847778,304.910848,249.710884,355.399558,333.552325,299.534664,264.41033,244.142131,198.987876,145.907293,86.440176,11.054478,0.00054,,,,,,,,,,,,,,
288,16.891759,15.623498,15.51673,15.085138,14.75298,14.52261,14.566023,14.493095,195.124495,195.89278,170.11661,155.824493,152.267145,140.838167,121.9211,86.959017,593.945643,592.364129,588.018762,569.761489,516.209254,470.941887,314.672652,256.302331,353.610403,330.444358,294.887016,264.181113,244.700968,201.194619,147.983982,88.784804,11.04887,0.000234,,,,,,,,,,,,,,
289,16.908537,15.944988,15.609716,15.216272,14.846023,14.501286,14.544703,14.509902,194.645129,195.222444,169.370885,156.069237,151.980511,141.459029,122.722313,86.644746,591.093247,588.472406,584.26972,567.879203,515.184776,472.572947,318.574351,249.872053,351.73293,345.083008,293.501867,264.980535,244.943256,202.202923,148.417358,87.95628,11.04887,0.000234,,,,,,,,,,,,,,
290,16.902945,16.015556,15.718398,15.248782,14.992889,14.533815,14.577227,14.5043,196.089862,196.552938,169.670283,157.089864,152.35414,142.322362,123.352354,86.015223,586.78686,584.023229,579.747863,560.390148,527.692786,470.593482,319.741283,247.575868,349.979253,340.559742,289.103559,262.923837,243.921877,202.273581,147.540638,87.436804,11.016275,0.000234,,,,,,,,,,,,,,
291,16.821224,16.00996,15.674708,15.205073,15.025403,14.604471,14.533499,14.460575,198.679006,195.28758,170.427258,157.958738,152.879541,143.942211,123.720811,85.973118,584.559867,582.333924,578.380689,560.420691,527.90255,465.454971,315.961396,246.555725,353.033185,340.007641,282.773664,259.258978,242.033987,201.69599,148.368343,86.513591,10.972464,0.00054,,,,,,,,,,,,,,
292,16.745091,16.00996,15.7128,15.205073,15.101629,14.566342,14.533499,14.498697,197.152781,195.516638,170.922992,159.251872,153.752092,146.060862,124.244479,86.597238,581.58613,579.360408,575.406341,559.74041,515.066616,450.446891,305.499072,250.42396,351.503714,338.184816,277.584565,260.118328,241.46899,201.505316,150.073676,85.779496,10.890446,0.000234,,,,,,,,,,,,,,
293,16.668954,16.04804,15.7128,15.166962,15.17785,14.566342,14.533499,14.460575,196.427723,195.28758,175.119257,158.833447,154.359252,146.704428,124.394128,88.066162,579.794985,578.035029,574.510541,562.354171,518.868595,440.063982,303.145581,245.014163,355.071954,353.916984,298.319499,261.201403,244.405518,204.51723,151.931955,86.219937,10.972464,0.00054,,,,,,,,,,,,,,
294,16.674547,16.015556,15.718398,15.096338,15.14534,14.724454,14.615352,14.466178,192.654522,193.231441,176.842216,158.11643,154.554597,145.460882,124.474454,89.320632,580.659976,578.040293,575.984938,565.6179,503.261727,439.745776,298.10755,231.857681,359.043912,343.365595,288.290696,258.928118,241.36151,199.451269,149.775986,87.216508,10.939868,0.000387,,,,,,,,,,,,,,
295,16.489781,15.983071,15.64781,15.063824,15.150939,14.691929,14.544703,14.47178,193.690845,195.413327,176.504327,158.464282,154.294507,144.747576,124.891572,90.024253,579.089108,577.078449,574.234419,565.300883,501.111327,438.24132,289.960146,226.185322,357.157209,345.556476,305.504402,259.195222,239.444982,196.786059,146.334711,88.947932,11.005059,0.000387,,,,,,,,,,,,,,
296,16.522261,15.863224,15.642212,14.981994,15.18345,14.724454,14.577227,14.428055,190.249239,197.163661,174.972229,158.877071,153.188581,144.174665,125.447532,90.606949,570.453212,569.158905,564.520917,551.439494,485.206623,428.632409,276.474928,211.518612,350.598503,336.731521,300.644373,258.292651,237.742243,195.559215,143.832547,90.853236,10.972464,0.000387,,,,,,,,,,,,,,
297,16.592812,15.819541,15.636615,14.86204,15.13974,14.718852,14.609751,14.460575,190.816345,195.783865,174.661358,159.327955,151.89353,143.223856,125.928774,91.336829,563.610043,561.778616,556.385696,538.580375,480.681635,418.254111,280.439071,207.323911,344.507443,337.382599,301.669316,259.595283,237.54805,196.087917,140.955755,93.45869,10.966855,0.000387,,,,,,,,,,,,,,
298,16.707023,15.895712,15.636615,14.82392,14.987289,14.718852,14.571625,14.498697,191.885368,193.798577,175.233736,161.002237,150.7942,142.845873,126.865202,92.109077,558.026056,556.76717,550.619955,533.38745,485.631672,418.902903,279.215459,212.883061,347.423447,344.598795,301.374963,264.745895,239.773204,201.46718,138.654141,94.59944,11.087072,0.000234,,,,,,,,,,,,,,
299,16.745091,16.04804,15.636615,14.7858,14.949174,14.680726,14.571625,14.384328,192.19079,190.399938,173.211533,162.448871,151.097415,143.261658,127.277389,92.88154,551.655055,550.252629,543.708018,523.284179,477.559802,422.07383,263.850625,223.179147,358.165377,340.153443,293.159022,266.199455,239.810901,198.262987,137.82471,94.78348,11.136489,0.000234,,,,,,,,,,,,,,
300,16.707023,16.08612,15.59852,14.747678,14.87294,14.604471,14.647875,14.384328,192.496206,189.215987,172.25787,163.134323,151.173225,143.186055,126.865202,93.286251,549.543335,547.639633,541.594886,525.541845,484.986187,415.80251,262.4693,229.809443,352.377739,332.420991,290.76009,265.342335,238.038511,196.202409,135.075075,92.686207,11.09268,0.000387,,,,,,,,,,,,,,
301,16.832409,16.021152,15.609716,14.797002,14.922258,14.615675,14.735323,14.433657,190.293031,189.761905,169.866521,162.993178,152.094266,143.310567,126.613959,93.333861,547.4779,545.609821,539.993622,526.089863,498.316302,417.760039,270.979379,231.901049,351.878604,338.669524,285.967077,262.071008,237.181794,193.350948,134.860314,93.101627,11.04887,0.000387,,,,,,,,,,,,,,
302,16.712616,16.015556,15.718398,14.829521,14.878541,14.571945,14.6916,14.389931,188.34008,190.329167,169.479656,162.378311,153.150646,144.325945,126.68338,93.770035,543.7501,542.418638,536.048093,522.035026,495.523057,425.968631,277.996714,231.176964,352.747232,335.345465,283.889719,260.833475,236.194888,187.50368,133.575657,94.568044,10.966855,0.000234,,,,,,,,,,,,,,
303,16.560334,16.091716,15.794579,14.829521,14.954774,14.610073,14.729722,14.5043,189.867418,189.718101,169.899046,162.835256,153.985339,145.347362,126.458615,93.512437,539.31131,538.731256,531.784744,513.537337,480.220469,421.754894,279.07255,231.74424,344.768,326.656532,282.519894,262.028197,235.401969,182.883287,131.884065,94.825701,10.972464,0.000387,,,,,,,,,,,,,,
304,16.674547,16.244023,15.832667,14.867641,14.878541,14.686328,14.767843,14.466178,189.027392,189.374369,170.547259,162.606777,154.061233,145.763631,126.158973,93.034108,537.700319,536.976916,530.315657,516.406487,476.631997,422.583444,282.890018,231.176964,344.038825,325.633362,294.04971,263.222308,236.23264,185.05981,130.982527,94.347216,11.010667,0.00054,,,,,,,,,,,,,,
305,16.630884,16.238427,15.788981,14.82392,14.87294,14.642599,14.876599,14.613058,192.305322,190.820034,173.745644,161.801619,153.979761,145.568849,125.404595,93.212663,534.11473,534.322021,527.336016,512.312428,463.453256,415.514023,282.551233,233.77986,341.4807,330.486238,294.744947,263.70176,236.868789,185.20694,131.991268,95.077972,10.857848,0.00054,,,,,,,,,,,,,,
306,16.745091,16.276501,15.865158,14.7858,14.911057,14.718852,15.105287,14.803639,194.175864,188.719475,171.952729,160.697759,153.752092,145.114781,124.805728,92.844751,531.930458,531.027446,526.224965,505.709173,457.709036,413.494231,277.842837,233.477566,344.653274,322.703469,285.290405,260.97736,235.09429,183.641354,136.242241,97.840603,10.852239,0.000387,,,,,,,,,,,,,,
307,16.788751,16.32017,15.794579,14.791401,14.916658,14.838825,15.034662,14.923576,190.821956,189.183405,170.242207,160.627235,153.340326,144.704191,124.736383,92.261602,531.43438,529.850826,525.620911,503.811451,460.012085,410.432488,270.973914,225.232296,347.319473,316.561366,282.630987,259.712866,232.605895,183.570597,139.791293,94.678465,10.863457,0.00054,,,,,,,,,,,,,,
308,16.864881,16.32017,15.756489,14.867641,14.916658,14.800702,15.110887,15.037903,189.218309,186.738977,169.250912,160.589178,153.492079,145.158174,124.998351,92.482295,532.723518,531.534092,527.233762,500.938095,464.463702,411.298635,253.419906,215.627218,344.439882,311.908325,278.109394,257.65701,232.56809,184.563401,141.640973,94.862511,10.901663,0.000234,,,,,,,,,,,,,,
309,16.859289,16.238427,15.674708,14.900159,14.911057,14.718852,15.143399,14.956086,188.334468,183.60139,169.054698,159.708399,153.827979,145.190452,125.030279,92.403323,531.823029,530.740936,525.364742,503.267505,473.181202,422.686217,244.098198,206.523716,342.137225,310.839673,278.660305,258.24977,233.205158,181.464928,142.050889,94.893911,10.901663,0.00054,,,,,,,,,,,,,,
310,17.055188,16.32017,15.680306,14.981994,14.916658,14.800702,15.110887,14.999795,188.378264,185.860489,167.497564,159.752035,153.985339,145.006836,124.736383,90.680469,532.508667,531.569905,526.194388,509.411449,472.612183,431.690969,248.127767,198.253567,350.489228,327.716026,295.229665,266.093151,232.341244,175.859085,139.829024,98.030314,10.896054,0.000692,,,,,,,,,,,,,,
311,17.011537,16.314575,15.82707,15.014509,14.949174,14.795101,15.105287,14.956086,186.959809,185.358341,166.196438,159.365998,153.183004,144.358211,124.244479,89.425467,532.539213,531.672079,526.79842,510.087974,469.125101,430.102582,255.88743,204.198589,343.595924,327.637594,289.615289,264.671329,232.29788,173.716648,139.295306,95.114787,10.901663,0.00054,,,,,,,,,,,,,,
312,17.011537,16.352647,15.865158,15.090738,14.987289,14.833224,15.143399,14.956086,185.126903,185.778487,169.702807,159.175791,152.576113,143.412873,123.907817,89.205001,533.147949,532.818041,527.51521,513.496197,470.632719,422.686217,270.48466,213.187447,344.981382,334.245611,291.867533,263.66446,231.768488,169.711957,137.259392,92.391986,10.901663,0.000234,,,,,,,,,,,,,,
313,17.120119,16.385123,15.973819,15.123251,14.943573,14.7895,15.175909,14.988594,185.999559,186.002046,173.625581,159.854999,151.925872,142.500196,123.715316,89.603799,534.86138,534.137719,529.265947,515.893904,478.308135,415.761153,272.674082,219.340075,350.988464,334.349704,286.653398,260.71046,230.930813,164.219356,129.732626,87.756479,10.98368,0.00054,,,,,,,,,,,,,,
314,17.06078,16.401907,16.028692,15.330597,15.074716,14.844426,15.192708,14.967286,186.74192,186.782783,173.909469,160.290328,151.260181,141.950092,123.7692,89.656749,536.309314,534.117698,530.285087,514.224103,479.759286,404.660257,266.696349,221.29313,347.61636,324.725014,277.892266,258.073822,227.351288,161.571507,126.037742,93.506296,11.016275,0.000387,,,,,,,,,,,,,,
315,17.06078,16.439976,16.066775,15.406809,15.074716,14.844426,15.230817,14.929177,185.329054,188.53973,173.60425,159.985915,150.464268,141.53457,123.694401,89.50976,538.743784,536.731549,532.86488,516.304176,475.847711,398.153791,270.383936,220.913555,351.113782,335.131947,308.406625,256.577777,223.788347,162.637129,125.101761,95.641066,11.054478,0.000387,,,,,,,,,,,,,,
316,16.935415,16.504924,16.131745,15.319399,15.063516,14.871346,15.105287,14.803639,184.897791,186.84795,172.143441,160.203042,149.922664,141.183565,122.786086,88.653901,536.835824,536.07654,530.310393,511.774302,475.262926,396.117477,268.250531,222.344539,347.933615,325.956888,298.282668,253.833988,220.399772,158.859708,123.145559,98.577866,11.09268,0.000692,,,,,,,,,,,,,,
317,16.935415,16.504924,16.169825,15.319399,15.063516,14.756977,15.067175,14.765525,183.141295,182.417401,169.169064,159.708399,149.165061,140.541672,122.188129,87.551971,536.692616,536.14815,529.808727,510.159739,486.74319,399.51735,271.080078,222.648059,356.382276,340.262793,298.871903,251.135466,216.106346,157.643274,120.829151,96.108976,11.016275,0.000387,,,,,,,,,,,,,,
318,17.011537,16.619121,16.207903,15.357506,15.101629,14.756977,15.067175,14.689293,180.010443,179.705935,166.844154,159.365998,148.4077,139.975465,122.113399,86.854257,536.728418,535.181393,529.486219,510.267385,492.082169,394.380628,269.107193,216.305945,359.875274,329.244711,289.984629,249.785027,211.693381,156.313361,119.224449,95.188416,11.119666,0.000387,,,,,,,,,,,,,,
319,16.929822,16.613527,16.126149,15.199473,15.057916,14.713251,15.061575,14.798037,178.783201,180.044006,165.543223,159.284325,148.818652,139.781222,121.13672,86.591841,539.730371,538.112096,532.956576,513.813748,494.51092,395.967444,259.623925,218.694371,361.361205,344.265609,286.28362,251.429946,211.535524,155.472145,119.442789,89.997169,11.130881,0.00054,,,,,,,,,,,,,,
320,16.902945,16.738901,16.061179,15.286891,15.107229,14.762578,14.996548,14.771126,181.123247,180.437107,165.05925,158.991183,148.905524,139.075411,119.244253,86.602634,540.52845,539.05347,533.611995,518.844658,496.488529,376.555258,255.36857,220.186657,363.989947,335.199545,281.001153,253.914407,212.384086,152.977913,116.769809,85.711488,11.207282,0.000387,,,,,,,,,,,,,,
321,16.984661,16.592244,16.219094,15.29249,15.150939,14.76818,15.078375,14.738612,180.136198,180.710038,164.265085,158.69248,148.418832,138.06265,117.646509,86.167463,541.178062,539.810552,534.405435,519.602784,483.884919,351.401354,249.072485,214.568054,365.013157,326.077262,281.747553,257.961652,211.894886,147.639258,113.760827,86.157317,11.207282,0.000234,,,,,,,,,,,,,,
322,16.946599,16.554179,16.104856,15.29249,15.227158,14.806303,15.078375,14.814841,176.624321,179.90809,163.351272,157.779788,148.078097,137.044882,115.002593,85.029552,540.462116,538.485904,532.255792,513.506737,469.674086,371.877396,244.523257,212.513725,363.631727,325.20017,284.45029,259.38207,212.009075,142.836225,111.605531,83.99228,11.201674,0.000387,,,,,,,,,,,,,,
323,16.962291,16.531802,16.082472,15.231983,15.242868,14.822021,15.055974,14.830549,176.563718,177.63282,161.159507,156.616975,147.33668,136.495225,115.613398,83.39338,542.660461,541.328898,535.602425,514.884474,490.316615,389.953262,245.592271,210.207462,368.952825,328.138261,284.687569,258.05184,209.968885,141.643273,109.356871,83.934022,11.169082,0.000234,,,,,,,,,,,,,,
324,17.082062,16.423193,16.049986,15.199473,15.21036,14.827623,15.023462,14.912375,173.745531,176.569456,159.149177,155.368555,146.3585,135.709763,115.246678,81.674639,545.672463,544.842322,538.294333,521.41516,492.363362,400.524393,251.60866,209.108713,364.779035,321.637511,283.064434,257.122414,209.479391,142.970682,108.32407,82.362139,11.163474,0.000234,,,,,,,,,,,,,,
325,17.163767,16.466856,16.093664,15.243183,15.101629,14.756977,15.029062,14.879864,171.805656,176.384189,157.862196,154.576423,146.212753,134.397703,115.103292,79.956351,556.057459,552.257095,547.146152,532.993457,497.341134,396.841016,255.550354,212.464489,369.181472,317.910622,283.662195,258.39931,208.647012,142.787345,106.995483,79.43411,11.169082,0.000387,,,,,,,,,,,,,,
326,17.158175,16.423193,15.973819,15.123251,15.057916,14.751376,15.061575,14.950485,172.334045,177.371175,157.476547,153.887275,145.602068,132.285986,111.78912,78.850926,561.671794,558.766441,553.336399,539.040637,503.287096,396.437766,258.165265,211.849982,366.669036,342.261839,315.581401,261.083896,207.117412,141.007083,104.620779,79.538705,11.09268,0.000387,,,,,,,,,,,,,,
327,17.049596,16.542991,15.903245,15.205073,15.063516,14.718852,15.067175,14.917975,175.468194,177.300428,156.950124,152.716003,144.927058,129.962498,109.307832,78.159682,573.205074,568.831397,565.590208,552.937909,507.817308,410.715916,268.585783,216.153887,365.765785,339.05984,309.423926,258.548841,205.484148,140.106988,102.333758,78.59094,11.04887,0.00054,,,,,,,,,,,,,,
328,16.962291,16.569868,15.815876,15.231983,15.052316,14.783898,15.132198,14.944884,176.907218,177.938262,155.457449,151.149198,143.895496,128.37549,107.739834,77.598957,578.172583,575.01588,569.914082,552.032343,507.842663,398.602693,279.538335,222.598972,378.428245,349.685569,306.181023,259.696391,209.016737,143.531896,100.88222,78.030301,11.005059,0.000234,,,,,,,,,,,,,,
329,16.891759,16.537396,15.821473,15.123251,15.019803,14.751376,15.137799,14.912375,175.615231,177.523891,154.893425,150.320426,143.334345,128.305988,106.74498,76.907769,592.977551,588.241543,586.763706,581.153261,528.649862,444.335013,287.911365,231.846569,387.967895,344.411313,299.93421,260.785152,208.755694,142.970682,99.41106,76.64279,11.016275,0.00054,,,,,,,,,,,,,,
330,16.859289,16.581056,15.750891,15.090738,15.025403,14.795101,15.181509,14.917975,178.712463,176.536889,156.342232,150.174327,142.92441,127.44909,106.491172,76.143279,612.397,607.294618,607.045077,621.32365,611.960598,559.485974,306.050445,235.517359,401.90396,340.700172,291.609167,261.948058,210.284716,139.12634,98.23594,76.025064,11.021883,0.000234,,,,,,,,,,,,,,
331,16.821224,16.657184,15.636615,15.128851,15.025403,14.909467,15.181509,14.803639,180.086798,179.515004,157.292119,150.022668,142.471243,126.662046,105.491543,74.933492,645.333077,639.453876,643.837467,674.292087,766.942083,534.809337,320.981152,251.399392,410.246825,346.456187,293.380364,265.454151,217.58878,140.220171,99.490287,74.595583,11.060086,0.00054,,,,,,,,,,,,,,
332,16.783158,16.466856,15.788981,15.128851,15.063516,14.909467,15.181509,14.841752,176.422274,178.216751,157.862196,149.075011,141.527465,126.662046,103.937605,73.797012,681.845278,675.171016,683.121506,713.892606,839.44309,560.739477,335.315509,265.907303,402.554476,335.923744,291.793716,267.205243,221.045188,136.56389,98.420358,73.825852,10.978072,0.00054,,,,,,,,,,,,,,
333,16.859289,16.390718,15.636615,15.128851,15.101629,14.871346,15.219618,14.841752,177.605474,178.102207,156.608169,148.696054,139.377289,126.736987,103.013231,72.770473,707.974899,700.467374,713.61957,727.760761,801.978335,608.286865,356.351432,280.623739,413.530201,339.861835,296.035206,269.662052,224.838973,133.741662,97.350946,73.459306,10.989288,0.000234,,,,,,,,,,,,,,
334,16.783158,16.390718,15.7128,15.205073,15.17785,14.833224,15.333939,14.879864,179.514141,177.376785,156.836135,148.696054,137.229449,126.774459,102.532727,72.220514,706.771028,701.123215,710.806215,708.779761,754.943532,754.418538,373.366145,289.354225,417.85722,343.323807,296.66171,272.116357,229.839088,134.757173,96.576858,73.20272,11.054478,0.00054,,,,,,,,,,,,,,
335,16.821224,16.276501,15.750891,15.166962,15.13974,14.909467,15.219618,14.917975,179.705024,176.346015,156.72215,147.711052,136.514033,126.249927,102.828408,71.78053,727.496854,721.789866,731.120832,736.012906,823.458719,729.234654,392.148799,299.015499,426.718454,348.349461,298.94555,275.422059,233.545305,134.380992,96.134638,74.66889,10.896054,0.000387,,,,,,,,,,,,,,
336,16.777565,16.194756,15.821473,15.199473,15.17225,14.865745,15.099687,14.912375,182.677481,179.012987,156.260672,147.705488,136.847345,125.270715,102.638172,71.151799,740.403522,734.058073,742.684038,757.753112,835.116578,843.49056,410.508088,316.345262,432.758302,350.819125,301.774287,277.160545,234.7488,135.127898,95.281865,74.773462,10.972464,0.000387,,,,,,,,,,,,,,
337,16.891759,16.15668,15.821473,15.275692,15.21036,14.903866,15.175909,14.988594,187.526976,183.71036,157.020535,148.766274,136.997963,125.046091,101.936066,70.455072,749.632592,744.157359,753.470646,754.287516,835.041469,816.371844,427.665619,321.692119,442.500591,366.340648,312.537841,282.718378,238.674195,142.81957,96.129224,74.883422,10.907271,0.000387,,,,,,,,,,,,,,
338,16.967884,16.15668,15.821473,15.3138,15.13414,14.865745,15.061575,14.988594,188.82525,182.373597,156.564593,147.629736,137.073277,125.120963,101.936066,69.978328,752.762179,748.166443,756.604634,755.024655,795.977526,869.422538,481.441767,355.58945,459.236022,404.320151,320.746789,289.187916,243.421547,141.573313,96.682011,74.406927,10.863457,0.000234,,,,,,,,,,,,,,
339,17.125711,16.04804,15.82707,15.281291,15.17785,14.833224,15.029062,14.956086,188.639942,182.417401,155.886397,147.218709,139.226486,125.388539,101.904549,69.690323,765.196772,759.740647,769.574677,781.091791,808.131274,871.170267,581.620911,431.537119,461.538844,400.714932,323.131381,293.621047,247.7893,142.447388,95.324113,71.25985,10.82525,0.000387,,,,,,,,,,,,,,
340,17.424537,16.004363,15.821473,15.3138,15.248468,14.941986,15.061575,14.950485,188.02338,181.991678,158.692915,147.364624,139.409448,126.394274,101.566635,69.318169,783.399394,775.70018,788.474242,801.562746,827.57485,843.076657,778.823049,635.35038,453.70695,390.009656,322.833244,293.431273,249.28612,151.070327,96.239771,70.044559,10.819641,0.00054,,,,,,,,,,,,,,
341,17.582309,15.971878,15.788981,15.281291,15.254068,14.871346,15.105287,14.879864,188.18173,182.913907,161.513138,149.075011,139.377289,126.811932,101.498184,68.810055,781.810497,779.409392,785.73158,780.350344,802.127393,885.438406,870.699608,707.603092,448.181874,390.774716,324.741249,291.998332,253.530498,148.915723,97.166616,69.903281,10.912879,0.00054,,,,,,,,,,,,,,
