Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,EVENT,,,,,,,,,,,,,,
789,14.974961,15.001593,14.894743,15.225287,15.541003,14.281508,13.752857,14.252035,66.227949,48.220173,33.1218,26.315407,25.16952,22.502655,19.313672,16.457846,251.296901,348.239778,246.656096,253.865045,350.143814,13.814974,151.440127,194.451105,79.504028,60.688936,41.980906,35.3568,25.44712,18.973465,15.722668,13.527125,10.01152,0.00054,,,,,,,,,,,,,,
790,15.056794,15.045303,15.0909,15.268997,15.508503,14.287113,13.872898,14.295768,65.278997,47.818174,32.902263,26.358718,24.910611,21.560433,19.357248,16.539572,257.70601,316.033076,255.929275,259.820426,317.529101,14.011352,144.587968,187.277383,81.490665,63.228835,42.172459,36.372248,26.925422,20.497792,16.984935,15.285986,10.044131,0.000387,,,,,,,,,,,,,,
791,14.942447,15.121516,15.395736,15.345212,15.394196,14.248976,13.872898,14.333894,65.389126,47.929307,32.60212,25.943273,24.872826,21.408713,19.05328,16.501508,244.7307,315.116992,243.12498,246.890877,316.869443,14.392823,142.168185,183.763565,80.940268,60.914827,40.384847,34.613586,26.547987,19.77663,16.451947,13.532733,10.087963,0.00054,,,,,,,,,,,,,,
792,15.100509,14.78413,15.210823,15.312706,15.4379,14.254581,13.916647,14.491994,65.247683,48.194024,32.382474,25.986598,25.067297,21.755626,18.716811,16.469039,248.38111,310.135279,247.080659,250.801589,311.70391,14.970447,141.493676,184.953172,80.725512,59.339649,38.749253,34.31946,26.10044,18.566651,16.000529,12.813588,10.120573,0.00054,,,,,,,,,,,,,,
793,15.171132,14.892866,14.633526,15.268997,15.4323,14.287113,14.063603,14.25764,64.94859,48.521862,32.076665,25.905498,24.948396,21.712133,19.015278,16.34924,252.87687,308.625169,251.318834,255.031792,310.120242,15.30795,143.150887,186.360732,81.123729,58.414803,38.109076,33.564503,24.810076,18.941058,15.880653,13.113178,10.126184,0.000234,,,,,,,,,,,,,,
794,15.247352,15.045303,14.290402,14.811622,15.4323,14.439651,14.21615,14.219512,65.058729,48.373747,31.738736,25.716599,24.948396,21.67421,19.05328,16.31117,252.502097,306.311859,250.793486,254.544891,307.880174,15.30795,142.017041,185.36769,81.710836,57.237352,37.249798,33.039574,24.356249,19.131011,15.690169,12.807978,10.005909,0.00054,,,,,,,,,,,,,,
795,15.470387,15.039701,14.74228,14.806019,15.350491,14.58657,14.401208,14.137647,63.988507,48.66452,31.357608,25.635478,24.753903,21.516932,18.895681,16.153283,251.746856,303.991661,249.887096,253.865045,305.59659,15.111744,141.520351,184.521815,82.806417,56.79022,39.335316,32.921541,23.707443,18.935472,15.684569,12.916824,9.967686,0.000387,,,,,,,,,,,,,,
796,15.323568,15.235827,15.014681,14.773501,15.394196,14.66843,14.368682,14.219512,64.618153,49.225198,31.175279,25.452086,24.721669,21.522505,18.749236,16.235027,233.196017,326.316915,232.370515,235.740782,328.29011,14.736063,143.113082,185.864211,83.362376,57.016506,38.706443,32.852037,22.728497,18.485051,15.804462,13.875922,10.120573,0.000387,,,,,,,,,,,,,,
797,15.323568,15.007195,15.167115,14.849743,15.356092,14.744681,14.292418,14.372019,65.095441,49.299214,30.912229,25.300907,24.494896,21.59836,18.825254,16.196954,214.925221,346.533099,214.73106,218.050982,348.91045,14.316536,143.642411,185.405884,82.665002,57.274158,37.772916,31.838761,22.539069,18.028876,15.652069,12.46456,10.120573,0.000387,,,,,,,,,,,,,,
798,15.39978,15.08341,14.709765,14.582881,15.241772,14.706556,14.292418,14.48639,64.985303,49.299214,30.649114,25.338704,24.457096,21.332846,18.749236,16.235027,215.571468,362.398577,215.681968,219.038674,364.851136,14.125803,149.208098,190.600077,80.49998,55.985562,36.165403,30.223018,21.818952,17.268221,14.622982,11.586624,9.962074,0.00054,,,,,,,,,,,,,,
799,15.628391,14.892866,14.32853,14.468497,15.089332,14.554045,14.254285,14.48639,66.526944,48.558889,30.385934,25.376499,24.457096,21.143156,18.749236,16.120805,207.999648,366.940543,208.106098,211.700187,369.357455,13.286295,146.783246,187.468351,80.279845,55.764574,36.053163,30.07259,22.576957,18.256984,14.737361,11.853868,9.776561,0.000234,,,,,,,,,,,,,,
800,15.698987,14.811038,14.017866,14.234096,15.045617,14.58657,14.17241,14.518907,66.558247,48.109064,30.342803,25.522115,24.300322,20.947859,18.743649,15.734397,196.937782,377.642475,197.26728,200.948208,380.35111,12.326161,145.755473,186.240537,81.081644,54.469528,36.197316,30.330296,23.215295,17.947241,14.846129,12.420787,9.618037,0.000387,,,,,,,,,,,,,,
801,15.900655,14.7079,14.48664,14.359708,14.904361,14.559649,14.374286,14.568235,66.569037,48.342158,30.654641,25.419847,24.273635,20.959011,18.83084,14.945561,240.784403,328.95376,240.078772,244.377105,330.561826,11.802617,144.063961,185.449691,81.202506,52.710207,35.90899,30.190942,23.112822,17.616163,14.170981,11.706776,9.623649,0.000387,,,,,,,,,,,,,,
802,15.851366,14.772924,14.894743,14.53915,14.855038,14.51031,14.401208,14.633266,66.631643,48.812605,30.793948,25.408739,24.262515,20.909911,18.363487,14.781916,248.933208,316.797047,248.046725,252.140837,318.622925,11.562153,144.695905,187.271769,81.74214,54.506387,35.748299,30.443091,23.063821,17.60498,14.236048,11.542828,9.426882,0.000387,,,,,,,,,,,,,,
803,15.748282,15.127117,15.172717,14.62661,14.713764,14.559649,14.488674,14.644473,65.945119,48.305126,30.955337,25.268663,24.198018,20.959011,18.260593,14.716897,248.756549,314.682589,247.90747,251.926869,316.471654,11.611589,144.820523,186.175376,81.459362,55.143718,35.384979,30.341352,22.809826,17.920397,14.170981,11.324954,9.54719,0.000387,,,,,,,,,,,,,,
804,15.628391,15.273929,15.129008,14.621007,14.59379,14.248976,14.292418,14.715104,66.637038,48.632939,30.724297,24.960676,24.041207,20.991382,18.445117,15.168587,228.16612,331.468979,227.904471,231.281747,333.552423,12.484533,144.398823,184.107302,73.163887,53.147496,34.218254,29.771671,23.372313,18.485051,14.470462,11.357525,9.656266,0.000387,,,,,,,,,,,,,,
805,15.748282,15.470022,15.210823,14.51223,14.637518,13.987595,14.374286,14.644473,64.953987,49.267645,30.391462,24.814985,24.311441,20.845164,18.564757,15.783681,187.061994,373.735141,187.806393,190.84399,376.370816,12.795623,142.173737,179.988371,81.239199,54.001132,36.096076,31.656532,25.571587,20.237731,16.114797,11.78313,9.623649,0.000387,,,,,,,,,,,,,,
806,15.856965,15.350129,15.28143,14.506626,14.631914,13.943844,14.178015,14.676987,67.114083,49.299214,30.160298,24.998485,24.419294,21.332846,18.749236,15.816166,244.166553,291.144366,242.861402,247.266661,292.638589,11.7588,135.942985,176.393814,79.656162,52.778574,35.491787,31.08756,24.810076,18.827072,15.423447,11.701162,9.776561,0.000234,,,,,,,,,,,,,,
807,15.895057,15.426325,15.510032,14.621007,14.708161,13.867552,14.139879,14.63887,67.554387,48.781027,29.896995,24.998485,24.494896,21.294911,18.825254,16.235027,247.436727,288.781531,246.811998,250.871111,290.201922,10.95633,137.224129,177.844521,79.142572,51.191249,35.042477,31.237843,24.469724,18.789074,15.271012,12.502721,9.732722,0.000387,,,,,,,,,,,,,,
808,16.009326,15.464422,15.319533,14.697256,14.784403,13.981989,14.101742,14.63887,67.444315,48.00339,29.708882,24.885055,24.570492,21.522505,18.825254,16.387308,252.577056,296.969542,251.581463,255.818107,298.611162,10.497622,142.96187,182.65599,78.665689,49.491368,35.491787,31.688564,23.561599,18.561063,15.042329,10.899244,9.700107,0.00054,,,,,,,,,,,,,,
809,16.161671,15.464422,15.395736,14.697256,14.898759,14.058276,14.254285,14.562632,67.737835,47.225316,29.595998,24.809428,24.532695,21.522505,18.939272,16.196954,251.752368,298.295258,250.380629,254.732173,300.010496,10.382929,142.77287,182.808756,79.546105,48.270667,35.641516,31.388105,22.955768,18.637072,15.042329,11.930217,9.776561,0.000387,,,,,,,,,,,,,,
810,16.041816,15.611198,15.428235,14.653528,14.81692,14.167093,14.324946,14.633266,67.182075,47.664538,29.28938,24.728239,24.413735,20.720151,19.161692,15.69631,234.701322,315.184899,231.60853,237.546838,317.157251,10.759598,142.389368,181.237335,81.301802,50.262205,36.421755,31.457705,23.442467,19.809015,15.913148,12.878673,9.809176,0.000387,,,,,,,,,,,,,,
811,15.971237,15.654889,15.319533,14.735379,14.784403,14.172699,14.406812,14.63887,66.306746,48.632939,29.031395,24.695978,24.419294,20.460015,19.167277,15.435273,247.324038,283.642883,242.522473,250.158173,285.063333,11.453138,137.714206,174.103719,81.013651,51.818986,35.828648,30.448619,22.804259,19.510829,15.880653,13.151324,9.738334,0.000387,,,,,,,,,,,,,,
812,15.737083,15.458821,14.780397,14.767898,14.855038,14.167093,14.24868,14.557028,67.182075,48.442364,28.950557,24.236501,23.695255,20.112715,18.819668,14.972463,248.970746,287.409189,245.941669,251.053176,288.718724,12.708037,138.198866,174.9759,81.632053,53.178958,36.421755,30.10467,22.571389,20.264525,16.255945,12.840521,9.694494,0.000387,,,,,,,,,,,,,,
813,15.672089,15.546212,14.029078,14.51223,14.904361,14.178304,14.221755,14.530115,66.825918,47.786573,28.735687,23.869215,23.365888,20.047925,18.6788,14.869344,248.79409,286.791791,246.554356,249.900973,288.286105,14.589125,138.24766,174.452799,82.560291,50.864248,36.208312,30.303752,22.544637,20.123867,16.038619,12.279354,9.661878,0.000387,,,,,,,,,,,,,,
814,15.710186,15.31763,14.067214,14.245307,14.942478,14.178304,14.069209,14.453871,66.128635,46.897167,28.547367,23.793518,23.441562,20.275762,18.450704,15.250389,232.445811,307.125246,228.629646,233.215461,308.987409,15.618462,139.643553,176.017697,83.000719,49.755608,36.021246,29.852439,22.014072,19.174583,15.124162,12.546492,9.503346,0.00054,,,,,,,,,,,,,,
815,16.009326,15.235827,14.099743,14.087152,14.936875,14.248976,14.21615,14.448267,65.132153,46.446794,28.617162,23.9015,23.889936,19.890428,18.407097,15.51146,243.075489,291.107461,240.751733,244.785377,292.564781,16.489111,138.053562,174.294534,83.509204,49.195536,35.791224,29.884526,21.705208,17.762698,14.27979,12.731669,9.541577,0.000387,,,,,,,,,,,,,,
816,16.161671,15.045303,14.32853,14.125291,14.898759,14.210838,14.292418,14.48639,64.581435,46.558039,29.40783,23.977189,24.041207,19.510552,18.369075,15.625733,247.211344,281.162493,243.727335,248.581429,282.397833,17.060271,136.206679,172.653694,84.023133,48.825661,36.053163,29.959755,21.818952,16.697437,13.93652,12.350072,9.623649,0.000387,,,,,,,,,,,,,,
817,16.188559,14.767321,14.431702,14.342894,14.773196,13.970777,14.09053,14.36081,65.965635,47.696142,30.186849,24.00391,24.332568,19.309401,18.129745,15.766883,237.865643,290.136927,235.382908,239.992397,291.520415,15.7922,134.614006,172.756941,82.911132,48.629804,35.817648,29.610115,21.694062,17.295079,13.810866,12.644135,9.700107,0.00054,,,,,,,,,,,,,,
818,15.710186,14.517306,14.48664,14.435971,14.904361,13.873158,14.03107,14.453871,65.284394,48.231059,30.391462,24.134113,24.235827,19.13614,18.070453,15.783681,242.892857,283.61132,241.586288,245.731092,285.105772,14.055109,137.945977,174.185653,80.762203,48.535133,35.796724,29.513828,20.914258,16.89332,13.675086,12.050345,9.634874,0.00054,,,,,,,,,,,,,,
819,15.628391,14.282957,14.709765,14.506626,15.051219,13.829404,13.949183,14.48639,66.710433,47.002927,30.310727,24.204226,24.381491,19.206565,17.912731,15.816166,224.681345,308.111226,223.848463,227.762075,309.973393,13.4008,137.5634,174.25637,78.739055,47.863531,36.576852,30.298224,21.136317,17.116036,14.317927,13.723403,9.459501,0.000692,,,,,,,,,,,,,,
820,15.16553,13.972303,14.551679,14.53915,15.159952,13.823798,13.905435,14.404539,66.48485,45.736568,30.041932,24.274335,24.149087,19.542962,17.98321,15.772482,200.180519,336.720286,200.778814,203.57979,338.986927,13.013476,137.934897,174.174435,76.752932,48.746233,37.65535,30.668645,21.130741,17.490873,14.502989,13.64153,9.438107,0.00054,,,,,,,,,,,,,,
821,15.127418,14.124835,14.208536,14.615403,15.159952,13.900092,13.943577,14.404539,65.126756,44.511569,29.665723,24.312168,24.149087,19.808881,18.173363,15.886733,225.168448,271.694769,224.070482,227.680767,272.744101,12.631669,124.03587,161.709757,76.899646,50.59477,39.969319,32.246176,22.306143,18.973465,15.417846,13.488988,9.426882,0.00054,,,,,,,,,,,,,,
822,15.203641,14.467976,14.170404,14.157823,15.159952,13.976383,13.981718,14.404539,65.603978,45.513928,29.816223,24.425657,23.846553,20.758106,18.21139,15.772482,252.346659,293.020455,251.500916,254.651757,294.404033,12.51711,143.674669,183.070486,71.911341,48.00615,36.833107,30.255093,20.257896,17.60498,13.587566,11.657369,9.317794,0.00054,,,,,,,,,,,,,,
823,15.633991,14.860357,14.296006,14.130897,15.018708,14.178304,14.107347,14.453871,67.192864,46.526408,29.714413,24.588075,23.70638,20.655394,18.374663,15.936012,256.252601,297.490578,255.74754,258.779253,298.91122,12.222805,145.425962,185.373304,68.436531,46.980263,36.320536,29.438567,20.11719,18.186542,13.789538,10.408266,9.350415,0.000387,,,,,,,,,,,,,,
824,16.232239,14.811038,14.284797,14.348499,14.969389,14.24337,14.134273,14.213907,67.218768,47.108678,29.477569,24.61478,23.770907,21.099639,18.591598,15.810567,254.819208,297.111457,254.800119,257.683712,298.458416,11.676775,144.128491,182.03932,66.186526,47.043449,36.459157,28.59926,20.257896,17.909217,13.587566,10.167791,9.361641,0.000387,,,,,,,,,,,,,,
825,16.378962,14.919771,14.279191,14.266626,15.040015,14.352174,14.281208,14.208301,66.809733,47.288543,29.133271,24.722681,23.954452,21.397565,18.509978,15.881134,253.615218,294.526764,253.333044,256.406022,295.947276,11.441908,141.968154,180.009719,64.014159,46.630496,36.34145,28.254707,20.06248,17.8656,13.467491,9.665398,9.323407,0.000692,,,,,,,,,,,,,,
826,16.232239,15.077808,14.399181,14.348499,15.045617,14.472179,14.363077,14.213907,66.117843,46.997479,28.912903,24.841685,23.846553,20.720151,18.667626,16.039054,255.006415,296.006317,254.912509,257.79593,297.463735,11.676775,142.616129,180.855449,61.262833,46.302442,36.720936,28.260247,19.954145,17.795136,13.282304,9.365255,9.350415,0.00054,,,,,,,,,,,,,,
827,16.302804,15.148417,14.507951,14.342894,15.078128,14.428442,14.471861,14.24643,66.442755,46.992031,28.794397,24.949563,23.992269,20.259024,18.624026,16.147685,254.326893,295.116504,254.082682,257.154455,296.573895,11.976785,141.779244,179.856975,61.698686,46.185803,37.836647,29.384334,21.049292,18.701902,13.658264,10.238589,9.262719,0.00054,,,,,,,,,,,,,,
828,16.150475,15.262726,14.126665,14.342894,15.001901,14.428442,14.243074,14.208301,66.295955,47.029098,28.756738,24.987372,24.181337,20.600703,18.624026,16.261905,256.161256,297.216535,255.656133,258.762767,298.600337,12.396931,142.648371,180.506146,63.205785,45.147595,37.799292,30.09914,21.84572,19.271784,14.077883,11.308109,9.356028,0.000234,,,,,,,,,,,,,,
829,16.150475,14.88166,14.279191,14.266626,14.963786,14.466575,14.128667,14.284558,66.295955,47.547938,28.756738,24.987372,24.181337,20.790482,18.776072,16.414183,256.198677,297.142873,255.731032,258.762767,298.63717,12.626058,142.648371,180.086091,63.793714,44.405503,37.799292,30.136748,22.262676,19.119841,14.535516,12.071677,9.508959,0.00054,,,,,,,,,,,,,,
830,15.889458,14.772924,14.284797,14.462892,14.855038,14.624699,14.134273,14.175778,66.741735,47.182806,28.573959,24.95512,24.149087,20.758106,19.313672,16.457846,253.545801,306.37992,252.063613,255.438201,308.131902,13.242516,148.558182,183.337832,57.287897,41.363712,33.312863,26.90311,16.607927,16.577654,13.167815,12.34446,9.470727,0.00054,,,,,,,,,,,,,,
831,15.769579,14.957881,14.469827,14.571673,14.887553,14.619095,14.166804,14.208301,66.993211,45.32291,28.229366,24.760498,23.954452,21.207886,19.611993,16.452249,262.290211,298.026697,263.694016,263.170562,299.557845,13.961987,145.522819,175.351969,63.132286,46.37111,37.724578,28.970278,20.669847,17.827574,14.535516,12.949365,9.579807,0.000234,,,,,,,,,,,,,,
832,15.840167,14.952279,14.654835,14.566068,14.88195,14.575362,14.046785,14.278952,67.391441,44.166352,28.186147,24.868384,23.986708,21.467854,19.910239,16.636971,255.706655,315.687147,253.102596,255.876472,317.219776,15.02429,149.267205,187.184154,63.163635,44.956656,35.100864,27.985413,19.905008,15.804962,12.927594,12.104234,9.656266,0.000387,,,,,,,,,,,,,,
833,15.851366,15.154019,14.666042,14.53915,14.969389,14.51031,14.019858,14.366415,66.741735,44.028667,27.82036,24.236501,23.846553,21.516932,20.187187,16.838453,269.636762,309.463956,265.788549,269.735047,310.959123,16.826241,154.66726,188.264794,62.990683,44.18825,33.987846,28.184896,21.510035,16.920186,13.587566,11.313724,9.72711,0.000387,,,,,,,,,,,,,,
834,16.068706,15.066603,14.578593,14.604195,14.958183,14.46097,14.123061,14.469576,67.171286,45.317455,27.997729,24.225381,23.797606,21.657491,20.176026,16.636971,261.500818,325.459891,258.607325,262.418577,327.250156,18.451293,155.529984,190.926938,64.00876,43.17462,33.489377,28.324514,21.11959,16.908996,12.965763,11.531599,9.809176,0.000234,,,,,,,,,,,,,,
835,16.422636,15.039701,14.627922,14.653528,15.007503,14.472179,14.17241,14.442663,65.787509,46.441343,27.933434,24.085153,23.619599,21.441071,19.997347,16.457846,273.131687,313.498805,269.43996,273.007829,315.104468,18.576546,156.605383,191.205484,64.239989,42.739641,33.125292,27.84575,19.878196,15.587631,12.175246,11.390095,9.814788,0.000845,,,,,,,,,,,,,,
836,16.618602,15.08341,14.786,14.659132,15.051219,14.515915,14.178015,14.600751,65.866315,45.742021,27.48661,24.052873,23.398162,21.143156,19.623158,16.501508,267.855642,309.54275,265.644872,267.804519,311.111328,20.443869,151.218056,186.055181,63.914737,44.267951,32.868152,27.285811,19.314004,15.897928,12.371783,11.777517,9.820399,0.000387,,,,,,,,,,,,,,
837,16.411442,15.67618,15.226521,14.832933,15.110637,14.537232,14.199334,14.583939,66.217157,44.166352,27.281434,23.733418,23.30579,21.12643,19.302504,16.180161,267.801984,308.131746,265.143608,266.894022,309.516626,21.489685,149.418846,184.930716,63.714829,45.957947,33.226812,27.193756,18.955254,15.804962,12.660383,12.524047,9.782173,0.00054,,,,,,,,,,,,,,
838,16.803349,15.72547,15.466334,14.996611,15.198062,14.58657,13.981718,14.557028,65.640685,42.392825,27.556474,23.782394,22.976308,21.213461,19.275679,16.000975,258.336161,320.824799,255.399469,257.683712,322.394827,21.955909,150.150413,185.247495,64.239989,47.784049,33.42539,27.12942,19.270425,15.816161,12.137059,11.886429,9.814788,0.000387,,,,,,,,,,,,,,
839,16.727215,15.64929,15.123406,15.225287,15.121842,14.51031,13.981718,14.518907,65.787509,41.946301,27.82036,23.668838,23.16555,21.403139,19.351664,16.077131,261.287776,323.678686,258.543512,260.636987,325.139448,22.221286,152.61662,186.698863,64.717538,47.784049,33.42539,27.355681,20.03009,16.006574,12.060682,11.42828,9.814788,0.000387,,,,,,,,,,,,,,
840,16.60741,15.757959,14.927253,15.257795,15.154351,14.619095,13.861685,14.284558,64.423766,43.465776,28.191687,23.62542,23.311355,21.435497,19.46005,16.185759,240.805456,339.706195,238.666857,240.934474,341.499032,21.30559,153.522242,183.79053,65.226352,47.038001,33.682396,28.066319,21.201035,17.257035,12.818691,12.033507,9.853013,0.000387,,,,,,,,,,,,,,
841,16.525668,15.866619,14.959762,15.252193,15.148748,14.651618,13.817933,14.240824,65.740011,46.24501,28.638214,23.619856,23.494976,21.278186,19.530441,16.408586,239.933417,337.913542,237.755829,240.326048,339.706009,19.743554,152.833234,182.37181,65.404585,46.180351,33.826866,28.851789,21.688489,18.088148,13.156596,11.760675,9.814788,0.000234,,,,,,,,,,,,,,
842,16.797753,15.68178,15.117804,15.295903,15.11624,14.657222,13.93797,14.208301,66.332655,47.325603,29.321487,23.663275,23.197829,21.283761,19.308088,16.52838,236.469885,335.401204,234.2873,237.013043,337.339178,18.380824,150.599956,180.315211,64.381536,44.999212,33.907359,29.120862,21.883632,17.903626,12.780518,11.957163,10.044131,0.00054,,,,,,,,,,,,,,
843,16.569338,15.110312,15.232123,15.448326,15.078128,14.542837,14.20494,14.322684,66.185851,47.436775,29.283846,23.663275,23.008593,21.132005,19.194104,16.642568,239.411371,331.166058,236.893308,239.690856,332.957235,17.467779,147.984221,178.36782,57.724496,40.837196,33.494889,27.500953,20.29028,16.343654,11.634932,11.078976,10.153182,0.000692,,,,,,,,,,,,,,
844,16.460712,15.039701,15.504432,15.644431,15.007503,14.357779,14.17241,14.290163,66.374751,47.108678,28.912903,23.706691,22.976308,21.061696,19.275679,16.724283,236.928196,319.177524,234.481784,237.282728,320.966997,16.559684,143.107528,175.204906,62.770165,42.962616,34.774788,29.088753,21.889204,16.882131,13.358625,13.29829,10.344272,0.00054,,,,,,,,,,,,,,
845,16.226642,15.186521,15.270227,15.715026,14.887553,14.390309,13.976112,14.398934,66.883125,44.357544,28.342397,23.73898,22.970742,20.942282,19.384072,16.680628,253.278033,296.664032,250.444668,253.59724,298.01096,15.639772,142.270445,174.550465,60.926438,41.097746,33.569896,29.384334,21.997358,17.409203,13.925308,12.873063,10.388098,0.00054,,,,,,,,,,,,,,
846,16.237837,15.540612,15.0909,15.230888,14.974991,14.554045,14.063603,14.25764,66.526944,43.662539,28.014351,23.59869,22.906169,20.991382,19.471217,16.539572,250.2897,292.583276,247.526161,250.946144,293.966834,15.422299,141.941473,173.760264,59.023992,39.991647,33.093288,29.80929,23.258725,16.316777,13.707631,12.311908,10.399319,0.00054,,,,,,,,,,,,,,
847,16.302804,15.872218,15.346433,15.219685,15.040015,14.657222,14.281208,14.284558,66.259254,47.103231,27.965582,23.776831,23.122138,21.018175,19.384072,16.490315,250.503755,291.133515,247.439951,250.785046,292.553935,15.525439,142.610575,173.978013,57.540336,39.421752,34.057309,30.475159,24.269473,17.979674,14.192304,12.682291,10.311666,0.000234,,,,,,,,,,,,,,
848,16.493191,15.757959,14.88914,15.105351,15.11624,14.733474,14.433733,14.437058,65.818818,45.100198,27.890203,23.814681,23.311355,21.132005,19.270095,16.642568,251.066377,290.432248,248.11635,251.235226,291.852658,15.754094,143.706928,175.504646,56.287602,37.855257,32.932173,30.362368,23.777576,18.207791,14.26858,12.377012,10.22962,0.000387,,,,,,,,,,,,,,
849,16.683551,15.567505,14.81291,15.105351,15.19246,14.733474,14.433733,14.398934,66.075745,41.419672,27.739429,23.852529,23.387033,21.283761,19.118109,16.794802,250.72882,289.472343,248.00363,250.972632,290.929669,15.67788,143.896011,174.626795,54.370065,37.481958,32.894648,30.512754,22.868883,17.675455,13.238533,11.995335,10.240842,0.00054,,,,,,,,,,,,,,
850,16.460712,15.192123,14.666042,15.187177,15.198062,14.777202,14.210545,14.404539,65.971031,39.785708,27.44336,23.858091,23.31692,21.327272,19.123694,16.838453,252.196723,290.659145,249.69937,252.665732,291.968821,15.835904,143.977207,174.8614,54.412382,39.017175,33.350374,29.465133,21.358333,16.501524,12.824301,11.962776,10.355493,0.000387,,,,,,,,,,,,,,
851,16.455116,15.110312,14.736676,15.181575,15.19246,14.809722,14.052391,14.36081,65.928932,39.817514,26.947514,23.928222,23.349195,21.435497,19.118109,16.794802,251.741343,289.989255,249.243246,252.360295,291.409659,15.90651,143.631299,174.58863,55.329083,40.129692,33.569896,29.49723,20.480079,16.419793,13.276695,13.330822,10.344272,0.000387,,,,,,,,,,,,,,
852,16.281515,15.203326,14.944061,15.274599,15.171156,14.483387,13.840361,14.377624,63.815681,38.677534,26.058401,23.528538,23.025291,21.300485,19.096865,16.963803,254.455761,286.163387,250.085839,254.363101,288.101301,15.504128,170.710984,181.019428,55.087195,39.810847,33.623931,26.725576,19.433563,15.713099,12.950033,12.889893,10.388098,0.000387,,,,,,,,,,,,,,
853,15.998129,15.110312,15.117804,15.33401,15.19246,14.237765,13.823541,14.437058,63.175079,39.10887,26.306009,23.549706,22.857181,21.321697,19.194104,17.061171,226.829764,350.819865,223.913181,227.25858,353.489162,16.516003,158.425088,201.963339,54.775866,41.321029,33.30735,26.218343,19.378822,16.305583,12.627818,11.346295,10.344272,0.000692,,,,,,,,,,,,,,
854,15.687787,15.180919,15.378933,15.214084,15.148748,14.422837,14.046785,14.393329,64.528523,39.662881,27.130573,23.846967,23.116572,21.657491,19.568426,17.017527,246.368178,373.641224,247.434428,248.865286,376.095433,20.95853,172.367671,225.273593,55.065516,41.278345,33.114264,26.175046,20.208771,15.957296,12.431311,12.066064,10.153182,0.000234,,,,,,,,,,,,,,
855,15.464787,15.110312,15.803578,15.219685,15.078128,14.390309,14.014252,14.24643,64.644074,39.183485,27.060681,23.73898,23.046443,21.700987,20.029736,17.09922,284.432733,316.242133,284.13434,285.459424,318.287807,19.521191,194.909956,251.48879,54.591423,42.250918,32.969697,26.180596,20.252316,15.924813,12.895034,13.78845,10.005909,0.000387,,,,,,,,,,,,,,
856,15.53539,15.028496,15.836067,15.175973,15.034412,14.499101,14.008646,14.202696,64.455086,39.028766,27.281434,23.544142,22.283633,21.771258,20.100093,17.055577,285.240961,363.291176,281.128975,285.269047,365.198631,21.451754,172.176839,217.189131,53.072824,42.877363,32.814078,27.721593,20.246736,14.92872,12.851252,12.409563,9.880014,0.000387,,,,,,,,,,,,,,
857,15.540991,15.072206,15.879754,15.295903,15.040015,14.275902,13.747249,14.322684,64.166723,38.959626,27.701732,23.587564,22.137694,21.511358,19.991766,17.175313,302.905901,347.870197,298.975714,301.246745,349.555562,22.443134,170.579699,221.334484,54.18558,43.291537,34.31967,29.4596,20.82164,16.800423,13.925308,13.17825,9.803563,0.00054,,,,,,,,,,,,,,
858,15.502889,15.148417,15.917841,15.372117,15.078128,14.314039,13.289424,14.437058,65.45175,40.525718,28.530754,23.701128,22.554295,21.587213,19.915821,17.251402,295.729097,345.137863,290.272027,294.727897,346.458067,21.077945,161.545744,223.421269,55.329083,42.325278,32.631935,27.576352,21.314829,17.713486,14.688028,14.245942,9.732722,0.000387,,,,,,,,,,,,,,
859,15.579092,14.99599,15.536928,15.562632,15.11624,14.314039,13.365737,14.398934,64.240166,35.820854,25.361923,21.200046,22.516428,21.397565,19.877846,17.555712,289.754198,320.965814,282.690357,283.017197,323.231299,19.179193,215.30794,262.079102,55.218453,39.831666,29.850691,26.105098,21.276899,18.093738,13.772717,12.224351,9.814788,0.000692,,,,,,,,,,,,,,
860,15.807673,14.88166,15.422634,15.372117,15.154351,14.390309,13.861685,14.24643,65.011222,34.810045,23.774004,20.55494,22.440692,21.435497,19.801894,17.441604,272.160043,373.283662,270.700009,270.362165,375.338555,21.912421,170.923107,208.176667,56.140169,37.668623,28.871754,25.840813,20.06248,17.142897,13.734567,12.338848,9.776561,0.000234,,,,,,,,,,,,,,
