Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,CO2_OB_1-0mAF,CO_OB_1-0mAF,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF
37,14.485374,14.473493,14.55736,14.125697,14.098404,13.829975,13.796933,13.036979,18.21515,18.175605,17.98156,17.830941,17.175246,16.887279,16.048217,10.742246,18.448151,17.228181,17.382374,17.070301,17.298944,11.301437,10.857601,15.042563,35.512873,19.115488,18.703234,18.311963,17.641793,16.735327,16.262112,14.67565,111.739163,84.169958,73.440448,28.319842,24.571853,24.274355,19.830404,17.981493,9.022172,16.466463,22.106673,14.089163,14.820457,0.177663104,0.622557312,0.194422272,-0.0002196,0.001071714,20.97557367,0.00222534,0.002776162
38,14.52922,14.555453,14.601199,14.093277,14.104123,13.797547,13.726361,13.080859,18.220852,18.067223,17.987262,17.836644,17.104878,17.0072,16.092018,10.709771,18.377837,17.195842,17.388079,17.114065,17.380772,11.307165,10.939783,15.010164,34.282345,19.121186,18.784959,18.203632,17.647497,16.741036,16.229738,14.643259,116.138237,84.841595,75.614275,34.341656,24.620984,24.777249,19.95565,17.992887,9.148344,16.439784,22.26961,14.100589,14.793761,0.162536064,0.440336192,0.391869952,-0.0002196,0.00119301,20.99794827,0.00277434,0.00094954
39,14.491092,14.479211,14.601199,14.131416,14.180397,13.797547,13.764508,13.004543,18.258867,18.029192,17.987262,17.836644,17.218987,16.931059,15.977748,10.747977,18.453851,17.195842,17.311958,17.076008,17.266588,11.268951,10.901557,15.010164,35.368726,19.083215,18.860979,18.203632,17.609452,16.664915,16.191653,14.60515,119.833856,83.525901,77.819305,49.122646,24.777841,25.160883,19.961337,17.998583,9.077597,16.483573,22.313179,14.068164,14.761355,0.299177024,1.321088192,0.300709632,-0.0002196,0.001071714,20.98516877,0.00222534,-0.000268208
40,14.534938,14.56117,14.606916,14.098996,14.109842,13.879562,13.732081,13.086581,18.226554,18.072925,18.030987,17.842347,17.224693,16.936766,16.02155,10.753707,18.383538,17.201548,17.355725,17.081715,17.310356,11.274679,10.869061,15.053994,35.449221,19.164853,18.790658,18.285356,17.691245,16.784802,16.273532,14.687083,121.427892,84.505764,79.678153,58.150997,25.144409,25.527405,19.987917,17.98719,8.798454,16.51025,22.491271,14.094876,14.826167,0.375210304,1.260380992,0.315936192,-0.001044,0.00119301,20.95958882,-0.00134586,-0.001120472
41,14.649317,14.59929,14.606916,14.098996,14.147979,13.803267,13.808373,13.162892,18.226554,18.110954,17.992965,17.804304,17.224693,17.012907,16.02155,10.677296,18.231495,17.201548,17.317664,17.157828,17.348417,11.312894,10.945512,14.977763,36.459623,18.974994,18.790658,18.285356,17.729288,16.746744,16.235448,14.648975,121.502589,92.8098,81.254964,62.673603,25.55994,25.867351,20.101772,18.063233,8.301246,16.472166,22.642804,14.094876,14.826167,0.162536064,0.789651392,0.240002432,-0.000495,0.001071714,20.95958882,0.00057654,-2.40198E-05
42,14.611191,14.675526,14.606916,14.137135,14.147979,13.803267,13.770228,13.124737,18.226554,17.996863,18.030987,17.842347,17.186658,16.936766,16.02155,10.753707,18.573565,17.201548,17.355725,17.119772,17.386477,11.274679,10.907287,14.977763,40.156534,19.164853,18.866678,18.285356,17.76733,16.82286,16.311615,14.648975,119.902895,94.434695,82.580853,59.517856,26.056474,26.06182,20.107459,18.030909,8.115718,16.47787,22.724236,14.176863,14.831877,0.375210304,0.789651392,0.148842112,-0.0007686,0.001315104,20.95319907,0.00112554,-0.000877082
43,14.573065,14.637408,14.606916,14.060857,14.071704,13.765117,13.808373,13.162892,18.188538,18.034895,17.992965,17.880389,17.224693,17.012907,16.02155,10.753707,18.877547,17.315681,17.317664,17.119772,17.348417,11.312894,10.907287,14.82529,42.800514,19.164853,18.828668,18.285356,17.653201,16.82286,16.273532,14.648975,124.84675,101.820619,85.196898,59.639221,26.935698,26.337411,20.118832,18.004279,8.127179,16.45119,22.811336,14.073876,14.843296,0.557431424,0.637783872,0.513383872,-0.000495,0.00094962,20.95638347,0.00057654,9.72762E-05
44,14.508243,14.648841,14.694589,14.186708,14.159415,13.814705,13.781667,13.174336,18.085886,18.046299,18.042391,17.81571,17.19807,16.98625,16.071061,10.80337,19.154864,17.327091,17.405194,17.093127,17.283704,11.32435,10.918745,14.912959,46.340396,19.745639,18.878074,18.334767,17.778736,16.834274,16.323034,14.736622,131.3648,102.480067,87.65111,59.33945,28.701417,26.74692,20.151094,17.96056,8.121449,16.521656,22.919282,14.106302,14.837587,0.830812864,1.093286912,0.574091072,5.58E-05,0.001071714,20.95958882,0.00085194,0.000584854
45,14.508243,14.610722,14.656469,14.072294,14.159415,13.852853,13.857956,13.174336,18.085886,18.046299,18.042391,17.853753,17.312171,17.02432,16.032971,10.841574,19.230831,17.289048,17.329074,17.131184,17.359827,11.32435,10.880519,14.836721,45.561205,21.073166,18.916082,18.410782,17.740695,16.87233,16.399195,14.736622,134.861375,101.704277,89.487799,58.861197,30.131424,26.784654,20.264934,17.998583,8.236205,16.521656,23.108622,14.106302,14.875702,0.952326784,1.062933312,0.604444672,-0.0002196,0.00119301,20.95319907,0.00030294,-2.40198E-05
46,14.540654,14.643125,14.650753,14.104715,14.153697,13.808986,13.852237,13.168614,18.118204,18.116656,17.998667,17.810007,17.230399,17.018613,16.141526,10.835844,19.301097,17.321386,17.437548,17.125478,17.316061,11.318622,10.913016,14.831006,47.335982,22.128415,18.910384,18.519096,17.887151,16.866623,16.469644,14.730906,135.011914,105.438248,90.774105,57.83076,30.920861,26.633709,20.340821,17.96056,8.503951,16.407401,23.222211,14.144439,14.913815,0.299177024,0.683364032,0.194422272,-0.0007686,0.001071714,20.93082447,-0.00079686,-0.000632894
47,14.496809,14.637408,14.645037,14.175272,14.22425,13.765117,13.808373,13.2392,18.036462,18.110954,18.107027,17.880389,17.30076,17.012907,16.135816,10.90652,19.371359,17.277637,17.393785,17.081715,17.310356,11.312894,10.830834,14.710925,52.251685,22.842094,18.904686,18.5894,17.80537,16.937026,16.463935,14.8014,138.326818,104.439359,91.362314,59.59693,31.146306,26.558229,20.416703,17.998583,8.503951,16.521656,23.335788,14.106302,14.913815,0.572657984,1.214800832,0.650024832,5.58E-05,0.001071714,20.96918392,0.00194994,0.000584854
48,14.414832,14.593573,14.563077,14.131416,14.218532,13.835695,13.840798,13.15717,18.03076,18.14328,18.025285,17.798601,17.333087,16.931059,16.053929,10.938992,19.327684,17.271932,17.350019,16.99989,17.380772,11.307165,10.825104,14.743332,50.213023,24.500531,19.05101,18.5837,17.837707,16.969372,16.458226,14.719473,139.867556,109.693191,92.570367,65.4699,30.952808,26.250599,20.373077,17.954864,8.804183,16.47787,23.405829,14.062451,14.831877,0.785332224,1.275508032,0.331063232,-0.000495,0.001071714,20.96597857,0.00112554,0.00021937
49,14.42055,14.637408,14.568794,14.137135,14.147979,13.841415,13.922804,13.2392,17.922393,18.072925,18.069008,17.880389,17.224693,16.936766,16.097728,10.944721,19.219438,17.239593,17.317664,17.043656,17.272293,11.351107,10.830834,14.672801,49.367544,25.375072,19.208711,18.5894,17.957521,16.937026,16.502012,14.648975,140.131693,109.544834,94.042078,68.772169,30.012964,26.024061,20.373077,17.878814,8.804183,16.439784,23.519388,14.138726,14.869992,0.284049984,1.108513472,0.832245952,-0.0007686,0.001315104,20.96597857,0.00140094,0.001071634
50,14.693157,14.643125,14.612633,14.142853,14.229968,13.847134,13.814093,13.168614,17.890071,18.040597,18.07471,17.924133,17.230399,16.980544,16.179613,10.950451,18.959229,17.283343,17.36143,17.087421,17.392182,11.280408,10.87479,14.678518,51.776909,29.263135,19.632315,18.709096,18.077325,17.018837,16.507721,14.654692,151.185008,110.700483,96.514635,68.044026,29.303761,25.991956,20.340821,17.846485,8.542199,16.445488,23.638603,14.144439,14.913815,0.694171904,1.002226112,0.422223552,-0.001044,0.00119301,20.93082447,-0.00162126,-0.001241768
51,15.112458,14.909925,14.726991,14.142853,14.229968,13.923428,13.852237,13.244922,17.928096,18.116656,18.07471,18.00021,17.382528,16.980544,16.179613,10.988651,18.845252,17.283343,17.36143,17.011303,17.316061,11.318622,10.836563,14.754764,55.578691,33.39372,20.961048,18.823083,18.153386,16.980785,16.545797,14.654692,157.906361,112.854268,99.058039,68.630945,29.341397,26.256254,20.302878,17.884511,8.274457,16.521656,23.827821,14.144439,14.913815,0.663718784,0.911065792,0.893052672,-0.000495,0.00119301,20.97557367,0.00194994,0.00046276
52,15.373508,15.094753,14.645037,14.137135,14.186115,13.879562,13.808373,13.201047,17.884368,18.148982,17.992965,17.95647,17.262727,17.012907,16.211988,10.944721,19.333381,17.277637,17.431843,17.043656,17.386477,11.351107,10.830834,14.749048,56.089283,34.961006,22.093074,19.083312,18.147684,17.089231,16.540089,14.687083,159.243003,115.351133,102.016186,70.286838,29.685689,26.186403,20.384448,17.928233,8.241935,16.527359,23.984839,14.188287,14.919525,0.891619584,0.652910912,1.348655232,-0.0002196,0.00119301,20.96918392,0.00140094,0.001680557
53,15.602123,15.36147,14.683156,14.060857,14.186115,13.841415,13.808373,13.201047,18.302582,18.225034,18.030987,17.95647,17.338792,16.974837,16.211988,10.944721,20.396322,17.201548,17.431843,17.043656,17.348417,11.312894,10.792606,14.86341,57.194788,34.699015,22.737274,19.083312,18.223742,17.089231,16.578164,14.648975,163.227666,117.387751,104.851063,70.935902,29.523914,26.099579,20.069508,17.954864,8.230475,16.439784,24.049172,14.100589,14.908106,0.435917504,0.622557312,0.801892352,-0.0002196,0.000828324,20.96918392,0.00112554,0.002654866
54,15.994488,15.372896,14.694589,14.186708,14.235686,13.929146,13.857956,13.174336,18.618049,18.350505,18.042391,17.967874,17.19807,16.948179,16.223408,10.99438,20.597413,17.251004,17.405194,17.01701,17.321766,11.362563,10.804065,14.836721,56.137194,34.335867,23.581747,19.208657,18.311195,17.062594,16.58958,14.622299,158.661136,116.680066,107.516017,72.842467,29.109925,26.250599,19.993604,17.992887,8.039211,16.401698,24.238319,14.100589,14.908106,0.420690944,0.531496512,0.558864512,-0.0002196,0.000828324,20.95958882,0.00085194,9.72762E-05
55,16.299163,15.410995,14.694589,14.186708,14.197551,13.814705,13.819812,13.136181,19.111996,18.350505,18.118431,18.043949,17.312171,16.948179,16.261492,10.99438,21.810818,17.327091,17.405194,17.093127,17.359827,11.362563,10.842293,14.836721,58.421187,34.335867,24.262919,19.208657,18.311195,17.024543,16.627654,14.698515,163.701757,122.553358,109.645162,75.865047,28.5244,26.380813,20.010664,18.086017,7.865126,16.418807,24.444427,14.232133,14.963346,0.390337344,1.154093632,1.181561152,-0.0002196,0.00021945,20.93721422,2.73921E-05,-0.000754988
56,16.559989,15.405281,14.803225,14.028435,14.268102,13.847134,13.852237,13.168614,19.372189,18.420845,18.112729,17.962172,17.344497,16.980544,16.255783,10.988651,22.67648,17.321386,17.475606,17.049363,17.354122,11.318622,10.836563,14.983478,63.344303,34.480018,24.900192,19.126994,18.267469,17.018837,16.583872,14.654692,168.688078,125.46483,111.012194,78.902446,28.29275,27.205293,20.15678,18.080321,7.591586,16.565442,24.665655,14.112014,14.957637,0.648591744,1.351441792,1.196787712,-0.0007686,-2.4738E-05,20.95958882,0.00057654,-2.40198E-05
57,16.756047,15.525282,14.770824,14.072294,14.235686,13.852853,13.819812,13.136181,19.56777,18.540597,18.042391,18.005912,17.426262,17.02432,16.261492,10.99438,22.833629,17.365132,17.519366,17.131184,17.397887,11.438987,10.880519,14.912959,62.578019,37.065863,26.001763,19.208657,18.27317,17.062594,16.51343,14.698515,178.724079,127.299867,112.497265,83.009939,29.271764,27.65782,20.460327,18.156359,7.323753,16.527359,24.854695,14.112014,14.995749,0.132182464,1.351441792,-0.185246528,-0.0002196,-0.001607172,20.95958882,0.00085194,-0.001120472
58,16.799821,15.569088,14.77654,14.078012,14.203268,13.782276,13.901818,13.141902,19.91518,18.622324,18.124132,18.011614,17.355907,17.030026,16.305284,10.961908,23.180035,17.332795,17.448957,17.136889,17.365531,11.330077,10.848022,14.994908,63.759513,38.639061,26.422819,19.138388,18.240844,16.992198,16.481061,14.628015,183.809037,126.481343,115.030347,85.033545,30.330706,27.70117,20.693619,18.314114,7.138161,16.533061,25.049363,14.193999,14.963346,0.466271104,1.427375552,0.406996992,-0.000495,0.00021945,20.96279417,0.00057654,-0.001607252
59,17.212774,15.563376,14.808941,14.186708,14.235686,13.891,13.743521,13.059868,20.289059,18.616625,18.042391,17.891794,17.312171,17.02432,16.337657,10.99438,24.082461,17.289048,17.443253,17.01701,17.359827,11.400775,10.842293,15.027309,62.982316,39.379171,27.021084,19.132691,18.27317,16.910385,16.51343,14.660408,194.338349,128.156262,116.098226,85.499684,31.259011,27.652173,20.758112,18.340738,7.050164,16.483573,25.113635,14.182575,14.951928,0.314403584,1.974038912,0.953759872,-0.0007686,0.005089644,20.94680932,2.73921E-05,-0.000511598
60,17.441078,15.525282,14.885171,14.110433,14.235686,13.814705,13.781667,13.059868,21.275371,18.540597,18.042391,17.967874,17.388232,17.100455,16.337657,10.956179,25.178751,17.365132,17.519366,17.055069,17.321766,11.32435,10.842293,14.951077,68.710984,40.794667,28.680112,19.132691,18.311195,16.948439,16.51343,14.660408,193.847713,133.154779,119.307663,87.854986,32.053229,27.65782,20.9155,18.460463,7.20896,16.489275,25.534967,14.226422,14.995749,-0.110845376,2.156260032,1.470169152,-0.0007686,0.00521094,20.97236832,0.00167634,0.00046276
61,17.604664,15.460516,14.8966,14.198143,14.285254,13.864291,13.793105,13.109468,21.931179,18.513979,18.16785,17.903198,17.361611,17.073799,16.310993,10.967636,26.964452,17.376541,17.45466,17.104538,17.371236,11.412229,10.85375,15.076851,70.079669,42.777197,30.799118,19.144084,18.246544,17.035955,16.524846,14.671839,196.10021,134.470993,120.949166,91.566545,32.466066,27.620117,21.105103,18.65049,7.323753,16.641604,25.799402,14.302689,14.957637,-0.171652096,1.488082752,0.482930752,-0.000495,0.00521094,20.95638347,0.00112554,-2.40198E-05
62,17.604664,15.460516,14.858486,14.160006,14.24712,13.787994,13.793105,13.071312,23.862284,18.437944,18.16785,18.017315,17.399641,17.073799,16.387155,10.967636,28.547567,17.414581,17.530773,17.06648,17.371236,11.335804,10.891977,15.038737,70.409875,45.48724,32.639919,19.25803,18.284571,17.074005,16.524846,14.786157,198.848249,135.599922,121.919885,95.577527,33.366242,27.80862,21.332585,18.764492,7.629846,16.565442,26.026009,14.188287,14.995749,-0.019784576,0.971872512,0.012201152,5.58E-05,0.005089644,20.96918392,0.00140094,0.000340666
63,17.560918,15.378609,14.890886,14.078012,14.165133,13.744126,13.825531,13.06559,25.368853,18.470263,18.200166,17.935537,17.393937,17.106161,16.343366,10.961908,29.746522,17.370837,17.448957,17.060775,17.365531,11.406502,10.886248,15.071137,69.487098,47.334571,34.13463,19.176371,18.430964,17.030249,16.557214,14.780442,202.478213,137.60166,123.831187,97.94116,38.533283,27.814267,21.414082,18.84618,7.750354,16.494978,26.220467,14.193999,14.963346,-0.004558016,0.668137472,0.558864512,-0.000495,0.00521094,20.96279417,0.00140094,0.000340666
64,17.598961,15.378609,14.814656,14.192426,14.203268,13.820424,13.787386,13.103747,26.992158,18.394226,18.276197,17.935537,17.355907,17.106161,16.343366,11.000108,29.558393,17.370837,17.448957,17.098833,17.365531,11.482925,10.848022,15.071137,71.688389,48.408082,35.033821,19.36627,18.468985,17.0683,16.557214,14.818547,203.006419,146.69784,125.546265,99.558266,40.019265,27.99709,21.597925,18.878484,7.974163,16.45119,26.36583,14.150151,15.071969,0.375210304,1.351441792,1.910644672,-0.000495,0.005089644,20.95958882,0.00030294,-0.000268208
65,17.593258,15.372896,14.808941,14.072294,14.27382,13.814705,13.781667,13.136181,27.325953,18.426545,18.30851,18.005912,17.388232,17.138521,16.299575,10.917978,30.455467,17.327091,17.443253,17.01701,17.397887,11.477198,10.95697,15.103537,75.680926,48.328522,36.113735,19.550444,18.501305,17.100643,16.58958,14.889037,208.075894,154.65915,129.967977,102.031463,38.191817,27.99709,21.597925,18.954473,8.280186,16.45119,26.63006,14.188287,14.995749,-0.034911616,0.820004992,0.619671232,-0.0007686,0.005333034,20.93400887,-0.00024786,-0.000754988
66,17.762527,15.351936,15.01665,14.165723,14.252837,13.755563,13.760677,13.115189,27.606855,18.443643,18.439642,18.099088,17.367315,17.117571,16.392863,10.935163,32.012712,17.420285,17.536476,17.072185,17.376939,11.379744,11.012379,15.120677,75.183935,48.826158,37.028095,19.871252,18.670467,17.07971,16.682848,15.058579,197.899892,156.563993,132.977661,105.511992,37.936103,28.078113,21.830987,19.074138,8.324166,16.571144,26.862143,14.193999,15.039567,0.041022144,0.759297792,0.741185152,-0.000495,0.005333034,20.93400887,-0.00107226,-0.000998378
67,17.97933,15.378609,15.11955,14.116151,14.241403,13.858572,13.787386,13.06559,28.010183,18.470263,18.466252,18.011614,17.355907,17.182292,16.419526,10.961908,32.264215,17.370837,17.52507,17.098833,17.44165,11.444714,10.962699,15.109251,76.089876,49.480771,37.09165,20.315314,18.811118,17.144397,16.633362,14.970954,200.914317,162.953797,134.707246,107.325924,40.434686,28.492597,21.944662,19.112127,8.630149,16.533061,27.088525,14.232133,15.115785,0.785332224,1.381795392,1.318301632,-0.000495,0.005089644,20.95319907,0.00057654,-0.000146114
68,18.09912,15.42242,15.277686,14.160006,14.285254,13.864291,13.754959,13.071312,27.638903,18.818072,18.58597,18.093387,17.361611,17.111866,16.50139,10.967636,33.994939,17.376541,17.530773,17.104538,17.333175,11.412229,11.006651,15.191187,77.929314,49.78209,36.237185,20.890064,18.892831,17.188149,16.753283,15.052865,194.813657,163.492525,138.289923,110.556543,43.23079,28.422891,21.912449,19.231776,8.444643,16.50068,27.245069,14.314111,15.1596,0.359983744,1.351441792,1.546102912,0.0025272,0.00496755,20.96597857,0.00085194,-0.001120472
69,18.207497,15.454804,15.424379,14.154289,14.241403,13.782276,13.74924,13.141902,29.140176,19.762181,18.618275,18.049651,17.355907,17.182292,16.495683,10.961908,35.075454,17.484955,17.563125,17.060775,17.479707,11.36829,11.039146,15.185474,81.996163,50.330959,37.428017,21.756397,19.039153,17.144397,16.747576,15.009053,202.750889,161.322838,138.742235,111.855618,45.087577,28.121445,21.988228,19.231776,7.985623,16.538763,27.509082,14.19971,15.1596,0.147309504,0.820004992,0.437450112,0.0022536,0.00496755,20.94039862,-0.00024786,-0.001850642
70,18.327265,15.727164,15.506288,14.160006,14.285254,13.826143,13.83125,13.147624,30.274602,20.641028,18.661977,18.093387,17.43767,17.149932,16.50139,11.044036,32.607583,17.414581,17.568828,17.104538,17.485411,11.488651,11.044874,15.153076,83.910253,51.629341,39.076605,22.633432,19.120852,17.188149,16.791352,15.014767,229.389569,164.17225,140.433677,113.856216,41.774964,28.56794,22.020439,19.150114,7.903382,16.494978,27.72968,14.270267,15.115785,0.785332224,0.880712192,1.379008832,0.0022536,0.005089644,20.92122937,-0.00162126,9.72762E-05
71,18.479338,16.031842,15.620576,14.198143,14.285254,13.787994,13.83125,13.109468,30.048942,21.665205,18.737979,18.131422,17.399641,17.149932,16.463313,10.929435,34.818999,17.756893,17.721036,17.18065,17.447353,11.488651,11.044874,15.229297,87.362372,54.469915,40.791723,23.16349,19.158851,17.150102,16.905553,15.052865,226.409201,164.031329,141.916962,118.110231,41.82332,29.558187,22.069678,19.123507,7.800072,16.620628,28.042555,14.281689,15.1272,0.770105664,1.230027392,0.984212992,0.0019782,0.00496755,20.94680932,-0.00162126,-0.000511598
72,18.707414,16.222231,15.582481,14.160006,14.24712,13.711694,13.793105,13.109468,30.274602,22.764227,18.775978,18.131422,17.475697,17.187997,16.539467,10.891234,35.45534,18.36522,17.83518,17.218704,17.409295,11.488651,11.083097,15.191187,88.46476,58.152267,44.363061,23.541949,19.158851,17.112054,17.019743,15.052865,221.663357,165.739653,141.873549,120.827083,44.642199,29.853589,22.139771,19.155805,7.756084,16.614927,28.376091,14.275978,15.197706,0.496724224,0.895938752,0.467803712,0.0019782,0.00496755,20.93082447,-0.00381906,-0.000877082
73,18.707414,16.526798,15.544385,14.198143,14.285254,13.787994,13.754959,13.071312,29.559848,23.6351,18.851973,18.055352,17.43767,17.22606,16.577542,10.929435,35.829483,19.580981,18.367715,17.218704,17.485411,11.526861,11.121318,15.153076,91.516642,61.350723,46.256147,24.185031,18.968843,17.150102,17.019743,15.014767,221.316088,176.107086,145.571226,121.978901,48.232445,29.735073,22.323497,19.453973,7.903382,16.571144,28.63418,14.3084,15.153892,0.010668544,0.880712192,0.300709632,0.0019782,0.00496755,20.95638347,-0.00244566,-0.001485956
74,18.853744,16.673349,15.462478,14.192426,14.279537,13.744126,13.863675,13.103747,30.419377,24.272679,19.112222,18.049651,17.469994,17.29648,16.533759,10.885505,39.409192,20.600139,18.438074,17.212999,17.517763,11.559344,11.153812,15.223584,86.916005,62.48391,45.953815,24.708677,18.925141,17.106349,17.052099,15.047151,223.863752,181.228501,150.082152,123.927719,52.267647,29.740709,22.291294,19.535614,8.100386,16.538763,28.828161,14.237845,15.1596,-0.277939456,0.668137472,1.379008832,0.0011538,0.005089644,20.95319907,-0.00244566,-0.001485956
75,18.827133,16.760885,15.321501,14.20386,14.29097,13.831861,13.836968,13.115189,30.129807,25.229283,19.085626,18.023016,17.405345,17.231765,16.545174,10.935163,43.031557,21.104641,18.449472,17.338564,17.605278,11.647211,11.241706,15.1969,89.021595,64.771007,46.447154,25.891144,19.012543,16.965557,17.139629,15.096676,229.243837,182.985048,152.925953,124.862742,47.682573,30.49301,22.367048,19.687505,8.291645,16.538763,29.054124,14.275978,15.197706,1.013133504,1.548889472,0.832245952,0.0006048,0.005089644,20.92443472,-0.00464346,-0.002459516
76,18.865138,16.913115,15.321501,14.20386,14.252837,13.793713,13.798823,13.077033,31.107241,25.9849,19.237573,18.099088,17.443373,17.231765,16.659396,10.896962,42.436658,21.976577,19.209792,17.414663,17.605278,11.647211,11.203487,15.1969,90.52904,66.935582,48.300217,27.551206,18.97454,17.04166,17.177687,15.134771,222.427978,181.883362,153.159278,125.691589,45.649637,31.701202,22.562083,19.845063,8.373874,16.620628,29.436259,14.243556,15.203413,0.527077824,1.123640512,0.391869952,0.0008784,0.005089644,20.95638347,-0.00189486,0.00094954
77,19.136835,16.956876,15.251007,14.209577,14.296687,13.723131,13.804541,13.082753,32.5398,26.858861,19.281252,18.028717,17.52513,17.275531,16.665103,10.979092,40.767495,22.853522,20.35507,17.49646,17.725135,11.691143,11.170994,15.126391,92.81556,67.711257,49.342397,29.176684,19.056242,16.971262,17.183391,15.178579,227.659296,184.976555,156.310283,132.742375,50.204265,32.414575,22.71355,20.072833,8.565114,16.620628,29.699726,14.281689,15.279622,0.527077824,1.867751552,0.422223552,-0.0002196,0.005089644,20.95638347,-0.00217026,0.001802602
78,19.315409,17.135724,15.239582,14.160006,14.17085,13.787994,13.716812,13.147624,34.028518,28.355966,19.345826,18.093387,17.475697,17.264123,16.577542,11.005836,44.140641,24.317989,21.368385,17.523099,17.71373,11.679692,11.159539,15.076851,93.76164,67.773598,50.626056,30.331649,19.158851,17.035955,17.248095,15.205247,230.655293,185.55511,159.584498,136.999249,51.76174,32.645371,22.757085,20.533924,8.723823,16.626329,30.006385,14.325532,15.361533,0.208116224,0.986999552,0.695604992,-0.000495,0.00521094,20.95319907,-0.00271926,0.00094954
79,19.283114,17.445784,15.359603,14.165723,14.252837,13.793713,13.798823,13.077033,36.8783,29.039701,19.807204,18.099088,17.519427,17.269827,16.697468,11.011564,46.001765,25.533103,22.284142,17.528802,17.757482,11.761828,11.241706,15.1969,89.646545,69.465723,52.294655,31.802675,19.050546,16.965557,17.215744,15.249053,232.54051,184.4801,162.317799,136.428729,48.613692,32.602225,22.978566,20.642065,8.679851,16.544465,30.264077,14.281689,15.317725,0.618238144,0.258115072,0.771538752,-0.000495,0.005089644,20.94999372,-0.00244566,-0.000146114
80,19.397082,17.521862,15.321501,14.20386,14.214703,13.755563,13.722531,13.077033,39.304964,29.679715,20.718049,18.175155,17.519427,17.384008,16.735538,11.011564,45.519579,26.439298,23.307097,17.757049,17.719433,11.761828,11.241706,15.082565,90.52904,75.732732,55.210165,33.19104,19.050546,16.889449,17.2538,15.287145,237.331451,187.987763,165.662571,139.136008,46.756372,32.408954,23.162155,20.522557,8.482891,16.538763,30.484101,14.19971,15.350121,0.192889664,1.412148992,0.209549312,-0.000495,0.00496755,20.96279417,-0.00134586,-0.000998378
81,19.598392,17.72344,15.332925,14.177156,14.188,13.805149,13.810259,13.088474,38.905855,31.157786,21.336256,18.110488,17.568858,17.319296,16.746951,11.099416,43.117045,27.582269,23.242705,18.110745,17.768885,11.811482,11.21494,15.170215,89.289931,76.439969,61.553772,33.689653,19.023935,16.938914,17.303262,15.374749,251.220206,187.191522,169.70761,142.160401,48.761726,31.626082,23.092126,20.224655,8.679851,16.582547,30.677742,14.281689,15.393928,-0.080491776,2.490348672,0.847472512,-0.0007686,0.005089644,20.95958882,-0.00189486,-2.40198E-05
