Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
105,6.3041133,7.0112712,5.9548524,4.6833198,3.5655881,2.5970799,5.5959812,5.6398156,5.0639052,4.6178885,2.9648285,2.554011,-661.1752922,791.3657837,686.4017944,530.2269287,287.1130371,250.1497955,188.333374,148.2338867,110.7185898,95.6089783,83.0103455,77.4623642,68.3106232,21.1662331,103.9284744,73.7721634,68.4824295,58.9930649,34.3625717,44.9035225,38.2403717,39.1434479,37.0081253,33.151062,16.1588974,82.0595093,81.9643021,60.8248177,3321.246338,3319.685547,52.6929169,41.4452705,29.8457279,33.7461548,17.7054119,25.1967316,27.3242474,23.5158825,21.8500843,20.7650242,20.5751019,20.5033379,19.9280834,20.3636608,20.3342075,21.3404026,21.2487564,21.4599228,0,10
106,6.1327746,6.8824713,6.402391,4.98322,3.8035572,3.3658951,5.2770174,5.5382516,4.8791722,4.5415943,2.8926362,2.1815107,-661.1752922,782.6565552,683.1713867,540.6574707,291.512146,251.9259338,191.9320679,151.7256317,112.4971085,94.9953003,81.1239395,75.762825,67.8301544,21.1610088,99.6429443,74.1698151,68.7820206,59.5532684,34.4978905,46.1095314,38.6681404,39.3429871,37.0620117,33.213028,15.7998352,82.1875992,81.2271805,61.1480293,3321.245117,3319.684082,53.346817,41.8730278,30.0632839,33.8834381,17.7416363,25.3423061,27.5388565,23.6677856,21.957037,20.8429108,20.6757393,20.5573006,20.0162735,20.3508339,20.3992271,21.3784275,21.2484608,21.3655891,0,10
107,5.863799,6.5401772,5.9422457,5.1478134,4.2944375,3.2763729,5.1264866,5.2809405,4.7746799,4.3087654,3.4309509,2.1764329,-661.1752922,778.0151978,701.8269043,568.5621948,292.3973083,259.539093,199.5995026,152.4055481,113.5372849,95.1089401,79.316925,74.6015167,66.766655,21.1633968,97.2349625,74.5307999,69.1065826,59.6954193,34.7302246,46.0847931,38.7969704,39.1044922,37.0277481,33.3713951,15.624342,82.2474976,81.1120682,61.4925461,3321.245361,3319.684326,50.9557686,41.6643448,30.2661572,34.0207329,17.7238712,25.5634575,27.7673988,23.8825321,22.1022816,20.8972931,20.7532539,20.6207733,20.1090488,20.3976536,20.4319992,21.3424988,21.2447815,21.3342285,0,10
108,7.1778693,7.4945419,6.5336854,5.4509858,4.7030996,3.3793764,5.9905886,6.3235548,5.4083062,5.5439424,4.1566783,2.5197362,-661.1752922,792.6962891,693.1599731,535.7186279,297.4812927,275.93396,211.6992798,152.0529175,111.7639008,94.7077332,80.6602097,74.7073364,66.7165604,21.1662331,94.8575439,74.7440643,69.5875244,60.7241707,34.9337387,45.8665009,38.7270088,38.9644699,37.0354042,33.5616798,15.6157627,82.6431122,81.8160477,61.8775101,3321.246338,3319.685547,49.9455147,41.6615486,30.5014019,34.0988655,17.6757374,25.9262638,28.0031185,24.0640011,22.3161449,20.9699554,20.8008614,20.6683788,20.1191025,20.4851665,20.4906559,21.3301582,21.2476177,21.2650089,0,10
109,6.4792436,7.1346595,6.0627783,4.6721941,4.2493169,3.2410033,5.8196341,6.1593636,4.8122776,4.4386629,3.4169182,2.3232909,-661.1752922,798.0584717,698.6610718,522.3538818,296.246521,267.3972778,198.3827362,140.0411224,105.4751434,90.7072906,79.0222473,72.3928299,66.191452,21.1605606,94.4035187,75.044075,69.9460754,62.1446037,35.1759834,46.7149734,38.9945068,39.6485481,37.4822388,33.6164284,15.7064409,83.0631561,82.4777222,62.328022,3321.247315,3319.686279,52.4987869,42.5616074,30.6755161,34.2431526,17.6281948,26.2113857,28.237114,24.246027,22.4366188,21.1505795,20.8646107,20.7302284,20.1358223,20.5592155,20.5453453,21.3480034,21.2434597,21.1925869,0,10
110,6.3157254,7.2171889,7.1698637,6.4419819,4.7603653,3.2937926,6.263662,7.5878269,7.6319391,7.2840753,4.7325263,3.4328578,-661.1752922,769.652771,664.9142456,500.4347839,287.8076172,260.2442932,192.126358,137.8599243,106.0654144,88.4290848,76.1792145,69.5086899,62.8301468,21.1491547,94.941124,75.2373199,70.3955688,61.996418,35.3054695,47.6510353,39.0478172,40.1254425,38.194294,33.8465576,15.7029791,83.8952255,83.4782333,62.7409515,3321.245606,3319.68457,52.7098656,43.1502075,30.8973007,34.5919189,17.6726742,26.4835453,28.4589558,24.4083061,22.6271038,21.2844715,20.9294491,20.8174438,20.1050339,20.6149921,20.6178322,21.3252048,21.2513943,21.1671429,0,10
111,7.3522887,8.3303891,7.8097316,5.7935887,4.0968047,2.9020006,7.2959449,9.1767285,8.9019587,8.6205395,5.1573114,3.037349,-661.1752922,755.5829468,628.8849487,478.434082,277.8126831,251.1365204,185.123703,129.6365356,102.5348434,89.4269409,76.7835464,69.7792053,61.8187218,21.1590538,96.7154312,75.67453,71.1643219,61.8380165,35.4982643,48.2444191,39.339138,40.6688652,38.3832054,33.9459229,15.6295004,84.9168777,86.3368073,63.2045822,3321.244629,3319.683594,54.3937721,45.9942589,30.9777908,35.268261,17.7035332,26.7760983,28.7045498,24.5528603,22.8002129,21.332695,20.9511147,20.8941097,20.1476059,20.6674252,20.677103,21.35219,21.2628193,21.1285,0,10
112,6.9408863,8.216742,8.0629422,6.1978733,4.2725764,2.8948055,6.5064779,7.8444343,9.501568,9.8405893,6.26133,3.2681484,-661.1752922,738.4163818,618.8607178,478.9141235,272.0099792,241.7037964,182.2511292,126.7386856,99.8144836,85.9284744,74.5279465,69.0545425,60.400074,21.1497612,97.7529602,76.1940384,71.7449417,61.8084183,35.6915359,48.7817955,39.7561531,41.0350037,38.7789307,34.1398468,15.5988283,85.965332,88.8186035,64.0311203,3321.242676,3319.681885,53.9422531,45.5885963,31.1519928,35.6726685,17.7600212,26.9275932,28.9472179,24.7501068,22.9817638,21.4557819,21.0135117,20.9595318,20.1994324,20.676342,20.7300587,21.3557892,21.250864,21.1495438,0,10
113,5.8268297,6.5033772,6.4726504,5.1622112,4.2546901,2.902455,5.3208907,5.9100275,5.936301,5.8553675,4.709533,2.9631663,-661.1752922,757.3899536,643.2427368,516.1088867,284.3531494,239.1141663,183.723938,131.6219635,103.7975693,87.1917191,73.7183075,69.7801056,62.600029,21.1607437,93.4554062,76.6755829,72.2809448,61.982296,35.8194847,47.9812813,39.7650871,40.2429924,38.8277969,34.3425369,15.6681499,85.9161377,87.8788757,65.0301743,3321.245361,3319.684326,54.4728394,43.23666,31.4071407,35.7662086,17.8182125,27.11623,29.1753349,24.9924946,23.1638508,21.6059666,21.0969486,21.040308,20.3520527,20.6869602,20.7733231,21.321249,21.2614746,21.0903664,0,10
114,6.2778082,6.7563772,6.6190114,5.2726491,3.9230202,2.7159883,5.8032447,6.0943907,5.4343479,5.4890238,4.468441,2.8691486,-661.1752922,767.6199951,657.6939697,533.1239624,288.4406738,240.656723,186.069397,135.2475739,107.614769,90.2833557,74.9702835,70.5960159,63.8089409,21.157856,92.9962387,76.9878311,72.6707001,61.6673737,35.9266243,47.7477036,39.7305603,40.1574669,38.6846657,34.5086327,15.7570543,85.8171692,87.0357971,65.7020798,3321.244141,3319.683106,53.7247887,43.8191605,31.6150494,35.9059143,17.8940563,27.4022923,29.4114571,25.1809273,23.2945862,21.7342949,21.2017746,21.0707912,20.4326839,20.7250671,20.8417988,21.3509922,21.2498589,21.0104771,0,10
115,6.6726217,7.3532948,6.8442412,5.1613931,3.9165429,2.9007888,5.9590705,6.6688254,5.6667697,5.2333395,4.3664925,3.0129917,-661.1752922,773.1352539,675.0402222,555.4423828,292.9848022,247.39151,191.3693085,140.4806213,109.9092941,94.1946487,78.7225037,74.2017059,66.3274765,21.1695232,92.1590881,77.3581848,72.6937408,61.6408119,36.0645676,47.8565254,39.6540565,39.8488998,38.497261,34.6654892,15.8483839,86.1937103,87.1929626,66.2040863,3321.24585,3319.684815,54.8367271,43.1040039,31.7614594,35.9492264,17.9536858,27.7634583,29.6687431,25.3509521,23.4246979,21.8043613,21.2858829,21.1310043,20.5506573,20.8046951,20.912693,21.3372478,21.2676048,21.0289764,0,10
116,8.7974105,10.8766243,9.4375361,7.6952475,4.8177045,3.1752628,6.8584728,8.3489704,7.4244196,8.5069204,5.6808326,3.5694016,-661.1752922,778.8136597,659.3233643,531.1450195,282.5873718,246.3765411,189.2220612,138.7027588,110.4208679,95.051857,79.1093979,73.0413361,64.3985596,21.1505642,109.1787949,77.9545593,73.377182,62.5682869,36.2197838,48.1668777,39.9075317,40.2985497,38.4491158,34.7081795,15.9138927,87.4622879,91.1954498,66.4466705,3321.242188,3319.681397,58.9365997,44.9710922,31.9015522,36.3610535,18.00313,28.1897831,29.9181499,25.5822563,23.4496727,21.8051186,21.2999115,21.1950893,20.6110077,20.8551769,20.9453354,21.3630447,21.2611523,20.9925575,0,10
117,7.2444615,8.0838832,6.9341795,5.4799451,4.649367,3.3627898,6.4220093,7.3898593,6.0818089,5.7292519,4.6175596,3.1979327,-661.1752922,791.342041,676.2162476,530.5841675,274.1763611,238.6609344,184.526947,133.7926483,107.2761688,91.8784332,77.3554764,71.2656326,63.2337799,21.1646404,110.3388748,78.5348663,74.3695374,64.0543289,36.4445801,50.9671173,40.5752983,41.4065247,38.9700356,34.7820091,15.9866896,88.3713455,92.2565536,67.1365814,3321.241699,3319.680908,62.6757431,48.1318779,32.065712,36.9641609,18.0602303,28.583971,30.1604061,25.7179718,23.5329781,21.8438454,21.3704967,21.2732525,20.6030884,20.9300003,21.0300255,21.3467808,21.2668953,20.901947,0,10
118,7.5672322,7.9924243,7.4276865,5.6671169,4.3772446,3.0532491,6.4958879,8.1219174,6.4426487,5.9176854,4.1494929,3.0205289,-661.1752922,789.0087891,696.7851562,539.5273437,278.4842834,249.1760254,191.0079803,141.8479767,111.8528824,93.250412,77.944313,70.8479919,62.924427,21.1573639,107.4844131,78.9008636,74.505188,63.7743034,36.5731239,49.9214363,40.7856712,41.6300659,39.20755,34.9111252,16.0544033,89.3676147,93.5833664,67.6971359,3321.244141,3319.682861,59.2525253,47.1059914,32.2909126,37.01791,18.1126366,28.9172478,30.40135,25.7813702,23.6551266,21.9078484,21.441328,21.3611412,20.6739902,20.950798,21.0933266,21.3322868,21.2800941,20.9413223,0,10
119,6.9074717,7.2074477,6.8471623,5.1361969,4.3037855,2.7690806,6.2308831,7.0511563,6.2710992,6.1169712,4.0920095,2.9846674,-661.1752922,784.7002563,690.045105,560.5031738,281.9864197,252.8856354,190.9291382,141.6404877,110.3349762,92.5317307,79.0586014,72.8705521,63.5453491,21.1643944,104.4814911,79.1710434,74.5273972,63.383564,36.6985664,48.9544983,40.7828941,41.5220032,39.3393974,35.0363846,16.1212559,89.6592026,93.7459335,68.2424927,3321.243408,3319.682373,56.0944672,47.5041618,32.532486,37.5244293,18.1504955,29.1200523,30.6459084,25.8390083,23.6208992,22.0070114,21.4555664,21.4265633,20.7702198,20.96315,21.1394558,21.3431168,21.2704391,20.9282532,0,10
120,7.3210069,7.5494713,6.1893067,4.5419592,3.3575768,2.5656487,6.8511606,7.3574901,5.8773818,5.4073034,3.7912363,2.7192758,-661.1752922,782.0318604,681.1640015,571.7446899,294.5424194,265.184906,204.0834656,157.0576477,115.0630035,94.3276215,80.5514679,74.6664505,64.6724014,21.1656742,101.0920258,79.3608322,73.869072,62.6112366,36.8243103,48.2919884,40.5595551,40.689518,38.9852219,35.1746712,16.2234554,89.5167618,92.0246277,68.7011719,3321.242188,3319.681397,54.7028656,44.9428329,32.6651192,37.1591492,18.1810646,29.4270344,30.888092,26.0699787,23.4889793,22.0458279,21.5072784,21.4881248,20.836401,21.0395794,21.1775494,21.3849964,21.2868977,20.9056377,0,10
121,8.8587891,9.1316009,7.3342122,5.5012146,3.4330968,2.2764814,8.2046766,9.1741485,8.672792,7.8791374,4.5774903,2.8732743,-661.1752922,769.1811523,670.7890625,559.3515625,285.3135681,262.5755005,199.3357239,151.7787323,116.4920197,97.384552,82.8731842,74.9198227,64.7111969,21.1598663,99.5680313,79.5426559,73.8972015,62.3115501,37.0230255,47.5585175,40.2394066,39.7946968,38.01408,35.1363716,16.2747383,90.1009598,93.2692032,68.9662476,3321.241455,3319.680664,54.9069557,43.3766823,32.8181076,36.9291763,18.2018566,29.6546307,31.1359653,26.3146038,23.6012478,22.0771732,21.5757847,21.5327377,20.7858047,21.0876522,21.216135,21.3309994,21.3091583,20.8649235,0,10
122,8.4741658,8.9624833,6.8726833,5.1468317,3.9685825,3.0241658,7.1663422,9.4396691,6.8366917,6.2945525,4.3303118,2.9704655,-661.1752922,769.9840698,663.5352783,550.4769287,284.1981812,256.4889526,192.6261597,143.5678101,110.7526398,94.3063354,81.0382996,74.0649033,64.8648529,21.150219,100.8059235,79.9463806,74.6219101,62.7836914,37.1902695,48.4353676,40.3811913,40.1354332,38.2181129,35.1099892,16.3210201,91.6653824,94.3401108,69.6563568,3321.240967,3319.679932,57.2391586,44.8486214,32.9717712,37.0179672,18.2271633,29.8685818,31.3754673,26.5995255,23.8678131,22.2187767,21.6533318,21.6167202,20.8501472,21.1732426,21.3055153,21.3441086,21.3067112,20.9349327,0,10
123,7.4124824,8.2581421,7.4728861,5.8004604,3.8319692,2.6076832,6.3282112,7.1379431,5.7491265,5.307825,3.3511505,2.1228785,-661.1752922,782.7862549,695.6474609,554.1130371,291.783844,264.4764099,198.7621613,150.3400726,116.750473,96.8216248,80.3254395,72.5195084,62.069046,21.1724091,101.4553604,80.5104446,75.0450516,63.1105919,37.3365593,48.8945961,40.6365738,40.5229874,38.5978775,35.1416435,16.3227501,92.3176193,94.0840073,70.3119049,3321.243408,3319.682373,55.5773048,45.2782822,33.1010284,37.2027855,18.2399197,30.1355305,31.6250553,26.8334103,24.1433907,22.3012333,21.7304955,21.685915,20.9676113,21.2330208,21.3565636,21.3458309,21.3019848,20.9924202,0,10
124,7.5686541,7.5973654,6.9049688,5.6551732,4.2373926,2.9457013,6.5304318,7.0581931,5.5948296,5.4600846,3.7258913,2.5198155,-661.1752922,778.2719116,726.074585,567.3518677,305.1428223,268.8278809,206.9530487,156.8877411,122.2336731,103.0200653,87.057724,79.7262878,66.7137985,21.152771,104.092865,81.1588058,76.0462112,64.5633469,37.5297699,49.9014206,40.8303185,40.5040627,38.1623917,35.0645905,16.1952591,92.5251465,94.4479065,70.6687927,3321.241211,3319.680176,54.91185,43.6387939,33.2522697,36.764431,18.2532997,30.3605289,31.861681,27.0150318,24.2988949,22.340723,21.8037262,21.7678547,21.0371227,21.2258854,21.427206,21.35425,21.3085041,20.9830074,0,10
125,7.8741251,9.2825891,9.2704201,6.2309228,4.6116806,3.1061141,6.8874695,8.1627307,6.2445693,6.005654,4.3070649,2.9150863,-661.1752922,794.8792114,751.3720703,581.3894043,304.9631348,280.2575378,208.4729767,152.6146545,120.7094879,101.0352478,87.4004745,80.5640869,66.0507584,21.1539726,104.5967255,81.5826569,75.9153137,64.4601898,37.7240601,49.8693085,40.9294434,40.2773132,38.1818657,35.0631561,16.0822239,93.2252808,94.3673248,71.0681839,3321.241699,3319.680908,55.510006,43.6239929,33.3757286,36.6983261,18.2815037,30.4768047,32.1136398,27.1883106,24.505415,22.3889217,21.9201584,21.8513012,21.086132,21.2661686,21.4337196,21.3486233,21.3207092,20.9182034,0,10
126,7.958254,10.0077657,9.269344,7.7862156,6.3755079,5.0266752,7.3297324,9.6554633,8.5168675,7.729673,5.954724,3.6568341,-661.1752922,764.979248,703.1726685,541.5430908,288.737915,272.0510864,201.2076416,143.6156464,116.1324539,97.5772095,84.5026474,77.9911575,66.0499191,21.1549969,107.2468491,82.0727844,77.2233505,67.3487091,37.8583946,53.9251022,41.701786,41.7862244,39.0825157,35.1098442,16.0192719,94.1790085,96.906311,71.5480576,3321.241455,3319.680664,61.551075,46.8635025,33.3988724,37.01371,18.300024,30.7139568,32.3657417,27.4228821,24.6448078,22.4805222,22.0117664,21.9167519,21.0385914,21.2671947,21.4207077,21.3815193,21.3141479,20.9074688,0,10
127,9.5303986,10.7002008,8.4002489,6.1386458,5.045516,3.8942425,8.7614135,10.5772795,8.6389378,7.7005694,5.6059352,3.4451555,-661.1752922,749.9807129,663.4775391,503.1801453,277.7783203,259.539093,199.8360748,137.0439606,110.0268021,92.713028,80.712471,74.4602585,64.6543884,21.1444263,112.1398087,82.369339,77.9332581,68.0494156,38.0358047,55.1665306,42.3331909,43.7224007,40.4193192,35.3576965,15.9168663,95.5427246,99.971283,72.0683899,3321.240723,3319.679688,63.8301697,48.1843452,33.5226669,37.5992661,18.3137569,30.9301605,32.586792,27.5281773,24.8368778,22.5862923,22.0224209,21.9675751,21.0401516,21.2683773,21.420372,21.3629723,21.3278484,20.8179817,0,10
128,10.1164574,11.2270361,8.682824,6.7736228,5.2343161,3.350899,10.2669732,11.5321686,9.0440485,6.9784052,4.9685462,3.1250194,-661.1752922,762.444519,627.3583984,466.84021,268.6087646,252.5970612,194.2913818,135.6483459,107.4627914,89.0747833,77.7723389,71.4699478,62.7172546,21.1562366,122.805809,82.8927231,79.0288162,68.5805054,38.2307472,53.9233551,42.4946632,43.5140877,40.6346931,35.6661263,15.801136,97.604126,102.9079742,73.0228043,3321.241211,3319.68042,63.8394012,47.8366356,33.6097183,37.8450966,18.3210392,31.0993614,32.8224449,27.4565601,24.9729958,22.6833553,22.0596218,22.0475903,21.1805935,21.3029633,21.4989662,21.3311615,21.3199406,20.6579266,0,10
129,8.9730148,9.918201,9.1096076,7.6684152,5.4296671,3.6451406,8.5440642,10.2291942,8.0062881,7.8059672,5.2448045,3.3360633,-661.1752922,753.4975586,615.8342896,460.4795227,263.6740112,242.2317047,184.683197,130.6682434,105.7733612,87.3572693,75.5206375,69.4007492,62.0901909,21.1616249,116.4151688,83.5325317,78.9346008,68.5075531,38.4103737,53.303524,42.5453186,42.9676323,40.2089424,35.7986565,15.8294039,98.6173096,105.1408386,73.6835403,3321.239746,3319.678467,62.6390305,46.1091576,33.7301559,37.6632843,18.3199825,31.3346901,33.0490685,27.5569859,25.0358105,22.8281689,22.1692219,22.0904884,21.3354549,21.4130726,21.524847,21.3517323,21.3298874,20.4811783,0,10
130,7.9952233,9.3123539,10.1748755,9.5856171,6.1273811,3.8697792,7.1897918,9.0552271,9.3086969,8.5057693,5.254695,3.7222894,-661.1752922,736.901062,606.9172974,445.505249,263.5734558,236.4949799,178.9781342,125.4651031,107.3860474,90.2975388,77.1052628,72.3519058,63.1543121,21.1561661,115.2409363,84.3590546,78.5290451,70.216156,38.6166153,53.84692,42.9296341,43.7253609,40.5049896,35.8508835,15.9183798,99.4986801,105.0633392,74.5738831,3321.240479,3319.679199,64.2457428,47.12743,33.8001099,37.659771,18.3437862,31.5483189,33.2975311,27.7835159,25.2370644,22.9200726,22.2747917,22.1619492,21.4354439,21.531662,21.588047,21.342474,21.3505993,20.3292179,0,10
131,8.7391127,9.0228245,8.5495309,7.1798706,6.2300618,4.3442012,7.2374472,8.6982286,6.6397516,5.8936791,5.0448807,4.3927106,-661.1752922,733.5700684,609.0463257,451.1946716,267.5925598,237.8065796,179.9205627,124.1588135,105.2510223,87.1379852,76.8378983,71.8965454,64.3885193,21.1451225,113.7050552,85.0514374,80.9745407,71.5338211,38.8262749,54.4750748,43.4116707,43.9410744,40.5325089,36.0195465,15.9480381,99.5595016,104.6676865,75.2949371,3321.237061,3319.67627,66.6057968,49.6488533,33.9117737,38.2224998,18.3627472,31.6624718,33.5449104,28.0214119,25.3990917,22.9885864,22.4092464,22.2020607,21.5541115,21.6639957,21.6653824,21.3557053,21.3505497,20.2532578,0,10
132,9.2626079,9.4939185,7.4419843,5.7047476,5.2223183,3.7967679,7.7283741,8.8825918,6.166607,5.565318,4.0252274,2.7725127,-661.1752922,745.9955444,636.8869019,474.5722046,272.2939758,239.364502,186.6096497,134.4379272,110.0823822,88.8547134,76.7370605,71.9889908,63.2438698,21.1576252,113.5749359,85.3216782,80.7785721,71.3093109,38.9564705,54.3942947,43.7587051,44.8538284,41.1253967,36.2151566,16.0607624,99.7823334,105.2161407,75.6684952,3321.240479,3319.679199,61.1949844,48.9450645,34.1152916,38.4296799,18.3962002,31.9107285,33.8230057,28.3222466,25.5124111,23.1469059,22.5482693,22.2903252,21.654604,21.7747364,21.7313747,21.3443127,21.3478851,20.4729996,0,10
133,7.9378735,8.285742,7.5954173,5.7984971,4.5836366,3.0785456,6.4905928,7.5399769,5.6607476,5.6246762,4.0928549,2.7387933,-661.1752922,768.0645752,662.4312744,505.9344177,283.7172546,252.3866119,204.6431274,149.6559753,117.0838394,93.1093063,77.907959,72.9715652,63.6853943,21.1538982,111.2035904,85.3055878,80.4494705,70.5672531,39.1482773,53.0213928,43.6001167,44.5336304,41.1005135,36.3995819,15.9305744,99.572464,105.0844421,75.9075851,3321.237061,3319.67627,59.0240746,48.3406067,34.3638077,38.6331596,18.3993073,32.1826553,34.0703812,28.6264629,25.5766888,23.2708111,22.6146259,22.3782806,21.7430267,21.8650646,21.8224697,21.3656273,21.3635063,20.6457253,0,10
134,9.5258959,10.4087774,10.7228067,7.8660582,5.9485914,3.9603617,8.279816,9.590725,7.7811904,7.4470227,4.6299016,3.8615307,-661.1752922,738.4915161,629.0380249,461.220459,273.8001404,252.2620392,195.54245,143.0755615,113.84758,90.1653824,76.3637695,72.0032959,63.611866,21.1560974,111.3312225,85.884613,81.036171,71.1559677,39.3824234,53.4546127,43.8946571,44.9755211,41.5233345,36.6044044,15.9244041,99.878624,104.6661835,76.3683319,3321.239502,3319.678223,62.1396179,48.3009109,34.5057297,38.8375854,18.3935261,32.3485146,34.2935791,28.860754,25.7537479,23.420311,22.7020473,22.4812355,21.76684,21.9719257,21.917963,21.3477173,21.3698769,20.833456,0,10
135,10.7845122,11.3818125,9.2184558,5.7461414,4.4839737,3.8296381,11.7632035,11.7381113,7.2990941,6.0051607,4.2855932,3.2231628,-661.1752922,746.8074341,636.6699219,446.2738037,266.1489258,242.7429962,185.5570068,132.4241028,107.8809891,87.5277176,74.9404297,70.8868484,62.5379257,21.15769,114.7211685,86.5343857,81.2854309,70.6941833,39.6256218,56.1369896,44.5687714,46.3984222,42.1883507,36.8291512,16.0474968,101.5227509,106.8403397,76.4904938,3321.237549,3319.676758,65.5773697,50.4939613,34.6451683,39.6049538,18.3700294,32.4615746,34.5344963,29.0292244,25.8908997,23.4877872,22.8013573,22.5699425,21.7217941,21.9139843,21.9809952,21.3474178,21.3767815,20.906374,0,10
136,9.7664336,11.7549538,9.0971546,6.0532405,4.0985712,3.1420896,8.8990849,9.6266125,8.2680068,7.458697,4.2328437,3.4883957,-661.1752922,762.430603,639.175415,430.4372559,257.2007141,238.2415009,180.6548462,126.3856583,103.7134476,85.4979782,73.04599,68.6876831,60.3333397,21.1533508,122.0682983,87.0099106,81.1986618,70.1198807,39.8398247,55.9592056,45.0377998,46.8188362,42.4864845,37.0550919,16.0538006,103.2440796,107.4189148,76.8602371,3321.236816,3319.676025,66.1455917,50.5777168,34.8229141,39.9940147,18.3991375,32.4632874,34.7518883,29.1473312,25.8824234,23.6738853,22.8909397,22.6485481,21.7921524,21.8273506,22.085104,21.3662186,21.386097,20.8917866,0,10
137,8.3914587,9.424648,7.1171306,5.5673137,3.9154388,2.9325987,7.4671516,8.0105019,6.1555393,5.3341333,4.1760367,2.9775268,-661.1752922,779.6430054,670.2527466,458.8435364,259.3427429,243.8195343,192.1874237,135.6631317,107.2117538,86.2637634,73.7848206,68.6575317,59.636795,21.1582298,129.1439362,87.2629776,80.880806,69.2554092,40.0000572,55.8298035,45.3836021,46.0249443,42.2774086,37.1794815,16.0568008,103.4325256,106.6886139,77.0435028,3321.237305,3319.676514,64.8053436,49.3919411,35.0172348,39.4951019,18.3766556,32.6696625,34.9521446,29.241066,26.0383167,23.7487888,22.9166451,22.683342,21.8478451,21.8546066,22.1320744,21.3798275,21.4042549,20.6986275,0,10
138,10.0064973,11.0062362,8.5183216,5.8433267,4.1907999,2.9214652,8.387482,9.9261442,7.9141657,6.3050759,4.1507609,2.6150233,-661.1752922,789.1957397,683.3512573,493.7476807,264.1894531,246.1729126,193.6371307,139.1437683,108.3433456,87.9640274,75.469429,70.2658691,60.548111,21.1496239,125.534462,87.4633026,80.9249573,69.6525192,40.157074,55.3120422,44.9792213,45.3605537,42.1212883,37.2173309,16.0774765,104.9157028,107.5123672,77.202713,3321.237305,3319.676514,62.3118744,48.7980804,35.1667442,39.1005898,18.3741055,32.8502655,35.1682396,29.319128,26.1573505,23.8704033,22.9356899,22.7875938,21.8938351,21.9775848,22.1860256,21.3431358,21.4077835,20.645998,0,10
139,8.4236884,8.8009421,8.0331165,6.4203852,5.3893309,3.9411242,7.7482936,8.126374,6.6586318,7.7436493,4.5691214,2.8182918,-661.1752922,773.1413574,663.4412842,505.2888489,262.9355774,251.4784393,199.9508514,148.2745361,115.9779663,96.348793,81.5164948,76.1983109,64.4814072,21.1633167,121.6873627,87.7690353,81.6637573,71.5748978,40.3121414,55.2999229,44.9325027,45.3817406,41.8556824,37.3051872,16.0181141,105.0518951,107.1670532,77.7233658,3321.237061,3319.67627,61.3309593,48.5952721,35.3210411,39.2502251,18.3608475,32.9640007,35.3879662,29.5036907,26.3087673,23.9446354,23.0190449,22.8380051,21.8991909,22.0917645,22.19631,21.3632946,21.4123802,20.7644272,0,10
140,10.5053464,10.771095,10.1119957,6.9442698,4.9218574,3.2739493,11.1204851,13.1846357,10.788189,8.0397827,5.123075,2.9587232,-661.1752922,755.8325806,621.6730347,484.9368896,259.2388916,243.3622284,189.4410706,140.3965912,111.5727005,93.0362167,81.5079346,76.2414932,66.5664825,21.1628265,122.7626038,88.0852966,81.744751,71.2787628,40.4606972,54.5845032,44.9401894,45.6156502,42.1837158,37.3689613,15.8268051,106.1437302,109.6837845,78.294838,3321.236816,3319.676025,60.4759712,47.8164139,35.4822693,39.4645729,18.3824081,33.1874657,35.5985146,29.692955,26.5683155,24.0433006,23.120409,22.9147568,21.9733906,22.2050152,22.1795158,21.368494,21.4202366,20.8830624,0,10
