Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
374,0.4165098,0.5850714,0.5122848,0.5359268,0.417742,0.3662965,0.7295767,0.5644312,0.4283257,0.5591678,0.3954915,0.2706911,-661.1752922,232.8086243,223.2820587,151.9552765,110.1790695,104.1761703,84.4314194,60.3404274,53.1365356,46.2075539,40.3127136,36.7910957,34.0421486,87.2948151,66.4226151,86.5580902,77.8938446,65.5382538,56.3218079,49.1972084,45.9066696,42.7584152,41.4357529,39.8591843,16.0751114,86.978775,81.3379135,77.4680634,3321.180664,3319.619385,45.9692383,41.4903069,40.6799164,39.129612,20.7322121,55.2042198,66.5697937,53.6957207,45.9619293,42.3784332,37.3970757,36.9965019,30.3532295,31.4637871,32.2079086,21.456522,22.1771069,21.105711,0,10
375,0.4518202,0.605095,0.5207405,0.5666858,0.4403391,0.3519063,0.7056229,0.5566907,0.3933323,0.5785702,0.4219507,0.2882252,-661.1752922,231.0194092,220.7995453,146.5628357,109.2412872,102.5802155,83.3245239,59.3459091,53.382473,45.900692,39.8722992,36.8619347,33.881176,87.0765533,66.1646957,86.3283234,77.7527466,65.3926163,56.2372208,49.0304604,45.8255959,42.6370201,41.3141747,39.7959633,16.1533337,86.7520142,81.3035736,77.2720718,3321.18042,3319.619141,45.670517,41.3921738,40.6077881,39.0924568,20.7805595,55.1859322,66.5717773,53.9376259,46.1590004,42.2278671,37.3135376,37.0485916,30.814497,31.4598064,32.1783829,21.4528828,22.1810532,21.0872784,0,10
376,0.3932854,0.5785773,0.5235079,0.5902459,0.4082468,0.3107806,0.7081443,0.5658385,0.4280002,0.5601544,0.3856855,0.2770383,-661.1752922,227.6070557,215.3802032,144.5562897,107.6565781,101.7075424,82.0462875,58.4703598,52.7866898,45.8393478,39.7551575,36.9923668,33.9107018,86.8437805,65.696907,86.116684,77.5490646,65.2485733,56.1398659,48.8123779,45.7301941,42.5997658,41.2433662,39.7302704,16.1601086,86.5261383,81.2110214,77.0758591,3321.182129,3319.620606,45.5298767,41.2141228,40.5495796,39.0349236,20.7892075,55.383461,66.5592194,54.0597038,46.498539,42.0297813,37.5962677,37.0511284,31.1163254,31.5736103,32.2992516,21.42169,22.1965122,21.0875797,0,10
377,0.3655584,0.576142,0.4915298,0.5454163,0.4747133,0.3874273,0.6698182,0.5674804,0.4366265,0.5578524,0.375795,0.2369717,-661.1752922,221.8364563,211.1855927,144.4958191,106.5085373,100.5658188,81.7730255,57.5703278,51.7369652,45.5913887,39.6568108,36.9700165,33.7061653,86.5550308,66.1008301,85.882103,77.4042435,65.1498795,56.0426788,48.6188698,45.6605415,42.5143509,41.2229805,39.6777954,16.3048954,86.2919922,80.8731842,76.9006958,3321.180908,3319.619629,45.2432289,41.2164459,40.4833412,38.9812889,20.8211727,55.3053894,66.5295868,54.1930122,46.79739,41.5719376,37.8014145,37.0852242,30.9047508,31.5233364,32.3068542,21.4024315,22.1916752,21.1070118,0,10
378,0.3804883,0.5618008,0.4778469,0.5792839,0.5118108,0.3482708,0.6978063,0.5543451,0.396913,0.5159235,0.3789227,0.2257055,-661.1752922,218.1307983,207.9143372,143.5519104,105.4919281,99.7311401,80.4296494,56.8604012,50.8019104,44.9366493,39.144516,36.6964035,33.656086,86.2491226,65.5594635,85.6608047,77.2936096,65.1132965,55.9407539,48.5249786,45.5341911,42.4111443,41.1259537,39.6071014,16.5829754,86.01754,80.6575928,76.701416,3321.180176,3319.618652,45.1966324,41.1752625,40.4134369,38.9042053,20.8695145,55.560276,66.461113,53.9499664,46.4605904,41.1668777,37.7754173,37.0087662,30.5758495,31.4802647,32.3509445,21.4348316,22.1808357,21.1534367,0,10
379,0.384991,0.5850714,0.4816904,0.5737211,0.5459641,0.3633427,0.6720875,0.5449628,0.4011448,0.5933687,0.4716569,0.3087742,-661.1752922,213.8065643,205.7707214,141.857193,104.5995636,99.3368149,79.9449615,56.8393059,50.0816383,44.3716621,38.5731506,35.97155,33.454689,85.9360123,65.3710022,85.4440613,77.1460342,64.9629898,55.8297386,48.4526863,45.4309502,42.3180885,41.0372353,39.5480881,16.8196392,85.8239899,80.4446869,76.4879379,3321.18042,3319.619141,45.3452911,41.1505852,40.3466301,38.8171654,20.8830719,55.7993927,66.4569702,53.6169357,46.7781601,40.7453995,37.1981316,36.9309387,29.7957687,31.2147675,32.1713028,21.4305553,22.173151,21.1328526,0,10
380,0.4022908,0.5344714,0.5125923,0.488643,0.445418,0.3563748,0.7373932,0.5393334,0.3734755,0.5830098,0.4394493,0.3034585,-661.1752922,208.2857513,201.4523315,140.0149078,103.4078293,99.0050659,80.4343491,56.9443169,49.7166405,43.9006348,38.2133293,35.2972832,32.9732437,85.6472778,64.4570236,85.2083435,76.9076157,64.7397079,55.7409477,48.270916,45.3018646,42.2675552,40.951622,39.4877129,16.8931293,85.5123825,80.0378418,76.2925644,3321.179199,3319.617676,45.2306938,41.053051,40.2933693,38.7675667,20.8967628,56.1126785,66.4823303,53.8328972,46.8371201,41.0692101,37.0337334,36.7979202,29.5880146,31.0873432,31.9932652,21.4180698,22.1746998,21.1973629,0,10
381,0.4174577,0.6191655,0.44879,0.5457435,0.3687202,0.3342593,0.6862077,0.6425393,0.4255588,0.5540706,0.331668,0.2613291,-661.1752922,204.2497253,194.473999,136.3036499,102.0529861,98.0615692,80.1059418,56.8410912,49.2718887,43.6372375,37.6818352,34.9248581,32.617157,85.3892517,63.7068939,84.9934616,76.6833878,64.5456848,55.6454124,48.2612,45.2171707,42.2313957,40.9254608,39.4354134,16.9059772,85.2094955,79.720047,76.1025772,3321.18042,3319.619141,45.0079994,40.9293175,40.2265701,38.7152367,20.9156437,56.0352058,66.4980164,54.1848869,47.0282593,41.3440132,37.1603317,36.7185898,29.6327248,31.1124458,31.8939857,21.4232903,22.1874962,21.170723,0,10
382,0.3037059,0.6356714,0.44756,0.5216926,0.4806754,0.3759152,0.6672968,0.5775665,0.3947971,0.5121416,0.3935472,0.252205,-661.1752922,199.4301758,187.3119812,134.1831665,101.1194229,96.8619537,79.6580505,56.6653748,48.9673538,43.5658188,37.5058899,34.4377022,32.336853,85.14785,63.0231819,84.7463684,76.5205154,64.414917,55.5532684,48.2123222,45.1388702,42.1681786,40.882267,39.3843269,16.9021721,84.9206543,79.2071915,75.8965454,3321.18042,3319.619141,45.0781212,40.8596611,40.1680489,38.6622429,20.9433403,55.9261169,66.4514084,54.3084984,46.9222717,41.2654266,37.2556229,36.6980362,29.6214294,31.091013,31.8406277,21.4259453,22.1825695,21.1858921,0,10
383,0.3842801,0.658942,0.5116698,0.4254889,0.4930412,0.4118149,0.7270552,0.6425393,0.386008,0.5119772,0.3412204,0.2506182,-661.1752922,196.3637543,183.1421814,131.6936646,99.8920059,96.4571304,78.6786575,56.46455,48.6560478,43.0564461,37.6522789,34.4234123,31.9899845,84.9027405,62.8658714,84.4889603,76.3278809,64.2885132,55.4537125,48.2511597,45.0553246,42.1119804,40.8096008,39.3316956,16.8731995,84.6383972,78.9213715,75.69561,3321.180664,3319.619385,45.1426353,40.7270126,40.115078,38.6099434,20.9770641,56.2835312,66.3941269,54.5346336,47.1486435,41.1759872,37.4091377,36.8060074,29.6232624,30.9819183,31.8612518,21.4505577,22.1787319,21.1566429,0,10
384,0.3771706,0.6210597,0.4595518,0.4243436,0.3600347,0.3871244,0.6556981,0.6645878,0.369081,0.4642933,0.2632798,0.2169781,-661.1752922,194.6289978,180.5388641,131.7226105,98.3923798,96.2190247,78.5719376,56.6833878,48.4176598,42.5491486,37.2723389,34.542984,31.8533344,84.5847015,61.7633171,84.2518158,76.0527649,64.0016098,55.3630371,48.240799,44.9926109,42.065876,40.7708778,39.2679367,16.8812027,84.3209839,78.8061981,75.4470596,3321.181397,3319.619873,45.1055412,40.7206879,40.0550728,38.5521049,21.0062866,56.6589813,66.3706512,54.6434746,47.5354385,41.0593987,37.4681816,36.8990822,30.047081,30.9638767,31.7214718,21.4221134,22.1912498,21.114933,0,10
385,0.3942334,0.5877773,0.5058277,0.5660313,0.4410016,0.3754607,0.662506,0.5175194,0.4058648,0.5792279,0.1996254,0.1633444,-661.1752922,193.7236328,180.4331665,130.4565582,97.5202484,95.5480576,78.2335205,56.6783447,48.4992104,42.5589447,36.9428291,34.1656227,31.7501869,84.4050751,62.7803688,84.0184555,75.8753281,63.8900414,55.2588387,48.0916748,44.9455833,42.0142899,40.7151222,39.2188148,17.0274582,84.0253448,78.5179825,75.1949539,3321.178467,3319.616699,44.7831993,40.6366081,39.9947929,38.4805527,21.0033665,56.996521,66.383606,54.7280617,47.6540794,40.7346153,37.4705315,36.9328232,30.3538361,31.0628891,31.5626049,21.4484062,22.1883335,21.0536003,0,10
386,0.3916265,0.6508244,0.4712361,0.5650497,0.3771849,0.3896995,0.6945285,0.6160341,0.4053765,0.5864627,0.3593108,0.2184062,-661.1752922,191.8232269,179.149704,128.1906738,96.3454895,94.278717,77.598381,56.7484283,48.5011597,42.6301422,37.0699959,34.0236206,31.4693737,84.1850891,61.7557945,83.7876511,75.6971359,63.7391281,55.1597595,47.9547348,44.855854,41.9310684,40.6150169,39.1577377,17.2554893,83.8350067,78.5661316,74.9835052,3321.17749,3319.615967,44.6578484,40.5137596,39.9229393,38.4220428,21.0114288,57.0367622,66.4097519,54.9498558,47.7256584,40.7663841,37.6125793,36.839859,30.7334423,31.45998,31.6570396,21.426878,22.1990414,21.1071739,0,10
387,0.4053716,0.600495,0.4821517,0.545089,0.4248818,0.3677355,0.7454618,0.6695135,0.3689182,0.6181972,0.3484058,0.2590282,-661.1752922,189.1145782,175.3832703,124.4130096,94.8582001,92.8384781,76.6676788,56.3163643,48.5649223,42.6369286,37.0517731,34.0788269,31.367672,83.9658432,61.8360176,83.5671387,75.5042725,63.5522041,55.079113,47.9296417,44.7887573,41.8537941,40.538002,39.1011276,17.497551,83.5947723,78.3681335,74.8054352,3321.179932,3319.618408,44.8197479,40.5030441,39.8559189,38.3523293,21.0270748,57.1598701,66.381218,54.9580612,47.8512993,40.7541771,37.3997307,36.870224,30.9655361,31.2683563,31.7345448,21.4542828,22.1873817,21.2877979,0,10
388,0.3982621,0.5975185,0.5076726,0.561941,0.4396767,0.3622066,0.7194908,0.6326878,0.4115614,0.5300642,0.3892359,0.2319733,-661.1752922,184.9841919,173.181839,121.0151291,93.6820068,91.4588394,75.3851852,55.5980644,48.3179474,42.571373,37.0472527,34.1054077,31.4051933,83.7483063,62.6449203,83.3387985,75.3211823,63.4794083,54.9799004,47.848114,44.7055664,41.8079948,40.5148621,39.0447617,17.6606979,83.3683548,78.1894684,74.6268616,3321.177002,3319.615723,44.7202454,40.5186539,39.8167343,38.2985344,21.0334854,57.2916794,66.4013596,54.817112,47.9245872,41.3721695,37.3279572,36.9000816,30.4446392,31.0472431,31.7957611,21.4451389,22.1805191,21.4538479,0,10
389,0.4831019,0.5788479,0.5049053,0.5071311,0.4085412,0.3391066,0.6360307,0.5752209,0.4066786,0.5432184,0.4018316,0.2906848,-661.1752922,182.0680237,170.5348663,118.4001617,92.466423,90.738739,74.2510376,54.5474129,47.871151,42.0949249,37.0092812,33.9750748,31.41399,83.5126419,62.1820068,83.1113815,75.1280136,63.2425575,54.8871346,47.7723312,44.6325836,41.7118073,40.4520607,38.9897003,17.7141075,83.0768509,77.8653488,74.4374695,3321.18042,3319.619141,44.6250153,40.4487572,39.7579765,38.2703133,21.0355358,57.2071266,66.3490372,54.70401,47.5313988,41.6158676,37.0825996,36.7881088,30.2773876,30.5061646,31.5956039,21.4650211,22.171196,21.5438652,0,10
390,0.4091633,0.6088832,0.5565621,0.4928969,0.4287829,0.3718253,0.6325007,0.5651348,0.4415093,0.6126067,0.4000563,0.2683903,-661.1752922,181.3648529,171.6062012,118.6550827,91.9062042,89.6555405,72.9030609,53.7562981,47.1329842,41.5914764,36.6438522,33.7989845,31.3251305,83.2175827,61.2127991,82.8891373,74.9271622,63.0707436,54.7903252,47.6613655,44.5573807,41.6535606,40.3985786,38.9372673,17.8032761,82.8062744,77.4888077,74.2451706,3321.177002,3319.615723,44.5828705,40.3934021,39.7051964,38.2253036,21.0542965,56.7737503,66.3506699,54.5632515,47.4556198,41.9287758,37.1048164,36.8521881,29.8783092,30.5522327,31.5875034,21.4306679,22.174778,21.35672,0,10
391,0.4371273,0.6088832,0.5173582,0.5658677,0.4469637,0.3590256,0.6796519,0.5444937,0.4765028,0.5193764,0.3007285,0.2269749,-661.1752922,180.4925995,172.0922394,118.8563614,91.9523926,88.7065353,71.8568726,52.7370682,46.6332092,41.3207893,36.3890457,33.6311607,31.050703,82.9603577,62.0934334,82.6790466,74.6716766,62.9298363,54.7038803,47.5778465,44.521946,41.650795,40.3723297,38.9020309,17.8746052,82.6113281,77.0833511,74.0444717,3321.176758,3319.615479,44.4899063,40.3589554,39.6543159,38.1892929,21.0586796,56.5039101,66.3182068,54.6538391,47.6369667,41.6154976,36.7387276,36.9832001,30.4380226,30.7277317,31.7410488,21.4547787,22.1962147,21.1707211,0,10
392,0.4077414,0.5848008,0.5424179,0.5429621,0.3729158,0.3528909,0.735376,0.521976,0.4686903,0.5483156,0.3394452,0.1486665,-661.1752922,179.4401093,171.9141541,119.931694,91.9050674,88.3358078,71.4278564,51.9129372,46.1305809,40.9485779,36.1917038,33.367939,30.9272079,82.6605225,61.946537,82.4498062,74.3754044,62.7094574,54.6158829,47.4438591,44.4285126,41.6133499,40.3284988,38.8517952,17.7564621,82.3257065,76.7808838,73.8704605,3321.175293,3319.61377,44.4042892,40.2316437,39.6011276,38.1461182,21.0519886,56.2678566,66.28862,54.4126854,47.3051796,41.3735733,36.8465195,37.0102348,30.6266022,30.8053474,31.6934566,21.4496059,22.1997643,21.2539158,0,10
393,0.4698309,0.5783067,0.4878401,0.4611562,0.366512,0.3366072,0.622667,0.54379,0.4948948,0.4961922,0.4319258,0.20714,-661.1752922,179.0275116,171.8195953,119.7843399,91.5365524,88.0874634,71.2981033,51.2978706,45.561676,40.7238693,35.8626022,33.1871834,30.7837467,82.3969955,61.9359779,82.2183533,74.1612701,62.3317108,54.5263672,47.4009819,44.3302078,41.5301094,40.2701035,38.8048859,17.5443134,82.0235596,76.8352585,73.6920166,3321.178223,3319.616699,44.1723518,40.1210556,39.5396881,38.0973015,21.0460167,56.4496078,66.2197266,54.0101929,47.490509,41.1259804,36.8825035,37.1388779,30.5548611,30.8716393,31.6608601,21.4201126,22.2044125,21.2885265,0,10
394,0.5193603,0.5631538,0.5195106,0.5197292,0.4588879,0.3484223,0.688477,0.5770974,0.4752007,0.5645939,0.3707229,0.166994,-661.1752922,178.1229401,169.0977631,119.2631302,91.0015411,87.4059982,71.3426743,51.0781784,44.9777832,40.3753891,35.522644,32.8863716,30.6136703,82.0961533,60.6750946,82.0174408,73.9908829,62.151783,54.4262466,47.3244705,44.2598457,41.4614639,40.211792,38.7610474,17.5692368,81.7581863,76.3736725,73.5085297,3321.17627,3319.61499,44.2007599,40.0873299,39.4839401,38.0631447,21.045454,56.7854233,66.0958786,53.946537,47.3158417,41.4945259,36.668869,37.1741905,30.0272217,30.9966812,31.6524086,21.4309292,22.1875496,21.0050201,0,10
395,0.5257589,0.5677538,0.5061352,0.5156389,0.4715482,0.3872001,0.4348188,0.5444937,0.4312554,0.6514115,0.3355566,0.2034903,-661.1752922,176.4860535,165.5259094,117.7400436,89.755249,86.6957169,71.2156601,50.7794151,44.5355339,39.9112244,35.2054863,32.5990753,30.410181,81.9695511,60.7551575,81.815155,73.8862228,62.1869659,54.3339424,47.2313538,44.1914062,41.4200554,40.1837425,38.7165413,17.7905006,81.5149155,76.2286911,73.3331833,3321.176758,3319.615479,43.9663506,40.0607605,39.4409447,38.0260735,21.0415535,56.6825333,65.991188,54.1612167,46.9852219,41.4769173,36.466114,37.068718,29.8818512,31.0025959,31.7977409,21.4482746,22.1779671,20.777298,0,10
396,0.496847,0.5994126,0.4930672,0.5036953,0.4026527,0.4025749,0.6075383,0.5390988,0.4115614,0.5201986,0.3981121,0.2097582,-661.1752922,176.0316467,165.6118317,117.075943,89.1168671,86.1132812,70.6751328,50.483078,44.2471581,39.5755348,34.8330803,32.3168488,30.2524261,81.7948303,61.6020775,81.5892868,73.6981964,62.0367813,54.2544365,47.1044083,44.0864677,41.348774,40.1261482,38.6689415,17.7712708,81.2810898,76.0711288,73.1397705,3321.177002,3319.615723,43.8621597,40.0530968,39.3814354,37.9657402,21.0163002,56.7725906,65.8999634,54.2635918,47.14991,41.2405815,36.6446266,37.0057335,29.5797501,30.8925743,31.8636646,21.4370613,22.189127,20.4678326,0,10
397,0.5416367,0.5921067,0.5356534,0.5733939,0.3177847,0.2926792,0.6335093,0.5144701,0.4473687,0.5739663,0.352379,0.199444,-661.1752922,175.9050293,165.2376556,115.5110397,88.3010559,85.2414703,70.0967102,50.255394,44.0567131,39.3807907,34.6219292,32.1565628,30.1340599,81.6574402,63.1824722,81.3806,73.4796448,61.7916565,54.1542015,46.9473495,44.0011253,41.2428017,40.0744362,38.6238747,17.7215385,81.0673676,76.0792999,72.9341736,3321.176025,3319.614746,43.602993,39.9928017,39.3352737,37.8915215,21.0167732,56.4750023,65.885376,54.1976318,47.5716019,41.0987549,37.1769791,37.0267487,30.1150513,31.0382004,31.7743225,21.4363956,22.1854305,20.2720871,0,10
398,0.4857088,0.605095,0.5012155,0.5704489,0.4422529,0.3350167,0.8193404,0.5888253,0.3907281,0.5936975,0.4195838,0.2388759,-661.1752922,175.2026672,164.5583801,113.9402695,87.6663437,84.0065079,69.5000381,50.0422401,43.8648911,39.2320709,34.5693436,31.9513092,29.9281864,81.4072647,62.6605606,81.206543,73.3346024,61.7639427,54.0836067,46.7188721,43.9006958,41.1202126,40.0034866,38.5808182,17.7092247,80.8486481,75.6485596,72.7705231,3321.173828,3319.612305,43.5244713,39.9181061,39.2911148,37.8409576,21.0037308,56.3680077,65.8778992,54.3092957,47.591835,40.6224289,37.5556908,37.0785446,30.3831654,31.235075,32.0033836,21.43853,22.1856632,20.3121738,0,10
399,0.5181754,0.4941538,0.5270439,0.5617774,0.476627,0.3866699,0.6708268,0.5287782,0.3873101,0.5632785,0.4145117,0.2465719,-661.1752922,173.827713,164.4942627,113.3673401,86.4517746,83.1117859,69.1891708,50.1198044,43.8503036,38.9650002,34.3740616,31.8193302,29.8122253,81.2102966,61.4975281,81.0086823,73.2167511,61.796936,53.9861183,46.6661301,43.8155251,41.011425,39.8926964,38.5344429,17.6338081,80.7301025,75.4126282,72.5801392,3321.174316,3319.612549,43.4861107,39.8203354,39.2201424,37.8042564,20.9979382,56.5348167,65.8154144,54.5759544,47.3372421,40.988987,37.9066772,37.032486,30.3006744,31.4511261,31.9484291,21.4327354,22.1745701,20.4202404,0,10
400,0.4425779,0.577495,0.5782395,0.528237,0.3937463,0.3770512,0.7043621,0.5076679,0.4146539,0.5770904,0.3953224,0.2342742,-661.1752922,172.7517242,163.5877075,113.0976181,85.9771423,82.7809677,68.9729538,49.9921036,43.7097588,38.8058014,34.1461334,31.742569,29.7161827,80.8824615,60.0897484,80.7822037,73.020752,61.6791801,53.9037437,46.6415558,43.7474327,40.9390984,39.8329506,38.4884262,17.1242695,80.5345306,75.3897858,72.4146805,3321.174072,3319.612549,43.2667961,39.7374611,39.1816101,37.7623138,20.992136,56.5115013,65.7782364,54.5031738,47.3352776,41.475708,38.1671982,37.0462036,30.1007767,31.7084579,31.9250259,21.4690475,22.1782513,20.5559883,0,10
401,0.4937662,0.4484244,0.5076726,0.5601413,0.3702659,0.3475892,0.6665403,0.5824922,0.4408583,0.5501243,0.41392,0.2569654,-661.1752922,170.6484833,162.0286713,112.8187027,85.3531799,82.5074539,68.6382523,49.7815781,43.182354,38.4994469,33.8743439,31.573019,29.5178337,80.6855469,60.3776779,80.5462418,72.7899323,61.5151329,53.8000221,46.6455727,43.6671181,40.8794785,39.734478,38.4420853,16.929739,80.352951,75.3501129,72.2540283,3321.173584,3319.612061,43.3087196,39.6180878,39.1233521,37.7051086,20.9810696,56.0453148,65.7477112,54.4256248,47.4734001,41.7843285,38.1962585,37.1492691,29.9573383,31.5366478,31.8344097,21.4708805,22.1736374,20.7004948,0,10
402,0.5188864,0.4998361,0.4703136,0.4912608,0.3712964,0.3185816,0.761347,0.5550488,0.4237685,0.526118,0.3817124,0.2510149,-661.1752922,166.3913574,159.3934021,112.4500046,84.9731979,82.5064087,68.1106186,49.3894844,42.9296303,38.2611351,33.6007385,31.3445492,29.3519363,80.5188217,60.2387123,80.3243408,72.6006927,61.2828064,53.7207527,46.4813881,43.6081085,40.8035927,39.6290398,38.3850403,16.9298038,80.1902008,74.9364471,72.045105,3321.174072,3319.612549,43.461853,39.5704231,39.0775261,37.6573601,20.9587479,55.8681068,65.7235489,54.2338142,47.7112656,42.1216507,38.2474709,37.2270432,29.9404697,31.6626129,31.5511074,21.4443874,22.1714249,20.8219681,0,10
403,0.4589297,0.5869655,0.5202793,0.5017319,0.3918326,0.3433479,0.6002261,0.5625547,0.4183974,0.5425607,0.4248249,0.2585522,-661.1752922,162.8309784,157.2863159,110.9610672,84.6485138,82.2288208,67.6587219,49.0229912,42.671814,38.0382767,33.3864899,31.1665955,29.2505569,80.4373169,60.5103798,80.1165695,72.3657608,61.1815529,53.6376076,46.435276,43.513588,40.6858025,39.5435257,38.3236885,16.8105335,80.0125809,74.8570938,71.8678741,3321.175537,3319.614258,43.4869804,39.49757,39.0318718,37.6060448,20.9400196,56.1432686,65.6962509,54.4510155,47.834095,42.2387505,38.3641777,37.2130852,30.2733383,31.6568356,31.5870514,21.4598007,22.1678753,20.9527111,0,10
404,0.3589229,0.5699185,0.4832278,0.5504882,0.3958073,0.3550115,0.7479833,0.5688878,0.3983778,0.6257608,0.4614283,0.2666448,-661.1752922,159.7667999,155.3983002,109.5263138,84.3064499,81.8237381,66.9992523,48.5492783,42.4684868,37.7445793,33.1581764,30.9282913,29.1727352,80.263649,59.8737755,79.9079285,72.2025909,61.0871391,53.5550499,46.4416733,43.4609222,40.685154,39.4862022,38.2648048,16.6195488,79.7666321,74.8018112,71.7055435,3321.175049,3319.613281,43.5862617,39.4883423,38.9767456,37.532177,20.8740959,55.8824387,65.6677246,54.5791283,47.9845428,42.276062,38.5314941,37.0906296,29.9024162,31.2874546,31.4285278,21.428791,22.1550846,21.0540886,0,10
405,0.482628,0.5845303,0.5176657,0.5108942,0.4232625,0.3520577,0.6915027,0.5325312,0.4221408,0.6292138,0.4392803,0.2392726,-661.1752922,157.6802368,153.7583771,107.6963272,83.8072739,81.4032593,66.4890747,48.1975822,41.9968491,37.3894424,32.8217316,30.7015705,28.9518204,80.0679779,58.2266731,79.7018204,72.0195923,60.9750328,53.463604,46.3523788,43.417881,40.6643639,39.4944725,38.2103653,16.6474037,79.5122223,74.7703247,71.550499,3321.172119,3319.61084,43.5268898,39.5219727,38.9171104,37.4926453,20.8479805,55.3417664,65.6134644,54.4574432,48.0401497,42.2243958,38.4998322,37.0380058,29.7771492,31.3018093,31.5293312,21.4360657,22.1619759,21.1410141,0,10
406,0.4328616,0.5888597,0.5208943,0.5061495,0.3793195,0.3512246,0.6004783,0.5444937,0.3723362,0.5631141,0.4134973,0.2320527,-661.1752922,156.6437988,152.0308533,106.2217026,83.0899506,80.71035,66.125145,47.5748291,41.4530182,36.9962387,32.3907928,30.1912899,28.5713844,79.8292618,57.889698,79.4973907,71.8503418,60.7377129,53.3904343,46.3504181,43.3676033,40.667984,39.4682655,38.172184,16.7047749,79.2701187,74.4272842,71.3861237,3321.175537,3319.614258,43.3703804,39.4331093,38.8759575,37.4682503,20.8611526,54.9984016,65.548027,54.3610382,47.8778458,42.3366737,38.460537,37.0307999,29.8334942,31.1069508,31.6122856,21.4503727,22.1705837,21.212965,0,10
407,0.4454217,0.6148361,0.5442628,0.538381,0.4228208,0.3326688,0.6612453,0.5620856,0.4170953,0.5382856,0.3894895,0.2044424,-661.1752922,154.8990021,149.7257233,106.0007553,82.2900925,80.2423553,65.5331039,47.1992912,41.3653526,36.7371597,32.1462173,29.8086929,28.1059589,79.704834,58.9091682,79.2998581,71.6902084,60.6393318,53.3027916,46.1607323,43.3049889,40.6115761,39.4386253,38.1327972,16.8716831,79.0279465,74.1721954,71.2268143,3321.174316,3319.612549,43.0591812,39.3001518,38.8212967,37.4206238,20.8825932,54.5881424,65.4814224,54.4210014,46.9363174,42.426178,38.4379616,36.9652214,29.5893898,31.1827145,31.5369339,21.4350128,22.180254,21.3174515,0,10
408,0.4470805,0.6113185,0.5448778,0.5308548,0.4547659,0.3759909,0.6783912,0.5400371,0.4074924,0.5282555,0.4033532,0.2590282,-661.1752922,153.0234833,149.0861816,105.7282104,81.0271454,78.9704132,64.4258804,47.2297211,41.4480362,36.6582413,32.1537628,29.7507534,27.9334106,79.5172043,59.2437134,79.1021729,71.5677032,60.6338463,53.2308655,46.1014328,43.2202873,40.5133057,39.3599815,38.0999832,16.9623032,78.8090897,73.9008102,71.0761414,3321.17334,3319.611816,43.1227608,39.1394272,38.7832642,37.3657341,20.875803,54.7397614,65.4142838,54.4664192,46.8248024,42.4879799,38.3424377,36.9424629,29.4825077,31.093647,31.6087589,21.443018,22.1791573,21.3501015,0,10
409,0.454901,0.6113185,0.5373445,0.5755208,0.4562381,0.3770512,0.6718354,0.5494194,0.3952854,0.6048786,0.3880525,0.2673589,-661.1752922,151.9302368,148.4878235,105.5061417,79.708374,77.688797,63.5263481,47.0152512,41.1670723,36.5741615,32.1429977,29.7621689,27.8630562,79.3487244,59.2467804,78.9229202,71.4573746,60.5640755,53.1472054,46.0837479,43.1709709,40.4910774,39.2851448,38.0452194,17.0457668,78.514801,73.6749878,70.9193115,3321.174072,3319.612549,43.187542,39.1432762,38.7247963,37.3034554,20.8842716,54.8715286,65.3453903,54.568367,46.8675423,42.5658646,38.1484261,36.9242668,29.1606655,31.2208443,31.697197,21.4628658,22.1826878,21.3305035,0,10
