Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
335,0.3321438,0.6770714,-0.0410273,0.4127272,0.4116327,0.3515276,0.4189336,0.4173628,0.2336643,0.0693392,0.1462842,0.3839884,-661.1752922,95.6773224,85.1128311,65.2481766,53.6461601,52.8299141,47.3722839,38.4443779,34.5136986,31.7183647,29.2430191,27.1785774,25.0221195,97.4447403,95.9123001,89.1914902,79.3443069,70.3230972,65.2310791,59.0443535,52.408886,46.2522011,42.9809494,39.9401245,18.420948,118.1127853,99.0273743,88.6019135,3320.052979,3318.483643,59.386982,47.6779594,44.491642,40.9200783,69.5559311,73.1064072,77.6946564,60.3754272,54.0473557,51.1583519,47.973259,44.3667603,34.1070366,35.5096664,34.6758194,20.3100891,23.1725426,19.4372654,0,10
336,0.3392533,0.563695,-0.0012085,0.3937482,0.4775103,0.4041654,0.4040571,0.4100914,0.237245,0.0471416,0.1466224,0.3835917,-661.1752922,94.8474503,84.6146927,65.5301361,53.5673866,52.3765488,46.966629,38.258316,34.1655045,31.5020218,29.1001644,27.040657,24.9380646,97.2349701,95.6461639,88.9182434,79.103096,70.1321716,65.1204071,58.9452133,52.3418999,46.2023697,42.9510498,39.8840523,18.3641453,117.6267776,98.4826355,88.3460846,3320.052734,3318.483398,59.1536522,47.5622177,44.4372635,40.8707581,69.3572845,73.1605072,77.5991745,60.4267731,53.1609993,51.1400795,48.1490135,44.5448265,34.5236473,35.376194,34.5890846,20.2685337,23.1803341,19.6497898,0,10
337,0.371009,0.6657067,0.0112445,0.3821318,0.5371314,0.4315068,0.372791,0.4032892,0.1859755,0.1045266,0.1192332,0.3931125,-661.1752922,93.8194351,83.7075272,65.1897659,53.2944031,52.256279,46.6972618,37.7793922,33.991806,31.2799473,28.9045181,26.8615284,24.8554726,96.9474411,95.3748474,88.655983,78.917244,70.0828094,64.9553604,58.8327751,52.2183723,46.1521301,42.9166451,39.8503036,18.5878334,117.09021,98.0648575,88.0747986,3320.053955,3318.484375,59.1762543,47.512001,44.3876648,40.8143044,69.3890076,72.9395523,77.4996338,60.5579033,52.9356689,51.0685234,47.7780724,44.746212,35.3834534,35.3902206,34.3579865,20.2979469,23.1786137,19.8842525,0,10
338,0.3923375,0.6513656,-0.0722366,0.4452859,0.5009171,0.4277199,0.4113693,0.3244775,0.2002984,0.0852887,0.1711373,0.3769271,-661.1752922,93.512558,83.0023422,65.1262894,52.9060707,52.0985985,46.4466629,37.7238121,33.7932396,31.1694469,28.72682,26.6362057,24.7814674,96.6160507,95.0776825,88.3863068,78.716629,69.9401627,64.7898407,58.7290649,52.1397972,46.0947456,42.8304672,39.8175735,18.7163734,116.6240845,97.6190338,87.8118896,3320.05542,3318.485596,59.3388863,47.4620552,44.3435402,40.7853241,69.3879776,72.7815781,77.4707489,60.5462112,53.0741463,50.9976196,47.8774147,44.834259,34.8348656,35.6123428,34.0599937,20.2759972,23.1832333,19.9883595,0,10
339,0.3648475,0.6375656,0.0401477,0.3821318,0.465218,0.4265838,0.3576623,0.3596613,0.1976942,0.1005804,0.1680095,0.3622493,-661.1752922,91.6172485,81.6269836,65.0734177,52.4703293,51.7627373,46.1265984,37.4201317,33.7602806,31.0829563,28.6345558,26.5274792,24.6439056,96.2456055,94.6932373,88.137558,78.4326935,69.7853622,64.6837463,58.696701,52.0685501,46.0773468,42.7925644,39.7665215,18.9269276,116.0880508,97.1972122,87.5706177,3320.052979,3318.483643,59.292572,47.3346214,44.2785606,40.7287292,69.4709244,72.4086533,77.374733,60.6808701,53.5273132,51.0253716,47.9133682,44.9898033,35.0622559,35.3768349,34.2741127,20.2783012,23.1828804,20.1121445,0,10
340,0.4416299,0.5934597,0.0845787,0.4613199,0.5300652,0.4700574,0.325892,0.324712,0.1654677,0.0392491,0.1166972,0.343049,-661.1752922,89.3853073,80.2392807,64.0705795,51.9260674,51.392643,45.7510223,37.2544785,33.6529427,30.9842758,28.7221966,26.6160908,24.5454845,95.9476089,94.4386597,87.89785,78.2271194,69.5118866,64.572731,58.6686058,51.9687119,45.9904747,42.7571144,39.7432785,19.2166958,115.5691376,96.7461929,87.3215027,3320.051758,3318.481934,59.13908,47.2985497,44.2186279,40.6712341,69.6281967,72.0087967,77.2243042,60.8440628,53.8286057,50.9893761,47.6502457,44.8493729,35.0774841,35.0849419,34.3294678,20.2800713,23.1755543,20.1560497,0,10
341,0.5165165,0.7111656,0.06367,0.4708093,0.5324942,0.5081535,0.2762194,0.3601304,0.2753309,0.0218198,0.1090891,0.3519351,-661.1752922,88.0053177,78.2172089,62.9278603,51.1521988,50.7759514,45.1868858,36.8990517,33.3537483,30.8270035,28.6600361,26.5900269,24.5564423,95.5430069,94.2449875,87.64505,78.057251,69.46418,64.5029526,58.6450539,51.9214287,45.9348526,42.6983643,39.6959305,19.4806862,115.0553513,96.2843399,87.0857391,3320.05542,3318.485596,59.1037636,47.3041039,44.1922455,40.6611633,70.0434799,71.9739456,77.1568451,61.1482277,54.2118301,50.9446297,47.6991348,44.5338211,34.8988152,35.1325035,34.3886871,20.2895546,23.1683502,20.2463818,0,10
342,0.5041934,0.6697656,0.0658224,0.4596837,0.5483195,0.5000495,0.3382471,0.3104039,0.3137424,0.0640776,0.1565974,0.3703419,-661.1752922,86.8341751,76.4347229,61.9271393,50.6491165,50.0866013,44.6679192,36.528286,32.9844322,30.5678349,28.4250526,26.4549408,24.4797974,95.4065323,93.8000107,87.4203033,77.833931,69.3571396,64.3855438,58.5520363,51.8738861,45.9104843,42.6393394,39.655014,19.6444798,114.4912491,96.2140427,86.8721313,3320.054932,3318.485107,58.9129639,47.303093,44.1325378,40.6225204,69.9467316,71.9208679,77.078125,61.2586632,54.0407906,51.1003838,47.5536423,44.4581757,34.9487305,35.1842957,34.3666725,20.2873802,23.1517887,20.4225941,0,10
343,0.3894937,0.6630008,0.0050949,0.4477401,0.5008435,0.4682396,0.2457098,0.3634142,0.2714247,0.112748,0.1686858,0.3497136,-661.1752922,85.8802567,75.1665344,61.1223793,50.3724937,49.4623413,44.2270203,36.1385841,32.6700325,30.3547935,28.2053604,26.3314285,24.4068165,95.2070236,93.5298157,87.1664352,77.6156387,69.209259,64.2797775,58.4809875,51.8310318,45.9071388,42.6240845,39.6203308,19.67523,113.9777603,96.0087585,86.6738434,3320.053955,3318.484375,58.8706474,47.1648598,44.0823746,40.5856247,69.6957779,71.6898193,76.971077,61.172226,53.7394104,51.2020378,47.1015701,44.460022,34.6662598,35.090641,34.2332001,20.278635,23.1638966,20.5140419,0,10
344,0.4463696,0.7025067,0.1093309,0.4881522,0.5151231,0.4904308,0.2436926,0.4126716,0.1710015,0.0057059,0.1281093,0.3221827,-661.1752922,85.1846237,74.4603653,60.3490448,49.9892921,49.1665916,43.9784737,35.6570816,32.4482689,30.1733551,27.9845123,26.1006432,24.3285599,94.7558365,93.2839584,86.9265594,77.429657,69.1311111,64.17733,58.3429718,51.766777,45.8674774,42.6125641,39.574852,19.6000462,113.5585175,96.1550751,86.4697189,3320.054932,3318.485107,58.79599,47.1633873,44.0441208,40.5260239,69.2379074,71.9615784,76.8849411,61.0791817,53.832016,50.9628525,46.8973618,44.4002533,33.8128052,35.114254,34.3692932,20.2588959,23.1423206,20.2328205,0,10
345,0.3347506,0.6597538,0.092112,0.4825894,0.494955,0.4866439,0.2520134,0.3099348,0.2777724,-0.0156696,0.0392637,0.285607,-661.1752922,84.7389755,74.1906891,59.7778435,49.5859604,48.5167084,43.5309677,35.3621063,32.3082275,30.1002693,27.8645916,26.0337238,24.1855717,94.3793564,93.0627289,86.6906967,77.2355423,68.9710846,64.0450745,58.2902908,51.714283,45.856678,42.5849991,39.5487022,19.7537975,113.0809402,96.0245743,86.2670135,3320.05542,3318.485596,58.3298111,47.060688,43.9920578,40.4920692,69.0874252,72.2120132,76.8196487,61.2155876,53.9939041,50.904747,47.1549034,44.2564964,33.1117096,35.0269241,34.4468422,20.2915096,23.1339397,19.9879227,0,10
346,0.287591,0.599142,0.0209301,0.4755541,0.5100443,0.4882344,0.2449534,0.3559084,0.3060927,-0.0039953,0.1698693,0.3480474,-661.1752922,83.9782028,73.7735977,59.6048698,49.2384644,48.0900002,42.9766464,35.0996933,32.0158081,29.9259472,27.7296429,26.0246735,24.2063885,94.051918,92.7790375,86.4655457,77.0620346,68.8624878,63.8948784,58.2247887,51.6603699,45.8151703,42.5586166,39.5121803,19.8882332,112.6202927,95.4703903,86.03759,3320.056397,3318.487061,58.2864151,46.9528465,43.9367218,40.4533348,69.0059891,72.5398788,76.7280121,61.3016586,53.7478752,51.0131035,47.1656647,44.1280136,33.8390236,35.0415535,34.4892159,20.2729187,23.1207008,19.9594631,0,10
347,0.3899677,0.6272832,-0.028728,0.4012744,0.4930412,0.4558186,0.2787408,0.3240084,0.3568739,-0.0003779,0.1688549,0.3747056,-661.1752922,83.5398941,73.3324738,59.2594185,48.6252365,47.6033134,42.3407745,34.8126831,31.7430229,29.7020683,27.487772,25.8136692,24.1199913,93.8093262,92.4922333,86.2373047,76.8358994,68.5760803,63.7173195,58.1741905,51.6081238,45.8131447,42.4963417,39.4956055,19.9803219,112.1829605,95.0892868,85.7756805,3320.056152,3318.486328,58.398838,46.8841095,43.8908501,40.4244766,68.8381348,72.4355621,76.6769028,61.0091057,53.5079002,51.0776367,47.2018166,43.8979301,33.7582359,35.163868,34.4560623,20.2590752,23.1315117,20.0841942,0,10
348,0.3480217,0.5980597,-0.0670094,0.3660978,0.4861958,0.4196159,0.306729,0.3014907,0.3430393,-0.0646689,0.1694466,0.3316241,-661.1752922,83.2273941,72.7837601,58.4977264,48.0098038,47.0785522,41.9174004,34.5757141,31.6255932,29.4901161,27.3102627,25.5945988,23.9956818,93.6869507,92.2627716,86.0001678,76.5480423,68.3879547,63.6032066,58.0439949,51.5251236,45.7457886,42.4198494,39.4640274,19.7362995,111.799118,94.6621246,85.5144424,3320.056885,3318.487549,58.2826958,46.8378944,43.8322601,40.3880768,68.6045151,72.0168762,76.5688782,60.8845444,53.7256927,50.9442863,46.848732,43.9931412,33.2339973,34.8294525,34.3913345,20.2671738,23.1221676,20.0528088,0,10
349,0.357501,0.5593655,-0.2096806,0.3076885,0.4732411,0.3870486,0.2101573,0.2721708,0.3943088,-0.0398404,0.0629333,0.2721193,-661.1752922,83.4237289,72.104332,58.5257568,47.7164116,46.6135941,41.4278908,34.2336922,31.4299335,29.3839111,27.170742,25.4105587,23.8224754,93.4273071,91.8368149,85.7501144,76.2329712,68.1244888,63.4574203,57.9494209,51.4368744,45.651638,42.3663292,39.4040298,19.5092392,111.2987366,94.1638794,85.2351608,3320.056397,3318.486572,57.9762115,46.756382,43.7843628,40.332222,68.0970535,71.4106979,76.3724289,60.5130539,53.8039474,50.8744392,46.205864,43.9835281,33.5157509,34.4498711,34.0112038,20.2881031,23.1290264,20.3329868,0,10
350,0.4506353,0.5869655,-0.0012085,0.2808561,0.4178156,0.4124966,0.3198405,0.3331561,0.4109104,-0.0122167,-0.0471304,0.1763561,-661.1752922,82.6320038,72.0390778,58.0893745,47.3136368,46.4734383,41.2238655,34.1374321,31.1880283,29.2313595,27.0761013,25.3595734,23.7071381,93.1827774,91.4469757,85.5423203,76.0334625,67.9737015,63.3175163,57.573185,51.3390198,45.514473,42.3280678,39.3690262,18.9177856,110.6871796,93.7824478,85.0590286,3320.055908,3318.486084,57.7190132,46.604435,43.7390785,40.2849426,67.8596649,71.094223,76.2078857,60.3166466,53.8578491,50.9107246,46.0901985,43.7391396,33.8210678,33.7769165,33.7641029,20.3120728,23.1180897,20.6100693,0,10
351,0.343282,0.6529891,0.0112445,0.4159994,0.4259123,0.3741732,0.3843897,0.3563775,0.4083062,0.08348,0.1133158,0.2453818,-661.1752922,82.1864929,70.9235077,57.3041611,47.2730865,46.6706047,41.4624138,34.0713272,31.0236626,29.0111217,27.0140743,25.2293682,23.6562843,92.8395157,91.2857437,85.2987137,75.8532028,67.7540741,63.2203903,57.3406792,51.2088127,45.3036499,42.2371597,39.3293419,18.4516754,110.0945511,93.6722183,84.894455,3320.056397,3318.487061,57.7468376,46.5045509,43.6790962,40.2232971,68.0022736,70.6645889,76.0438843,60.1958237,53.9115562,50.9427452,46.2187386,43.6234398,33.6986694,33.8915215,33.6529198,20.2701473,23.1183167,20.7207108,0,10
352,0.3465998,0.5894008,-0.1801624,0.4775174,0.4873735,0.3996969,0.3700174,0.3404275,0.3791721,0.1352745,0.2371586,0.3543946,-661.1752922,81.6785889,70.8913879,56.604847,47.0886536,46.6173668,41.6636353,34.4158516,31.1328125,28.9487247,26.9919891,25.1955128,23.6379185,92.1580124,90.9387512,85.0715942,75.7128754,67.8063583,63.1243095,57.3857765,51.1239929,45.1765862,42.0572777,39.2910957,18.2245064,109.5977325,93.6598663,84.7327728,3320.057129,3318.487793,57.9284363,46.3942223,43.631321,40.161232,68.1231766,70.2997894,75.946907,59.9156113,54.0721741,50.8512115,46.2637787,43.6700516,33.3657761,34.1504173,33.6823463,20.2456341,23.1101551,20.8062496,0,10
353,0.4359424,0.5953538,-0.07854,0.3271583,0.4334201,0.4467301,0.3062247,0.3279959,0.3570367,0.0474704,0.1707146,0.375737,-661.1752922,80.9891205,71.0386429,56.0645142,46.9456711,46.2888412,41.3256683,34.5100021,31.2189751,29.1252232,26.9238129,25.118494,23.5510063,91.5945969,90.7053604,84.7985382,75.4374847,67.6299286,63.0013504,57.4352341,51.0435524,45.1214218,41.9409409,39.2076683,18.01017,109.1328888,93.3109741,84.5266495,3320.057617,3318.488281,57.7070045,46.4581146,43.5738297,40.0692787,68.2418213,70.1429062,75.8755417,59.5838013,54.0398293,50.6730919,46.6595192,43.6998901,33.6006927,34.1666527,33.6479492,20.2985382,23.1053467,20.9239731,0,10
354,0.4719638,0.5904832,-0.0794624,0.4128908,0.4193613,0.4225697,0.2699158,0.2597392,0.3433648,0.0035684,0.1344494,0.3449532,-661.1752922,79.6668854,70.3384171,55.5289955,46.8191528,45.9533539,41.0060196,34.0850143,31.0385151,29.1488762,27.0410614,25.1547031,23.4797783,91.5842209,90.3541336,84.5458679,75.1894302,67.3795166,62.875988,57.4067879,50.9610596,45.0953712,41.9047585,39.1676674,17.8556824,108.5767822,92.9122314,84.2964706,3320.059082,3318.489502,57.3421516,46.5114212,43.5317459,40.0423546,68.2138443,70.7102509,75.8014069,59.7533646,53.3970871,50.7613792,46.7969666,43.5638161,33.4974632,34.2216759,33.582592,20.2950287,23.1018467,21.0039215,0,10
355,0.4456586,0.6765303,-0.0150451,0.3292852,0.4343034,0.4246146,0.1730919,0.1504348,0.3474338,0.0112964,0.1462842,0.3441598,-661.1752922,78.3699875,69.1432419,55.0595551,46.4547462,45.5834618,40.8310509,33.7451553,30.7165222,28.9119263,26.9687386,25.2054825,23.4711895,91.3101425,90.1395493,84.3168869,75.050148,67.2750168,62.7908592,57.325882,50.9016724,45.059124,41.8925934,39.1148186,17.8196678,108.2259521,92.6057663,84.0837479,3320.059815,3318.48999,57.1648254,46.3328094,43.4768486,39.9954987,68.0102768,71.2062454,75.7355347,59.5849266,52.879425,50.6982651,46.9668388,43.32201,32.934063,33.9552078,33.3662224,20.2731171,23.0940094,21.0635891,0,10
356,0.3620037,0.586695,-0.0078193,0.4660646,0.5049654,0.436051,0.2689072,0.2360488,0.3627333,0.0380981,0.1921864,0.3973968,-661.1752922,77.4057541,68.5391922,54.3634033,45.8924789,45.3088646,40.7037354,33.5315552,30.5053406,28.6832085,26.7797985,25.0641708,23.3884182,90.9493561,89.8165131,84.1040726,74.8954468,67.2512589,62.6711884,57.1679955,50.8297081,45.0825996,41.9224625,39.09552,17.9045811,107.9292679,92.3015213,83.9055176,3320.059326,3318.489502,57.0401268,46.3043594,43.4167366,39.9538574,67.8489075,71.5129547,75.6491165,59.4451828,52.3601189,50.4709244,47.2615738,43.3778572,33.0594978,33.6942863,33.1723213,20.2546139,23.0793419,21.0477638,0,10
357,0.3904416,0.609695,0.0100146,0.4590293,0.5270473,0.4674065,0.2187303,0.2756892,0.3850315,0.0201755,0.2157714,0.3933505,-661.1752922,76.7615662,68.1302872,53.9555779,45.5982285,44.9535484,40.4671326,33.4370766,30.3936825,28.5433407,26.5948963,24.8800182,23.2635422,90.7781296,89.526886,83.8808975,74.7087326,67.1154556,62.5910988,57.1105576,50.772438,45.0202866,41.8997841,39.0552521,17.9179115,107.3128967,91.8526382,83.7385864,3320.060547,3318.490967,56.886982,46.2379951,43.3684273,39.918087,68.0834274,71.6515961,75.5109482,59.5291061,52.2213097,50.2804565,47.0840759,43.6041794,33.7152214,33.7655678,33.2627754,20.2664051,23.0770855,21.093298,0,10
358,0.1963526,0.6029303,0.051832,0.3796776,0.4937773,0.4652859,0.2598299,0.2095436,0.405702,0.0126118,0.1389297,0.354474,-661.1752922,76.4627991,67.8153534,54.1660156,45.5659943,44.4473419,40.14217,33.3486252,30.338459,28.507946,26.4632149,24.7503395,23.1723728,90.4368362,89.2192993,83.6658478,74.532341,67.0072174,62.5007629,57.0859375,50.7137222,45.0344391,41.8994637,39.01091,18.206192,106.8774414,91.3350601,83.5287628,3320.060791,3318.491211,57.0460854,46.1542282,43.3279648,39.8827209,68.0097122,71.8551941,75.4032288,59.7569542,52.090641,50.1336441,45.9032135,43.7799606,33.1053429,33.9745026,33.5416069,20.2360744,23.0805473,21.0546608,0,10
359,0.2866431,0.5745185,-0.0962201,0.3482642,0.3954393,0.3889421,0.3672438,0.2423819,0.4506239,0.0191889,0.1068912,0.2976667,-661.1752922,76.199646,67.7045822,54.4816513,45.5111542,44.2181892,39.7086449,33.1131744,30.2347565,28.3745441,26.4331112,24.7368145,23.0994091,90.1771698,88.8684235,83.4526749,74.267952,66.7602539,62.3638,57.0175133,50.6535645,45.0104141,41.8415108,38.9908562,18.206665,106.4121399,91.0143967,83.2973404,3320.05957,3318.489746,56.8285789,46.0426865,43.2774963,39.8544807,67.7958527,72.004921,75.3809586,60.1102867,51.9773636,50.0834236,45.1526756,43.6897736,33.4201927,34.0957031,33.7967758,20.2619915,23.0787468,20.9128838,0,10
360,0.2800076,0.589942,-0.1554102,0.3310849,0.3960281,0.3438023,0.2868095,0.2820223,0.4190484,-0.0082704,0.1395215,0.2856864,-661.1752922,75.7246933,67.7249832,54.3859138,45.3079643,44.0727386,39.332531,32.8162575,30.1774292,28.3110256,26.3397045,24.6852093,23.0651779,89.7813797,88.6702042,83.2381668,74.03302,66.6591492,62.2225304,56.8015213,50.5691338,44.9961548,41.7851601,38.9582405,18.0954762,105.9852142,90.7608185,83.0759506,3320.059326,3318.489502,56.6417389,45.9345894,43.2252922,39.8017502,67.7549515,72.0788269,75.3672333,60.3558998,51.9151535,49.9892921,45.5251007,43.8315315,34.2232132,33.6995392,33.7804871,20.2667656,23.066843,20.500288,0,10
361,0.274794,0.5915655,-0.0894555,0.3584081,0.3790987,0.3152491,0.3417772,0.1635701,0.3879612,0.0410578,0.1461151,0.2901294,-661.1752922,75.1094208,67.2410355,54.4009933,45.203228,43.8534164,39.2075005,32.6642303,29.9697418,28.2155476,26.2543259,24.5989017,23.0825348,89.8496475,88.4305649,83.0263519,73.8322983,66.4513016,62.1015739,56.6699524,50.5132599,44.9211502,41.7270508,38.9208794,18.1277428,105.5092545,90.4566269,82.8821945,3320.059326,3318.489502,56.5150032,45.9033775,43.1884308,39.7662773,67.6172714,72.1510239,75.2975311,60.6082115,52.0476761,49.9174652,45.3844147,43.9183998,33.9768677,33.7808723,33.564743,20.2564564,23.0641346,20.1658535,0,10
362,0.2785857,0.6535303,-0.114054,0.3101426,0.4069219,0.3691745,0.3163105,0.3099348,0.4151422,-0.0233977,0.1052851,0.3118685,-661.1752922,74.5652542,66.4419556,54.1868629,45.0449944,43.8306656,39.305912,32.7714806,29.9004478,28.0755291,26.1658993,24.4841957,23.0222664,89.7794037,88.1156082,82.8159714,73.6260605,66.2735291,61.9945602,56.4779434,50.4189148,44.8520584,41.6510582,38.8849869,18.0892601,105.0315552,90.1932526,82.6785202,3320.057129,3318.487793,56.328949,45.8491478,43.1337013,39.7199669,67.5258102,72.1351852,75.2421036,60.7240105,52.2274361,50.0394783,45.1620331,44.0000458,34.5719833,33.9173012,33.6584511,20.2525826,23.0451202,20.2337227,0,10
363,0.2970704,0.618895,-0.0547102,0.3868765,0.358857,0.3820499,0.3185798,0.3186135,0.3687554,-0.0913061,0.0942956,0.281164,-661.1752922,74.0940094,65.6478348,53.4665146,44.7169952,43.6933861,39.3248177,33.0309868,29.9101086,27.9965649,26.0732708,24.5037479,22.9441586,89.3230896,87.8972702,82.6242828,73.4744339,66.065239,61.8797798,56.3241882,50.3367271,44.7729073,41.6133499,38.8490524,18.1613846,104.505127,89.6540985,82.4238205,3320.060791,3318.491211,56.3015785,45.7573967,43.0807915,39.6736183,67.1726074,72.1699066,75.2251282,60.8180618,52.154213,50.0704384,45.2895889,44.0285301,34.6827736,34.3952026,33.6260719,20.2691708,23.0563622,20.4966183,0,10
364,0.3247974,0.5734361,-0.0802311,0.3721515,0.403904,0.4385504,0.3263963,0.2344069,0.3633843,-0.0768365,0.0812773,0.2805293,-661.1752922,73.7053146,65.3528366,52.8068771,44.3804283,43.5524445,39.2303886,33.0463181,29.9371471,28.0232964,26.0309296,24.4806194,22.9009476,89.1283951,87.6779022,82.4341354,73.3041687,65.9429169,61.7720413,56.2327614,50.2061691,44.711628,41.5786896,38.7967682,18.4985466,103.9733582,89.5007477,82.1780014,3320.061035,3318.491699,56.3416748,45.740284,43.0283165,39.6340446,66.9196548,71.8999405,75.1484756,60.5778122,51.8731232,49.893177,45.4850998,43.9675636,34.7085762,34.2639542,33.7918167,20.2516518,23.0271473,20.7268982,0,10
365,0.2392465,0.5764126,-0.0522503,0.348755,0.4116327,0.4058316,0.2638643,0.3104039,0.4000054,-0.0802895,0.0372349,0.2191996,-661.1752922,72.8823547,64.8299103,52.2595444,43.7370529,43.3310356,38.9772301,32.9647255,29.9192772,27.9967041,26.0012875,24.3862209,22.8307133,88.7826309,87.4683304,82.2262497,73.074707,65.7932968,61.6535072,56.163681,50.121685,44.6509514,41.5048103,38.7424736,18.6731987,103.5350952,89.4832916,81.9320602,3320.059326,3318.489502,56.4011497,45.7616158,42.9723549,39.5850105,66.6324158,71.7772675,75.067276,60.1320992,51.8371124,49.7875366,45.6719208,43.8655968,34.3066826,33.9428215,33.6262093,20.2461452,23.0083981,20.930439,0,10
366,0.3105784,0.6213303,-0.0657795,0.3291216,0.4528522,0.3656906,0.3611924,0.2463694,0.4333713,-0.0168206,0.069358,0.2702944,-661.1752922,72.4250641,63.8881378,51.7698174,43.5715981,43.0226898,38.683094,32.5826874,29.7183094,27.9679737,26.0102921,24.2976208,22.7409172,88.3338547,87.2357559,82.0346451,72.888649,65.6305695,61.570755,56.1190414,50.0680122,44.6327095,41.4813042,38.7032394,18.5918045,103.1776428,89.4666901,81.7346649,3320.059082,3318.489502,56.2817726,45.7760277,42.9250717,39.546917,66.5747299,71.5278244,74.967514,59.7721786,51.5489426,49.783783,46.0060959,43.778244,34.5284843,34.1291237,33.6092758,20.2290001,23.0094776,21.0661812,0,10
367,0.4288329,0.6002244,-0.0645496,0.402256,0.3832943,0.3510731,0.3506023,0.2813186,0.3936578,-0.0209313,0.082968,0.3086156,-661.1752922,71.9431305,63.3143387,51.7223854,43.4160957,42.7934418,38.5377769,32.362999,29.5605297,27.8180733,25.9750576,24.2430134,22.6434803,87.9511795,86.9623795,81.8598557,72.6695251,65.4435425,61.4357452,55.9888458,50.0261192,44.6051369,41.4797058,38.6561089,18.5388565,102.7832413,89.3467331,81.5599747,3320.0625,3318.493164,56.2610359,45.778511,42.8877716,39.4699821,66.6326141,71.2471542,74.8552322,59.5269699,51.2373924,49.6637802,46.0274963,43.7524948,34.6006889,34.4214096,33.7149429,20.2524281,23.0082245,21.1984367,0,10
368,0.3643735,0.6946597,-0.0622435,0.320941,0.3381,0.4179497,0.4249851,0.2648995,0.3806369,0.0037328,0.1471296,0.3292439,-661.1752922,71.5954208,63.0926132,51.5182533,43.3342133,42.7635956,38.5317116,32.2649307,29.4328575,27.6745892,25.8635559,24.2202148,22.5593128,87.9283295,86.6717758,81.6381454,72.4551849,65.3299789,61.3172989,55.8918343,49.9343262,44.5230255,41.4639816,38.6205635,18.4980907,102.4399185,89.0764465,81.3680496,3320.059815,3318.48999,56.1585503,45.7246284,42.8389702,39.4497528,66.6589508,71.1318893,74.7037506,59.354641,51.2908783,49.4494095,45.6386414,43.8493652,34.5668755,34.7578583,33.938385,20.259552,23.0020733,21.3212166,0,10
369,0.3188728,0.654342,-0.109903,0.3181596,0.3842511,0.3874273,0.3453072,0.2444929,0.4104221,0.006528,0.1413812,0.3338456,-661.1752922,71.2807922,62.4173088,51.3090057,43.1423645,42.7316093,38.3558807,32.0926132,29.2695065,27.593462,25.7872696,24.1536179,22.532053,87.843895,86.4664917,81.431572,72.2959671,65.1052399,61.2081184,55.8490944,49.8511238,44.4209557,41.4066658,38.5989304,18.6672421,102.0295334,88.8540726,81.1956787,3320.060303,3318.490479,56.0068016,45.6296616,42.7768707,39.399044,66.7639542,71.0787277,74.5948792,59.3480263,51.4523354,49.3172798,45.4178734,43.6821938,34.5294113,34.9350929,33.854763,20.2348766,23.0092793,21.3788681,0,10
370,0.3698241,0.6126714,-0.0623972,0.4119091,0.3531893,0.3802322,0.4060742,0.2867135,0.4218153,0.0139273,0.1385916,0.3395581,-661.1752922,70.764473,62.3272591,51.5504532,43.0364113,42.6531372,38.2058105,31.922163,29.131752,27.4908333,25.7136421,24.0821171,22.4805737,87.5439987,86.3479004,81.2389755,72.1400757,64.9407272,61.0449219,55.6873245,49.805294,44.3916626,41.3590469,38.5597763,18.5844135,101.6133347,88.8309555,81.0215073,3320.05835,3318.48877,55.7504349,45.5625343,42.738224,39.3584175,66.0595016,71.0262985,74.4860535,59.3760223,51.4963303,49.4094734,44.8110428,43.6253777,33.8693619,34.6349907,33.9819221,20.2360458,23.0123386,21.3929272,0,10
