Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
131,26.5870069,24.8893066,28.3516155,20.1658949,14.2845025,10.2893973,35.5372287,36.9370036,21.7403376,25.3082548,12.5451065,6.2410897,-661.1752922,688.5596313,647.4193726,517.2865601,292.3781128,295.1809692,269.1130676,197.7883453,165.2754059,151.6808777,129.2507477,123.6447983,98.6112366,408.8527222,364.6488647,252.2672729,193.8518066,158.5280151,112.9870224,112.4875412,81.3731155,73.0131989,61.8941231,51.6347351,17.9827671,269.4486694,421.9673157,260.9597473,3320.009033,3318.439453,128.622406,80.7578049,54.2627563,56.175415,67.9632645,66.7970276,70.8821182,60.8994598,53.6052437,41.7861366,35.0283585,33.5037613,28.4806118,29.3391571,27.4353943,20.1770077,24.7551003,20.1695499,0,10
132,27.0889367,22.2643302,20.4421277,16.3203655,12.6005381,7.5247376,39.9492676,42.4514822,30.3093482,33.1945116,16.5447647,8.2656031,-661.1752922,673.621582,643.593811,514.0546875,289.6040344,289.7514038,263.0456848,189.6103821,161.0748749,148.4562531,127.3705521,120.4007492,97.8489151,402.6655579,360.1081543,251.5682678,193.6598206,158.6422272,112.658699,111.6567993,81.2224884,72.8879623,61.7174644,51.7489967,17.939146,270.9077148,431.2474976,261.8033142,3320.009277,3318.439697,133.9798279,81.3198547,54.4174309,56.0071144,68.1237488,66.6437073,70.8943253,61.087883,54.2457123,41.9883957,35.3500481,33.726162,28.2715435,29.3283482,27.5053062,20.2067413,24.7555923,20.09412,0,10
133,32.1295632,21.4834125,17.2377144,12.9419475,9.4000634,6.0359582,36.0067233,40.6080843,26.7287815,25.6255992,13.7761802,8.4058759,-661.1752922,677.5202637,627.1334229,507.0573425,284.7038879,285.0392761,253.7218628,184.3681488,161.318222,146.9692535,126.1686554,119.3143463,98.5171585,410.0235901,355.6315918,250.0269775,191.7535248,155.3889771,112.1797028,110.2958755,81.0917511,72.8844986,61.842247,51.8987961,18.0492535,271.864563,428.888031,261.8725586,3320.008789,3318.438965,136.2966156,81.5672989,54.5559502,56.0939217,68.1155014,66.7532883,70.8842621,61.1215515,54.134903,42.1936836,35.611496,33.9257545,28.3309288,29.3876839,27.5971947,20.1701107,24.7803802,19.9170341,0,10
134,28.4928234,24.029377,22.7457753,15.8102242,9.1425887,5.9448455,37.7608983,39.8162134,26.6474014,32.6939953,14.0860831,6.2044347,-661.1752922,683.7844238,626.4036865,492.9701843,277.9015808,281.4577332,245.545639,176.7513428,154.6721649,139.0049438,121.73172,113.9169998,95.3274384,408.7564087,353.3918762,248.681015,190.521637,151.5680389,111.3655167,107.8824921,80.6316299,71.4837875,61.2583771,51.9587669,18.1235428,272.4783325,423.3235168,261.823822,3320.011231,3318.441162,127.3998184,78.7634964,54.6822205,55.8113976,68.3310547,66.7699432,71.0460968,61.250782,54.3566933,42.4948769,35.6295967,34.0870247,28.3894863,29.5143566,27.7286205,20.1767063,24.7895966,19.8393383,0,10
135,27.8603161,24.4033301,25.6806817,16.3126757,10.3244111,7.6057771,40.8567385,42.6487461,27.8228572,30.9306781,16.2492326,7.3445475,-661.1752922,695.5690918,615.6999512,488.0354309,283.3252869,283.558136,243.8347015,175.6779785,154.3908081,138.0158997,119.7808533,111.8510513,93.4630966,403.098053,352.6332092,249.1891022,191.4503479,153.7954712,112.3417816,110.063736,80.679657,71.9789658,61.3506279,51.8328094,18.1813297,273.4874878,431.0733337,262.8352356,3320.010742,3318.440674,128.375473,77.3425446,54.7117233,55.4007759,68.0506821,67.0341949,71.231987,61.6420517,54.4005737,42.7076797,35.6179886,34.3095627,28.458828,29.5569,27.8870354,20.1729031,24.8255157,20.1073704,0,10
136,29.5030816,24.5472829,22.6910437,12.8416535,9.4117669,6.6679907,36.6522152,42.5204426,27.7974665,28.89918,13.8869202,6.4225398,-661.1752922,690.8157959,600.713501,472.286499,277.1527405,276.5316467,242.9086609,176.5218506,153.5059509,137.9268036,117.1719055,107.5720673,90.9955673,402.1759033,350.0328674,248.9900208,190.5150452,150.9492798,111.8496017,108.1540375,80.3675156,71.6966705,61.2546234,51.8275642,18.0557766,274.6290894,432.2255249,262.2209167,3320.009033,3318.439453,125.3808212,77.1693954,54.7555389,55.2525024,67.4395447,67.2066193,71.3393326,61.7511902,54.4845734,42.9787788,35.6467323,34.4874191,28.6452885,29.5877037,27.946928,20.1618137,24.8560734,20.2959499,0,10
137,26.764981,26.065283,27.9560411,17.1174817,12.8343116,8.0272584,33.6315146,42.6912014,25.7553116,22.1124479,10.8319334,5.9791891,-661.1752922,696.8269653,613.0053101,477.6626282,269.414978,271.4678345,242.2931824,173.6691742,151.0988159,138.0793762,117.0904922,108.6437912,91.8428574,400.8482666,348.8183594,248.4775238,190.5144653,153.2948151,112.2779846,110.8482895,80.7134933,72.889122,61.7906494,51.890152,17.8486919,276.3058777,422.5989685,261.4635925,3320.009277,3318.439697,128.3324738,78.2127838,54.8051224,55.6658936,66.805809,67.4482574,71.5451813,61.4575462,54.6941795,43.359745,35.4769897,34.6145592,28.8692551,29.6059456,27.9527531,20.1399555,24.877039,20.405426,0,10
138,26.7429416,25.4137066,19.1105812,13.7896197,9.8124794,6.6205031,34.4265287,44.0795553,27.0643937,24.6411736,12.1425539,6.3963576,-661.1752922,676.788147,611.9312744,464.5948181,265.1599731,270.2548828,244.1656036,175.1846466,148.9803009,134.6260529,113.9747849,105.6350403,90.6179047,398.4584045,348.1164246,247.7758331,190.1385803,152.6359406,111.8293991,109.2560425,80.3735962,71.5216827,61.0975151,52.0261383,17.7685013,277.4522705,419.7950439,260.7773132,3320.009766,3318.439941,127.1044464,77.3558884,54.8914642,55.3976021,66.5863571,67.6644516,71.5643082,61.2854919,55.3220444,43.5832443,35.412674,34.7419434,28.8519821,29.6617298,27.8524876,20.1578636,24.8615952,20.5109863,0,10
139,27.2984296,22.0248595,19.4843243,14.1932498,9.7226062,8.7916051,38.2830911,43.2428839,28.7862361,30.5983706,19.596962,8.7141109,-661.1752922,659.2044067,606.3771362,460.1976624,268.137085,267.9522095,241.700058,171.1326294,149.2432098,136.9472198,117.3408966,111.0131683,91.6899567,395.3551331,346.2910461,246.3648987,189.8581696,152.3725739,111.9434052,113.314209,80.628479,72.3364944,61.246769,52.0014,17.8369713,279.0710449,427.8050842,260.3608704,3320.010742,3318.440674,132.3666992,78.1754532,54.8741417,55.2789078,67.0026321,67.843544,71.5401154,61.2939606,55.5247612,43.8813629,35.2625847,34.8977127,28.4435349,29.7231083,27.8460846,20.1654701,24.8423195,20.6813736,0,10
140,28.582166,24.6165536,19.8540702,13.1276467,10.4051572,8.7349531,35.4789833,39.6860334,26.9130264,23.8374535,15.4604426,7.9986247,-661.1752922,639.9639893,599.3977051,475.7262573,268.2880554,263.9799805,239.0827484,170.094986,152.75383,139.6303558,118.5913849,114.3815689,93.728302,393.3840942,345.8786316,244.7809753,189.0124207,151.2128754,111.8911743,112.4849319,80.8673401,72.9259567,61.4975548,52.0805435,17.9355888,279.5144653,424.1012878,259.6190186,3320.011475,3318.441406,136.3324127,79.9732513,54.9092903,55.679348,67.3892441,68.11483,71.5362015,61.3315887,55.6479683,44.2757454,35.049675,35.0610657,28.5299568,29.6893406,27.8974991,20.1678677,24.826931,20.8476715,0,10
141,33.3718277,29.3553654,24.391875,17.0962122,11.4368964,8.8103881,32.0490504,39.7662525,29.6661189,30.4707753,14.3089157,7.8209829,-661.1752922,647.9128418,609.487854,468.8847046,264.5934448,266.010498,245.2404633,180.627121,162.1907654,144.4847412,122.4551697,118.3808975,95.8011932,400.1505127,352.0377502,244.4335937,188.6875763,150.8247833,112.338623,113.9145813,81.5175095,74.1371155,62.1740227,52.2292862,18.0887432,280.8307495,426.2640991,259.2209167,3320.012695,3318.442871,135.2428741,82.4858704,55.0039711,56.2663116,67.2140732,68.2064743,71.5500412,61.6676064,55.273056,44.4881592,35.0698013,35.2035942,28.6485634,29.7698174,27.8359261,20.1875229,24.8608723,20.9170036,0,10
142,30.134641,29.3946006,27.1844175,16.3594686,10.8215479,7.406738,34.2301075,40.6186394,29.8921933,31.5714507,13.8902171,9.9284858,-661.1752922,655.7918701,628.269165,469.0676575,263.9773865,263.881958,238.798584,173.7225494,158.4825439,144.6034393,122.6067505,119.6753998,97.6668396,401.809845,355.5232849,246.1651459,190.5870056,153.1607666,112.4840927,113.3271027,81.7436752,74.4649734,62.8723145,52.4348221,18.2650204,282.0715332,436.5349426,259.7312622,3320.009766,3318.439941,141.2689209,83.6257782,55.0890083,57.3318672,66.983429,68.1839447,71.5924301,61.8987503,55.176342,44.5340805,35.5334549,35.4205284,28.7866993,29.8340473,28.0711212,20.1980133,24.8992996,20.9437923,0,10
143,37.4737649,27.8996007,21.2220533,15.1189647,9.4686645,5.7900373,38.8635298,38.7348972,25.9869197,26.6876344,15.2883307,7.3616055,-661.1752922,646.0705566,606.9549561,457.7355652,262.1968994,256.8308716,235.3526459,166.9198151,150.7055969,137.715271,119.1568146,113.983223,94.6065826,410.3039246,351.3745728,245.3712769,189.6620331,150.7297974,111.5597,110.1594772,81.5221176,73.548378,62.6566391,52.5898705,18.4759827,282.4879761,429.7118835,260.5923157,3320.012695,3318.442627,131.4881744,79.9935303,55.2058678,56.5822754,67.157753,68.4015045,71.6660995,61.8126831,54.8666573,44.7275772,35.8436432,35.5432472,28.9705143,29.8893623,28.0997562,20.2207756,24.9832191,20.9790459,0,10
144,32.9978688,27.3419183,23.6153317,15.905937,13.2067594,8.6503539,34.1610198,42.864775,32.2883521,32.2886822,18.8359837,9.4210285,-661.1752922,640.8563843,604.9869995,471.1397095,267.4926758,260.2830505,246.0185547,181.0288849,157.039917,140.6186371,119.8280945,115.3194504,95.0485611,411.1489258,352.9396057,244.8309479,188.8435059,151.7871704,111.8272552,113.5640564,82.0471954,75.0013123,62.9849052,52.5616493,18.7202091,284.1242371,435.642395,261.7012024,3320.011963,3318.441895,136.3455353,84.2997513,55.1817398,57.0097847,67.5360031,68.3169556,71.7491608,61.9430504,55.2273941,44.9104996,36.4961586,35.6639366,29.2573433,29.9377518,28.2202492,20.1776905,25.0027122,20.9435997,0,10
145,36.001153,29.8935653,23.8794579,17.152331,12.4235886,7.9119854,37.2987159,36.033952,26.4408584,29.0448626,17.9093182,8.7726637,-661.1752922,631.7802734,625.9398193,491.9899902,267.2363892,260.072998,243.4894409,186.865509,153.8645782,139.4098816,119.3021393,115.9893723,95.5563812,412.4687195,353.8216858,244.8358765,189.4762421,151.8433685,112.3546753,114.3486252,82.7926331,75.7013245,63.3144302,52.7093658,18.8490849,285.3370361,432.6150513,263.7928467,3320.010986,3318.440918,138.0941467,84.6598587,55.2820625,57.1313744,67.4248352,67.7882385,71.8060226,62.175087,55.6634407,45.0921249,36.8887482,35.8147507,29.4249554,30.0130768,28.3300095,20.2119179,25.0488853,20.9296074,0,10
146,29.0220062,24.8295066,23.8007427,19.0029429,11.69047,7.3141106,38.8625212,37.6015087,28.1568415,27.9331704,18.2530348,8.8475605,-661.1752922,631.9138184,612.651062,500.7767334,267.6495972,261.020752,241.6263733,189.2558746,158.9420776,144.9148102,120.7525635,114.6863632,93.8350372,411.9867859,353.8085632,244.5142365,190.7156219,151.4370728,112.5619736,112.2449722,82.6477509,74.5843277,62.9923172,52.7791557,18.8035049,286.5888672,429.4379578,265.2232361,3320.012695,3318.442871,136.4882812,84.8702011,55.4704704,56.9063416,67.3158493,67.644783,71.9259415,62.7559166,56.2581482,45.3182487,36.9829597,36.0358429,29.909832,30.1760597,28.4600945,20.1876316,25.0534439,20.8886566,0,10
147,29.7580752,24.2204124,24.3286877,19.51063,14.1804969,7.8883552,44.2069934,41.4339659,27.6806045,25.9199239,14.9290597,7.0955793,-661.1752922,642.7827759,609.6730957,499.9361267,266.5143433,262.4851074,238.7216339,178.2810974,152.4398499,142.1130219,119.1740036,110.7412415,92.1178894,402.7178955,350.6069946,245.1151733,191.6918182,153.4625702,112.6349335,112.4241486,82.4754715,73.8034821,62.7470551,52.8213768,18.6428795,287.4770203,419.7920532,265.9590759,3320.010742,3318.440674,133.6881409,83.3204803,55.6007309,56.6814041,67.3299255,68.0026932,72.0001221,63.0118713,56.736042,45.6958771,37.4337463,36.1324654,29.9310436,30.3974552,28.5868835,20.1889095,25.0808029,20.8114033,0,10
148,30.6344379,25.0752007,18.5299033,13.3210358,9.7867908,6.1110144,38.1181882,39.6259863,21.576275,24.3036045,13.2114907,5.8768407,-661.1752922,647.713501,588.1014404,472.7961121,268.0871582,259.2118835,234.4594727,172.8939056,147.9921112,136.7447357,116.0839539,107.3057861,91.0049744,397.1207275,349.653595,245.0400238,191.5631714,153.6915894,112.6316681,111.2566528,82.3592758,73.5686493,62.6225929,52.8565331,18.4441738,288.4029236,410.658844,264.8410034,3320.013672,3318.443848,129.598587,81.8705826,55.7014542,56.6487045,67.7065811,68.1168976,72.0101089,62.5940399,56.83778,45.9906006,37.1939583,36.2612,29.9337654,30.5619526,28.6548119,20.1829185,25.1595249,20.8665028,0,10
149,25.9360148,22.2240125,16.6176789,13.5334038,10.2133392,6.752287,35.4348577,40.723018,25.183697,24.7470647,14.5147568,7.1202539,-661.1752922,650.2289429,594.5961304,457.2369385,268.4707336,263.2875061,233.0216064,167.3917999,146.7375641,133.0981293,114.0710907,106.7136383,89.1931381,396.1695251,346.0366516,244.5505829,190.7219696,153.3335876,112.9460068,111.1928253,82.2976608,73.6507568,62.6762428,52.9167137,18.3096085,289.4639282,410.572998,263.8034973,3320.013916,3318.444336,131.8720551,81.9061813,55.7479057,56.6126099,67.88311,68.2669754,72.0695114,62.4885483,56.6576843,46.0982056,37.2683258,36.3524437,29.880331,30.7789993,28.8504124,20.1855869,25.1931801,21.0171089,0,10
150,25.8326903,22.2591889,16.3629309,15.5186681,10.2929812,9.6697858,43.4452624,41.3467101,29.7623104,27.9795388,17.0217075,7.0925643,-661.1752922,655.5266724,601.6065674,458.4538574,258.9150391,255.3915863,228.7914124,162.2867584,145.4949493,131.7334747,114.2268372,109.3244934,89.907753,388.4518127,341.4090271,242.9034729,189.8450928,152.2867279,113.2283554,113.4873199,82.3118896,73.6957626,62.9134903,53.0572701,18.1099262,290.7436829,415.5068359,263.6046448,3320.012695,3318.442627,133.6603394,82.4919968,55.7883759,56.869297,67.6397171,68.3054352,72.1277313,62.6799927,57.0351143,46.2647095,37.9458618,36.5071564,29.7221756,30.9259796,29.103157,20.1995659,25.1583252,21.0841751,0,10
151,22.645507,21.2574714,19.9138753,16.1453009,13.4216897,10.0214367,41.2853855,39.3872053,27.7636123,26.0032884,18.0644387,7.5998629,-661.1752922,646.6120605,594.7533569,457.2053833,265.4188232,257.8328857,230.6910858,165.0442657,147.7915192,135.6378937,115.3857803,112.5198288,92.3916931,383.4358826,333.8636475,241.5534668,189.6091461,153.5937195,113.7555695,113.1269531,82.080574,73.374855,62.8831444,53.1157341,17.9226036,291.7467957,418.7059937,263.576416,3320.011475,3318.441406,130.3556671,81.318573,55.8397484,56.8403435,67.5877457,68.4960022,72.2246628,62.7150536,57.2444115,46.4848213,38.618721,36.6127281,29.8721275,31.0227699,29.0693989,20.2293377,25.1607437,21.1730766,0,10
152,31.1733373,25.611236,20.6309211,15.4255731,11.616643,8.1588909,38.2954463,40.910196,26.0793674,25.5813683,17.3121675,9.3338341,-661.1752922,654.8877563,608.6307373,478.6690979,266.4115295,262.2424316,230.4495697,164.7794342,143.4606018,130.8595734,111.9505768,106.2820206,89.4323196,390.2071228,333.5696106,241.3909912,189.6591034,152.6947479,114.2272873,112.4877472,81.8765411,72.8301544,62.4668083,53.1447983,17.8251514,293.390625,416.1825562,262.7615051,3320.012695,3318.442627,128.1204071,80.0039139,56.0117798,56.1601372,67.2169571,68.6518402,72.2579346,62.84618,57.1990318,46.5696602,38.831707,36.8768959,29.9646149,31.1102867,29.1201668,20.2224083,25.1262455,21.304203,0,10
153,30.0474313,23.1591654,18.9929696,16.2061645,11.6440245,6.9001273,32.3768392,34.7968886,22.4774795,21.8676158,17.5964565,8.4704585,-661.1752922,671.4263916,622.7897339,494.8606567,262.4326782,257.8238525,228.0580902,162.0710449,143.9032135,131.8997803,113.1725998,107.0108414,89.7087097,391.8676453,332.3553772,240.8349304,189.5449371,153.7326355,113.7235718,111.083725,81.7463989,72.621315,62.3801613,53.1954269,17.6650925,294.8903809,412.5446472,262.9160461,3320.013672,3318.443848,133.9657135,81.062149,56.110611,56.4284439,66.9013519,68.7542801,72.180275,62.932621,56.9726295,46.5730667,38.8571434,36.9606743,30.1727753,31.2532234,29.2468052,20.22855,25.1240463,21.3524303,0,10
154,28.9274501,21.1432832,17.393146,11.302231,8.4976505,5.3752967,43.4044147,35.3000174,24.0617894,18.0665526,13.3407438,6.8733485,-661.1752922,664.5149536,594.7294312,477.1356506,259.4518433,257.0786133,221.2300415,155.7534485,138.8292999,129.4248199,112.333786,105.5745316,89.0875549,391.8840637,331.7989197,240.3651733,188.3901367,152.2722168,113.2658157,111.1321564,81.7660065,72.414032,62.1069603,53.1572151,17.5910969,296.1209106,407.2391052,261.0236511,3320.010742,3318.440674,131.9470062,79.1907196,56.1406326,56.474308,66.9297943,68.9327469,72.2431412,62.8107681,56.9536438,46.8917885,38.9979782,36.9716873,30.4302826,31.3432465,29.4556484,20.2021446,25.1363201,21.3192406,0,10
155,29.6782119,21.6628125,18.3223536,11.3899269,6.9818764,4.0070162,40.8247161,41.1351378,24.1459367,19.9201403,9.1463184,4.815909,-661.1752922,658.7840576,579.3861084,461.1875,264.2354431,253.2038574,213.403244,151.4911499,134.6367035,127.5595551,110.5203476,105.1446609,88.209938,387.0018005,331.5972595,240.6575775,187.4402618,148.9510345,112.4260712,108.5729218,81.3735275,71.6857224,61.723278,53.0807915,17.6785564,297.5300598,396.5085144,259.3656921,3320.012695,3318.442627,126.2580795,78.4480896,56.1066971,56.426754,67.215332,68.9085083,72.3010406,62.7181168,57.7250023,46.9525681,39.1456795,37.1480331,30.2301102,31.4199009,29.6947403,20.2108536,25.1351604,21.297596,0,10
156,38.8868939,22.8942593,19.9409337,18.7879571,13.6062943,7.1225695,31.1178779,41.2491334,29.7505917,25.5767643,14.2039241,7.0699525,-661.1752922,652.7127686,584.364624,458.6498108,257.453064,250.2056274,213.0904083,150.8153229,133.4034729,126.7490921,109.0079422,103.4313507,87.1808548,394.9059143,332.5779114,241.6823425,188.2796173,151.810379,112.3435516,109.0106964,81.1203995,71.7706909,61.6298676,52.9788551,17.7682552,299.4266357,408.8203735,258.6375732,3320.011963,3318.441895,128.6070099,78.4362946,56.1162224,56.0965347,67.7280045,68.9117432,72.2936478,62.9474106,58.0352516,47.155304,39.2064171,37.3822174,30.0031528,31.511549,29.8283329,20.2157249,25.1566448,21.3855076,0,10
157,33.2917275,31.4026358,25.5913583,16.7778237,12.0250842,6.4082856,33.3647446,38.8385723,29.6807674,23.2086839,13.3049012,7.0302826,-661.1752922,638.2722778,587.569458,452.233551,250.7751465,248.5075989,212.2110291,150.6034698,138.9812469,134.0479279,115.3751373,109.8075485,91.9277039,396.6760864,339.1362305,243.5046082,189.6746216,153.3125458,112.3618393,109.4554138,81.4854202,72.658493,62.3612328,52.9962921,17.8231163,300.8727722,416.898407,257.6008301,3320.010742,3318.440674,129.3918152,80.8077621,56.1067276,56.6168861,68.4411316,69.212677,72.2688065,63.1059074,58.4906082,47.2981148,39.3564491,37.5870018,29.8786755,31.5210381,29.6676579,20.2097416,25.2210045,21.3886356,0,10
158,35.1788224,31.7871419,26.9953167,18.8661634,13.0980429,7.8595747,31.2139451,37.1420081,29.7512426,27.2938774,15.8476099,6.097802,-661.1752922,646.9135132,577.9208984,450.6013794,249.7159271,251.494812,213.1407013,155.171875,139.5299072,132.9116821,114.9989166,110.2648087,93.1234589,396.5137329,349.9979553,245.8206329,190.5353394,156.1991577,113.0387192,110.4039383,81.4850082,72.0954895,62.2098083,53.0586281,17.8972359,302.100769,424.4183044,257.4519348,3320.016113,3318.446045,125.8646851,79.8379669,56.180027,56.6824188,68.7691422,68.7712784,72.3912125,63.4414024,58.6005974,47.3655396,39.4015388,37.7326126,29.7999706,31.5394135,29.5038109,20.2298279,25.2742634,21.2099781,0,10
159,24.5446881,22.8166007,22.346665,16.7012535,12.7049854,8.4502545,36.3466152,38.6305185,29.7779353,31.5711219,17.0184952,7.7634616,-661.1752922,652.4328613,569.8085937,459.1213074,249.7763824,250.111496,211.9841614,155.3401184,141.2169495,132.1293182,114.7474365,109.3807678,91.5371704,389.0021057,344.8906555,245.7259064,191.7883759,159.7943573,114.1999664,111.1495743,81.9941254,72.3568268,62.1194191,53.0420265,18.0094242,303.1284485,428.7481689,257.6617432,3320.016602,3318.446533,127.8778076,79.3648758,56.2341995,56.328373,68.8109665,68.5089569,72.371788,63.6567421,58.0688019,47.4796982,39.5659981,38.0078087,30.0111122,31.6104488,29.5523968,20.2260342,25.2719994,20.7783051,0,10
160,28.3281204,22.8290477,19.8586825,13.4030052,8.2170633,5.0953695,37.7409788,41.1144967,25.409934,25.5558821,15.1348163,6.1060534,-661.1752922,660.4925537,589.6989136,483.9428101,255.2689667,251.7852783,209.2310181,155.133255,139.3452301,127.700325,110.4065323,103.787735,89.3356323,381.4376526,335.7491455,244.8563843,190.9835815,156.223587,113.1194763,107.7128525,81.6923599,71.9427643,61.8046036,53.0853233,18.2426205,304.4899292,424.3913574,257.0230103,3320.01709,3318.447266,122.3960419,76.5964432,56.1911964,56.0620613,68.7732925,68.4246826,72.253479,63.5896072,58.0597076,47.6910515,39.6429253,38.2106285,30.2738609,31.7323189,29.7072697,20.2295666,25.28232,20.5245743,0,10
161,27.9259603,24.6744593,21.4300643,12.9875951,7.4054805,5.0824183,38.6766901,40.9915878,24.4537164,23.8039104,15.0856173,7.16159,-661.1752922,687.125,605.8657227,484.2479858,253.3429871,255.0884399,210.8420868,152.5737915,132.0569763,122.1537476,107.0897903,101.4583893,87.3424683,377.7570496,331.6300964,243.8903351,190.1899719,152.952652,112.5100098,106.318634,81.1890335,71.1468811,61.1531982,52.963768,18.1208267,305.446228,417.0357666,255.8101349,3320.015625,3318.445557,125.5050735,77.4781647,56.1807556,55.6893463,68.8131638,68.3654861,72.2141342,63.4406548,58.3315849,47.7272415,39.7017097,38.4012337,30.78866,31.8189964,29.9917583,20.2366581,25.2954254,20.5779533,0,10
162,25.2646422,28.7589889,27.1006289,20.2423015,12.5255333,7.63789,39.6081148,36.3151881,24.5261448,24.9471726,14.2405274,10.5511445,-661.1752922,704.1884766,634.6993408,501.5542297,253.7167816,253.3501587,219.9585876,159.1477203,136.8674927,123.9279404,105.5736923,101.0391388,87.3543091,370.1353455,331.8515625,244.2464752,191.3923187,153.6436462,112.5461426,109.2793121,81.5008698,71.0963821,60.7518578,52.8302269,17.8334332,307.0513611,418.3493958,254.8533936,3320.014648,3318.444824,136.8144531,81.7145844,56.2807121,55.8608208,68.3931122,68.0133286,72.2156906,63.1243248,58.3636932,47.6876907,39.6015053,38.5140343,31.2109642,31.9637451,30.1032658,20.2276402,25.295145,20.7321014,0,10
163,29.1004476,28.7024359,28.7270498,22.510614,16.8175154,11.1359196,39.347901,34.1921957,21.0458389,26.2162215,16.852047,10.4012716,-661.1752922,707.6741333,653.1290283,532.8000488,271.6669006,264.7976685,226.0653381,167.9700317,143.5936432,133.0337982,111.8989716,105.5817184,88.3603287,374.6452332,334.7215881,245.0245972,192.5300446,158.4502716,112.9218445,111.4801712,81.8380432,72.4167404,61.7480736,52.8683548,17.4767437,308.444397,422.8266602,254.4674072,3320.013916,3318.444336,139.5937805,83.0732574,56.4414635,56.7761765,68.5102692,68.2691727,72.2344894,62.8950882,58.0561028,47.9279022,39.5039101,38.6816826,31.443718,32.056263,30.1315956,20.2357178,25.3118763,20.8202248,0,10
164,22.4862545,20.3645302,19.238032,13.6484228,11.6874521,8.8301556,39.0208684,34.8724166,20.5171932,25.6232972,18.9272808,11.6034281,-661.1752922,697.0982666,636.3284912,518.4830933,270.215271,271.5114136,229.7597656,170.6375427,148.6802826,134.0977783,113.9457855,108.8797607,89.2511978,367.9057922,329.3573914,244.2149506,193.0514526,161.8691254,114.0105438,112.2530136,82.1806488,72.5556717,62.8929977,53.0042038,17.3063145,309.2269592,417.1184692,254.8359222,3320.014893,3318.445068,150.0133057,86.1358871,56.5055847,57.5127907,68.7953873,68.2717514,72.2766571,62.6683006,58.0859261,48.4561462,39.5233078,38.793251,31.2674599,32.1915016,30.1790257,20.2672482,25.336834,20.9219074,0,10
165,19.1848456,19.3465773,16.5302005,11.8396954,7.5688864,5.2039776,42.6638639,36.1711689,23.3614313,29.602764,19.9592762,10.2462417,-661.1752922,701.241272,624.0380249,511.3482666,268.3127441,266.8185425,225.401947,170.167572,145.5088806,132.9335632,115.5091171,111.9747925,89.6765442,359.5617676,321.7818298,242.0693054,190.9739685,155.466629,113.022789,109.3556595,82.2347946,73.3416595,63.5753212,53.2251358,17.3560009,310.2538757,422.2649536,255.0424347,3320.015625,3318.445557,150.5140686,89.0599518,56.7364388,58.3767166,68.7567062,68.1648331,72.3102341,62.7346916,57.8991623,48.7267151,39.6980362,38.9203148,30.9801025,32.2927589,30.4407806,20.230257,25.3378143,20.8921642,0,10
166,21.3458927,19.5630479,15.9442955,13.4038233,7.9020285,4.7031987,37.5705285,34.8421585,25.286236,29.5563955,16.7539872,8.5816135,-661.1752922,690.9168091,614.1511841,508.783783,262.1925964,260.9171753,217.146225,167.0366364,145.125946,128.9962769,111.9773941,109.950264,88.6469116,355.6228943,316.1626587,239.868927,189.1395874,150.9954681,112.1105881,106.9887695,81.8315048,72.6037292,63.1314545,53.4157562,17.5764713,311.8662415,422.0648499,255.7085876,3320.018555,3318.448731,140.9388885,86.6771851,56.8707275,58.7549095,68.250885,67.9977036,72.3408585,62.903965,57.9096642,48.5943336,40.1735153,38.9723663,30.4248447,32.4371681,30.7001934,20.246027,25.3576698,20.9192982,0,10
