Position,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,71.42443288,78.0408226,81.96899008,62.91314926,58.60729815,52.74030253,48.16203499,46.18438542,35.16575178,35.95704841,34.97099278
0.15,67.90908229,73.92555136,82.48575693,67.65343094,63.06426416,57.03671926,50.30402832,49.06888428,36.75075226,38.15517552,38.51209195
0.305,52.38806004,66.9627121,74.9805637,61.46404402,56.03291588,49.44109781,42.91001167,42.62882529,33.77788448,35.01132185,35.20106322
