Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
10,524.421743,459.6718979,285.1918681,234.1631337,198.2002915,158.5700285,129.3288323,111.9676954,100.4458845,84.091174,74.3817089,62.3088022,102.301929,91.6390408,126.3129269,135.166745,104.9358561,97.2196965,88.6689617,72.0933232,66.8121075,73.4796083,65.2571253,56.9185029,132.7568749,189.5731016,218.9417776,173.7969985,147.9721539,152.9479735,144.3555836,89.6295679,111.1530181,92.4185892,63.8984202,66.0138302,98.8086081,98.4440206,85.381826,77.1959015,78.1990919,65.5301632,64.5610136,54.5580987,57.2726318,49.379875,45.3313183,41.8790297,76.2947165,80.2373326,78.7180199,64.9858363,55.1150626,51.7496009,45.4653764,40.1492124,37.6110208,34.6299394,34.6900886,33.6336685,1.8823628,1.8749653,0.3427485,0.0189689
11,540.3875926,486.5992668,308.0752512,250.2624191,215.0164622,174.5356053,144.0104939,123.3685442,111.0342896,93.6495491,85.439718,72.0301171,110.5791768,96.4312283,132.4046982,143.2926911,108.8013437,101.7815416,92.3456258,79.2645675,70.7744214,74.7495085,67.3972767,57.9511523,127.2059756,182.0860886,218.2746316,184.203605,164.4044705,165.3096506,155.3899148,93.0430878,111.9869155,92.9748636,64.5469369,66.4859189,102.5081413,110.5467998,91.1751499,80.2355999,83.4063457,70.7433638,73.5444878,60.7497086,61.7386167,54.9926898,49.5015076,45.5753229,78.1878894,82.6971653,82.8874933,73.0079106,63.8763502,56.7358847,49.0508902,42.8962146,38.9654268,35.6640638,38.1152447,35.9095701,2.0816069,1.9483092,0.3420562,0.0196612
12,559.3264657,502.5090272,321.915939,266.769593,228.6575798,186.6549608,155.6298838,130.9289773,116.2094487,97.5197503,88.6521686,75.0272423,117.1994958,107.3189634,140.8527897,159.8892027,118.5650206,105.7999707,97.9963616,86.6770713,75.1757037,76.4920437,66.0870461,57.3089934,123.0961223,176.0589956,218.6603562,190.9099915,172.8245621,172.1160909,159.2567612,95.321408,114.002353,92.9319048,66.3136268,68.6350107,105.4195335,114.1545326,94.4453673,82.1310374,84.1137574,70.8395809,74.0968592,61.8016557,63.1852902,56.4283515,52.0210206,47.8689091,80.5259085,84.5810943,84.3745301,74.37091,65.6087258,61.7508537,53.6684954,45.9476979,40.4140624,36.1322409,37.9430289,36.4829496,1.8508004,1.7985564,0.3406716,0.0210458
13,579.7304789,520.3957044,335.8871639,278.9178306,234.8054628,191.7096076,158.3182897,133.6754717,119.1711834,98.3616436,89.4542359,76.2366069,118.5514863,107.5194246,148.0235105,172.2198816,124.5943978,110.216023,98.5009258,86.414752,76.691681,77.7890448,67.5793712,57.4092342,121.6991691,188.3221193,240.170089,208.8648253,185.6763365,185.8997501,172.2700814,103.1872806,121.7730538,96.701775,69.81898,73.0482968,114.0124646,116.0942109,95.6781337,82.7499777,83.5654729,70.0605065,71.309332,61.6728065,62.2057267,56.211058,52.752926,49.9191083,82.9849934,88.3143888,84.2725921,73.6078842,64.5805127,62.6357108,54.6287863,48.9494848,43.125934,39.1327556,38.6542608,36.4342081,2.0014672,1.9279798,0.3350871,0.0266303
14,592.471679,535.9110395,350.50601,288.637963,241.6161278,197.8657377,160.997823,134.0924485,118.0736177,97.7894485,88.0318537,74.5015495,119.6034742,107.1981755,144.2830566,168.382036,127.5383028,116.9505884,101.0351346,89.9668121,78.6414611,80.496264,71.9150329,60.9001507,125.2198432,199.0218061,259.1867789,223.1577041,201.3684533,199.5938538,179.6237504,110.2574101,129.7827605,103.8830012,74.2502213,77.6241123,125.0822579,118.9768083,100.4736037,85.3186061,85.362196,70.5730134,70.8338592,62.536252,63.0265715,57.6514549,54.05612,51.5618119,84.5404869,89.258295,83.2783937,72.7054803,63.5247943,60.8819819,53.9277049,48.7154544,43.4433316,39.2263513,37.8757831,35.406955,1.8889426,2.0008688,0.3349371,0.0267803
15,605.5166193,548.5429869,360.4216144,295.0403758,246.3295222,199.9021776,161.3784744,134.7963682,115.3655804,97.724017,88.8635385,75.4399724,123.2572643,107.4871193,141.279357,165.3483613,131.4806557,119.9824341,104.3823493,92.1194559,79.8799091,79.0574864,70.3669293,59.969534,136.0876766,222.0970082,286.6285208,242.8288774,217.292642,214.948713,190.9018039,119.2067261,139.1689343,114.1384223,78.4674677,81.3559926,145.9712206,126.7087906,104.8335988,92.741343,91.6115017,73.9163921,75.2336083,68.0264022,69.6489227,62.5830487,59.3035252,55.7026638,86.3721466,90.4802954,83.2043077,72.4542864,64.3469818,60.869084,54.2448042,50.1096356,46.2763436,40.7133332,39.0858444,36.3691554,2.1616438,2.3133047,0.3332064,0.028511
16,609.9128225,556.1813963,368.514117,302.9005007,254.7794743,206.4923833,169.1948821,141.0225335,116.5914765,98.5029516,91.498115,76.8799454,122.2834086,107.6275379,136.8488858,155.9485432,130.5014978,116.6845398,102.2889031,86.8422659,75.2915456,74.7367747,67.5945019,57.2151411,179.9937054,247.4591955,300.9048666,253.1710237,229.9349756,228.767302,205.936072,131.6440495,157.1492482,133.0159717,92.5091088,91.9923119,142.9247848,128.0078752,108.6339438,101.2546321,104.6151372,87.3853209,88.7144426,79.6483441,80.6719832,70.009618,65.524972,58.6335262,88.3021309,91.7018366,83.7145996,73.1202439,65.6840046,61.6377188,54.4450225,49.3914545,45.1941081,40.5717023,39.3647983,38.6669276,2.0938412,2.4402617,0.3331026,0.0286148
17,616.2830596,564.4755021,383.1864437,310.8591792,265.4312609,217.1095007,178.1329381,145.587499,120.4057338,101.3386987,91.3874365,76.796658,121.7533975,107.7453293,133.7703142,150.6704017,126.9382291,116.0453296,99.3963402,85.4171634,76.631414,74.2962746,66.8777098,56.0011887,214.2478768,265.9703434,298.4316059,246.4557266,219.3158014,216.7398352,202.824085,134.7932151,157.3434244,138.5408728,99.6958803,101.018152,140.3769413,129.2836522,114.7610148,104.6951063,108.6291779,92.8114042,97.7367253,91.812751,92.9211432,80.649983,73.8589084,65.2180421,90.2890747,93.7362114,84.8436767,74.3336777,67.1789236,62.3401631,55.5732062,49.6774589,45.0596256,40.5837879,38.9162831,39.3240654,2.100935,2.5874285,0.330668,0.0310494
18,632.0182504,578.5089616,396.5352704,315.7912064,271.9354922,224.2516294,180.4163633,146.9005239,123.2911723,104.1861821,93.456387,78.5548965,121.8123184,108.6512454,132.1528356,147.4796334,122.0602623,110.5500307,94.878601,83.6824693,75.2745033,73.0136578,65.1636544,56.547714,240.7601244,281.7164909,305.8456039,254.4308245,219.1569393,210.8971949,198.9050922,132.1173424,151.1976195,131.8067706,97.6603708,100.0172936,142.2800725,136.0581211,120.6514083,113.063011,117.7328927,100.4228836,105.063733,100.6844791,101.9754509,89.72213,80.3522019,70.1596856,92.1919217,95.8915371,86.2222489,75.7212255,68.731736,63.4235042,54.801696,49.1566349,45.3358392,41.6749366,39.5732493,39.3138317,2.0428478,2.584148,0.3312795,0.0304379
19,641.0266258,590.7626293,406.1436846,324.553402,278.914484,228.7637664,183.9794425,148.1769549,125.5110614,104.8405475,94.0228979,79.0690154,122.6459313,109.9770678,132.1642947,145.446342,119.1408299,105.5993265,91.7107184,80.06401,71.8987597,70.4487507,62.5455025,54.2858406,246.530016,290.1345583,319.3442276,260.4717381,225.4250659,217.4411959,203.9710204,135.3577073,150.8682883,131.201048,98.455851,100.0328454,145.9515258,147.8703373,129.1445991,122.1375325,128.349524,109.2594854,110.8733342,106.0298556,108.0774829,95.6838866,85.4613234,73.7842979,94.2038001,97.6699344,87.7925429,77.7336487,69.620219,63.8840196,60.4764023,48.5285185,44.5996775,41.4800209,40.4658985,39.7260865,2.0315902,2.5199032,0.3313141,0.0304033
20,653.6324554,607.3070646,421.3386992,336.2912937,284.8524418,232.1481433,187.2106571,153.2246798,130.1655289,106.8675118,96.3032963,80.1334503,125.0741258,112.3522294,134.6192862,143.0751914,117.687495,105.9634308,93.3767654,80.8385733,69.8530304,68.2901503,60.7817101,53.6717254,238.3273769,295.8162732,328.8428818,267.7054548,233.2902461,232.2389344,215.5626363,142.1440648,154.8939015,135.9067995,102.3043334,101.7647372,149.0949993,158.1292099,137.7663679,128.2115234,136.702648,115.9872441,115.7467122,109.4600992,110.5459216,97.1472589,86.6700595,76.4012738,96.3441426,99.6487123,89.4232616,79.5231101,70.6144423,63.7758674,59.3528201,48.6912043,44.9440155,41.0821739,40.2112885,39.1618672,2.0259357,2.4142334,0.3274488,0.0342686
21,661.9167556,614.3891577,428.4975436,347.7789816,288.9626156,235.2492665,191.6686659,157.9384431,133.2297151,111.874617,101.8492286,85.2020583,127.3200468,114.3876078,136.4794858,143.9704651,117.7533377,107.7200544,96.706697,84.5196389,72.837302,69.2122073,61.4805536,56.032188,247.7637167,300.0807718,333.9577355,279.2217668,246.7667649,241.2105855,221.4223921,148.548433,160.6883978,139.7281202,103.6708625,102.399998,151.0027693,168.6475111,143.9893191,132.8946541,141.9175992,121.6536949,122.4594737,113.0570273,114.450352,101.1385554,92.7012941,82.7686464,97.4488254,100.3617568,90.0281991,80.8431059,71.5117751,64.9895769,59.1493264,49.7201028,46.9377786,42.5068172,41.9098673,40.536732,2.1263288,2.4832193,0.3268835,0.0348339
22,674.9693836,630.0521757,441.6593323,357.3396719,295.1700704,240.5318332,195.481204,163.8869362,139.1283075,116.9060324,107.6436575,90.5381868,129.2813501,116.3269279,139.6509073,154.5415241,124.1072819,113.7209492,99.5260857,85.2453195,74.1994986,73.3958678,64.9028399,58.0909869,266.5961061,325.5023857,347.4132083,285.6898302,251.9713055,240.09947,219.3477348,151.752238,162.5261431,137.4051113,103.3725762,102.7025961,155.3207905,177.3164596,149.7756839,135.7729865,142.013598,124.6000796,128.734066,120.3997902,121.718086,105.9414697,97.6244605,86.9368676,99.2670998,101.928623,91.2208894,84.0831751,73.4730073,66.9445628,59.4022032,50.6839,47.4655626,43.1905626,41.9226904,40.5797485,2.0205383,2.6012687,0.321599,0.0401184
23,683.9892439,640.025994,453.1402661,367.6136053,302.1996938,242.6442867,196.4368805,165.193998,141.3671587,119.0073223,109.4993018,91.9545024,131.2457424,118.6977242,140.1263698,153.1168728,124.0345182,109.8441871,97.7932914,83.592393,72.0413674,72.3732906,64.9264856,58.6702206,275.7773371,335.8385412,361.7853675,295.4991126,260.5462275,244.1899227,220.2484694,150.9298497,159.8996642,133.0945708,103.1942065,103.4977415,160.04044,180.193322,153.135303,137.5910999,143.3835943,124.6826727,126.5917927,119.1639043,120.3459259,104.9521123,97.2519493,86.9064609,100.8512057,103.1507162,92.4966989,84.6458925,74.3727062,67.1119376,59.8363507,51.3578347,49.1910333,44.2380961,42.8733998,41.2848467,2.1389744,2.7240114,0.3209874,0.04073
24,685.6284316,642.1548339,460.2920251,374.3156452,306.7510484,250.9206885,203.5823022,169.7374547,145.3478342,119.3739457,110.7944084,94.465062,134.2643172,122.049333,141.890571,153.8541753,125.6114242,109.5278052,98.7361665,81.8022273,72.191026,74.6159477,66.4780361,57.6450912,276.5806729,345.5419622,377.6092803,310.0796423,273.5282114,252.0254169,220.5527077,151.0513951,161.2479442,134.4876077,105.9164104,107.4900023,181.7470832,200.3766192,164.7229988,145.7154554,146.8804064,127.2778605,129.0619623,122.9082948,125.164446,109.2928677,101.793933,91.1198641,102.2751948,104.5293531,93.8328177,86.6236471,76.2386781,68.7131893,61.484693,52.4104719,49.4616678,43.9234382,42.1065582,40.973785,2.148073,2.7204197,0.3192336,0.0424838
25,692.3275567,648.0404491,467.0789091,375.2482922,313.6023605,258.1846876,206.687181,173.084718,149.2988433,121.6220099,112.3728728,96.8475593,135.8874954,123.8379916,143.135955,155.1939136,129.4035339,111.1431991,99.1033553,83.1492176,76.7370927,78.0901991,70.0333526,61.269611,288.6115458,356.3913842,392.8512995,323.0464059,280.1489054,256.9372388,218.1468383,149.4692562,160.4328773,135.0260867,107.2881036,108.2838454,196.8697362,208.8928272,175.3996061,154.4949161,155.0829892,133.3223483,131.7023765,127.7712056,126.8198293,113.1233944,104.0121411,94.3146751,103.7807717,109.8487867,99.7573502,90.2551943,81.4854107,72.8304491,63.6255342,54.4340258,50.7192035,45.2698366,42.3944606,40.9971779,2.1629289,2.707202,0.3162683,0.0454491
26,697.6578069,668.6613396,487.8641854,390.5715997,331.9211858,274.0349178,217.8309854,181.7274824,154.9549247,126.3442968,118.9483093,101.0391862,138.285983,126.128062,144.6720814,153.0180512,130.5557908,112.7619831,98.7374821,84.6535914,80.0721892,80.0013123,71.5640716,64.0792147,296.3893388,359.5870781,393.0856738,320.7342177,274.7951729,253.2416991,215.3031735,147.6534714,155.5418096,133.2257121,108.8867917,109.1544145,212.3763678,223.515048,182.238528,162.7601754,160.588198,138.7353722,138.0759251,131.7760047,131.0416495,117.1549066,108.4083357,97.3024643,105.98541,118.4527264,106.7132985,95.6411968,85.1850895,75.1327446,63.9302148,54.9425762,50.9615101,45.7153544,42.4123141,40.0964111,2.1010378,2.5118098,0.3165337,0.0451837
27,697.3765887,682.0774692,512.8020148,412.4028874,352.6484873,291.568335,233.2596191,191.4632285,162.0497345,131.3120226,122.2178995,103.9822613,140.5450075,128.6055247,147.1468822,157.921312,130.9139741,113.2125778,100.9971759,84.3989063,78.5104959,79.6675815,70.8666233,63.8588899,285.7260067,347.8568756,383.882896,315.6531794,269.6702365,251.632807,217.3452157,153.1478513,162.8035119,140.8436554,113.0162046,113.7506322,217.1217536,227.6556066,189.4821767,165.5521831,164.8469348,142.5951176,144.5302627,137.1026139,136.8232447,123.8428834,114.0700244,100.2273023,109.5574836,128.9132063,117.4854822,106.5523445,94.5583854,83.3062579,71.32337,62.23566,58.5331812,51.6180763,50.3678919,46.3906105,2.2900523,2.3821709,0.3135914,0.048126
28,707.1706183,695.0973645,527.3982485,436.8511796,373.0378403,309.2328579,245.2120563,198.1354885,165.9418198,135.3439007,125.6474661,107.4468312,142.0092863,129.544665,148.9724727,161.0741016,144.3099355,130.2704343,112.2085907,92.8694781,82.3741928,79.2319725,69.9685125,61.5151265,272.8331491,336.6869181,378.3248086,316.2055503,274.5655925,259.8646492,226.7762517,157.7824136,164.842524,142.3410747,115.385275,115.8038141,218.7001154,218.3348244,187.1354734,165.0042879,167.0443778,146.1970713,146.5543999,138.6346043,139.4466089,127.3684219,117.6076058,103.0116336,110.4586077,131.0523453,119.6430979,112.6053553,108.2385102,97.5056407,81.9518592,73.5100072,66.1101786,57.7020632,58.1778745,53.1108676,2.3145209,2.321039,0.3120568,0.0496606
29,716.5564943,696.3991171,518.5147948,428.9723796,366.3465287,303.5517071,238.5678719,190.3730118,160.8048424,129.5606295,120.2632017,103.2655184,142.3421357,129.7079005,148.5831623,159.441828,146.005819,128.8412889,112.4522385,92.5226952,81.7020483,76.8586187,67.4717849,58.9978222,273.4812282,338.0627254,379.3843384,324.3724045,282.9342213,267.6788202,237.89296,162.2639578,166.1247147,141.1012131,113.9448856,115.437677,226.3487728,221.0990676,194.9415264,171.3577255,179.1443762,161.4277442,157.5501035,143.617595,144.2460871,127.7680209,116.9684659,103.0582099,112.0289694,129.8194818,122.5688828,116.3577351,109.8161649,98.1404061,81.1587494,73.5441347,65.4475678,57.7385819,57.0411142,51.6423501,2.1227819,2.6726492,0.3072569,0.0544605
30,728.1098618,700.1382248,520.3052248,419.7097363,361.8604281,297.3616996,233.2765588,184.2526753,155.8297526,124.9877672,116.2381403,99.9517243,143.0248844,130.419107,147.989296,156.1005346,140.8851335,122.3811079,107.6739574,87.8853759,77.9161644,73.5823838,64.4254341,57.185619,298.3512367,343.9398694,378.2927002,325.0476319,279.8953847,263.7224638,235.287776,162.9450982,160.3443206,136.4881245,111.7683173,110.8981285,268.9866239,256.2187963,216.1113607,186.0798603,191.9166594,171.4960933,163.8754301,150.8729458,148.9860941,130.6997518,118.4730777,104.286659,113.0127423,127.5845628,120.9818903,113.2094666,106.4197407,96.9177251,80.9585907,70.8410575,62.955961,55.6889002,55.347382,50.8078925,2.1521339,2.7366784,0.3069339,0.0547835
31,724.7868008,697.8520448,518.995651,419.83669,363.0328209,297.7955561,236.0622057,182.6314698,152.9469799,122.536142,114.0203768,97.4492852,144.1684644,131.6088039,148.6105395,154.4922842,137.5853677,118.767717,104.4385991,85.3276064,75.5068593,71.6736658,62.5923118,56.0546606,322.8364411,352.8470351,385.7167037,328.9866818,282.3673867,266.6975946,236.6030464,163.7096932,158.8667551,136.8187413,112.8425298,110.4486998,301.3962911,274.3394302,241.8046983,217.0682626,221.5734288,198.15935,183.1482245,161.0949755,154.9659975,132.9831703,120.4939212,105.3666834,119.542158,128.3583805,119.1074184,110.941672,103.8543776,94.2382851,80.7238932,69.502972,61.5347232,54.6609287,53.1233961,48.7569637,2.4500747,3.1777955,0.3038878,0.0578296
32,712.1535762,693.4323111,522.082908,425.8130502,372.5903055,307.9110117,243.0756711,187.5126539,160.845122,128.4603716,122.1880472,104.28408,145.3917713,133.5686996,150.6704277,155.3441045,137.346207,118.1922547,103.2395809,84.3665599,74.4550733,71.8803558,62.906234,56.8550452,330.709691,365.9665012,390.5774973,330.5581959,280.9166304,264.6390266,234.0027298,166.2080774,163.6823198,140.3928687,117.2866854,115.3609214,303.5990266,285.8834504,254.7368387,234.3558493,242.5236041,220.5988983,210.702003,181.9022445,170.8409675,145.2849487,133.7584915,114.9742994,121.4575115,129.6807262,119.0921021,111.2942655,103.8429293,94.9864855,83.0209749,74.4600602,67.5295882,59.125076,55.3893093,48.4522549,2.6032089,3.1695104,0.3026763,0.0590411
33,723.2208707,700.222152,528.1980369,429.7456844,382.6419952,316.2009999,247.7150107,189.2984457,158.5449853,129.5097709,123.9967262,106.5581141,148.4992483,136.5582723,153.1696709,156.6368562,137.619756,119.0689926,102.2759713,83.2201861,73.2288313,70.8749524,62.2544189,56.3178932,351.3386838,381.6347462,399.663112,333.648036,278.2836931,257.6230964,225.4444406,162.0312228,156.2938176,134.8474644,114.2432419,112.101213,297.8051047,293.3835209,256.5813973,243.6161675,255.0015771,235.2872406,222.3973298,188.2110359,175.1563369,147.9760795,136.6917176,117.5418658,121.2557385,131.4213147,122.2088082,115.4339085,106.5674388,101.7090366,89.8267919,78.8013429,71.6607162,62.045168,59.4284808,51.8472196,2.5987881,3.1816267,0.2986263,0.0630911
