Time (s),North_Heat_Flux_1,South_Heat_Flux_1,North_Heat_Flux_2,South_Heat_Flux_2,North_Heat_Flux_3,South_Heat_Flux_3,North_Heat_Flux_4,South_Heat_Flux_4,North_Heat_Flux_5,South_Heat_Flux_5
,,,,,0.029649576,0.021803957,0.058118,0.0460369,0.0532346,0.0484553
,,,,,0.03032343,0.009568643,0.0602256,0.0477609,0.0555992,0.0514485
,,,,,0.025606452,0.01725493,0.0599171,0.0484314,0.0572955,0.0482398
,,,,,0.024595671,0.015843163,0.0549823,0.0493892,0.0578096,0.0470665
,,,,,0.027964941,0.016941204,0.0547767,0.0496287,0.0582208,0.0451749
,,,,,0.036388116,0.021647094,0.0572441,0.0473778,0.0568329,0.0484553
,,,,,0.026617233,0.024627491,0.0596087,0.0464679,0.0570899,0.0468271
,,,,,0.027964941,0.028078477,0.0598143,0.0448157,0.0551879,0.043379
,,,,,0.034366554,0.023372587,0.0590947,0.0449594,0.057861,0.0456777
,,,,,0.030660357,0.02823534,0.0615621,0.047306,0.0621275,0.0502273
,,,,,0.032008065,0.033254956,0.0594545,0.0477131,0.06002,0.0458932
,,,,,0.032681919,0.02666671,0.0599171,0.0475694,0.0613565,0.044672
,,,,,0.026280306,0.024156902,0.0585806,0.0422296,0.0599686,0.0456298
,,,,,0.026280306,0.027451025,0.06002,0.0462524,0.0564216,0.0431156
,,,,,0.034029627,0.029176518,0.0582722,0.0430677,0.0590947,0.0423254
,,,,,0.028975722,0.016627478,0.0579124,0.0381111,0.0606882,0.0415831
,,,,,0.03032343,0.015372574,0.0563188,0.0378956,0.0575011,0.0456538
,,,,,0.026280306,0.021019642,0.0594031,0.0367462,0.0585292,0.0457496
,,,,,0.027628014,0.027451025,0.0590433,0.0431874,0.0577068,0.0435705
,,,,,0.0336927,0.027137299,0.0591461,0.0423493,0.0575525,0.0423015
,,,,,0.035040408,0.027451025,0.0595573,0.0384942,0.0561132,0.0381589
,,,,,0.03032343,0.029960833,0.0597115,0.0335854,0.0585292,0.0380871
,,,,,0.026280306,0.024000039,0.0609966,0.0341841,0.0582208,0.0373448
,,,,,0.022237182,0.022274546,0.0568843,0.0338728,0.0591461,0.0375364
,,,,,,,0.0602256,0.0373927,0.0564216,0.0384463
,,,,,,,0.0591461,0.0408169,0.0569357,0.0405774
,,,,,,,0.0599686,0.0360518,0.0502531,0.0448396
,,,,,,,0.058375,0.0348306,0.0548795,0.0421099
,,,,,,,0.0598143,0.0292274,0.0537486,0.0404816
,,,,,,,0.0598657,0.0288443,0.0567301,0.0418226
,,,,,,,0.0603284,0.0304247,0.0552907,0.0427085
,,,,,,,0.0590433,0.0328192,0.0534402,0.0406253
,,,,,,,0.0575525,0.0291556,0.0552907,0.0432593
,,,,,,,0.0535944,0.031598,0.0560104,0.0442889
,,,,,,,0.0575011,0.0338728,0.0584264,0.0570756
,,,,,,,0.058118,0.0339925,0.0552393,0.0457017
,,,,,,,0.0573469,0.0331305,0.0560104,0.0399788
,,,,,,,0.0567815,0.0338009,0.0546225,0.0347108
,,,,,,,0.0576039,0.0340643,0.0549309,0.0351898
,,,,,,,0.0601228,0.0399548,0.0530289,0.0363391
,,,,,,,0.058118,0.0393562,0.0553935,0.0422775
,,,,,,,0.0563702,0.038566,0.0503559,0.0431395
,,,,,,,0.0553935,0.043379,0.0518466,0.0480243
,,,,,,,0.0566273,0.0388294,0.0529261,0.0500597
,,,,,,,0.0512298,0.0366983,0.0420798,0.0465158
,,,,,,,0.0484025,0.0435945,0.0505615,0.0428043
,,,,,,,0.0537486,0.039021,0.0451126,0.0391886
,,,,,,,0.0568329,0.0423015,0.0493792,0.0424451
,,,,,,,0.0580666,0.0456298,0.053286,0.0452946
,,,,,,,0.0563702,0.040314,0.0515896,0.0385181
,,,,,,,0.056216,0.0417747,0.0525149,0.0393083
,,,,,,,0.0552907,0.0400267,0.0523093,0.0439776
,,,,,,,0.053543,0.0398112,0.0541598,0.0439297
,,,,,,,0.0545711,0.0382547,0.0528747,0.0509456
,,,,,,,0.0555478,0.0370814,0.0492764,0.0530289
,,,,,,,0.0563702,0.0396435,0.0514354,0.0467792
,,,,,,,0.0579638,0.0482638,0.0538514,0.0326276
,,,,,,,0.0576039,0.0406492,0.0508699,0.0398351
,,,,,,,0.0550851,0.0373927,0.0507671,0.0450312
,,,,,,,0.0551365,0.0348066,0.049225,0.06651
,,,,,,,0.0533374,0.0339446,0.0523093,0.0594222
,,,,,,,0.0571927,0.0310472,0.0551879,0.0489582
,,,,,,,0.0516924,0.0373688,0.0553935,0.0536514
,,,,,,,0.0503559,0.0392125,0.0560618,0.0457974
,,,,,,,0.0484539,0.0402901,0.0560104,0.0444326
,,,,,,,0.046809,0.0412239,0.053286,0.0393801
,,,,,,,0.0455753,0.0358602,0.053286,0.0434508
,,,,,,,0.0438789,0.0302092,0.0557534,0.0491498
,,,,,,,0.0442902,0.0273358,0.0532346,0.0485272
,,,,,,,0.0475287,0.022858,0.0551365,0.0349024
,,,,,,,0.0521551,0.0309754,0.0551365,0.0283414
,,,,,,,,,0.0558562,0.0317656
,,,,,,,,,0.0547253,0.031143
,,,,,,,,,0.0543655,0.0216608
,,,,,,,,,0.0582722,0.0321248
,,,,,,,,,0.0561646,0.0234806
,,,,,,,,,0.0576553,0.0283175
,,,,,,,,,0.0514354,0.0408887
,,,,,,,,,0.055445,0.0451509
,,,,,,,,,0.0581694,0.0380632
,,,,,,,,,0.0564216,0.0408169
,,,,,,,,,0.0554964,0.0382068
,,,,,,,,,0.0540056,0.0401703
,,,,,,,,,0.0590433,0.042924
,,,,,,,,,0.055959,0.035956
,,,,,,,,,0.0560104,0.0332741
,,,,,,,,,0.0507671,0.0401464
,,,,,,,,,0.0537486,0.0398112
,,,,,,,,,0.0491736,0.0369377
,,,,,,,,,0.0516924,0.0367462
,,,,,,,,,0.055959,0.0401464
,,,,,,,,,0.055445,0.0409845
,,,,,,,,,0.0488138,0.0418226
,,,,,,,,,0.0539542,0.0418465
,,,,,,,,,0.0561646,0.0444565
,,,,,,,,,0.0542626,0.0415113
,,,,,,,,,0.0529261,0.040338
,,,,,,,,,0.0561132,0.0402422
