Time (s),North_Heat_Flux_1,South_Heat_Flux_1,North_Heat_Flux_2,South_Heat_Flux_2,North_Heat_Flux_3,South_Heat_Flux_3,North_Heat_Flux_4,South_Heat_Flux_4,North_Heat_Flux_5,South_Heat_Flux_5
217,0.38746605,0.493334135,0.469676238,0.627922589,0.396226152,0.506824353,0.7319289,0.8799497,0.7266342,0.7645821
218,0.372304335,0.465726247,0.455862231,0.61960885,0.368261211,0.480157643,0.6560558,0.8238223,0.7650848,0.8552383
219,0.345350175,0.42823599,0.432277341,0.595295085,0.331199241,0.445804646,0.6653086,0.8334962,0.647317,0.7950164
220,0.347708664,0.416784991,0.406333962,0.557961691,0.297169614,0.427765401,0.6975906,0.8399374,0.5786405,0.7616848
221,0.336590073,0.416471265,0.367924284,0.515451818,0.311320548,0.429020305,0.6596541,0.8097666,0.6101001,0.7762434
222,0.333894657,0.420549703,0.364891941,0.474824301,0.305592789,0.413177142,0.6116422,0.774663,0.6186847,0.794298
223,0.322439139,0.410510471,0.361185744,0.464000754,0.313679037,0.407059485,0.6318956,0.7433428,0.5677941,0.7487783
224,0.304918935,0.398118294,0.350741007,0.447843865,0.28975722,0.388863377,0.6115908,0.7227739,0.5653267,0.7580211
225,0.298854249,0.387608473,0.327829971,0.425412456,0.268193892,0.353569202,0.5894869,0.7147523,0.539573,0.7206428
226,0.289420293,0.367530009,0.317722161,0.403294773,0.247641345,0.32784367,0.5734486,0.7247135,0.5265163,0.685659
227,0.257412228,0.335216231,0.296832687,0.377098652,0.234501192,0.323922095,0.5435826,0.728425,0.5085247,0.6821391
228,0.236859681,0.299922056,0.287735658,0.368314324,0.226078017,0.30431422,0.5215815,0.6884845,0.5361289,0.7166919
229,0.242924367,0.284392619,0.266846184,0.336784861,0.198113076,0.279059277,0.5048236,0.669065,0.4729013,0.641169
230,0.266846184,0.289255372,0.25269525,0.304941672,0.183962142,0.245490595,0.4555266,0.6127461,0.4751117,0.6194986
231,0.240228951,0.28705929,0.233827338,0.306824028,0.175875894,0.232000377,0.4774249,0.5863107,0.4589707,0.600151
232,0.239892024,0.277176921,0.218665623,0.286431838,0.157681836,0.215529762,0.476037,0.567849,0.464471,0.5865262
233,0.230121141,0.270431812,0.198450003,0.25725532,0.152964858,0.190902271,0.4505404,0.5524044,0.4530078,0.5942844
234,0.226414944,0.260235717,0.185646777,0.226196446,0.12803226,0.180235587,0.4589193,0.5487408,0.4178985,0.5551341
235,0.194069952,0.244235691,0.176212821,0.213647406,0.113881326,0.160313986,0.4766539,0.5414375,0.4324974,0.5291776
236,0.184972923,0.226353309,0.160040325,0.194980709,0.108153567,0.146980631,0.4657561,0.5321229,0.4092111,0.525945
237,0.172843551,0.200941503,0.157007982,0.184470888,0.091644144,0.137411988,0.4785044,0.5258014,0.4304412,0.5327215
238,0.146563245,0.167059095,0.140161632,0.170196355,0.093665706,0.126117852,0.4730556,0.5245323,0.3967198,0.516367
239,0.142183194,0.152000247,0.136792362,0.157647315,0.096698049,0.121255099,0.4786072,0.5218983,0.4063838,0.5092553
240,0.11455518,0.135843358,0.1347708,0.142431604,0.097034976,0.121411962,0.4641626,0.5033169,0.3899344,0.5209405
241,0.123315282,0.131921783,0.12466299,0.130823742,0.096698049,0.114353127,0.4687376,0.4888061,0.3893689,0.5153134
242,0.121967574,0.129882564,0.117587523,0.126117852,0.098382684,0.106509977,0.469046,0.4779351,0.3767234,0.4926853
243,0.111522837,0.122980592,0.112196691,0.12862766,0.100741173,0.10509821,0.4673496,0.4951755,0.3977993,0.5097821
244,0.115229034,0.121098236,0.104784297,0.122510003,0.099056538,0.101333498,0.4337825,0.4851186,0.3767234,0.4752771
245,0.103773516,0.105411936,0.106132005,0.114353127,0.093328779,0.098666827,0.4245297,0.464885,0.3590403,0.4379706
246,0.085579458,0.08627465,0.095013414,0.102117813,0.085579458,0.101490361,0.4294645,0.4492727,0.3216691,0.3969766
247,0.091644144,0.078902089,0.096698049,0.101490361,0.083557896,0.100706046,0.4309038,0.445657,0.3298939,0.3857463
248,0.083894823,0.078274637,0.089285655,0.103058991,0.092991852,0.099764868,0.3921448,0.4475726,0.3263984,0.3891944
249,0.085242531,0.081411897,0.087937947,0.0941178,0.08423175,0.101019772,0.3074815,0.3838547,0.3318472,0.3924989
250,0.080188626,0.077960911,0.089622582,0.094902115,0.086590239,0.101176635,0.2885132,0.3567967,0.3352913,0.3960427
251,0.081873261,0.070431487,0.086253312,0.091294266,0.084905604,0.102117813,0.2757135,0.3425014,0.3151408,0.3807658
252,0.065700765,0.063843241,0.084568677,0.090353088,0.076145502,0.101333498,0.2706758,0.3161618,0.2960697,0.3638844
253,0.068396181,0.066980501,0.088948728,0.089725636,0.071765451,0.094902115,0.2520674,0.3009567,0.3035233,0.3772698
254,0.065363838,0.066039323,0.088948728,0.084078568,0.056940663,0.095529567,0.2425061,0.2831415,0.2745826,0.3413042
255,0.06401613,0.066980501,0.08423175,0.085960924,0.081873261,0.093647211,0.2564368,0.2928872,0.2841438,0.3586883
256,0.075134721,0.064000104,0.081873261,0.087372691,0.064689984,0.099294279,0.250628,0.2823274,0.2893871,0.3769106
257,0.073450086,0.070274624,0.076819356,0.066196186,0.073787013,0.098353101,0.250371,0.2761974,0.278952,0.3502836
258,0.0673854,0.056784406,0.072102378,0.03450986,0.084568677,0.088000143,0.2373143,0.2779933,0.2758163,0.3303134
259,0.072439305,0.058196173,0.085242531,0.045019681,0.072776232,0.078588363,0.2361834,0.2577836,0.2564368,0.3095051
260,0.085242531,0.06431383,0.089285655,0.072470706,0.065363838,0.079843267,0.2294494,0.2611359,0.2640446,0.2990411
261,0.074460867,0.067921679,0.079851699,0.073098158,0.075808575,0.09725506,0.2068828,0.2406868,0.2405528,0.2880502
262,0.067722327,0.052549105,0.079177845,0.07215698,0.068733108,0.088157006,0.2074482,0.2342934,0.2316084,0.2682237
263,0.067722327,0.029960833,0.072776232,0.073411884,0.069406962,0.0784315,0.214542,0.2263197,0.249857,0.269397
264,0.070417743,0.025254943,0.061994568,0.065098145,0.072102378,0.068705994,0.2082193,0.221818,0.2217387,0.244949
265,0.069406962,0.031686326,0.064353057,0.057254995,0.064689984,0.074980514,0.1947513,0.217891,0.22508,0.2450687
266,0.063679203,0.033098093,0.061657641,0.052862831,0.064689984,0.078117774,0.1841106,0.2062537,0.2216873,0.2540482
267,0.060983787,0.038588298,0.064689984,0.04549027,0.065363838,0.087686417,0.1798954,0.1871216,0.2074996,0.2439194
268,0.053234466,0.033254956,0.057614517,0.046588311,0.063342276,0.089098184,0.1819516,0.183865,0.2080137,0.2425066
269,0.044137437,0.053176557,0.054582174,0.043764777,0.070417743,0.068078542,0.1783532,0.1864271,0.195471,0.2298875
270,0.056603736,0.068549131,0.047843634,0.037960846,0.071765451,0.060392255,0.1876575,0.1903541,0.1812319,0.221818
271,0.044474364,0.062274611,0.051549831,0.039058887,0.063005349,0.058509899,0.1840591,0.1833861,0.1760914,0.2175319
272,0.038746605,0.046588311,0.037398897,0.047529489,0.066374619,0.058666762,0.1655021,0.1721798,0.1670956,0.2028774
273,0.053234466,0.044862818,0.050202123,0.039843202,0.065026911,0.060235392,0.1575858,0.1686599,0.1552726,0.1840087
274,0.048517488,0.03607849,0.048854415,0.034980449,0.051549831,0.07058835,0.1519827,0.1687078,0.155838,0.1801056
275,0.051549831,-0.004392164,0.054919101,0.046431448,0.055929882,0.067294227,0.1506462,0.1660498,0.1494639,0.1782379
276,0.063679203,0.003921575,0.059973006,0.052078516,0.052223685,0.063372652,0.1449917,0.1670076,0.1420616,0.1662175
277,0.060983787,0.024784354,0.054582174,0.037176531,0.049528269,0.076706007,0.1419588,0.1596086,0.1414962,0.1575254
278,0.054919101,0.025882395,0.061320714,0.035764764,0.05053905,0.076549144,0.137281,0.1560168,0.1380007,0.1563042
279,0.046495926,0.011607862,0.058288371,0.045176544,0.069070035,0.072313843,0.1325518,0.1606143,0.1402111,0.1674387
280,0.041105094,0.008156876,0.069743889,0.049411845,0.071765451,0.066039323,0.1265375,0.1548914,0.1330658,0.1474445
281,0.050202123,0.007372561,0.073450086,0.048941256,0.058962225,0.068235405,0.1272571,0.1407638,0.120883,0.1307308
282,0.042789729,0.001882356,0.037398897,0.046902037,0.002021562,0.05333342,0.1281824,0.134586,0.1132751,0.1375791
283,0.038409678,0.014745122,0.066037692,0.052078516,-0.031671138,0.04392164,0.1173874,0.1258699,0.1124526,0.1346817
284,0.024595671,0.021803957,0.069070035,0.052862831,-0.043463583,0.037019668,0.1193922,0.1304674,0.1104992,0.1203626
285,0.015498642,0.029176518,0.054245247,0.019921601,-0.007749321,0.047215763,0.1124012,0.1430386,0.1110647,0.1168187
286,0.023247963,0.03450986,0.049191342,0.004235301,0.02021562,0.05333342,0.1134293,0.1305392,0.1147144,0.120602
287,0.018867912,0.02666671,0.048854415,0.016000026,0.055592955,0.050980475,0.1117843,0.1200992,0.1107048,0.1160524
288,0.030660357,0.022431409,0.037735824,0.023686313,0.052223685,0.045960859,0.1130181,0.1115029,0.1092141,0.1098746
289,0.029986503,0.020078464,0.052560612,0.02039219,0.04716978,0.053490283,0.108186,0.1065702,0.1032512,0.1135142
290,0.034703481,0.02823534,0.019541766,0.027137299,0.039083532,0.060392255,0.1069523,0.1125804,0.0958489,0.1137058
291,0.041442021,0.029176518,0.045148218,0.035137312,0.042452802,0.055372639,0.1049475,0.1118141,0.092559,0.1033136
292,0.034366554,0.015058848,0.0336927,0.036862805,0.034366554,0.045333407,0.1059756,0.1006318,0.0951807,0.100105
293,0.031334211,0.00313726,0.038409678,0.034823586,0.017857131,0.047686352,0.0998071,0.0904072,0.0859279,0.0990753
294,0.03706197,0.022745135,0.05053905,0.037176531,0.032681919,0.043607914,0.1037652,0.0833673,0.0926619,0.0895452
295,0.035377335,0.010196095,0.0336927,0.044235366,0.042452802,0.052549105,0.1002183,0.0820504,0.0912225,0.0792248
296,0.033355773,0.009098054,0.041778948,0.047686352,0.021563328,0.053176557,0.0967742,0.0775487,0.0912225,0.0775008
297,0.042452802,0.023215724,0.032008065,0.053960872,0.020552547,0.054274598,0.087727,0.0762556,0.0924048,0.0771177
298,0.032681919,0.026196121,0.041105094,0.057882447,0.037398897,0.057882447,0.0930731,0.0758007,0.0883953,0.0884198
299,0.029986503,0.028078477,0.028301868,0.047686352,0.055929882,0.060549118,0.0950265,0.0802066,0.0833576,0.0962259
300,0.028638795,0.031843189,0.016509423,0.048470667,0.044137437,0.06117657,0.0895262,0.0812362,0.0852596,0.0873662
301,0.026280306,0.028705929,0.018530985,0.053960872,0.01684635,0.060235392,0.0886009,0.0828166,0.0824323,0.0756331
302,0.020889474,0.017098067,0.05053905,0.053647146,0.031671138,0.053019694,0.0890635,0.0772613,0.0802734,0.0774768
303,0.026280306,0.013803944,0.045148218,0.045647133,0.024932598,0.049098119,0.0878812,0.0718976,0.0789368,0.0820743
304,0.029649576,0.015843163,0.031334211,0.047372626,0.055256028,0.047372626,0.0871102,0.067827,0.083152,0.0842773
305,0.035040408,0.015058848,0.026617233,0.045333407,0.054582174,0.040156928,0.0844885,0.0627506,0.0826894,0.08569
306,0.038409678,0.016470615,0.033018846,0.034352997,0.054245247,0.033098093,0.0842829,0.0594222,0.0725627,0.0773092
307,0.038409678,0.02039219,0.036388116,0.036392216,0.053234466,0.030117696,0.0847455,0.0604519,0.0792453,0.0798235
308,0.031671138,0.021490231,0.045148218,0.018980423,0.058288371,0.022745135,0.0851568,0.0640436,0.078577,0.0794403
309,0.038409678,0.022901998,0.048854415,0.002196082,0.056266809,0.028078477,0.0832034,0.0624632,0.0714318,0.075657
310,0.026280306,0.025568669,0.05053905,0.02196082,0.048517488,0.026039258,0.0779601,0.0635887,0.0741562,0.084828
311,0.025943379,0.01411767,0.043463583,0.041568695,0.05390832,0.025411806,0.0806846,0.0655761,0.0767778,0.0964653
312,0.023247963,0.010039232,0.040768167,0.039372613,0.055929882,0.028392203,0.0837689,0.0624632,0.0806332,0.0939271
313,0.032008065,0.02196082,0.041778948,0.027921614,0.059299152,0.044549092,0.0841287,0.0655282,0.0741562,0.0803742
314,0.023247963,0.02352945,0.038746605,0.017568656,0.058288371,0.051607927,0.0839745,0.0701736,0.0767778,0.0757288
315,0.035714262,0.022431409,0.036051189,0.010509821,0.056266809,0.054117735,0.0865447,0.0644746,0.0771377,0.071299
316,0.045822072,0.025411806,0.036051189,0.012078451,0.047843634,0.05176479,0.085311,0.0671565,0.0789882,0.0657916
317,0.049191342,0.021176505,0.036725043,-0.000156863,0.050202123,0.048000078,0.0809416,0.065624,0.0744646,0.0793206
318,0.048517488,0.019607875,0.048517488,0.003921575,0.048517488,0.054117735,0.0765722,0.0651212,0.0755441,0.0674438
319,0.047506707,0.015529437,0.055592955,0.021803957,0.050875977,0.058823625,0.0767778,0.0551121,0.0782172,0.059518
320,0.041778948,0.013176492,0.054245247,0.034352997,0.048854415,0.055058913,0.0832548,0.0493892,0.0803248,0.0598772
321,0.046832853,0.015843163,0.052560612,0.022588272,0.050202123,0.051294201,0.0847455,0.042924,0.078577,0.0763754
322,0.046832853,0.013803944,0.054582174,0.009725506,0.055929882,0.052078516,0.0832034,0.0481441,0.0820211,0.0803263
323,0.04716978,0.017725519,0.052897539,0.016627478,0.048180561,0.052235379,0.0817127,0.0562854,0.0790396,0.0928257
324,0.048854415,0.01411767,0.052223685,0.021176505,0.05053905,0.053804009,0.0796051,0.062152,0.0808902,0.0922989
325,0.048854415,0.013333355,0.047843634,0.024784354,0.049528269,0.053647146,0.0838203,0.0618167,0.0706093,0.0934722
326,0.047843634,0.021019642,0.034703481,0.028705929,0.050202123,0.050980475,0.0816613,0.0599251,0.0693242,0.0751302
327,0.032681919,0.017725519,0.046158999,0.040941243,0.047506707,0.048941256,0.0751843,0.0622238,0.0752357,0.0824095
328,0.045148218,0.009568643,0.043126656,0.037490257,0.049865196,0.049725571,0.0676792,0.0636605,0.067525,0.0803024
329,0.043463583,0.007372561,0.036725043,0.041254969,0.049865196,0.049725571,0.067268,0.0544177,0.0720486,0.065169
330,0.035040408,0.003764712,0.040768167,0.037176531,0.053571393,0.041098106,0.0741562,0.0526218,0.0688615,0.0637563
331,0.025269525,-0.005803931,0.041105094,0.020862779,0.048854415,0.041725558,0.0773947,0.052981,0.0683989,0.0693594
332,0.037735824,-0.002196082,0.049528269,0.022431409,0.046158999,0.043294188,0.0814557,0.0487666,0.0778059,0.0715624
333,0.025943379,0.016156889,0.053234466,0.031686326,0.049191342,0.04392164,0.0792967,0.0472102,0.0684503,0.0754415
334,0.025269525,0.02039219,0.049528269,0.03294123,0.046495926,0.045803996,0.0801191,0.0470426,0.071586,0.0842773
335,0.043126656,0.025882395,0.046495926,0.033725545,0.037735824,0.047372626,0.0776003,0.0502033,0.074002,0.0746274
336,0.037398897,0.029019655,0.034366554,0.034980449,0.035714262,0.042039284,0.0789368,0.0559502,0.0640809,0.0663424
337,0.039420459,0.030274559,,,0.041105094,0.039843202,0.0775489,0.0560699,0.0799135,0.0821701
338,0.03706197,0.028549066,,,0.04716978,0.036549079,0.0796565,0.0572672,0.0809416,0.0819785
339,0.045485145,0.020235327,,,0.042789729,0.036235353,0.0731795,0.0560699,0.0799135,0.0688805
340,0.031671138,0.017568656,,,0.042115875,0.040470654,0.0776003,0.0601885,0.0815585,0.0638521
341,0.040768167,0.021176505,,,0.046158999,0.037019668,0.0786798,0.0703891,0.0771891,0.0680903
342,0.03706197,0.014431396,,,-0.057951444,0.035294175,0.0763666,0.0744598,0.0798107,0.0689284
343,0.039757386,0.005333342,,,-0.093665706,-0.006745109,0.0767778,0.0710835,0.0768807,0.0707722
344,0.046495926,0.002823534,,,-0.015161715,-0.007686287,0.0749787,0.0624393,0.0752871,0.0718018
345,0.038072751,0.001098041,,,0.039757386,-0.007058835,0.0806846,0.0582968,0.073488,0.0745076
346,0.036725043,-0.006117657,,,0.027628014,0.007529424,0.0802219,0.0626069,0.0756469,0.0704849
347,0.036051189,-0.008627465,,,0.023247963,0.006117657,0.07832,0.0622717,0.0746189,0.067372
348,0.03032343,-0.005490205,,,0.033018846,0.001098041,0.0798621,0.0649056,0.0746189,0.0681861
349,0.038409678,-0.000627452,,,0.004380051,-0.008941191,0.0798621,0.0646901,0.0731795,0.0689045
350,0.044811291,-0.006588246,,,-0.013814007,0.001254904,0.0758526,0.0613378,0.0740534,0.0731667
351,0.03032343,-0.00470589,,,-0.049191342,0.018196108,0.0811986,0.0652409,0.0802734,0.0915087
352,0.034703481,-0.001254904,,,-0.077830137,0.005647068,0.0781658,0.0574827,0.076418,0.0948131
353,0.044137437,0.002509808,,,-0.030997284,-0.028862792,0.0765722,0.0635168,0.0753899,0.080877
354,0.028975722,0.011137273,,,0.021900255,-0.017098067,0.078577,0.0629182,0.0771891,0.0763275
355,0.040768167,0.010509821,,,0.02358489,-0.022274546,0.0785256,0.0599011,0.0768807,0.0725441
356,0.040768167,0.009882369,,,0.018530985,-0.026039258,0.0781144,0.0581292,0.0731281,0.0691918
357,0.0336927,0.003450986,,,-0.042789729,-0.010039232,0.0762638,0.0540106,0.0748245,0.0677551
358,0.034703481,0.008784328,,,0.008086248,0.008470602,0.0755441,0.0562375,0.0728197,0.0629661
359,0.0336927,0.011764725,,,0.020552547,0.00784315,0.0726141,0.0636844,0.0757498,0.0604758
360,0.034029627,0.012235314,,,0.012129372,0.02039219,0.0724085,0.0803024,0.0781658,0.067803
361,0.034703481,0.013960807,,,-0.020889474,0.017098067,0.0738992,0.0758725,0.071843,0.0662945
362,0.02695416,0.012862766,,,0.029649576,0.011764725,0.0716888,0.0779797,0.0763152,0.059063
363,0.038409678,0.010352958,,,0.017520204,0.011607862,0.0674222,0.0698144,0.0746189,0.0655043
364,0.04043124,0.010039232,,,0.038072751,0.025725532,0.0664455,0.0716582,0.0799649,0.077405
365,0.043126656,0.014588259,,,0.046832853,0.032313778,0.0659829,0.0739569,0.0756983,0.0801347
366,0.035377335,0.005960794,,,0.043126656,0.042509873,0.0654688,0.0747231,0.0746189,0.0766388
,,,,,0.035040408,0.040000065,0.0678335,0.0610026,0.0691186,0.0657916
,,,,,0.021900255,0.037019668,0.0673194,0.0520232,0.0721,0.0620322
,,,,,0.019878693,0.035921627,0.0671652,0.0522866,0.0781144,0.057315
,,,,,0.02358489,0.034823586,0.0671138,0.0533641,0.0765208,0.0563572
,,,,,0.025606452,0.033568682,0.0711233,0.0546332,0.0791425,0.0605476
,,,,,0.029649576,0.030588285,0.0759554,0.0636605,0.0749273,0.06299
,,,,,0.031334211,0.025411806,0.0748245,0.0605955,0.0692214,0.0636844
,,,,,0.04043124,0.037960846,0.0742076,0.0615054,0.0720486,0.0637563
,,,,,0.041105094,0.046274585,0.071843,0.0709638,0.0779087,0.0574348
,,,,,0.035040408,0.040941243,0.0689129,0.0663184,0.0767778,0.0604758
,,,,,0.032681919,0.043451051,0.0743618,0.0702215,0.0732823,0.0622477
,,,,,0.034029627,0.032156915,0.0719972,0.0709877,0.0686045,0.0596377
,,,,,0.024258744,0.029490244,0.0716888,0.0630858,0.0760068,0.0587757
,,,,,0.04043124,0.036392216,0.0711747,0.0614576,0.0741048,0.0557826
,,,,,0.048517488,0.035764764,0.0718944,0.067827,0.0731281,0.0571235
,,,,,0.04716978,0.033254956,0.0731281,0.0666297,0.0732309,0.0583686
,,,,,0.048180561,0.032470641,0.0711747,0.0612181,0.0691186,0.0622477
,,,,,0.047843634,0.028705929,0.0732823,0.0598772,0.0694784,0.0633253
,,,,,0.044137437,0.02039219,0.0723571,0.0579376,0.067011,0.0596377
,,,,,0.041778948,0.024941217,0.0738478,0.0551121,0.0674736,0.0595898
,,,,,0.044137437,0.033411819,0.0712776,0.0536514,0.069941,0.0634929
,,,,,0.035040408,0.038588298,0.0725113,0.0517119,0.0752357,0.0603082
,,,,,0.038072751,0.03921575,0.074516,0.0540825,0.0747731,0.0588236
,,,,,0.043126656,0.02980397,0.0703009,0.0584405,0.0714318,0.0549684
,,,,,0.036051189,0.029647107,0.0711747,0.0578418,0.0728197,0.0574108
,,,,,0.034366554,0.030588285,0.0698382,0.0615054,0.0701467,0.0594462
,,,,,0.035714262,0.030431422,0.0678849,0.054274,0.0673708,0.0626788
,,,,,0.029312649,0.03450986,0.0679877,0.0664621,0.0702495,0.059087
,,,,,0.028975722,0.034980449,0.0680905,0.066917,0.0635155,0.0575306
,,,,,0.037398897,0.025725532,0.0680391,0.0566685,0.0679877,0.0582728
,,,,,0.0336927,0.027607888,0.0639781,0.0559981,0.0743618,0.0825771
,,,,,0.038409678,0.033882408,0.0597629,0.0538669,0.0700438,0.0789135
,,,,,0.041105094,0.033254956,0.0660857,0.0569798,0.0687073,0.0495808
,,,,,0.042115875,0.032784367,0.06917,0.0617688,0.0673194,0.0713229
,,,,,0.037398897,0.027294162,0.0608424,0.04903,0.0694784,0.076519
,,,,,0.035377335,0.024313765,0.0653146,0.0541782,0.0698896,0.077836
,,,,,0.033018846,0.027451025,0.0661371,0.0522866,0.0726655,0.0787459
,,,,,0.033018846,0.027764751,0.0570385,0.0556389,0.0690158,0.0756331
,,,,,0.038409678,0.032627504,0.0642351,0.0558544,0.0679363,0.0740766
,,,,,0.036725043,0.030431422,0.0663941,0.0549445,0.0709691,0.0738372
,,,,,0.031671138,0.029019655,0.0652118,0.0675396,0.0663427,0.0658395
,,,,,0.006401613,0.018196108,0.0654688,0.0623675,0.0659315,0.056453
,,,,,0.00673854,0.017411793,0.0618705,0.0594941,0.0619219,0.0535317
,,,,,0.01010781,0.023372587,0.0655716,0.0695031,0.0601742,0.0495329
,,,,,0.011792445,0.025568669,0.0649034,0.0539148,0.0628472,0.0557586
,,,,,0.024595671,0.023843176,0.0649548,0.0457256,0.0662913,0.0600448
,,,,,0.025606452,0.020705916,0.0656231,0.038566,0.0679363,0.0567404
,,,,,0.025269525,0.028549066,0.0679877,0.0631577,0.067011,0.0654803
,,,,,0.016172496,0.036862805,0.0661885,0.070413,0.0638239,0.0697905
,,,,,0.017520204,0.018509834,0.0645436,0.0744598,0.0594545,0.0644267
,,,,,0.027291087,0.01882356,0.0682447,0.0588475,0.0600714,0.0660071
,,,,,0.026280306,0.012392177,0.0702495,0.0769022,0.0591461,0.0733822
,,,,,0.03032343,0.004862753,0.0663427,0.0716103,0.0633098,0.0618167
,,,,,0.038409678,0.009098054,0.0653146,0.0491019,0.067268,0.0514485
,,,,,0.036725043,0.021176505,0.062693,0.0534838,0.0686045,0.0571714
,,,,,0.029312649,0.017725519,0.0644407,0.0597574,0.0703523,0.0474736
,,,,,0.031671138,0.024313765,0.0661371,0.0440016,0.0662399,0.0514006
,,,,,0.039420459,0.024627491,0.0682447,0.0478807,0.0669596,0.0604279
,,,,,0.038409678,0.019764738,0.0683989,0.0688087,0.0617163,0.0579616
,,,,,0.036388116,0.022274546,0.0678335,0.0650014,0.0573983,0.0626548
,,,,,0.038746605,0.027921614,0.0643379,0.0578658,0.0563188,0.048623
,,,,,0.037398897,0.036549079,0.0650062,0.0509456,0.055959,0.0623914
,,,,,0.035714262,0.03294123,0.0646464,0.0549445,0.0608938,0.0680903
,,,,,0.036388116,0.03764712,0.0623332,0.0569559,0.0635669,0.055136
,,,,,0.035377335,0.030274559,0.0628472,0.0520471,0.0606882,0.0594462
,,,,,0.038409678,0.027607888,0.0641323,0.0370096,0.0610995,0.0621998
,,,,,0.032681919,0.011607862,0.0630014,0.0475215,0.0581694,0.0602363
,,,,,0.036725043,0.013490218,0.0631042,0.0562854,0.0596601,0.0559981
,,,,,0.035377335,0.016941204,0.0621275,0.0574587,0.0600714,0.0595898
,,,,,0.030997284,0.014274533,0.0636697,0.0553515,0.0598657,0.0578418
,,,,,0.037398897,0.009725506,0.06002,0.0455101,0.06002,0.0489821
,,,,,0.036388116,0.009098054,0.057861,0.0493653,0.0662399,0.040338
,,,,,0.036388116,0.010196095,0.0587862,0.0502273,0.0640809,0.0400985
,,,,,0.034366554,-0.002509808,0.0608424,0.0496766,0.0618191,0.0468989
,,,,,0.039083532,-0.006117657,0.060791,0.050778,0.064852,0.0489343
,,,,,0.034366554,-0.000470589,0.0614079,0.0449354,0.0622304,0.0448875
,,,,,0.038409678,0.009568643,0.0592489,0.0369856,0.0630014,0.0434748
,,,,,0.038072751,0.018352971,0.0593517,0.0492695,0.0637211,0.0401224
,,,,,0.038746605,0.029960833,0.0595059,0.0667973,0.062436,0.0492695
,,,,,0.035714262,0.030745148,0.0613051,0.0591588,0.0607396,0.0575066
,,,,,0.026617233,0.037176531,0.0633613,0.0555192,0.0650062,0.0541543
,,,,,0.039083532,0.036705942,0.0606368,0.0718497,0.0653146,0.0456059
,,,,,0.036388116,0.040156928,0.0585292,0.0627745,0.0600714,0.0423493
,,,,,0.0336927,0.040313791,0.0566787,0.0439537,0.0621789,0.0445523
,,,,,0.027628014,0.040470654,0.0509728,0.0323403,0.064852,0.0480483
,,,,,0.022911036,0.039529476,0.0531832,0.0461327,0.0623332,0.0450073
,,,,,0.021563328,0.035451038,0.0499961,0.0666776,0.0634641,0.0429001
,,,,,0.029986503,0.031686326,0.0500989,0.0681861,0.0658801,0.0446241
,,,,,0.032681919,0.031686326,0.0585806,0.0527894,0.0657773,0.0419423
,,,,,0.036725043,0.036392216,0.057861,0.0575784,0.0633613,0.0428761
,,,,,0.033355773,0.035764764,0.0597629,0.0543219,0.0628986,0.0429959
,,,,,0.038746605,0.037333394,0.0638239,0.0465637,0.0640809,0.0431395
,,,,,0.031671138,0.037333394,0.0625902,0.0545135,0.0630528,0.0427325
,,,,,0.026280306,0.037803983,0.0634127,0.0538909,0.0635669,0.0453185
,,,,,0.037398897,0.035137312,0.0642865,0.0523584,0.0606882,0.044241
,,,,,0.037735824,0.034666723,0.0607396,0.0434508,0.0586834,0.0433311
,,,,,0.029312649,0.036705942,0.0555992,0.0513767,0.0573469,0.0505146
,,,,,0.033355773,0.037960846,0.0590947,0.0472102,0.0605854,0.0528373
,,,,,0.033355773,0.036235353,0.0617677,0.039021,0.0577582,0.0472102
,,,,,0.035714262,0.038274572,0.0590947,0.0374645,0.0599171,0.0457017
,,,,,0.035714262,0.037490257,0.0581694,0.0390689,0.0582722,0.0497005
,,,,,0.036725043,0.037176531,0.0570385,0.0523345,0.0591461,0.0504667
,,,,,0.029649576,0.037176531,0.0548281,0.0421817,0.0588891,0.0536993
,,,,,0.035377335,0.036705942,0.0555992,0.0366743,0.0555478,0.0478567
,,,,,0.034703481,0.031058874,0.0594031,0.036411,0.0572441,0.0461806
,,,,,0.029986503,0.031215737,0.0557534,0.0306402,0.0569871,0.0466834
,,,,,0.029649576,0.037490257,0.0578096,0.0304726,0.0621789,0.0456059
,,,,,0.029986503,0.039686339,0.0631042,0.0389731,0.0542626,0.0497005
,,,,,0.025606452,0.037490257,0.0653146,0.0414394,0.056473,0.0508259
,,,,,0.030660357,0.037176531,0.0613565,0.042517,0.0520523,0.0528613
,,,,,0.025269525,0.037333394,0.0649548,0.0432114,0.0503559,0.049485
,,,,,0.019541766,0.040941243,0.0622304,0.0386618,0.0530803,0.0453904
,,,,,0.02695416,0.04235301,0.0614593,0.038997,0.0510242,0.041631
,,,,,0.023921817,0.034980449,0.0612023,0.0421099,0.0570899,0.0397872
,,,,,0.023921817,0.022901998,0.0606368,0.0406971,0.0599171,0.0406971
,,,,,0.019204839,0.00941178,0.0584778,0.0399548,0.0565759,0.0437142
,,,,,0.030997284,0.023686313,0.0575525,0.0345911,0.0550337,0.0442889
,,,,,0.029986503,0.03294123,0.0590947,0.0366265,0.055445,0.0428761
,,,,,0.025943379,0.032313778,0.0616649,0.0410563,0.0513326,0.0402901
,,,,,0.028975722,0.029647107,0.0595573,0.0419902,0.0486596,0.0455101
