Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
12,516.453554,429.3141553,313.023161,280.5920119,222.5305544,192.8018335,173.744507,154.4367442,134.7275812,112.6362272,91.8613065,76.7594008,97.7020579,94.1195283,123.2530937,154.1754511,126.379135,117.1982794,102.3047522,84.7975039,83.3214975,76.7818319,71.2397456,62.8186365,104.9934058,179.8256271,203.998076,181.9156331,159.8109809,166.5505439,165.6967813,102.1540703,128.4457612,101.9467627,78.8799413,82.1358647,80.1492984,74.5246098,70.4127442,65.6196681,69.0389537,66.1364388,67.3173411,59.0309534,63.4708827,58.1254647,53.4190417,48.7561168,78.0427589,74.3867036,66.6011923,62.3712153,62.4297321,52.5057843,42.6855247,37.9875561,37.4759792,33.4894824,32.5940655,30.7687479,1.8199577,1.7993945,0.3388816,0.0192702
13,538.0959622,453.5529503,333.4247604,301.5010149,245.3459207,208.4932284,187.4794196,167.9488704,145.1054011,121.0560418,104.7953399,89.0822603,104.6988493,97.8700764,130.6848275,153.9849112,125.4196173,121.0362568,104.1527707,90.1362518,92.6049261,82.2459393,75.8038242,65.2989479,105.8256083,188.3039733,210.3080828,188.7845925,171.5399264,175.3914785,180.0179142,110.7179135,130.749402,102.5124591,79.5814211,81.4433315,85.4970136,84.8092137,79.0518713,73.1449979,76.9397356,69.774676,70.0707091,61.8948356,66.7931594,62.350746,58.4807068,53.0718314,81.438891,77.5101313,70.0340515,66.2409012,65.8638546,58.9463193,50.3328015,44.2378817,43.364808,37.5495953,35.484742,33.1538479,1.9826017,1.8677818,0.3372883,0.0208635
14,552.3413946,468.1736638,351.6087591,319.6252001,264.6110972,219.5149109,192.1117021,171.9530938,146.169948,122.1873852,105.0390398,89.8042524,112.9226795,104.4022546,155.9516407,181.3338624,139.3944878,138.6125526,121.2480362,107.3887715,106.8548023,92.145266,84.0683898,72.802252,103.61992,182.289477,209.798467,188.3665483,174.1059652,174.7719179,182.0206835,112.6330692,125.3060944,97.8717387,77.2133623,78.8842171,89.0154277,95.1299962,87.0050383,78.1696453,87.4676866,76.7540462,79.5655627,67.5032255,71.1112545,65.4693591,61.2969606,55.6062413,83.7271878,80.2947728,71.5870433,69.1168603,67.6215338,59.802431,51.7903667,46.3018799,44.6436297,40.6341173,39.083079,37.505711,1.9419921,1.8604546,0.3365724,0.0215794
15,567.7577021,486.9098551,368.7581529,337.8169679,285.3979413,235.1664028,203.7694683,180.8576016,153.4888163,123.5377652,105.4288833,90.092824,120.5334126,106.1491704,158.2152334,186.7162015,145.998278,142.7048524,124.7457639,108.2694658,103.4253037,90.8705723,81.459818,71.8787149,102.4650071,177.3488773,209.1143834,185.9299662,172.773097,179.0323205,183.7885794,110.8959108,122.7449703,96.8403432,75.86608,76.9464751,91.7896639,102.8788229,94.0615245,83.0447135,93.7028877,82.370105,87.5492531,74.6910437,81.5408121,74.0785827,70.347148,63.7600481,86.5409905,87.035757,75.4357247,81.0990881,74.6119796,65.143052,55.9536563,49.8152529,47.9890056,44.9472302,43.8553474,45.6001831,1.9082193,1.8454889,0.3314575,0.0266943
16,584.3880782,507.6518766,384.5883695,355.3963673,300.8089689,247.57292,217.5877503,193.4021114,166.7849197,135.6624027,113.3261645,94.453149,122.8523553,107.3644368,152.4717007,186.0518995,142.7120837,143.6872132,126.0099155,108.0004961,105.3675947,96.7792117,88.4642085,74.5705218,102.5720987,172.4311759,210.2130467,190.1818472,178.0571179,193.9906837,197.5019222,119.4835635,134.4305578,106.6782143,82.5704551,82.0280807,94.5225572,109.4203933,99.8759577,88.2764734,95.9054728,83.1519994,88.9597783,76.2936118,82.0123121,76.9220384,71.4204437,66.2096138,88.63642,90.0110995,77.5467036,80.4883444,74.4460588,64.8857554,56.09894,50.6535236,49.1357198,46.7726263,46.8037704,46.7012584,1.9645587,1.8760907,0.3314691,0.0266827
17,598.311895,523.4238408,406.0122839,373.697184,314.9541967,262.9494913,226.4853704,199.5839002,171.1149975,141.4873766,117.8410733,98.881461,122.6718604,108.7758544,151.3828382,184.9380776,145.0198595,143.2272482,131.297792,108.2087468,107.8825134,96.7626838,88.6865497,75.9135898,103.1007869,168.1357073,213.7732231,198.211161,181.4306937,201.8121738,208.0957367,127.337985,146.3709411,111.069165,84.4977691,83.9536104,96.8867191,113.4192873,104.4914481,91.8724171,98.2658692,83.7269436,87.5318919,76.2225732,80.8692801,76.7167309,71.072425,66.4548779,90.4749283,90.8866243,79.6199834,83.268675,76.3765941,67.4660662,57.3056901,52.1233578,50.094425,48.1480865,48.8474651,48.3424777,2.006659,1.896899,0.3304646,0.0276872
18,605.4922413,535.4055182,410.8894801,380.8723478,323.1315449,274.7408773,240.7669483,212.0570138,180.0845531,151.7650593,127.7058255,107.5378581,122.6424285,109.2067347,148.2433848,179.0765143,141.7019004,139.0575007,129.6432641,105.9537916,105.7800728,96.0313063,86.1883367,75.0495796,103.845408,171.9911528,221.2217769,211.4934169,185.0523743,199.2965974,208.0401096,127.6292317,145.9958339,114.4778393,88.0331255,88.8296823,106.4012124,119.4717405,116.4047198,99.8657216,105.5785105,93.6034405,93.2553655,78.3500825,80.6856259,76.1408868,70.9326041,66.068328,93.5804564,96.4812008,83.0067721,88.1103831,80.0207524,71.6308919,60.5314048,52.9690367,51.1023067,48.4028761,50.2417965,49.4445887,1.8543473,1.921347,0.3298988,0.028253
19,608.8216834,552.9760001,426.3482187,393.5553526,339.4462701,286.6994763,251.0559781,217.9460597,185.0864292,159.2698257,136.4243625,113.4670986,122.4797657,111.6177707,151.8299809,178.460463,145.6222452,139.1710844,127.3394341,102.3508055,99.7275047,92.7427634,83.6285201,73.4708024,105.2506224,171.2289294,222.9618083,210.4255001,189.6753862,198.5065584,204.0753972,126.520394,140.287964,112.4355086,85.9281918,89.9339416,140.498237,140.2662388,133.4715275,115.3042672,123.1670102,110.6819092,108.1165476,89.5561234,92.3158409,83.4788562,77.9488853,72.1905746,94.9871381,100.3112551,86.0965355,87.9919098,79.9102309,72.1437826,61.743147,54.0776183,52.3487891,47.9514369,49.4799845,48.5966733,1.9612688,2.1118544,0.3277628,0.030389
20,611.7722558,570.7220485,447.5552473,410.5248901,355.8331707,299.3204187,262.1155872,229.3298553,199.882778,168.3812031,145.7325583,121.198117,122.8504613,112.7796437,148.6366391,177.2387352,147.0075265,135.2701827,124.0018413,101.4832437,99.0124657,92.1314653,84.7802574,75.8643629,106.5410035,169.9301148,217.2201538,202.970317,182.5187828,191.7138975,197.3423312,125.8615509,135.5515088,107.8840822,85.0089529,91.8664984,146.6730586,155.2403727,146.2209142,128.6292987,136.2932815,121.4413794,124.4108284,105.4738762,105.567596,91.4939228,81.5469241,75.8664555,96.8429309,102.7077656,90.6009588,95.3721734,86.2739807,79.3925127,76.0662194,65.0599392,59.9415876,55.4444967,55.3294043,55.579466,1.8534735,1.9602578,0.3271509,0.0310009
21,616.6746251,571.8489265,456.4676095,429.3723847,370.1044476,316.9996889,280.6047607,248.2989071,218.7906592,185.0669938,157.5027095,129.4662114,128.6652262,118.5192896,156.914666,184.8442401,161.5019954,144.3113183,130.3650678,105.0080549,98.5106088,94.7868062,86.26965,78.404059,107.4958812,168.8242484,212.0944977,198.881204,177.5488043,189.619611,189.954231,127.456328,140.2424312,109.8883797,85.6848971,91.7748451,139.4405433,150.9599582,141.8566372,126.5272509,131.1414689,117.4963392,118.9634224,103.8029539,103.5921418,90.1050286,79.2250567,73.8659585,98.8200108,105.8757903,99.014359,101.188514,92.8450614,84.1725444,78.7792108,67.7618978,63.7906255,62.0303216,61.6444415,59.8371715,2.1294131,1.8482904,0.3262388,0.031913
22,633.8567402,581.9081831,462.2723888,436.5640681,374.5370447,325.0761092,293.3098914,251.9965873,221.0678679,190.4203967,164.3161668,135.8200513,140.4042813,123.6065329,164.4023624,189.7387301,171.6107881,157.247534,141.8593897,115.8125876,106.2072975,100.6403165,90.2146251,80.3270866,107.9198079,167.1406018,215.8801804,208.9474713,189.0339055,205.4889783,210.0116514,138.1043928,153.1486856,117.9284041,91.5391135,93.9083283,135.7280051,145.9758262,136.9631326,124.1675845,129.4932525,114.8228191,118.2148214,103.8482737,101.4437636,90.3537824,81.8112358,74.4496722,101.2487573,108.8967335,100.7880095,101.192926,91.8414817,83.587581,79.7157035,68.6721519,65.8419441,62.8585731,59.742286,58.6185115,1.9830643,1.8984315,0.3232253,0.0349265
23,647.9286998,603.259384,475.2492687,442.1915936,380.473155,332.4555003,298.9334222,255.8523229,223.6954468,189.9040619,165.6564745,137.436726,139.6629366,123.1619958,165.2254518,189.2334969,168.3719562,154.1710326,136.6261129,115.4724738,113.4949319,101.9240701,90.873623,82.2389882,109.6388432,168.9121925,229.0297193,225.5286476,205.9920378,227.9232643,235.1014823,150.3821328,165.9150713,129.8687054,98.5607066,97.6761008,136.4375249,147.439985,139.0803464,124.6808791,137.7998983,124.5155528,132.054706,114.2896605,107.9058685,96.7104218,86.6387466,77.8635962,101.6950193,107.3164582,98.2996537,98.8155049,92.5431874,84.2205505,80.2000453,72.1858782,68.3562046,64.6858956,62.0545333,59.312368,1.9324309,1.9969418,0.3197846,0.0383672
24,649.1872877,611.4724469,486.2878906,455.5661215,388.8454747,339.3215891,306.3088787,270.4545384,231.5581652,195.0976529,168.322139,141.5264886,143.7340647,124.9830746,166.2766426,190.9818842,167.6309261,160.1043878,140.7504032,114.1025837,109.582094,100.4945405,91.8475,82.673732,110.8579806,173.8574525,235.2915029,237.4899541,217.173927,239.027003,247.2833661,158.1211141,173.8792639,140.6113039,110.030591,105.2319549,139.3772242,147.8542727,138.9405136,126.5182602,142.2225409,128.6055004,134.1247928,118.9994134,114.3504447,102.1498525,90.1859898,79.3013601,102.0445554,106.3748706,97.5000844,97.6223914,94.1310938,83.2489476,76.7652898,68.4749385,65.5376464,62.2468329,59.6661771,56.670353,1.9394219,1.9596592,0.3177987,0.0403531
25,663.5971746,613.4487235,488.588378,455.4797296,386.8244596,338.2700918,307.2458472,270.8917891,230.4886219,193.4275343,167.6741509,138.2997223,147.2154625,127.6778819,176.7488298,200.7120372,186.4056564,170.9482349,150.7776834,123.5682075,117.8430459,103.2620753,89.1940767,80.9280134,112.1673819,177.1132397,241.7221862,244.5302367,226.911451,247.4968853,255.5106631,167.2609746,189.0945558,151.9659871,119.9443399,115.8258652,138.0301607,146.5436677,137.93263,125.4560838,137.7289901,123.7630855,127.4291705,116.7748661,111.6011927,101.5613281,90.0153495,79.5280224,104.0635268,107.1248926,97.9417277,98.1204844,93.0465173,82.6555283,75.3623106,67.5157418,65.1680993,61.2868144,58.7955308,55.2884464,2.175009,2.0605879,0.3177063,0.0404455
26,672.9286357,613.3260691,496.322473,462.8631907,392.8438435,345.0514962,309.2038405,270.0348623,234.0897399,194.9088194,166.4133868,136.6304272,153.0995429,132.3299818,182.8572615,210.3703465,192.7511202,180.8961042,162.6239145,138.9014568,130.4278316,110.3383587,91.7710562,81.9472278,113.7032974,176.2010772,243.773109,246.2424523,234.745898,254.4750054,258.8861319,165.9726815,190.5833945,153.0383247,118.9318321,120.2439037,138.3201432,145.4058045,138.1991672,125.5655344,136.6040848,122.0767374,125.6534043,117.7929364,115.524856,104.0677707,92.335666,82.4974026,106.8643556,109.9263321,99.6547131,101.8446575,98.4326215,87.7213526,81.208539,70.0052509,65.8583603,61.8419207,59.7774883,55.9942093,2.3347229,2.0708364,0.3170597,0.0410921
27,673.2647298,621.8670927,513.4884815,476.6710196,406.3616084,354.0237289,309.4215523,270.7380545,236.1747161,199.625106,170.6913401,139.4776082,150.4853657,133.1462338,189.6799834,217.6635674,197.1884341,188.2589389,164.5190512,139.1659879,128.0064686,107.5866955,90.3226784,81.0347647,116.0593674,179.4264617,251.6879206,249.0833109,233.8097396,252.7606307,259.4766364,166.5596794,189.1453126,150.0699596,118.0071603,122.0588941,140.3952176,150.1084819,142.091353,128.0556152,137.0728835,121.6713814,126.2729493,120.9062303,119.3102726,107.3527421,95.745506,85.537163,110.1873215,114.257378,109.1627683,109.0677754,109.2153102,100.8511576,93.7814583,81.3549412,73.9128382,66.2468234,64.6666384,59.729352,2.1542415,2.072752,0.3158358,0.042316
28,669.930929,636.2148016,531.830144,496.4115378,431.4530338,381.2033851,333.0552335,292.6832158,251.8451995,209.1220272,183.4840942,150.0323631,150.1183671,133.7537092,193.6407556,221.7340096,198.1763903,193.7600417,172.5557899,143.2382024,128.6254205,107.057916,93.1651883,85.3552375,117.2890263,183.0870381,253.4838959,246.1609986,229.3953929,244.1461148,246.5575224,161.6931335,180.9157044,146.4428581,117.8686002,122.7461745,141.5269638,155.3460647,147.3684488,131.9202868,138.851318,122.1968552,127.3705399,122.5189286,121.8221722,109.9475897,98.4052364,88.3376376,111.8427811,116.8774571,114.0108436,114.504584,115.6710104,105.9131974,97.7554738,83.9983304,78.5267324,68.5209308,67.8343381,62.7449997,2.2183944,2.0047958,0.3133419,0.0448099
29,670.464834,648.0881826,546.3914937,509.2630243,444.98532,394.3772108,349.7510437,310.3191591,266.0840066,216.1689606,188.6657721,155.5222359,151.1352753,137.9009262,193.0465981,230.0255888,203.9589436,199.9059996,175.1570005,142.5112392,130.7172867,111.6828271,99.5353395,90.7644215,118.0592205,182.4641755,249.0519234,243.8167988,222.8807209,234.3236842,232.5622666,154.3340266,173.0708427,139.082842,112.5389572,120.480301,143.5505199,159.4905925,152.1642215,134.6780937,143.6390696,130.2643231,134.3974149,126.8145315,124.3537683,112.017035,99.6710151,90.3038274,113.5231348,117.8401003,116.659584,121.5132179,119.4518715,109.6861439,98.6574985,90.5714654,84.044777,72.1361799,68.9525697,62.4976055,2.1137861,1.9637299,0.310109,0.0480428
30,678.3133736,662.4510423,556.4309788,522.2368707,456.2539584,405.7334278,361.1617642,319.1392576,274.4824218,228.1654857,195.9913523,158.6774646,155.541995,148.0038119,205.6874962,243.2109811,213.4349725,206.2963079,179.840525,139.8151868,127.6745949,111.9171446,100.3353737,93.8416978,119.031884,180.5027678,248.0131716,245.8058301,221.5557642,230.807194,228.8289892,150.499634,164.5622314,135.0731373,109.6128217,118.4415653,146.7944709,166.6460786,159.4901616,139.0105017,145.8799931,132.0412234,135.1503324,130.0551144,132.6479635,116.1353617,102.1094999,92.5205254,115.1040905,119.0190924,117.4037189,121.263771,118.5784367,109.1605757,99.5577571,92.1390211,89.9531875,75.8674312,70.8341212,64.4212514,2.2977116,2.0019702,0.3085965,0.0495553
31,695.0599922,672.7654709,559.5626718,525.7245015,458.1371837,402.6962426,358.6876764,315.5680452,269.5399331,225.3161349,193.2799527,157.8802791,160.9019962,151.8240919,209.4117427,239.7066296,210.4867074,201.6908922,179.112507,141.3947116,128.7540246,112.4903758,97.669886,89.5923069,121.1611959,185.9775151,258.6796998,256.8669682,233.9829753,242.5277152,245.7019879,156.8783881,179.9971845,144.715181,116.0338445,122.4409343,151.8530172,173.9323781,166.9948583,146.2444661,150.8388395,133.6832253,136.7709731,132.8076854,135.6245505,117.7122978,103.0660029,92.1552519,116.6546963,120.571963,119.7527595,123.1839215,118.9872529,108.0224361,97.5987486,89.505361,88.5097022,74.6961624,70.5243135,65.5500217,2.3305077,2.1665211,0.3066914,0.0514604
32,697.5745428,678.3889572,567.3308843,530.5380037,460.7126097,400.9917578,354.2039781,307.8443282,264.1188105,223.7804611,192.6370671,159.0409691,159.507185,153.8782704,202.636232,242.3638442,207.9729961,195.2607175,173.7670189,137.0263355,124.0554064,108.6356095,94.1785924,85.8718504,124.3971224,192.4457048,272.255805,273.8986977,249.4182201,261.9146622,267.6354791,170.0707227,194.6876238,152.54407,122.6183975,125.6920499,155.0831039,180.1040198,172.9146701,154.4399115,159.5452483,138.8800267,140.1639377,133.9344985,134.5303776,117.0957846,102.817894,92.3754258,118.2606857,122.4347543,121.4596687,124.9160376,121.8836226,109.5655892,97.1538596,88.3863249,88.367626,76.2688506,71.1530933,65.8521922,2.4140915,2.3132089,0.3047402,0.0534116
33,699.6362659,682.9390307,572.2068991,532.4631734,464.2155625,400.6350632,349.9895192,303.2008014,259.8803271,221.4614082,191.9457336,159.0540761,157.4454497,156.6708239,197.2806716,231.6364017,201.587535,185.6468607,169.7612873,132.7757749,120.3942617,106.9279314,93.334144,84.3303661,128.7932609,205.8102263,290.2187852,292.0677846,262.2539767,274.1141174,274.9993688,176.8082626,195.6256042,153.2337323,124.4575437,126.7517031,158.0521566,183.0168537,173.9203421,157.7708777,164.7146211,147.8367362,151.9153545,143.3048361,142.7899726,122.9887335,107.8822503,96.9246132,119.8111404,126.1540558,124.6502846,124.8679115,122.4547223,111.7268692,97.485108,88.8420737,88.336489,76.4753987,72.1478035,67.9557323,2.2524756,2.4018059,0.3024771,0.0556747
