Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
0,59.5265733,53.3923306,49.543341,42.4444776,38.931434,35.1197558,31.7716404,28.8929991,27.1716481,25.8451936,25.5032166,24.5647733,34.1417667,28.696186,29.6664496,28.185114,27.2121427,25.4472802,24.5487608,23.0586968,22.4840445,22.4919375,21.7296663,21.239199,47.7002124,72.4077125,54.7796084,57.6705481,42.5797731,30.2505218,26.9688973,38.6055265,24.0628843,26.1467621,34.3622175,22.8420343,61.9122805,55.2235794,49.299701,45.7695438,41.3726335,37.6166266,35.6344973,33.3075495,30.3998096,28.7088909,27.6812092,26.3281654,49.674901,44.4093371,39.7506942,36.2413287,32.9654167,31.5010764,29.8185533,28.4684698,26.8022268,25.8555973,24.9289595,24.389895,0.028638795,0.013019629,0.3604338,0
1,59.2174784,53.0411931,49.2043927,42.092151,38.6503364,34.9219816,31.6371059,28.7791739,27.0953872,25.8126623,25.4789962,24.5208844,33.8016749,28.5767168,29.5196952,28.0697288,27.1019658,25.3701267,24.4809973,23.0272245,22.4571018,22.4960681,21.7254588,21.2471263,47.236625,71.6276611,54.5917815,57.225412,42.2592868,30.0996395,26.8586612,38.5095321,24.0262759,26.0977352,34.0801141,22.8106757,61.4353406,54.9463507,48.9564445,45.4141022,41.0559085,37.3376905,35.3950471,33.1261069,30.3126596,28.616654,27.5768228,26.2535077,49.2410731,44.0838475,39.4983669,36.0726832,32.8720513,31.3981838,29.811488,28.4210769,26.7751519,25.8220702,24.9207265,24.381659,0.040094313,0.022901998,0.3601337,0.0003001
2,65.8538553,60.3789763,53.8790312,43.4914456,39.250262,35.1486964,31.7954619,28.8573802,27.2072938,25.8665396,25.5018938,24.5490839,35.2716106,29.6439855,30.2679758,28.5506907,27.4362371,25.6571699,24.6658216,23.2220831,22.559262,22.6205556,21.8158997,21.3387307,50.748831,73.2035436,55.7269353,57.53957,42.1817892,30.2393873,27.0007472,38.608683,24.1209121,26.1250132,33.9261513,22.8796988,71.9070044,64.550588,52.4674598,48.1556753,44.6569539,39.7768706,36.5231456,33.2311061,30.4250535,28.6027938,27.5818087,26.2852992,60.1539403,48.391314,41.6216065,37.1537391,33.5490587,31.8602028,30.1564706,28.6298614,26.9095064,25.9580953,25.0338214,24.4475252,0.715296021,0.410824197,0.359949,0.0004848
3,114.3171151,98.4424158,79.3393534,57.1943473,48.1753278,40.2057482,34.8365819,30.0107369,28.3626397,26.4633817,26.7508786,25.4179816,40.9371938,33.7594708,33.5127651,30.9237809,29.3913823,27.0206307,25.5351806,24.0158823,23.0180682,23.0917525,22.1323673,21.6465774,66.7324219,87.5185222,65.2606354,63.1686677,44.010944,31.4662629,28.1664803,39.467451,24.8845772,27.3909089,34.5128625,23.5043752,112.9915661,108.95662,83.7447399,73.6438745,70.6542262,61.2228388,47.2183715,38.6987623,34.9633058,31.2619675,31.6267346,28.1235405,82.6756579,63.9335766,51.1175901,46.0326063,37.4351536,36.5673862,33.2974749,30.1594924,28.0037067,26.6540871,25.4736419,24.6958473,1.133759355,0.994197694,0.3454527,0.0149811
4,179.7478803,153.3592299,110.6473679,84.7981364,69.714076,52.3522343,41.2828668,34.9777027,31.5959201,29.15492,30.9351926,29.0938862,46.7133496,38.0810813,36.9506482,33.5417391,31.4909013,28.3759969,26.770524,26.0072185,25.7083565,24.927507,23.6887699,22.7321561,90.254438,120.4382796,96.7441857,79.047664,52.7982109,37.5607926,31.9819108,41.5349868,28.5340256,30.7541451,37.5070297,25.7351944,124.8065573,136.2447531,113.3279081,92.6083571,88.3940582,77.9519803,60.1612505,46.4246451,43.4572352,36.470053,35.1605654,31.2901579,90.2409331,75.5829574,56.841311,49.2311689,40.094257,40.0272381,38.0627727,33.7185141,31.0488122,29.210697,27.4868864,26.3577269,1.318732278,1.275139327,0.3494923,0.0109415
5,261.5343161,213.2074149,143.6776437,102.8817553,87.56473,64.9957711,51.2560708,40.5928992,37.2733811,34.0540493,36.2104551,35.3946677,57.025051,45.4807951,42.1267452,40.4668521,34.2432257,30.6884254,28.2016514,28.6206157,28.3429692,26.8273344,26.4493994,25.5766738,112.8185785,140.1232603,112.5906782,88.9571699,58.9986717,42.3294513,40.935943,46.0015863,34.2976208,35.8079301,41.3082048,28.8632251,164.451368,177.1724149,143.8800616,112.7964244,113.0723704,99.9265833,80.090216,61.3419414,57.3213609,47.1963682,43.6515805,38.4434271,92.5791808,81.9424326,60.873643,52.9534655,43.5484846,44.8522014,40.8663807,36.0589526,32.6478613,30.4203615,29.6157987,28.214791,1.428907407,1.454276873,0.347611,0.0128228
6,316.6722038,253.1458488,167.4822259,118.0838165,98.9229447,72.3392869,57.8072534,44.4924508,41.8051348,39.1703999,40.710172,38.8597477,62.8886606,50.4768694,47.24613,50.8191064,39.8234592,36.4423897,32.848715,31.3427961,32.2042198,29.1296323,29.6132421,28.6102052,111.3353702,145.8253468,126.8487631,99.4534245,64.985987,47.1135211,47.3334433,50.5338555,37.7238821,38.5986892,43.0189893,31.4072147,168.1948794,189.6734793,171.7810016,130.521056,124.6507962,109.4175368,86.707842,68.4024074,62.7699658,53.200715,48.6920415,43.8247807,95.5995046,85.0589256,64.6618377,57.3934859,45.988356,46.6810556,44.4376949,40.5476332,38.8606809,33.9996728,33.111997,31.3274018,1.505052909,1.584786889,0.3467107,0.0137231
7,357.2337793,296.8839213,192.6972862,136.11254,119.0692354,80.4701778,64.3730236,49.3065419,45.5424056,41.4950315,43.3105264,41.6144862,66.742169,53.7539161,50.0740787,52.0144669,41.4877531,37.3680298,32.5634173,30.6861098,30.7698605,28.6696185,29.3271201,29.0239194,110.5587051,143.3773462,137.5971769,112.5783081,74.5188594,55.0501569,52.0331589,53.1481226,42.2143116,42.4743444,45.5601869,34.9658321,166.598028,185.360924,170.6631583,141.1324842,134.3985358,116.7155685,94.0234107,75.6841021,75.1417908,60.9348481,54.8116526,49.4692801,97.1652204,88.7474166,69.1539247,63.5896633,51.3439594,51.6301128,48.907544,42.0890886,38.9215888,34.7552663,34.989999,32.5640434,1.658691621,1.666826238,0.3438253,0.0166085
8,393.0632678,341.2702589,241.5876802,184.168048,160.6319638,118.4193097,82.1067854,69.9562529,63.1497659,54.9638735,52.9694101,48.5385258,73.5108278,59.2288287,55.6632135,55.1670749,43.9786215,38.8102704,34.6885103,35.881608,34.1377538,31.6073245,34.047753,31.9232506,108.7067441,143.3504509,153.9163558,133.9506901,98.1798287,68.1007692,58.6978942,56.5563072,48.4979019,47.5819342,48.1417205,38.5585205,186.8955561,183.2583961,164.0997909,135.950074,130.1521018,119.0492004,107.9424247,89.1167794,87.4760625,70.5168365,62.5974594,56.6335018,98.4631062,92.2987679,77.0206455,77.1791206,63.394467,60.9494767,54.8556913,45.9081878,40.8821809,35.641406,35.7078607,32.6933898,1.880726514,1.723453781,0.3420017,0.0184321
9,414.5078148,363.6640827,278.1048302,225.2307585,195.9274286,154.1353789,106.3336416,92.5671294,78.7567051,70.5491055,65.1194302,56.8585466,96.297624,68.7749076,61.6108041,59.2605998,49.8271226,43.0951872,38.2490815,38.7539987,35.4727031,33.9334801,37.0103065,34.8772295,108.3846982,150.6126308,164.2210778,143.9850581,102.8027804,79.0696533,70.7979094,59.8326646,50.5857138,50.9083936,49.7486492,41.5102239,210.6448842,186.1102193,161.8725015,134.0832519,134.3447603,128.6985878,118.2235771,99.5248274,94.3102249,78.672586,70.4411708,63.5351842,100.7998267,103.3201309,96.4941821,100.4365409,75.9916392,76.6704078,61.5742989,51.5298449,48.0100259,40.9881976,39.6888443,35.5034907,2.006063358,1.862904988,0.3409976,0.0194362
