s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 1.8200659E+002, 2.3097116E+001, 3.6580528E+001, 5.9900421E+001, 7.9463899E-001, 3.3284295E-001, 9.8246461E-001, 2.2374510E+001, 2.6591135E+001, 3.3786083E+001, 1.2099051E-001, 1.0166695E-001, 1.9261558E-001,-4.3497977E-001, 2.7025777E-001, 2.3990122E+001,-6.7639917E-001, 2.8916740E-001, 2.4252401E+001,-6.8304402E-001, 7.8043371E-002, 2.4458809E+001,-2.7698398E-001,-1.2757804E-002, 2.7403688E+001,-2.5847882E-001,-4.0852118E-002, 2.6925303E+001,-5.2541715E-001,-1.9573314E-001, 2.1984573E+001,-3.8860327E-001,-2.0638992E-001, 2.1215281E+001,-5.2331537E-001,-2.3804489E-001, 2.1024120E+001
 1.8301229E+002, 2.2930588E+001, 4.0910984E+001, 6.3612709E+001, 7.9963791E-001, 2.4404266E-001, 8.4533888E-001, 2.2097784E+001, 2.6664612E+001, 3.3199821E+001, 1.1339746E-001, 9.5575057E-002, 7.7303745E-002,-4.3359777E-001, 4.7213420E-001, 2.7165878E+001,-3.1970051E-001, 4.1187900E-001, 2.6601526E+001,-4.0187567E-001, 1.4735980E-001, 2.5787167E+001,-1.5999149E-001,-5.9962317E-002, 2.6962519E+001,-3.2940951E-001, 1.0442583E-001, 2.5984762E+001,-5.0901055E-001,-3.3071265E-001, 2.2574678E+001,-3.6529276E-001,-2.2406033E-001, 2.1725414E+001,-3.6230180E-001,-1.0725401E-001, 2.1245443E+001
 1.8402083E+002, 2.4019081E+001, 3.9135937E+001, 6.1859955E+001, 7.6004452E-001, 3.3360279E-001, 1.2129687E+000, 2.2021982E+001, 2.6790697E+001, 3.2746948E+001, 1.0587908E-001, 1.3370182E-001, 1.2996426E-001,-1.4282906E-001, 3.2246295E-001, 2.7702023E+001,-2.8697810E-001, 2.6256138E-001, 2.7071695E+001,-4.8074552E-001, 2.4707671E-001, 2.5036173E+001,-5.3495497E-001,-4.2998813E-002, 2.6226517E+001,-1.9605739E-001,-2.3567122E-001, 2.7636305E+001,-4.6602347E-001,-1.2690048E-001, 2.2177370E+001,-4.9350831E-001,-9.6709318E-002, 2.0938244E+001,-5.8880782E-001,-1.4040217E-001, 2.0831602E+001
 1.8501894E+002, 2.6755983E+001, 4.1051098E+001, 5.9479282E+001, 6.7252046E-001, 4.8435754E-001, 1.1774265E+000, 2.1916292E+001, 2.7303478E+001, 3.4566319E+001, 9.3055815E-002, 1.8467425E-001, 3.9525518E-001,-3.6251348E-001, 2.9724616E-001, 2.6104418E+001,-4.7206789E-001, 2.4688455E-001, 2.5000151E+001,-5.2007645E-001,-1.2300884E-001, 2.4086046E+001,-5.8969527E-001,-1.5958448E-001, 2.3661547E+001,-4.9078366E-001,-7.2336763E-002, 2.5448473E+001,-6.6777718E-001,-3.2857329E-001, 2.2115316E+001,-5.6780809E-001,-2.5449640E-001, 2.1142370E+001,-7.2140634E-001,-2.7293706E-001, 2.0878418E+001
 1.8601060E+002, 2.8059742E+001, 3.4383415E+001, 5.8936745E+001, 6.9406402E-001, 4.3862614E-001, 1.2562485E+000, 2.1875259E+001, 2.7903368E+001, 3.4994629E+001, 8.1749022E-002, 1.8313277E-001, 4.5916381E-001,-6.1009395E-001, 5.9025300E-001, 3.0869827E+001,-4.7716391E-001, 5.1528668E-001, 2.9722555E+001,-3.5841084E-001, 1.4751731E-001, 2.8250160E+001,-4.1490775E-001, 1.5622848E-001, 2.7691916E+001,-2.9304838E-001, 5.7625633E-002, 2.7733034E+001,-6.6203356E-001,-1.5431604E-002, 2.3747555E+001,-2.5915202E-001,-9.5335610E-002, 2.1339487E+001,-6.2521589E-001,-1.9014679E-001, 2.1077814E+001
 1.8700970E+002, 2.6995701E+001, 2.9460691E+001, 4.9930241E+001, 5.2086437E-001, 4.0804389E-001, 9.8894811E-001, 2.1905376E+001, 2.8182459E+001, 3.2342091E+001, 7.5604267E-002, 1.6702405E-001, 3.0437860E-001,-4.2993242E-001, 2.3541112E-001, 2.8771812E+001,-3.9534447E-001, 1.9166645E-001, 2.6943874E+001,-5.1427495E-001, 1.8011729E-001, 2.4958385E+001,-4.5046446E-001, 2.7939653E-001, 2.5637226E+001,-4.5590740E-001, 1.3394816E-001, 2.6396458E+001,-4.5899677E-001,-5.3067207E-002, 2.2441404E+001,-3.6725828E-001,-1.3830209E-001, 2.1152771E+001,-7.7501893E-001,-1.8910718E-001, 2.0648590E+001
 1.8801755E+002, 3.0216154E+001, 3.2098392E+001, 6.3695038E+001, 5.4701608E-001, 2.9876238E-001, 1.2756644E+000, 2.1913242E+001, 2.8671907E+001, 3.3847408E+001, 6.2607504E-002, 2.0407142E-001, 3.0687025E-001,-1.0905133E-001, 1.6248475E-001, 2.7438051E+001,-3.2729471E-001, 2.6882440E-001, 2.7916332E+001,-4.0041590E-001, 3.8366371E-001, 2.8281788E+001,-4.8043489E-001, 4.7555980E-001, 2.7811449E+001,-3.7514895E-001, 2.5994252E-002, 2.8016825E+001,-5.6648183E-001,-6.5500662E-002, 2.4505947E+001,-7.0827425E-001,-1.9713274E-001, 2.2219612E+001,-8.8040060E-001,-3.3127701E-001, 2.0554888E+001
 1.8900259E+002, 2.8948910E+001, 3.7556396E+001, 6.3026936E+001, 7.4028903E-001, 2.5778797E-001, 1.2536235E+000, 2.1883821E+001, 2.9214447E+001, 3.9901062E+001, 5.0575703E-002, 2.0756090E-001, 6.3756889E-001,-1.9297226E-001, 1.8810073E-001, 2.8216084E+001,-1.3045840E-001, 3.0413011E-001, 2.7400351E+001,-2.9841641E-001, 4.4222093E-001, 2.6180309E+001,-4.0595436E-001, 3.1437111E-001, 2.6534260E+001,-4.8438591E-001, 1.6549152E-001, 2.5243011E+001,-4.7485241E-001,-2.0868878E-001, 2.3290686E+001,-6.8376994E-001,-2.4930561E-001, 2.1679859E+001,-9.3294781E-001,-3.2924265E-001, 2.0385456E+001
 1.9002306E+002, 2.5490385E+001, 4.0922829E+001, 6.4455429E+001, 9.1098565E-001, 1.6000132E-001, 1.0439351E+000, 2.1838978E+001, 2.9189636E+001, 3.4560726E+001, 3.9606635E-002, 2.1003573E-001, 8.1309652E-001,-2.9358730E-001, 4.3219170E-001, 2.9241047E+001,-3.9731866E-001, 4.6361119E-001, 2.8937378E+001,-2.4456012E-001, 3.6034411E-001, 2.8010033E+001,-3.5547540E-001, 2.0963362E-001, 2.7181808E+001,-5.2795851E-001, 5.3437915E-002, 2.4498026E+001,-4.0814140E-001,-1.8752484E-002, 2.4092939E+001,-5.4965681E-001,-2.7971846E-001, 2.2005468E+001,-8.4102976E-001,-3.3760104E-001, 2.0614264E+001
 1.9101970E+002, 2.4409388E+001, 4.6156242E+001, 6.5791794E+001, 1.0079101E+000, 2.3905355E-001, 1.3794906E+000, 2.1777651E+001, 2.8940323E+001, 3.4400158E+001, 3.4149814E-002, 1.9874796E-001, 3.4761798E-001,-3.6704689E-001, 5.4468310E-001, 2.7863729E+001,-4.0039462E-001, 4.3155745E-001, 2.7625223E+001,-3.7700799E-001, 1.4323351E-001, 2.6893148E+001,-3.9575312E-001, 4.5025427E-002, 2.7645113E+001,-5.6795216E-001,-5.1253248E-002, 2.6788570E+001,-4.2597538E-001,-1.4224051E-001, 2.9169615E+001,-3.9386001E-001,-2.5167656E-001, 2.4489523E+001,-8.7833875E-001,-2.9367480E-001, 2.1024269E+001
 1.9201146E+002, 2.5163511E+001, 4.1482746E+001, 6.6294594E+001, 1.0208561E+000, 2.8025746E-001, 1.3022978E+000, 2.1755037E+001, 2.8701649E+001, 3.3097034E+001, 4.3143660E-002, 1.5284647E-001, 3.2138696E-001,-1.9527994E-001, 4.1458714E-001, 2.6506666E+001,-3.6900222E-001, 3.6785519E-001, 2.5915686E+001,-3.0864382E-001, 8.5658468E-002, 2.5163931E+001,-5.3025484E-001, 2.1159144E-002, 2.4445810E+001,-4.8367777E-001,-1.7064038E-001, 2.3331045E+001,-6.6324431E-001,-1.9916825E-001, 2.3439981E+001,-2.5552186E-001,-2.4260682E-001, 2.6526192E+001,-6.2214923E-001,-4.8929605E-001, 2.3752087E+001
 1.9301087E+002, 2.7384367E+001, 3.9542587E+001, 6.0532261E+001, 7.9333425E-001, 3.4463379E-001, 1.0987053E+000, 2.1746372E+001, 2.8816874E+001, 3.5703590E+001, 6.4740531E-002, 1.4628570E-001, 3.9652565E-001,-5.1027441E-001, 1.3758448E-001, 2.7432112E+001,-4.6220356E-001, 1.1348530E-001, 2.7673447E+001,-4.1584364E-001, 7.7344403E-002, 2.8183630E+001,-4.4390261E-001,-6.1730679E-002, 2.7516081E+001,-5.3471255E-001,-1.6085722E-001, 2.4981104E+001,-9.3530709E-001,-3.7481764E-001, 2.1255400E+001,-7.1349269E-001,-2.4495199E-001, 2.2125483E+001,-4.6351296E-001,-2.2904573E-001, 2.2319122E+001
 1.9400518E+002, 3.3184666E+001, 4.3698429E+001, 6.9093079E+001, 5.4917222E-001, 5.7963222E-001, 1.3795747E+000, 2.1742538E+001, 2.8902433E+001, 4.2673611E+001, 7.4023843E-002, 1.3184553E-001, 8.4967548E-001,-4.9942583E-001, 4.6562722E-001, 2.8151958E+001,-6.8853033E-001, 4.4365683E-001, 2.8031096E+001,-5.5024499E-001, 1.5205292E-001, 2.7785927E+001,-6.4686060E-001, 1.2281550E-001, 2.5102249E+001,-5.0402969E-001,-4.5874052E-002, 2.4741682E+001,-8.2635868E-001,-1.5363754E-001, 2.1471546E+001,-8.4650785E-001,-3.7427744E-001, 2.2107929E+001,-7.2046077E-001,-2.3179305E-001, 2.2095789E+001
 1.9501524E+002, 2.9426357E+001, 4.9142120E+001, 6.7052544E+001, 6.3073379E-001, 8.3330023E-001, 1.1428730E+000, 2.1818823E+001, 2.8862679E+001, 3.7142677E+001, 8.0862820E-002, 1.3454583E-001, 7.8354019E-001,-5.9356195E-001, 5.2509767E-001, 2.9779177E+001,-3.6761013E-001, 3.3882615E-001, 2.8491526E+001,-4.6804094E-001, 2.8680333E-001, 2.7168203E+001,-6.3514096E-001, 1.5280885E-001, 2.5468128E+001,-6.7767841E-001,-3.9302863E-002, 2.4404526E+001,-8.3323610E-001,-2.4052791E-001, 2.2576250E+001,-9.8845679E-001,-3.8492337E-001, 2.1235186E+001,-7.7545923E-001,-4.0058979E-001, 2.1133404E+001
 1.9600917E+002, 3.2525650E+001, 4.0200928E+001, 6.4194885E+001, 6.9956833E-001, 4.5794925E-001, 1.2013237E+000, 2.1975027E+001, 2.8863293E+001, 3.4120430E+001, 8.0529697E-002, 1.3114905E-001, 4.0465292E-001,-4.5146051E-001, 3.9298478E-001, 3.2502140E+001,-1.7687513E-001, 3.8535160E-001, 3.0825600E+001,-4.5521027E-001, 2.3039602E-001, 3.1508686E+001,-3.7843204E-001, 1.5685169E-001, 3.1632769E+001,-5.3395498E-001, 1.2051241E-001, 2.8552095E+001,-7.1779788E-001,-1.6170709E-001, 2.5316927E+001,-9.2425662E-001,-3.7155938E-001, 2.2224701E+001,-8.1780869E-001,-3.8624623E-001, 2.1793665E+001
 1.9700604E+002, 2.9973219E+001, 3.9500626E+001, 6.2831715E+001, 7.0262903E-001, 2.4094412E-001, 1.6774427E+000, 2.2099947E+001, 2.9087715E+001, 3.2743721E+001, 7.8726128E-002, 1.2116533E-001, 2.2601339E-001,-4.4939792E-001, 4.5317224E-001, 2.9964634E+001,-1.2993973E-001, 2.5810838E-001, 2.8295048E+001,-1.4031360E-001,-2.1586893E-001, 2.7612579E+001,-2.5383428E-001,-1.3065654E-001, 2.8965044E+001,-4.3794078E-001,-5.3647637E-002, 2.9055929E+001,-6.7468727E-001,-5.2249492E-003, 2.5373577E+001,-8.1168020E-001,-1.9853403E-001, 2.3024256E+001,-6.3338190E-001,-1.5279546E-001, 2.2550610E+001
 1.9801012E+002, 2.7381754E+001, 3.7662178E+001, 6.7777237E+001, 8.5079104E-001, 3.5020927E-001, 1.3749913E+000, 2.2226654E+001, 2.9323704E+001, 3.2583694E+001, 7.2486237E-002, 1.1923099E-001, 1.2086040E-001,-3.6202642E-001, 2.3948406E-001, 2.9026859E+001,-5.0243205E-001, 3.1958076E-001, 2.8165533E+001,-5.9202290E-001, 1.7274144E-001, 2.7706987E+001,-6.6144526E-001,-1.2280243E-003, 2.5279598E+001,-6.3088721E-001, 7.3170834E-003, 2.4126390E+001,-6.9054663E-001,-3.6914578E-001, 2.2989759E+001,-7.8075260E-001,-3.3792409E-001, 2.2150436E+001,-5.7329428E-001,-1.8155074E-001, 2.2744785E+001
 1.9901365E+002, 2.8975531E+001, 3.8527637E+001, 6.9293884E+001, 8.3339202E-001, 3.4127617E-001, 1.2457789E+000, 2.2404549E+001, 2.9536764E+001, 3.4646378E+001, 6.1462734E-002, 1.1628299E-001, 2.8853923E-001,-3.7987113E-001, 2.5568372E-001, 2.9062389E+001,-4.8651513E-001, 3.0516008E-001, 2.8877970E+001,-5.2551031E-001, 4.3939496E-003, 2.7920307E+001,-6.6192776E-001, 4.5929411E-003, 2.7610985E+001,-7.1378243E-001,-1.9827560E-001, 2.6039679E+001,-7.9022253E-001,-4.2544267E-001, 2.3982887E+001,-7.9562753E-001,-4.9283537E-001, 2.3235247E+001,-8.6457872E-001,-3.8377595E-001, 2.1195196E+001
 2.0000410E+002, 3.0522509E+001, 3.8342014E+001, 7.4711914E+001, 5.6092376E-001, 3.3121219E-001, 1.3663483E+000, 2.2552313E+001, 2.9676979E+001, 4.1933678E+001, 4.9836725E-002, 1.3551733E-001, 6.4051580E-001,-6.5268254E-001, 3.8999361E-001, 2.6861073E+001,-8.0221629E-001, 3.5493633E-001, 2.7027645E+001,-7.0835441E-001,-1.2464583E-001, 2.6545116E+001,-8.6359465E-001,-1.8174797E-001, 2.4851542E+001,-9.0267193E-001,-4.7689927E-001, 2.2350376E+001,-7.8612942E-001,-4.2830420E-001, 2.1160229E+001,-8.6417496E-001,-4.3690455E-001, 2.1641100E+001,-8.9806771E-001,-4.4319060E-001, 2.1113560E+001
 2.0101018E+002, 3.4210526E+001, 4.1944637E+001, 6.0838097E+001, 4.9491093E-001, 3.4284851E-001, 1.2798318E+000, 2.2568966E+001, 2.9774796E+001, 4.1158562E+001, 4.1652251E-002, 1.5385336E-001, 6.0957712E-001,-6.8353605E-001, 2.6647615E-001, 2.6702385E+001,-7.3048407E-001, 2.1428286E-001, 2.9690607E+001,-7.5144833E-001, 1.5326661E-001, 2.9709829E+001,-4.8208842E-001,-2.3882426E-003, 2.8139675E+001,-6.0888726E-001, 1.3116082E-002, 2.6201612E+001,-7.0460081E-001,-2.1521123E-001, 2.4848591E+001,-7.9932612E-001,-2.1449880E-001, 2.4260641E+001,-1.0873547E+000,-4.7102529E-001, 2.2092892E+001
 2.0201179E+002, 3.4215073E+001, 4.5055691E+001, 7.5368607E+001, 5.0045013E-001, 5.4779518E-001, 1.6716406E+000, 2.2466532E+001, 2.9899733E+001, 4.0509090E+001, 3.7363317E-002, 1.5035877E-001, 4.8825794E-001,-6.0725325E-001, 4.7960323E-001, 3.0421179E+001,-5.7126743E-001, 3.4338787E-001, 3.0555298E+001,-4.6974185E-001, 1.7333309E-001, 3.0856127E+001,-4.4942462E-001, 1.5464659E-001, 2.9587029E+001,-5.0756830E-001, 4.9992573E-002, 2.8290628E+001,-4.4243318E-001,-1.2555535E-001, 2.6782177E+001,-5.2502966E-001,-3.2983723E-001, 2.5038830E+001,-9.3171376E-001,-4.4890857E-001, 2.3578245E+001
 2.0300204E+002, 3.2793167E+001, 4.1488091E+001, 7.2830597E+001, 7.0203555E-001, 4.5542327E-001, 1.3991116E+000, 2.2336025E+001, 2.9889574E+001, 3.7921154E+001, 3.7412141E-002, 1.3163400E-001, 4.9830449E-001,-1.3264318E-001, 4.4590545E-001, 2.8800882E+001,-2.5594145E-001, 1.4223914E-001, 2.7842049E+001,-3.8891914E-001, 1.4173491E-001, 2.6076935E+001,-2.8177211E-001, 3.4350190E-002, 2.5497761E+001,-8.0056632E-001, 8.1913866E-002, 2.4276699E+001,-9.3075532E-001,-2.3778975E-001, 2.3957092E+001,-6.8073553E-001,-2.1963301E-001, 2.4383089E+001,-4.2859083E-001,-2.6344141E-001, 2.4279514E+001
 2.0401174E+002, 3.2845222E+001, 4.2476688E+001, 6.9018051E+001, 7.0975119E-001, 3.4202084E-001, 1.4585103E+000, 2.2279680E+001, 2.9770287E+001, 3.6257870E+001, 4.1513130E-002, 1.1594138E-001, 2.1377409E-001,-6.2980253E-001, 3.5501969E-001, 2.8010084E+001,-5.2582508E-001, 2.5977069E-001, 2.6983606E+001,-5.7306194E-001, 6.4980887E-002, 2.6030993E+001,-4.6096021E-001,-8.2375191E-002, 2.5279263E+001,-5.7519871E-001,-1.0617645E-001, 2.5036505E+001,-8.2501447E-001,-3.2314590E-001, 2.4788622E+001,-6.3175917E-001,-1.6220997E-001, 2.4970575E+001,-3.9528620E-001,-1.3082688E-001, 2.4653992E+001
 2.0500254E+002, 3.3121452E+001, 4.5199959E+001, 7.6978058E+001, 6.3008124E-001, 4.8044989E-001, 1.6303411E+000, 2.2374371E+001, 3.0109545E+001, 3.5553967E+001, 5.6203537E-002, 1.3991228E-001, 1.4598958E-001,-6.4285332E-001, 4.5441833E-001, 2.9257669E+001,-6.6237032E-001, 3.5873389E-001, 2.8860701E+001,-6.4809227E-001, 1.2961054E-001, 2.8085354E+001,-5.8333361E-001, 1.9598149E-001, 2.6541574E+001,-7.2520649E-001, 1.4933112E-001, 2.5113966E+001,-6.5766793E-001, 1.2895904E-002, 2.4977959E+001,-3.9370468E-001,-3.2236420E-002, 2.4943396E+001,-3.3299014E-001,-3.4038022E-002, 2.4392513E+001
 2.0600858E+002, 2.6028666E+001, 3.7547676E+001, 7.1648247E+001, 8.1517839E-001, 2.4173857E-001, 1.2744628E+000, 2.2547005E+001, 3.0798101E+001, 3.8657227E+001, 7.1286134E-002, 1.5348126E-001, 1.4859486E-001,-5.0440836E-001, 3.3516410E-001, 2.9109205E+001,-5.5408525E-001, 3.9291328E-001, 2.8924711E+001,-7.0222014E-001, 1.7966832E-001, 2.8250450E+001,-6.2783104E-001, 4.8066873E-002, 2.7567245E+001,-5.7785428E-001, 3.3765338E-002, 2.6834082E+001,-4.8839951E-001,-2.0667061E-002, 2.4810486E+001,-5.7865351E-001,-6.2710650E-002, 2.3625635E+001,-5.6779444E-001,-2.4224105E-001, 2.3273291E+001
 2.0700608E+002, 3.0302872E+001, 4.9099892E+001, 7.7399734E+001, 6.8176764E-001, 2.0933409E-001, 1.5889522E+000, 2.2643244E+001, 3.1316637E+001, 4.6037708E+001, 7.7562451E-002, 1.4580998E-001, 8.0017763E-001,-5.4389995E-001, 5.1461196E-001, 3.0143705E+001,-7.5270396E-001, 4.9795577E-001, 2.8751368E+001,-7.6334059E-001, 2.8158402E-001, 2.7632324E+001,-7.0668876E-001, 1.0978144E-001, 2.6961361E+001,-8.0881345E-001,-5.2685622E-002, 2.4843531E+001,-5.9457475E-001,-2.9774550E-001, 2.5467249E+001,-5.1646316E-001,-3.1767327E-001, 2.4909367E+001,-2.8063884E-001,-2.3229086E-001, 2.3017042E+001
 2.0801125E+002, 3.0343300E+001, 4.3406143E+001, 7.7576965E+001, 6.1111510E-001, 3.4745613E-001, 1.4087645E+000, 2.2581881E+001, 3.1429533E+001, 4.1539955E+001, 7.6745868E-002, 1.5871480E-001, 6.4434433E-001,-5.0683844E-001, 4.2244241E-001, 3.0963223E+001,-5.7244623E-001, 3.0764017E-001, 2.9115492E+001,-6.8533868E-001, 1.1039165E-001, 2.8342937E+001,-8.5911995E-001,-9.9185213E-002, 2.4918095E+001,-9.0874088E-001,-2.3890071E-001, 2.3802868E+001,-6.4771968E-001,-2.1311967E-001, 2.4493088E+001,-4.7637022E-001,-6.4761102E-002, 2.4342453E+001,-2.5621903E-001, 7.5086102E-002, 2.3256832E+001
 2.0900699E+002, 3.4183952E+001, 4.7687664E+001, 7.4606270E+001, 5.9003788E-001, 4.1583282E-001, 1.6274183E+000, 2.2605118E+001, 3.1583961E+001, 3.7436638E+001, 7.3333330E-002, 1.8220145E-001, 1.9542743E-001,-5.1321471E-001, 1.6326274E-001, 2.8931902E+001,-4.7561285E-001, 4.5917530E-002, 2.6871714E+001,-6.0702282E-001, 3.5083432E-002, 2.6249607E+001,-1.0530077E+000,-1.1502206E-001, 2.5381252E+001,-1.0595306E+000,-1.0721941E-001, 2.5102215E+001,-8.7431580E-001,-2.9803169E-001, 2.4979147E+001,-6.8510067E-001,-3.5621431E-001, 2.4055893E+001,-3.0867532E-001,-3.0089435E-001, 2.3551090E+001
 2.1000831E+002, 3.9113255E+001, 4.6160599E+001, 7.2042923E+001, 6.6703194E-001, 3.9303437E-001, 1.3894377E+000, 2.2732756E+001, 3.1659929E+001, 3.7574390E+001, 6.8990074E-002, 1.9190219E-001, 1.5168993E-001,-7.9215991E-001, 3.0839825E-001, 3.1800970E+001,-6.8707299E-001, 2.6759377E-001, 2.9727098E+001,-6.7903417E-001, 3.1382482E-002, 2.7270918E+001,-8.3664984E-001,-1.5042004E-001, 2.5615961E+001,-1.0354996E+000,-2.2067383E-001, 2.3482199E+001,-5.6978917E-001,-3.0191809E-001, 2.8171419E+001,-7.1936005E-001,-3.0999273E-001, 2.6069799E+001,-4.4069803E-001,-1.7716540E-001, 2.4204891E+001
 2.1100202E+002, 2.9294931E+001, 3.6422600E+001, 8.0698830E+001, 8.8510251E-001, 6.9144803E-001, 1.5701735E+000, 2.2905600E+001, 3.1818739E+001, 4.2044079E+001, 6.1361115E-002, 1.5093492E-001, 2.9151663E-001,-6.1401874E-001, 5.7196915E-001, 3.1954937E+001,-4.2683965E-001, 2.9413611E-001, 3.0357552E+001,-6.5545946E-001,-1.0335808E-001, 2.8803524E+001,-8.5995269E-001,-2.1601237E-001, 2.6182652E+001,-7.4933475E-001,-2.6932386E-001, 2.4234398E+001,-5.9925973E-001,-1.6870399E-001, 2.3987427E+001,-4.9943149E-001,-1.0184705E-001, 2.5911432E+001,-3.6218947E-001, 1.2631488E-001, 2.4852715E+001
 2.1201348E+002, 3.2114059E+001, 3.5206211E+001, 7.4275703E+001, 8.0081654E-001, 3.7491205E-001, 1.3900979E+000, 2.3096710E+001, 3.2197636E+001, 4.5018429E+001, 4.1146833E-002, 1.2308821E-001, 3.4345147E-001,-3.9277089E-001, 4.4422919E-001, 3.2073902E+001,-5.0110096E-001, 4.4122097E-001, 3.0503637E+001,-7.3360676E-001, 1.6447653E-001, 2.7126225E+001,-7.8047055E-001,-3.7652817E-002, 2.5740456E+001,-8.7496591E-001,-1.1539552E-001, 2.4709908E+001,-8.3413398E-001,-2.2409216E-001, 2.3726686E+001,-2.1732914E-001,-1.0265013E-001, 2.5059811E+001,-2.6152685E-001, 1.4962591E-001, 2.5382790E+001
 2.1300719E+002, 3.3470409E+001, 3.6825447E+001, 7.9058746E+001, 6.5349948E-001, 3.0568212E-001, 1.7014825E+000, 2.3268387E+001, 3.2610359E+001, 4.3717644E+001, 3.2953918E-002, 1.2285013E-001, 2.5595054E-001,-6.0386842E-001, 2.9901320E-001, 3.0553413E+001,-7.3790854E-001, 2.8248310E-001, 3.0245274E+001,-8.8277841E-001, 2.7462432E-001, 3.0180159E+001,-9.7957408E-001, 2.6675358E-001, 2.8754210E+001,-8.5545123E-001, 2.2913123E-002, 2.8359367E+001,-7.6961756E-001,-9.0737924E-002, 2.5489273E+001,-2.4738139E-001, 1.3051066E-001, 2.4991274E+001,-2.8500026E-001, 1.5033905E-001, 2.4823000E+001
 2.1400790E+002, 3.6405628E+001, 5.0611465E+001, 7.7447487E+001, 6.5550095E-001, 3.5975215E-001, 1.6062589E+000, 2.3363398E+001, 3.2998772E+001, 4.4201847E+001, 4.3933265E-002, 1.3592456E-001, 3.7198985E-001,-6.5617126E-001, 4.8708916E-001, 3.0800320E+001,-4.7066206E-001, 2.5568968E-001, 3.0585215E+001,-7.4598777E-001, 5.7922345E-002, 3.0465462E+001,-7.9569799E-001,-1.1026931E-001, 2.8556171E+001,-7.5549418E-001,-1.5436631E-001, 2.8592854E+001,-3.4701109E-001,-2.1544482E-001, 2.5632963E+001,-1.8859099E-001,-1.9373228E-001, 2.5075722E+001,-2.0937212E-001,-4.3971974E-002, 2.3737463E+001
 2.1500825E+002, 3.9797577E+001, 5.4773621E+001, 7.6300255E+001, 7.5753814E-001, 4.1393918E-001, 1.5415521E+000, 2.3341415E+001, 3.3241383E+001, 4.6035282E+001, 4.0214099E-002, 1.4051101E-001, 3.2018954E-001,-7.1650946E-001, 2.4955203E-001, 3.4781723E+001,-5.8030760E-001, 2.4108757E-001, 3.4176174E+001,-7.2000104E-001, 9.8699398E-002, 3.2227142E+001,-7.7779269E-001, 1.9620495E-001, 2.8122597E+001,-7.4124777E-001, 8.1919566E-002, 2.5630178E+001,-3.1765762E-001, 1.7265932E-001, 2.4555101E+001,-3.8786897E-001, 1.7287654E-001, 2.4275988E+001,-3.8514486E-001,-1.1925524E-001, 2.3550631E+001
 2.1601837E+002, 2.9264866E+001, 5.7613178E+001, 8.1642433E+001, 9.2372382E-001, 3.9285460E-001, 1.2988225E+000, 2.3260647E+001, 3.3779903E+001, 4.3701511E+001, 3.2113798E-002, 1.3960789E-001, 1.5569511E-001,-4.3472427E-001, 4.0845349E-001, 2.9326637E+001,-6.8662059E-001, 3.7967542E-001, 2.9154064E+001,-8.4149247E-001, 1.8254124E-001, 3.0958067E+001,-8.9905852E-001, 1.3756387E-001, 3.0211597E+001,-8.2431167E-001,-4.9195372E-002, 2.8823849E+001,-5.5045593E-001,-1.1946557E-001, 2.7291071E+001,-4.1290668E-001,-2.8472158E-001, 2.6463058E+001,-5.1841366E-001,-3.6777908E-001, 2.4920864E+001
 2.1701445E+002, 2.5670200E+001, 5.3792828E+001, 7.7827080E+001, 8.9023495E-001, 2.3426923E-001, 1.2836161E+000, 2.3139114E+001, 3.4529686E+001, 4.3347363E+001, 2.3808978E-002, 1.2794246E-001, 4.5747733E-001,-7.0101446E-001, 4.0343580E-001, 3.2230106E+001,-7.7047378E-001, 2.8995630E-001, 3.0553047E+001,-8.1643212E-001, 1.9001240E-003, 2.8537153E+001,-9.7442603E-001,-2.0453985E-001, 2.6394474E+001,-1.0758725E+000,-2.6090881E-001, 2.4156784E+001,-1.2102830E+000,-3.9470536E-001, 2.2763916E+001,-8.5914028E-001,-3.3813956E-001, 2.3702126E+001,-2.5703365E-001,-2.8883323E-001, 2.5752596E+001
