s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.5855556E-007,-2.9241390E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6147970E-007, 0.0000000E+000, 0.0000000E+000
 1.0027370E+000, 2.3887189E+001,-4.4754111E+000, 3.1010780E-001,-4.1371651E-001,-2.9798068E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8451959E+001, 1.9305190E+001, 7.1245550E-004, 7.1245550E-004
 2.0003831E+000, 6.4393606E+001,-1.2275987E+001,-1.6620212E+001,-8.3664584E-001,-5.4361283E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4681212E+001, 3.4655325E+001, 1.4270030E-003, 1.4270030E-003
 3.0031757E+000, 7.6340606E+001,-1.4479623E+001,-6.3951150E+001,-1.0948532E+000,-6.0097709E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1039417E+000,-3.1910296E+000, 1.5747663E-003, 1.5747663E-003
 4.0038557E+000, 7.8401764E+001,-1.4904355E+001,-6.3628952E+001,-1.0770151E+000,-6.0582739E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2787040E+000,-1.2146169E+000, 1.5962846E-003, 1.5962846E-003
 5.0013175E+000, 8.2434904E+001,-1.5700104E+001,-5.3306996E+001,-1.0280932E+000,-6.0698505E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2403850E+001, 1.2393640E+001, 1.5992118E-003, 1.5992118E-003
 6.0026746E+000, 8.0047005E+001,-1.5234960E+001,-6.7055908E+001,-1.0432189E+000,-6.1030158E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2183237E+000,-3.2931848E+000, 1.5996086E-003, 1.5996086E-003
 7.0006790E+000, 8.0493443E+001,-1.5218314E+001,-6.3776113E+001,-9.1619131E-001,-6.0145054E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9779638E-001, 5.7681058E-001, 1.5996625E-003, 1.5996625E-003
 8.0001879E+000, 8.0503874E+001,-1.5396540E+001,-6.0183018E+001,-1.0692948E+000,-6.0103344E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8047702E+000, 3.8490106E+000, 1.5996698E-003, 1.5996698E-003
 9.0024710E+000, 8.1112408E+001,-1.5503969E+001,-6.6465255E+001,-1.0040279E+000,-5.9736447E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8764221E+000,-1.8668174E+000, 1.5996708E-003, 1.5996708E-003
 1.0003098E+001, 7.8190064E+001,-1.4896907E+001,-6.7613825E+001,-1.2135892E+000,-6.1895786E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4923826E+000,-5.5404471E+000, 1.5996709E-003, 1.5996709E-003
 1.1003346E+001, 7.9433709E+001,-1.5125030E+001,-5.6836485E+001,-8.0657082E-001,-6.1151347E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6090575E+000, 6.6595079E+000, 1.5996709E-003, 1.5996709E-003
 1.2004033E+001, 8.1376271E+001,-1.5556867E+001,-6.3293900E+001,-1.1625915E+000,-5.9776396E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3349753E+000, 1.3569344E+000, 1.5996709E-003, 1.5996709E-003
 1.3003267E+001, 8.0336213E+001,-1.5318348E+001,-6.5277729E+001,-9.1305245E-001,-5.9637912E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1963407E+000,-1.1788802E+000, 1.5996709E-003, 1.5996709E-003
 1.4000189E+001, 8.0661985E+001,-1.5333363E+001,-7.1952805E+001,-1.1202975E+000,-5.9425991E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8806879E+000,-7.7504232E+000, 1.5996709E-003, 1.5996709E-003
 1.5001856E+001, 7.9996489E+001,-1.5286383E+001,-5.6208614E+001,-8.8019647E-001,-6.2724479E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5872424E+000, 7.6150231E+000, 1.5996709E-003, 1.5996709E-003
 1.6001595E+001, 7.9560791E+001,-1.5129430E+001,-6.6981371E+001,-1.0929607E+000,-6.1496709E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5413285E+000,-3.6491210E+000, 1.5996709E-003, 1.5996709E-003
 1.7001583E+001, 7.8747219E+001,-1.4954195E+001,-6.4223471E+001,-1.0801968E+000,-6.1954760E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6123484E+000,-1.5168392E+000, 1.5996709E-003, 1.5996709E-003
 1.8003408E+001, 8.0854597E+001,-1.5399195E+001,-6.6324232E+001,-1.0249969E+000,-6.1383006E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9825105E+000,-1.8999650E+000, 1.5996709E-003, 1.5996709E-003
 1.9001505E+001, 8.0618743E+001,-1.5315484E+001,-6.4038224E+001,-1.1640855E+000,-6.1746320E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1261277E-002, 9.4775032E-002, 1.5996709E-003, 1.5996709E-003
 2.0000547E+001, 8.0868581E+001,-1.5437325E+001,-6.0824343E+001,-1.2066997E+000,-6.1967191E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3392483E+000, 3.3940170E+000, 1.5996709E-003, 1.5996709E-003
 2.1003021E+001, 7.8322821E+001,-1.4860448E+001,-6.4633986E+001,-9.4156123E-001,-6.1835014E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1145479E+000,-2.1193574E+000, 1.5996709E-003, 1.5996709E-003
 2.2004110E+001, 7.9992683E+001,-1.5199963E+001,-6.2034660E+001,-1.0821209E+000,-6.1003153E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6027778E+000, 1.6698393E+000, 1.5996709E-003, 1.5996709E-003
 2.3001720E+001, 7.9556250E+001,-1.5147118E+001,-6.6846935E+001,-1.3532664E+000,-6.1084057E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9720938E+000,-3.7971778E+000, 1.5996709E-003, 1.5996709E-003
 2.4002203E+001, 8.2262697E+001,-1.5751699E+001,-5.8663371E+001,-1.2201089E+000,-6.0013559E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7287045E+000, 6.6215176E+000, 1.5996709E-003, 1.5996709E-003
 2.5003853E+001, 7.9809192E+001,-1.5191927E+001,-6.5043350E+001,-9.0788272E-001,-6.2745214E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4431763E+000,-1.3402421E+000, 1.5996709E-003, 1.5996709E-003
 2.6000774E+001, 7.7874058E+001,-1.4768058E+001,-6.4608026E+001,-1.1459471E+000,-6.1238821E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6999822E+000,-2.6540970E+000, 1.5996709E-003, 1.5996709E-003
