s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-3.7282533E-003, 4.3054611E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7282528E-003, 0.0000000E+000, 0.0000000E+000
 1.0009949E+000, 2.1381231E+001,-4.1247607E+000, 2.6517204E-001,-4.3410411E-001,-2.4613412E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6765247E+001, 1.7085076E+001, 7.0249695E-004, 7.0249695E-004
 2.0014684E+000, 6.2101432E+001,-1.1596901E+001,-1.4890447E+001,-5.3588262E-001,-3.6916842E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5145937E+001, 3.5074510E+001, 1.4263634E-003, 1.4263634E-003
 3.0012960E+000, 7.6261056E+001,-1.4269203E+001,-5.8102135E+001,-6.7905214E-001,-3.9330969E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2470095E+000, 3.2067331E+000, 1.5747121E-003, 1.5747121E-003
 4.0010071E+000, 7.9047553E+001,-1.4751238E+001,-6.3287249E+001,-5.8130818E-001,-3.9208553E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0229881E-001, 4.2383798E-001, 1.5962618E-003, 1.5962618E-003
 5.0005732E+000, 7.9695985E+001,-1.4879040E+001,-6.9252341E+001,-5.7721742E-001,-3.7882467E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0440451E+000,-5.0164014E+000, 1.5992086E-003, 1.5992086E-003
 6.0009384E+000, 7.7582131E+001,-1.4554607E+001,-5.5969079E+001,-4.8622185E-001,-3.8278599E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4833511E+000, 6.5683953E+000, 1.5996084E-003, 1.5996084E-003
 7.0009422E+000, 8.2191845E+001,-1.5371689E+001,-6.8354344E+001,-6.1976972E-001,-3.7943817E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0719817E+000,-2.1577520E+000, 1.5996625E-003, 1.5996625E-003
 8.0017138E+000, 8.0126046E+001,-1.5001251E+001,-6.3760734E+001,-5.4972729E-001,-3.8049972E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9231644E-001, 8.1052910E-001, 1.5996698E-003, 1.5996698E-003
