s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF7_Wall_CL","GHF8_Wall_CL","GHF9_Wall_CL","GHF10_Wall_CL","GHF11_Wall_CL"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-8.3587968E-006,-7.5360797E-006,-7.2018885E-006,-6.9795285E-006,-6.9996856E-006,-7.2352245E-006,-7.5053788E-006,-8.0795668E-006,-8.6768555E-006,-1.0402928E-005,-1.2055245E-005
 1.0051932E+000, 3.0442778E+002, 8.0257188E+001, 2.2820208E+001, 2.0003178E+001, 2.0002072E+001, 2.0001123E+001, 2.0000788E+001, 2.0000433E+001, 2.0000239E+001, 2.0000173E+001, 2.0000084E+001, 4.1070075E+001, 2.1286002E+001, 2.0071955E+001, 2.0025920E+001, 2.0016917E+001, 2.0009258E+001, 2.0006242E+001, 2.0003442E+001, 2.0002303E+001, 2.0001256E+001, 2.0000839E+001, 2.7017829E+001, 2.1340010E+001, 2.0268075E+001, 2.0070653E+001, 2.0041430E+001, 2.0021126E+001, 2.0014261E+001, 2.0008272E+001, 2.0005842E+001, 2.0003515E+001, 2.0002527E+001, 6.0498208E+000, 1.3716164E+000, 2.7355841E-001, 6.8576832E-002, 3.9227399E-002, 1.9681230E-002, 1.3240081E-002, 7.6799733E-003, 5.4352211E-003, 3.2909253E-003, 2.3801121E-003
 2.0006058E+000, 9.5776741E+002, 5.6750543E+002, 4.3904335E+002, 3.1545557E+002, 2.7009465E+002, 1.9523660E+002, 1.5413038E+002, 1.2027172E+002, 1.1556903E+002, 1.1060182E+002, 1.1202598E+002, 3.1050245E+002, 1.4082460E+002, 1.0956830E+002, 8.6583727E+001, 7.0500399E+001, 4.7010791E+001, 3.8035447E+001, 3.2532001E+001, 3.1246896E+001, 2.7478019E+001, 2.5645448E+001, 9.1040170E+001, 6.2002976E+001, 5.2712246E+001, 4.3078118E+001, 3.7525501E+001, 2.8939671E+001, 2.6608258E+001, 2.4824310E+001, 2.4036951E+001, 2.2593049E+001, 2.1715546E+001, 3.1544788E+001, 2.0674891E+001, 1.6459973E+001, 1.1780555E+001, 9.2417765E+000, 5.2453085E+000, 4.0362354E+000, 3.0465652E+000, 2.6137600E+000, 1.7926996E+000, 1.2538244E+000
 3.0020788E+000, 1.1282313E+003, 8.2528360E+002, 6.6694795E+002, 5.1801789E+002, 4.2659897E+002, 3.4768587E+002, 3.2950290E+002, 2.9388955E+002, 2.8019827E+002, 3.0262862E+002, 4.3107591E+002, 6.7692776E+002, 4.2545799E+002, 3.1700339E+002, 2.3275815E+002, 1.8982932E+002, 1.4735916E+002, 1.2970513E+002, 1.1095251E+002, 1.0616114E+002, 1.0260863E+002, 1.3178269E+002, 1.2400628E+002, 1.0826840E+002, 9.6973805E+001, 7.9646769E+001, 6.8221060E+001, 5.3110136E+001, 4.5601605E+001, 3.9959663E+001, 3.8150774E+001, 3.6269351E+001, 3.5219359E+001, 2.9301892E+001, 3.1268515E+001, 2.8895182E+001, 2.2995508E+001, 1.8632163E+001, 1.3192699E+001, 1.0049444E+001, 7.6274423E+000, 6.9139045E+000, 6.5995988E+000, 6.6710680E+000
 4.0065270E+000, 9.0471787E+002, 5.6521272E+002, 4.6815197E+002, 3.9637768E+002, 3.8398024E+002, 3.7307137E+002, 3.5243059E+002, 3.1912174E+002, 2.9406892E+002, 3.0686846E+002, 3.8155831E+002, 7.6525700E+002, 5.1568610E+002, 4.0913908E+002, 3.2361563E+002, 2.8368110E+002, 2.3334325E+002, 2.0952674E+002, 1.8244503E+002, 1.7528406E+002, 1.8093512E+002, 2.5216268E+002, 1.4991362E+002, 1.3914155E+002, 1.2737166E+002, 1.0942307E+002, 9.5376637E+001, 7.4687433E+001, 6.3985123E+001, 5.4123920E+001, 4.9777426E+001, 4.4613115E+001, 4.1963933E+001, 3.1662566E+001, 3.1110474E+001, 2.8526329E+001, 2.4906671E+001, 2.1804470E+001, 1.6694623E+001, 1.3845011E+001, 1.0848339E+001, 9.1985640E+000, 6.6501647E+000, 5.1916644E+000
 5.0067441E+000, 8.6405031E+002, 5.1757803E+002, 4.4247216E+002, 3.5369342E+002, 3.1088474E+002, 2.7411316E+002, 2.4490209E+002, 2.2305215E+002, 2.3134700E+002, 2.7920540E+002, 3.6933582E+002, 7.6061647E+002, 5.3724142E+002, 4.5213273E+002, 3.5897138E+002, 3.2207881E+002, 2.8521194E+002, 2.6725333E+002, 2.3507961E+002, 2.1778825E+002, 2.2311503E+002, 2.9376267E+002, 1.5285283E+002, 1.3377105E+002, 1.2488448E+002, 1.0995585E+002, 9.8441680E+001, 7.9846414E+001, 6.9415866E+001, 5.8901938E+001, 5.4418406E+001, 4.8859025E+001, 4.5362018E+001, 2.3309241E+001, 1.7051601E+001, 1.6412691E+001, 1.4994593E+001, 1.3592289E+001, 1.0886977E+001, 9.2350735E+000, 7.2733075E+000, 6.5506393E+000, 5.9913360E+000, 5.5366639E+000
 6.0038292E+000, 6.2128910E+002, 4.5324804E+002, 4.3303978E+002, 3.6818523E+002, 3.3596152E+002, 2.7296034E+002, 2.3976797E+002, 1.8463096E+002, 1.6448016E+002, 2.1544500E+002, 3.6742827E+002, 7.3320155E+002, 5.5484034E+002, 4.6745870E+002, 3.6812486E+002, 3.2857689E+002, 2.8539254E+002, 2.6193327E+002, 2.2940153E+002, 2.1701270E+002, 2.3597682E+002, 3.2854822E+002, 1.6559000E+002, 1.5077347E+002, 1.3778309E+002, 1.1271297E+002, 9.7734886E+001, 7.8667886E+001, 6.8482529E+001, 5.7439030E+001, 5.2672768E+001, 4.8570140E+001, 5.0094424E+001, 2.5355981E+001, 2.4957840E+001, 2.2083022E+001, 1.5449646E+001, 1.2126750E+001, 8.8296638E+000, 7.1158495E+000, 5.0456515E+000, 4.2457280E+000, 4.0164484E+000, 5.7275902E+000
 7.0082129E+000, 8.1908897E+002, 5.5270988E+002, 4.7056645E+002, 3.2574822E+002, 2.9193124E+002, 2.8427826E+002, 2.6044210E+002, 2.3201776E+002, 2.4359656E+002, 2.5975196E+002, 3.1685586E+002, 7.1408274E+002, 5.4191429E+002, 4.6932038E+002, 3.6997330E+002, 3.3188415E+002, 2.9032754E+002, 2.6152256E+002, 2.2359977E+002, 2.1543586E+002, 2.3406288E+002, 3.2192930E+002, 1.8803838E+002, 1.7783164E+002, 1.5820040E+002, 1.2678007E+002, 1.0937118E+002, 8.6977663E+001, 7.5045058E+001, 6.1971877E+001, 5.6323727E+001, 5.0039992E+001, 4.8098357E+001, 3.2228586E+001, 3.2040888E+001, 2.6864393E+001, 1.9264562E+001, 1.5987101E+001, 1.2213814E+001, 1.0203572E+001, 7.9523519E+000, 6.9725162E+000, 5.5105161E+000, 4.0902604E+000
 8.0059190E+000, 1.1227220E+003, 8.2255278E+002, 6.8836922E+002, 6.0439591E+002, 5.3289256E+002, 4.4818744E+002, 4.0541807E+002, 3.6273710E+002, 3.4780528E+002, 3.7590507E+002, 4.6559345E+002, 8.0067024E+002, 6.0484740E+002, 5.2303514E+002, 4.2003516E+002, 3.7571592E+002, 3.3599707E+002, 3.0672872E+002, 2.6390693E+002, 2.5675392E+002, 2.7505762E+002, 3.5384467E+002, 1.9383823E+002, 1.9194476E+002, 1.7820011E+002, 1.5037484E+002, 1.3197825E+002, 1.0861728E+002, 9.4950886E+001, 7.7648622E+001, 6.9474749E+001, 6.0242117E+001, 5.5843247E+001, 2.4181930E+001, 2.9292669E+001, 2.9490064E+001, 2.6136934E+001, 2.2943613E+001, 1.9483324E+001, 1.6935432E+001, 1.2872148E+001, 1.0738465E+001, 8.2771894E+000, 6.9136947E+000
 9.0027461E+000, 6.5341008E+002, 4.9662622E+002, 4.8820602E+002, 3.5762859E+002, 2.9838623E+002, 2.5836331E+002, 2.4682404E+002, 2.2148852E+002, 2.0706336E+002, 2.1388811E+002, 2.9215272E+002, 7.7785800E+002, 6.1732139E+002, 5.5343861E+002, 4.5840317E+002, 4.0747531E+002, 3.5256864E+002, 3.1712029E+002, 2.7426068E+002, 2.6701012E+002, 2.9032536E+002, 3.7367712E+002, 1.9989610E+002, 1.8630861E+002, 1.7403595E+002, 1.4891861E+002, 1.2822609E+002, 1.0428281E+002, 9.2083372E+001, 7.6575668E+001, 6.9151001E+001, 6.0525287E+001, 5.5934701E+001, 2.8936013E+001, 2.2772325E+001, 2.0904282E+001, 1.7056788E+001, 1.2974541E+001, 9.3657588E+000, 8.2547783E+000, 6.6484787E+000, 5.7738074E+000, 4.5602744E+000, 3.7649745E+000
 1.0001807E+001, 7.5285017E+002, 6.4287247E+002, 6.5946499E+002, 5.9968028E+002, 5.3358975E+002, 4.4472683E+002, 3.9499741E+002, 3.3937175E+002, 3.1786291E+002, 3.4109398E+002, 4.0375174E+002, 7.5602024E+002, 6.1955221E+002, 5.7417346E+002, 4.7827117E+002, 4.2044848E+002, 3.5815812E+002, 3.2470742E+002, 2.8331451E+002, 2.7017403E+002, 2.8205528E+002, 3.4846002E+002, 2.1503211E+002, 2.0174991E+002, 1.9274709E+002, 1.6856932E+002, 1.4739139E+002, 1.1858966E+002, 1.0238278E+002, 8.3413824E+001, 7.4376432E+001, 6.4034116E+001, 5.7359430E+001, 2.5008620E+001, 2.3736432E+001, 2.5263014E+001, 2.4655227E+001, 2.2459515E+001, 1.7988026E+001, 1.4870385E+001, 1.1415572E+001, 9.6952656E+000, 7.8358665E+000, 6.0570987E+000
