s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.1649802E-007,-3.6954891E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2019350E-007, 0.0000000E+000, 0.0000000E+000
 1.0000621E+000, 2.9109720E+001,-4.8217135E+000, 3.9652771E-001,-3.4336223E-001,-3.1982521E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1595983E+001, 2.4337974E+001, 7.2850518E-004, 7.2850518E-004
 2.0042875E+000, 6.6525647E+001,-1.4077372E+001,-2.2119881E+001,-4.4123409E-001,-6.9147209E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9530882E+001, 2.9880245E+001, 1.4281176E-003, 1.4281176E-003
 3.0048194E+000, 7.6710841E+001,-1.5974627E+001,-5.5400873E+001,-5.4800817E-001,-7.4717911E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8470882E+000, 4.7798610E+000, 1.5750771E-003, 1.5750771E-003
 4.0085855E+000, 8.0562402E+001,-1.6683841E+001,-6.1291220E+001,-5.4674167E-001,-7.8019900E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1447444E+000, 2.0327971E+000, 1.5963235E-003, 1.5963235E-003
 5.0083122E+000, 8.1578740E+001,-1.6973414E+001,-6.1054887E+001,-5.6551052E-001,-7.8816419E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1392670E+000, 2.9770474E+000, 1.5992193E-003, 1.5992193E-003
 6.0101748E+000, 7.3925172E+001,-1.5424118E+001,-5.2210154E+001,-5.5322392E-001,-7.6029904E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3861945E+000, 5.7300739E+000, 1.5996099E-003, 1.5996099E-003
 7.0000029E+000, 7.9518074E+001,-1.6457509E+001,-6.7219241E+001,-5.4297459E-001,-7.3864388E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6526941E+000,-4.7090363E+000, 1.5996626E-003, 1.5996626E-003
 8.0069942E+000, 7.7569722E+001,-1.6093669E+001,-5.8033250E+001,-4.9260707E-001,-7.4213890E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8438527E+000, 2.9427744E+000, 1.5996698E-003, 1.5996698E-003
 9.0039520E+000, 8.0722591E+001,-1.7108270E+001,-6.6690487E+001,-5.2506329E-001,-7.6372967E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0509080E+000,-3.6088661E+000, 1.5996708E-003, 1.5996708E-003
 1.0005168E+001, 8.2564755E+001,-1.7058510E+001,-6.2298700E+001,-5.1180438E-001,-7.5821704E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8640221E+000, 2.6881585E+000, 1.5996709E-003, 1.5996709E-003
 1.1007566E+001, 7.5577251E+001,-1.5930713E+001,-6.2880676E+001,-5.0785440E-001,-7.5370529E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2290338E+000,-3.7495299E+000, 1.5996709E-003, 1.5996709E-003
 1.2007377E+001, 7.8782545E+001,-1.6339691E+001,-5.8771789E+001,-4.8772714E-001,-7.5501449E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6788602E+000, 3.1757880E+000, 1.5996709E-003, 1.5996709E-003
 1.3001562E+001, 7.9953871E+001,-1.6703200E+001,-6.5208045E+001,-5.0502176E-001,-7.5792947E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6283101E+000,-2.4699744E+000, 1.5996709E-003, 1.5996709E-003
 1.4009108E+001, 7.9464967E+001,-1.6483770E+001,-6.0668881E+001,-4.7616647E-001,-7.5734950E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7025881E+000, 1.8285761E+000, 1.5996709E-003, 1.5996709E-003
 1.5002200E+001, 7.9908482E+001,-1.6738329E+001,-6.4144445E+001,-5.1643569E-001,-7.6375980E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2913042E+000,-1.4983651E+000, 1.5996709E-003, 1.5996709E-003
 1.6000109E+001, 7.5566937E+001,-1.5652362E+001,-5.7889145E+001,-4.5903120E-001,-7.4539579E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2505699E+000, 1.5589438E+000, 1.5996709E-003, 1.5996709E-003
 1.7007978E+001, 8.5083335E+001,-1.7823642E+001,-6.1101404E+001,-4.8815566E-001,-7.6646195E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6154647E+000, 5.6624691E+000, 1.5996709E-003, 1.5996709E-003
 1.8001072E+001, 7.5000201E+001,-1.5539705E+001,-6.6962687E+001,-5.4859353E-001,-7.5863706E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2821408E+000,-8.0583701E+000, 1.5996709E-003, 1.5996709E-003
 1.9004498E+001, 8.1916354E+001,-1.6999958E+001,-6.0108634E+001,-4.3433782E-001,-7.4897943E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7136484E+000, 4.3659341E+000, 1.5996709E-003, 1.5996709E-003
 2.0007286E+001, 8.0328724E+001,-1.6764334E+001,-6.3222669E+001,-4.0430941E-001,-7.5287736E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5433244E-001,-7.0117194E-002, 1.5996709E-003, 1.5996709E-003
 2.1000601E+001, 8.0458072E+001,-1.6729534E+001,-7.0990387E+001,-4.2168208E-001,-7.6994478E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.6207481E+000,-7.6912305E+000, 1.5996709E-003, 1.5996709E-003
 2.2005062E+001, 7.5199165E+001,-1.5562327E+001,-6.1743238E+001,-4.1597181E-001,-7.5719680E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7416628E+000,-2.5299441E+000, 1.5996709E-003, 1.5996709E-003
 2.3001593E+001, 8.1473778E+001,-1.7121142E+001,-5.8333257E+001,-4.3376777E-001,-7.3895265E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6535916E+000, 5.5782210E+000, 1.5996709E-003, 1.5996709E-003
 2.4005581E+001, 7.8761453E+001,-1.6346802E+001,-6.0069879E+001,-4.6075901E-001,-7.5605325E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0250534E+000, 1.8764521E+000, 1.5996709E-003, 1.5996709E-003
 2.5003437E+001, 8.0273783E+001,-1.6723926E+001,-6.1888340E+001,-4.5851561E-001,-7.6581652E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0006589E-001, 1.1953424E+000, 1.5996709E-003, 1.5996709E-003
 2.6000360E+001, 8.0785480E+001,-1.6794946E+001,-6.4567207E+001,-4.3460275E-001,-7.5598842E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0135887E+000,-1.0188365E+000, 1.5996709E-003, 1.5996709E-003
