s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.9001437E+001, 5.8446973E+002, 6.2861389E+002, 6.0678741E+002, 6.3528845E+002, 5.7227051E+002, 4.5476004E+002, 3.8098911E+002, 3.1579510E+002, 5.7227051E+002, 4.5476004E+002, 3.8098911E+002, 3.1579510E+002, 6.1085681E+002, 6.4716876E+002, 6.1109912E+002, 5.7991803E+002, 5.2847540E+002, 4.3843018E+002, 3.7354880E+002, 3.1195670E+002, 5.2847540E+002, 4.3843018E+002, 3.7354880E+002, 3.1195670E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6986904E+001, 2.4459238E+001, 2.5693258E+001, 1.7569235E+001, 7.9830189E+000, 4.3922005E+000, 1.3394298E+001, 1.2497618E+001, 1.1396737E+001, 8.9028502E+000, 4.9621701E+000, 2.9693103E+000, 1.6782186E+000, 1.6769155E+000
 2.0000622E+001, 6.3660919E+002, 6.4605151E+002, 5.5290918E+002, 5.4368042E+002, 4.9562860E+002, 3.6111850E+002, 2.4804834E+002, 2.2242456E+002, 4.9562860E+002, 3.6111850E+002, 2.4804834E+002, 2.2242456E+002, 6.1569696E+002, 6.4687512E+002, 6.0424023E+002, 5.6364648E+002, 5.1487799E+002, 4.2563663E+002, 3.5630615E+002, 2.9792575E+002, 5.1487799E+002, 4.2563663E+002, 3.5630615E+002, 2.9792575E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0403744E+001, 2.7321220E+001, 2.2843815E+001, 1.5646662E+001, 7.2614584E+000, 3.5772736E+000, 1.4284955E+001, 1.3042285E+001, 1.1053970E+001, 7.9517050E+000, 4.6668820E+000, 3.2197585E+000, 1.5332422E+000, 1.5323831E+000
 2.1001820E+001, 6.7831097E+002, 6.7664368E+002, 5.7841522E+002, 5.3069318E+002, 4.3314444E+002, 3.6698660E+002, 3.2896466E+002, 2.8995392E+002, 4.3314444E+002, 3.6698660E+002, 3.2896466E+002, 2.8995392E+002, 6.2804968E+002, 6.4958710E+002, 5.9034698E+002, 5.4273621E+002, 4.9655685E+002, 4.1380389E+002, 3.4973166E+002, 2.9637274E+002, 4.9655685E+002, 4.1380389E+002, 3.4973166E+002, 2.9637274E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.2696377E+001, 2.8303257E+001, 2.5421772E+001, 1.7418802E+001, 7.5838470E+000, 3.6920507E+000, 1.4344246E+001, 1.2627652E+001, 1.2331670E+001, 9.9857712E+000, 4.6388192E+000, 2.5204682E+000, 1.7162241E+000, 1.7152555E+000
 2.2001528E+001, 7.0392798E+002, 6.0503821E+002, 4.7480237E+002, 4.2709659E+002, 3.7052103E+002, 3.1133533E+002, 2.8227817E+002, 2.7922470E+002, 3.7052103E+002, 3.1133533E+002, 2.8227817E+002, 2.7922470E+002, 6.3846112E+002, 6.5831213E+002, 5.9100940E+002, 5.3704492E+002, 4.8032333E+002, 4.0088397E+002, 3.4346371E+002, 2.9470651E+002, 4.8032333E+002, 4.0088397E+002, 3.4346371E+002, 2.9470651E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1883797E+001, 2.6676626E+001, 1.9930132E+001, 1.6016644E+001, 7.5202408E+000, 4.2194800E+000, 1.4839115E+001, 1.3609586E+001, 1.2041286E+001, 8.1404257E+000, 4.5031462E+000, 2.8669665E+000, 1.6103146E+000, 1.6095984E+000
 2.3000784E+001, 5.9319312E+002, 7.1329175E+002, 6.3907251E+002, 5.9475964E+002, 4.4437521E+002, 3.9477847E+002, 3.6423340E+002, 3.1464227E+002, 4.4437521E+002, 3.9477847E+002, 3.6423340E+002, 3.1464227E+002, 6.4028461E+002, 6.5361438E+002, 5.7556653E+002, 5.0783591E+002, 4.4953250E+002, 3.8222800E+002, 3.3414938E+002, 2.9120078E+002, 4.4953250E+002, 3.8222800E+002, 3.3414938E+002, 2.9120078E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8422979E+001, 2.4051998E+001, 2.1407831E+001, 1.4781819E+001, 7.5200720E+000, 4.3848257E+000, 1.3602512E+001, 1.2156665E+001, 1.0456245E+001, 7.2893038E+000, 4.3520846E+000, 2.6980181E+000, 1.7148640E+000, 1.7141361E+000
 2.4000720E+001, 6.8507092E+002, 6.2856232E+002, 4.9475558E+002, 4.3812006E+002, 3.8110587E+002, 3.6651773E+002, 3.5996689E+002, 2.8371848E+002, 3.8110587E+002, 3.6651773E+002, 3.5996689E+002, 2.8371848E+002, 6.3964966E+002, 6.5224335E+002, 5.8140546E+002, 5.1853076E+002, 4.5225934E+002, 3.9023633E+002, 3.4312686E+002, 2.9821057E+002, 4.5225934E+002, 3.9023633E+002, 3.4312686E+002, 2.9821057E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0028912E+001, 2.7222515E+001, 2.4482803E+001, 1.6022083E+001, 8.7745628E+000, 5.9485564E+000, 1.3758747E+001, 1.2414035E+001, 1.0641609E+001, 8.4740248E+000, 5.0615635E+000, 3.8248088E+000, 1.6028879E+000, 1.6022372E+000
 2.5001624E+001, 6.6946869E+002, 6.3104456E+002, 4.7698755E+002, 4.0761969E+002, 3.0246106E+002, 2.2116037E+002, 1.7327968E+002, 1.4531453E+002, 3.0246106E+002, 2.2116037E+002, 1.7327968E+002, 1.4531453E+002, 6.4374860E+002, 6.4556964E+002, 5.6356104E+002, 4.9259232E+002, 4.2660895E+002, 3.7111987E+002, 3.3215887E+002, 2.8301077E+002, 4.2660895E+002, 3.7111987E+002, 3.3215887E+002, 2.8301077E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9737841E+001, 2.7573061E+001, 2.5890324E+001, 1.6361404E+001, 6.3769889E+000, 2.9837039E+000, 1.4110789E+001, 1.3292218E+001, 1.2111028E+001, 9.3551121E+000, 4.2323737E+000, 2.3905566E+000, 1.6055050E+000, 1.6043921E+000
 2.6001252E+001, 6.6403809E+002, 6.2699780E+002, 5.6007111E+002, 5.5368274E+002, 4.7159186E+002, 4.0626544E+002, 3.2581583E+002, 2.4586757E+002, 4.7159186E+002, 4.0626544E+002, 3.2581583E+002, 2.4586757E+002, 6.4820282E+002, 6.4839532E+002, 5.6505475E+002, 4.9155771E+002, 4.1503204E+002, 3.6193784E+002, 3.1410046E+002, 2.6048224E+002, 4.1503204E+002, 3.6193784E+002, 3.1410046E+002, 2.6048224E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9093510E+001, 2.6246788E+001, 2.5015139E+001, 2.1493357E+001, 9.5667782E+000, 4.2278013E+000, 1.3995226E+001, 1.2749830E+001, 1.2550922E+001, 1.1794913E+001, 7.5719633E+000, 4.4438400E+000, 1.5480058E+000, 1.5466372E+000
 2.7000794E+001, 6.5056891E+002, 6.5115485E+002, 5.6384460E+002, 5.0678030E+002, 3.7939868E+002, 3.2178024E+002, 2.9260663E+002, 2.2507907E+002, 3.7939868E+002, 3.2178024E+002, 2.9260663E+002, 2.2507907E+002, 6.4225195E+002, 6.4709534E+002, 5.7580731E+002, 5.0153445E+002, 4.2038742E+002, 3.6451282E+002, 3.1391989E+002, 2.5548628E+002, 4.2038742E+002, 3.6451282E+002, 3.1391989E+002, 2.5548628E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6339651E+001, 2.3816013E+001, 2.1754881E+001, 1.5179962E+001, 6.7518930E+000, 3.8858955E+000, 1.3219080E+001, 1.2302100E+001, 1.1111713E+001, 7.7964516E+000, 4.5695081E+000, 3.0238054E+000, 1.6066222E+000, 1.6050668E+000
 2.8000710E+001, 7.1821442E+002, 6.6060876E+002, 4.2219205E+002, 3.8571759E+002, 3.4469644E+002, 2.6481339E+002, 2.6114453E+002, 2.2697008E+002, 3.4469644E+002, 2.6481339E+002, 2.6114453E+002, 2.2697008E+002, 6.5293494E+002, 6.5596033E+002, 5.6585663E+002, 4.9513574E+002, 4.2191565E+002, 3.5745926E+002, 3.1121805E+002, 2.5406285E+002, 4.2191565E+002, 3.5745926E+002, 3.1121805E+002, 2.5406285E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1649780E+001, 2.7946148E+001, 2.6383974E+001, 1.9385502E+001, 7.9819684E+000, 4.2964716E+000, 1.4653926E+001, 1.2821936E+001, 1.0808125E+001, 8.3803558E+000, 4.9276199E+000, 2.8346312E+000, 1.7600909E+000, 1.7583359E+000
 2.9001620E+001, 6.9457642E+002, 6.3354706E+002, 5.7741528E+002, 5.1199692E+002, 3.2916360E+002, 2.7824057E+002, 3.1669205E+002, 2.6934302E+002, 3.2916360E+002, 2.7824057E+002, 3.1669205E+002, 2.6934302E+002, 6.6413721E+002, 6.5566962E+002, 5.5218768E+002, 4.7252374E+002, 3.9099850E+002, 3.3123764E+002, 3.0379001E+002, 2.5348750E+002, 3.9099850E+002, 3.3123764E+002, 3.0379001E+002, 2.5348750E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8513557E+001, 2.9409948E+001, 2.1339424E+001, 1.3143669E+001, 6.4210596E+000, 3.6304390E+000, 1.4650895E+001, 1.4170825E+001, 1.4068053E+001, 1.1135585E+001, 5.2178926E+000, 3.0675216E+000, 1.5770549E+000, 1.5756909E+000
 3.0000817E+001, 6.1772931E+002, 6.6752826E+002, 6.6363025E+002, 6.9985760E+002, 5.7774475E+002, 4.1512567E+002, 3.1834088E+002, 3.1122971E+002, 5.7774475E+002, 4.1512567E+002, 3.1834088E+002, 3.1122971E+002, 6.5376355E+002, 6.4820520E+002, 5.7492810E+002, 5.0255283E+002, 4.1415161E+002, 3.3884039E+002, 3.0617935E+002, 2.6274170E+002, 4.1415161E+002, 3.3884039E+002, 3.0617935E+002, 2.6274170E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6499132E+001, 2.4179064E+001, 2.0743773E+001, 1.3179749E+001, 5.5663047E+000, 2.7209399E+000, 1.3942824E+001, 1.2847910E+001, 1.0804729E+001, 7.5508847E+000, 4.0985827E+000, 2.4722664E+000, 1.3596327E+000, 1.3585480E+000
 3.1000043E+001, 7.2470050E+002, 6.3631439E+002, 5.1902179E+002, 4.8365509E+002, 4.0663879E+002, 3.6402167E+002, 3.2630273E+002, 3.0316669E+002, 4.0663879E+002, 3.6402167E+002, 3.2630273E+002, 3.0316669E+002, 6.5381836E+002, 6.5494739E+002, 5.9142627E+002, 5.2973944E+002, 4.4278482E+002, 3.6745447E+002, 3.2573532E+002, 2.8787582E+002, 4.4278482E+002, 3.6745447E+002, 3.2573532E+002, 2.8787582E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5929014E+001, 2.2495689E+001, 1.9693138E+001, 1.4697366E+001, 6.8280854E+000, 3.2605586E+000, 1.3811276E+001, 1.2616303E+001, 1.1813516E+001, 8.5175295E+000, 4.7975616E+000, 3.2410223E+000, 1.6383249E+000, 1.6367934E+000
 3.2001288E+001, 5.9515033E+002, 6.0363275E+002, 5.3600958E+002, 4.9411627E+002, 4.1766730E+002, 3.8229858E+002, 3.3415237E+002, 2.0641093E+002, 4.1766730E+002, 3.8229858E+002, 3.3415237E+002, 2.0641093E+002, 6.4848456E+002, 6.4140576E+002, 5.7714319E+002, 5.1516925E+002, 4.2673062E+002, 3.6200003E+002, 3.1946515E+002, 2.7485977E+002, 4.2673062E+002, 3.6200003E+002, 3.1946515E+002, 2.7485977E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8862179E+001, 2.6059050E+001, 2.4124720E+001, 1.7841608E+001, 7.4099064E+000, 4.0577664E+000, 1.4355582E+001, 1.3648445E+001, 1.1985959E+001, 8.3249531E+000, 4.3343287E+000, 2.6005955E+000, 1.7528951E+000, 1.7513355E+000
 3.3000276E+001, 5.5448883E+002, 7.3424896E+002, 6.2952893E+002, 5.6089087E+002, 4.8891678E+002, 4.1927771E+002, 3.5348462E+002, 3.1288184E+002, 4.8891678E+002, 4.1927771E+002, 3.5348462E+002, 3.1288184E+002, 6.3735333E+002, 6.6247113E+002, 5.9037579E+002, 5.1901349E+002, 4.3799164E+002, 3.7841891E+002, 3.3435416E+002, 2.7931894E+002, 4.3799164E+002, 3.7841891E+002, 3.3435416E+002, 2.7931894E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7001423E+001, 2.3114342E+001, 2.1089085E+001, 1.4268110E+001, 6.9986491E+000, 3.8491364E+000, 1.2980414E+001, 1.1579489E+001, 1.0342709E+001, 7.9715648E+000, 4.5485530E+000, 2.8777423E+000, 1.4998492E+000, 1.4987720E+000
 3.4001356E+001, 6.1620532E+002, 7.4972107E+002, 6.8682867E+002, 6.8650128E+002, 5.1785645E+002, 4.5009109E+002, 3.8426974E+002, 3.2991980E+002, 5.1785645E+002, 4.5009109E+002, 3.8426974E+002, 3.2991980E+002, 6.1775720E+002, 6.7622021E+002, 6.1510052E+002, 5.4947119E+002, 4.6604889E+002, 4.0386560E+002, 3.5288501E+002, 3.0084210E+002, 4.6604889E+002, 4.0386560E+002, 3.5288501E+002, 3.0084210E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6039921E+001, 2.2276308E+001, 2.0591339E+001, 1.7147068E+001, 7.6273642E+000, 3.4588947E+000, 1.3673512E+001, 1.2343031E+001, 1.0917189E+001, 8.3322144E+000, 4.9791565E+000, 2.9591799E+000, 1.4477857E+000, 1.4467138E+000
 3.5000655E+001, 6.4336157E+002, 6.8134149E+002, 6.5297406E+002, 6.7319562E+002, 5.7295941E+002, 4.6484866E+002, 3.6265198E+002, 2.9590591E+002, 5.7295941E+002, 4.6484866E+002, 3.6265198E+002, 2.9590591E+002, 6.2702106E+002, 6.9208978E+002, 6.4388776E+002, 5.9145782E+002, 4.9930222E+002, 4.2381235E+002, 3.5981677E+002, 3.0151016E+002, 4.9930222E+002, 4.2381235E+002, 3.5981677E+002, 3.0151016E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7798883E+001, 2.5441639E+001, 2.3231962E+001, 1.5902196E+001, 7.5783091E+000, 4.3517776E+000, 1.3246530E+001, 1.2521102E+001, 1.0517380E+001, 7.0145259E+000, 4.3401041E+000, 3.4124455E+000, 1.6474195E+000, 1.6460423E+000
 3.6000406E+001, 5.4765802E+002, 6.7226434E+002, 5.3144562E+002, 5.3573004E+002, 4.8420978E+002, 4.2707358E+002, 3.1135635E+002, 2.8483084E+002, 4.8420978E+002, 4.2707358E+002, 3.1135635E+002, 2.8483084E+002, 6.2042090E+002, 6.8076233E+002, 6.2014941E+002, 5.6713080E+002, 4.7794186E+002, 4.0981903E+002, 3.4074500E+002, 2.8726227E+002, 4.7794186E+002, 4.0981903E+002, 3.4074500E+002, 2.8726227E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2269596E+001, 2.0574665E+001, 1.9142149E+001, 1.4623224E+001, 6.5289197E+000, 3.4392431E+000, 1.3166746E+001, 1.1920284E+001, 1.0261557E+001, 7.0799942E+000, 3.7516031E+000, 2.3004484E+000, 1.3937337E+000, 1.3926746E+000
 3.7000241E+001, 6.4669037E+002, 6.4394696E+002, 5.0748575E+002, 4.7427399E+002, 3.9996176E+002, 3.3152826E+002, 3.5440332E+002, 3.2916858E+002, 3.9996176E+002, 3.3152826E+002, 3.5440332E+002, 3.2916858E+002, 6.1950781E+002, 6.6831494E+002, 6.0207281E+002, 5.5133087E+002, 4.8408099E+002, 4.2154022E+002, 3.5478668E+002, 3.0373810E+002, 4.8408099E+002, 4.2154022E+002, 3.5478668E+002, 3.0373810E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4010681E+001, 1.9888191E+001, 1.8798378E+001, 1.3394279E+001, 6.6052384E+000, 3.6957300E+000, 1.3116127E+001, 1.1784991E+001, 1.0706150E+001, 8.2392607E+000, 5.0099669E+000, 3.3315997E+000, 1.4251361E+000, 1.4239835E+000
 3.8001356E+001, 6.4104211E+002, 7.1717438E+002, 6.3720599E+002, 6.0391803E+002, 5.2121881E+002, 4.7081287E+002, 4.4470282E+002, 3.6010614E+002, 5.2121881E+002, 4.7081287E+002, 4.4470282E+002, 3.6010614E+002, 6.2589801E+002, 6.6981799E+002, 5.9571014E+002, 5.4331396E+002, 4.8059970E+002, 4.2232523E+002, 3.7208969E+002, 3.2389474E+002, 4.8059970E+002, 4.2232523E+002, 3.7208969E+002, 3.2389474E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6072012E+001, 2.3115423E+001, 2.1087561E+001, 1.7361647E+001, 7.5782652E+000, 3.3852293E+000, 1.3561758E+001, 1.2104245E+001, 1.1239046E+001, 8.7821178E+000, 4.5935159E+000, 2.6460650E+000, 1.6076550E+000, 1.6062419E+000
 3.9000861E+001, 5.9625250E+002, 6.9236566E+002, 6.6538928E+002, 5.9926691E+002, 5.2888031E+002, 4.6764569E+002, 4.0119632E+002, 3.7907428E+002, 5.2888031E+002, 4.6764569E+002, 4.0119632E+002, 3.7907428E+002, 6.2039990E+002, 6.8293402E+002, 6.1884662E+002, 5.5571783E+002, 4.9094165E+002, 4.3715109E+002, 3.9046027E+002, 3.3855453E+002, 4.9094165E+002, 4.3715109E+002, 3.9046027E+002, 3.3855453E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4447041E+001, 2.2046154E+001, 2.0829145E+001, 1.6018883E+001, 8.1049423E+000, 4.1863155E+000, 1.3559833E+001, 1.2440665E+001, 1.1663933E+001, 8.8771429E+000, 5.1967955E+000, 3.5088961E+000, 1.4312747E+000, 1.4301820E+000
 4.0000215E+001, 6.2169092E+002, 6.4268719E+002, 5.9376099E+002, 5.3166254E+002, 4.2663544E+002, 3.4290900E+002, 2.5815866E+002, 2.2668896E+002, 4.2663544E+002, 3.4290900E+002, 2.5815866E+002, 2.2668896E+002, 6.2287994E+002, 6.7430182E+002, 6.2971552E+002, 5.6342035E+002, 4.9508609E+002, 4.3672058E+002, 3.7841135E+002, 3.2606061E+002, 4.9508609E+002, 4.3672058E+002, 3.7841135E+002, 3.2606061E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7028547E+001, 2.3068914E+001, 2.3665899E+001, 1.8683661E+001, 8.7547026E+000, 4.3804598E+000, 1.3209240E+001, 1.1101967E+001, 9.6021194E+000, 8.9201336E+000, 4.9028711E+000, 2.9349899E+000, 1.6463428E+000, 1.6449381E+000
 4.1001304E+001, 7.0026532E+002, 6.6715820E+002, 6.2008893E+002, 5.6503937E+002, 4.7753699E+002, 4.1501663E+002, 3.5821667E+002, 3.1433969E+002, 4.7753699E+002, 4.1501663E+002, 3.5821667E+002, 3.1433969E+002, 6.3874475E+002, 6.7233276E+002, 6.2702838E+002, 5.5343329E+002, 4.7795178E+002, 4.1994730E+002, 3.6197382E+002, 3.1276688E+002, 4.7795178E+002, 4.1994730E+002, 3.6197382E+002, 3.1276688E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8426504E+001, 2.5822132E+001, 2.5490675E+001, 1.7159292E+001, 6.2861567E+000, 3.0358958E+000, 1.3763580E+001, 1.2456791E+001, 1.1271664E+001, 8.4173107E+000, 4.3979974E+000, 2.7364964E+000, 1.5981098E+000, 1.5968202E+000
 4.2001217E+001, 6.2035095E+002, 5.8235828E+002, 5.0544385E+002, 4.1181763E+002, 3.0298871E+002, 2.4082098E+002, 2.3214590E+002, 2.1489763E+002, 3.0298871E+002, 2.4082098E+002, 2.3214590E+002, 2.1489763E+002, 6.3918585E+002, 6.5531531E+002, 6.0476160E+002, 5.2674188E+002, 4.5191531E+002, 3.9516425E+002, 3.4442172E+002, 3.0057797E+002, 4.5191531E+002, 3.9516425E+002, 3.4442172E+002, 3.0057797E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1543957E+001, 2.7286869E+001, 2.2552929E+001, 1.5453807E+001, 6.5893950E+000, 3.1183615E+000, 1.5085423E+001, 1.4124328E+001, 1.3246380E+001, 8.9592562E+000, 4.7010450E+000, 3.0840948E+000, 1.6267822E+000, 1.6255250E+000
 4.3000431E+001, 6.2862640E+002, 6.5456256E+002, 5.4238177E+002, 4.1470828E+002, 3.3944553E+002, 3.0726599E+002, 3.0280939E+002, 2.8384042E+002, 3.3944553E+002, 3.0726599E+002, 3.0280939E+002, 2.8384042E+002, 6.4041272E+002, 6.4972430E+002, 5.8531830E+002, 4.9675522E+002, 4.2080054E+002, 3.6817065E+002, 3.2603555E+002, 2.8486359E+002, 4.2080054E+002, 3.6817065E+002, 3.2603555E+002, 2.8486359E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1061132E+001, 2.4705263E+001, 2.2618486E+001, 1.6614073E+001, 6.3622875E+000, 3.1457300E+000, 1.4114008E+001, 1.2806020E+001, 1.0313367E+001, 7.2181144E+000, 4.0315919E+000, 3.1648374E+000, 1.5142891E+000, 1.5132517E+000
 4.4000725E+001, 6.5425562E+002, 6.1809119E+002, 5.9071301E+002, 5.8514374E+002, 4.7699957E+002, 3.7100906E+002, 3.2420175E+002, 2.8473804E+002, 4.7699957E+002, 3.7100906E+002, 3.2420175E+002, 2.8473804E+002, 6.3985382E+002, 6.4034357E+002, 5.8597662E+002, 4.9985236E+002, 4.1697510E+002, 3.6279886E+002, 3.2714691E+002, 2.8842410E+002, 4.1697510E+002, 3.6279886E+002, 3.2714691E+002, 2.8842410E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.2156433E+001, 2.4310881E+001, 2.1121092E+001, 1.5506208E+001, 5.9617348E+000, 3.4145453E+000, 1.4331381E+001, 1.2072053E+001, 1.0150013E+001, 7.6403499E+000, 4.0331163E+000, 2.6579845E+000, 1.6217458E+000, 1.6205174E+000
 4.5000303E+001, 6.2297876E+002, 7.2084753E+002, 6.7220239E+002, 6.7273505E+002, 5.9071625E+002, 4.9885336E+002, 4.1526791E+002, 3.5205771E+002, 5.9071625E+002, 4.9885336E+002, 4.1526791E+002, 3.5205771E+002, 6.4213403E+002, 6.5844891E+002, 6.0579999E+002, 5.3495746E+002, 4.5237408E+002, 3.8784549E+002, 3.4100995E+002, 2.9688943E+002, 4.5237408E+002, 3.8784549E+002, 3.4100995E+002, 2.9688943E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0272377E+001, 2.5729359E+001, 2.1360550E+001, 1.4412374E+001, 6.2212758E+000, 3.2009203E+000, 1.4947645E+001, 1.2897383E+001, 1.1272991E+001, 7.8469634E+000, 3.8847733E+000, 2.4970071E+000, 1.4724805E+000, 1.4713980E+000
