,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,480.03892676000004,690.8348600400001,565.7334369599995,387.4954018799998,303.60555083999986,221.72687036,187.15438663999998,151.4304858799999,134.73819499999996,116.43825033599992,107.22288466399999
1,519.0109409600001,820.2394185600001,751.5072160399995,584.5934391999999,447.82916239999975,304.53212959999996,231.880867,186.07012183999998,155.8246288,132.56957256000004,116.9648097
2,586.8365948400001,799.2206811199998,694.5970438400001,570.4091791999998,447.2794719600002,315.68230064,229.72319892000024,178.62852731999996,147.72540723999992,127.37928171599997,113.6841838640001
