,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,17.051344259999997,15.565522584000004,9.8261702624,7.039417646399999,4.6201976624,3.6932522583999994
1,11.571000374000002,13.228850588000004,11.0796555608,7.579348502399999,4.9238545568,3.3772261208000005
2,,,,,,
