s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-3.2007483E-007,-1.0987133E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2117354E-007, 0.0000000E+000, 0.0000000E+000
 1.0030670E+000, 2.4113101E+001,-4.4425446E+000, 3.1403738E-001,-4.0610198E-001,-2.9624829E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8655113E+001, 1.9575529E+001, 7.1247689E-004, 7.1247689E-004
 2.0031540E+000, 6.5218228E+001,-1.2132849E+001,-2.2963629E+001,-5.6861867E-001,-5.4987307E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9604715E+001, 2.9547633E+001, 1.4273738E-003, 1.4273738E-003
 3.0023954E+000, 7.5829632E+001,-1.4088852E+001,-5.7181921E+001,-7.1173377E-001,-6.0507589E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8327330E+000, 3.8410733E+000, 1.5748455E-003, 1.5748455E-003
 4.0036492E+000, 8.0434376E+001,-1.4986842E+001,-5.8886235E+001,-6.4478949E-001,-5.8219753E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8897983E+000, 5.9106869E+000, 1.5962815E-003, 1.5962815E-003
 5.0027533E+000, 7.9699461E+001,-1.4803523E+001,-6.2521006E+001,-6.8354828E-001,-6.0257681E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8378284E+000, 1.6853580E+000, 1.5992121E-003, 1.5992121E-003
 6.0012956E+000, 8.0397067E+001,-1.4957331E+001,-6.5916980E+001,-7.3505373E-001,-5.9937568E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2356030E+000,-1.2182919E+000, 1.5996087E-003, 1.5996087E-003
 7.0007157E+000, 8.1503588E+001,-1.5158093E+001,-6.5585522E+001,-7.1942285E-001,-6.1355188E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528358E-001, 3.4414701E-002, 1.5996625E-003, 1.5996625E-003
 8.0021896E+000, 7.8459238E+001,-1.4566114E+001,-6.3805872E+001,-5.9134125E-001,-6.0610301E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5745420E-001,-5.1014970E-001, 1.5996698E-003, 1.5996698E-003
 9.0017080E+000, 7.9630702E+001,-1.4803154E+001,-6.3886973E+001,-7.2931560E-001,-5.9390663E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2811882E-001, 2.0532045E-001, 1.5996708E-003, 1.5996708E-003
 1.0003865E+001, 8.1198943E+001,-1.5120631E+001,-6.5285228E+001,-5.6101725E-001,-6.0882227E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4929817E-001, 2.2597852E-001, 1.5996709E-003, 1.5996709E-003
 1.1003175E+001, 7.9228158E+001,-1.4771759E+001,-6.4105925E+001,-5.8574272E-001,-6.0333454E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5504180E-001,-2.4130151E-001, 1.5996709E-003, 1.5996709E-003
 1.2000337E+001, 8.1099179E+001,-1.5089130E+001,-6.5595526E+001,-5.4550756E-001,-6.0187230E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5548566E-001,-1.3700366E-001, 1.5996709E-003, 1.5996709E-003
 1.3000010E+001, 7.9560352E+001,-1.4812851E+001,-5.7347117E+001,-5.8804870E-001,-6.0554396E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8413689E+000, 6.8062796E+000, 1.5996709E-003, 1.5996709E-003
 1.4001977E+001, 8.1659865E+001,-1.5255818E+001,-7.2210008E+001,-6.4063900E-001,-6.0564381E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6209882E+000,-6.4526563E+000, 1.5996709E-003, 1.5996709E-003
 1.5002738E+001, 8.0158514E+001,-1.4983177E+001,-5.7259287E+001,-5.2582521E-001,-5.7980566E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2762763E+000, 7.3844266E+000, 1.5996709E-003, 1.5996709E-003
 1.6004349E+001, 7.9021131E+001,-1.4728810E+001,-7.2540165E+001,-6.3608929E-001,-6.0173012E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8855878E+000,-8.8899502E+000, 1.5996709E-003, 1.5996709E-003
 1.7002043E+001, 8.1128478E+001,-1.5118405E+001,-6.1383967E+001,-5.3756309E-001,-5.9187599E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2465257E+000, 4.0826245E+000, 1.5996709E-003, 1.5996709E-003
 1.8000452E+001, 8.0355275E+001,-1.5052383E+001,-6.6341425E+001,-5.7981138E-001,-5.8800219E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6951109E+000,-1.6242238E+000, 1.5996709E-003, 1.5996709E-003
 1.9000240E+001, 8.1219092E+001,-1.5107019E+001,-6.4809431E+001,-6.1069508E-001,-5.9168927E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5993846E-001, 6.8603012E-001, 1.5996709E-003, 1.5996709E-003
 2.0000816E+001, 8.0573087E+001,-1.5044478E+001,-6.1630632E+001,-5.2154483E-001,-5.9807491E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3963286E+000, 3.3704507E+000, 1.5996709E-003, 1.5996709E-003
 2.1002460E+001, 7.8457157E+001,-1.4664687E+001,-6.8034983E+001,-5.7225920E-001,-5.9721587E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8915702E+000,-4.8207440E+000, 1.5996709E-003, 1.5996709E-003
 2.2003735E+001, 7.8229618E+001,-1.4536113E+001,-6.4195803E+001,-4.8518369E-001,-5.9847744E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6702898E-001,-9.9346736E-001, 1.5996709E-003, 1.5996709E-003
 2.3000275E+001, 8.1549422E+001,-1.5197118E+001,-6.8376277E+001,-5.0786858E-001,-6.0321139E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6014844E+000,-2.5378733E+000, 1.5996709E-003, 1.5996709E-003
 2.4001598E+001, 8.0403973E+001,-1.4933570E+001,-6.4462268E+001,-5.0879823E-001,-5.9962527E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4132308E-001, 4.9334101E-001, 1.5996709E-003, 1.5996709E-003
 2.5000507E+001, 8.0046777E+001,-1.4943342E+001,-5.7756559E+001,-4.8578461E-001,-6.0859779E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8553597E+000, 6.8550053E+000, 1.5996709E-003, 1.5996709E-003
 2.6001051E+001, 8.1760525E+001,-1.5193432E+001,-6.8176653E+001,-6.0331176E-001,-6.1398211E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2497596E+000,-2.2190118E+000, 1.5996709E-003, 1.5996709E-003
 2.7004089E+001, 8.0498188E+001,-1.5013192E+001,-6.7317390E+001,-5.1635309E-001,-5.9522041E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3131510E+000,-2.3546999E+000, 1.5996709E-003, 1.5996709E-003
 2.8001932E+001, 7.9745622E+001,-1.4822737E+001,-5.8153853E+001,-5.5109463E-001,-6.0622723E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1681265E+000, 6.2118760E+000, 1.5996709E-003, 1.5996709E-003
 2.9003782E+001, 7.8638856E+001,-1.4641307E+001,-6.5023235E+001,-6.0272367E-001,-5.9606775E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5392330E+000,-1.6343707E+000, 1.5996709E-003, 1.5996709E-003
 3.0003311E+001, 8.0065441E+001,-1.4903945E+001,-7.2020572E+001,-4.8339772E-001,-6.1288553E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4040724E+000,-7.3486027E+000, 1.5996709E-003, 1.5996709E-003
 3.1003233E+001, 8.0811170E+001,-1.5023163E+001,-6.3168633E+001,-4.4541398E-001,-6.1251147E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1020901E+000, 2.1678355E+000, 1.5996709E-003, 1.5996709E-003
 3.2002132E+001, 8.2730948E+001,-1.5443399E+001,-6.6555347E+001,-4.4969840E-001,-6.1953099E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8684169E-001, 2.7630939E-001, 1.5996709E-003, 1.5996709E-003
 3.3000229E+001, 7.6554918E+001,-1.4160988E+001,-6.2818577E+001,-4.2838869E-001,-6.0652480E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8777949E-001,-8.5910065E-001, 1.5996709E-003, 1.5996709E-003
 3.4000618E+001, 8.3943679E+001,-1.5607093E+001,-7.0628946E+001,-4.5836862E-001,-6.1180287E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7113595E+000,-2.7568465E+000, 1.5996709E-003, 1.5996709E-003
 3.5001068E+001, 7.6094051E+001,-1.4158165E+001,-5.4619100E+001,-4.6707393E-001,-5.9324786E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7396297E+000, 6.8437790E+000, 1.5996709E-003, 1.5996709E-003
 3.6002232E+001, 8.1435749E+001,-1.5133150E+001,-7.0980874E+001,-5.4006387E-001,-5.9133384E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1931419E+000,-5.2242516E+000, 1.5996709E-003, 1.5996709E-003
 3.7004189E+001, 8.1599112E+001,-1.5226807E+001,-6.4957639E+001,-4.8883175E-001,-5.9785598E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1389186E-001, 9.1985587E-001, 1.5996709E-003, 1.5996709E-003
