s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","Temp_TC01_Wall","Temp_TC02_Wall","Temp_TC03_Wall","Temp_TC04_Wall","Temp_TC05_Wall","Temp_TC06_Wall","Temp_TC07_Wall","Temp_TC08_Wall","Temp_TC09_Wall","Temp_TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 2.6700287E+002, 7.4687921E+002, 8.4750914E+002, 8.3604777E+002, 7.8094005E+002, 6.1741779E+002, 5.2442210E+002, 4.4558676E+002, 3.6659063E+002, 6.1741779E+002, 5.2442210E+002, 4.4558676E+002, 3.6659063E+002, 6.7144005E+002, 7.5757895E+002, 7.5858325E+002, 7.1090075E+002, 5.6657283E+002, 4.8906835E+002, 4.2231830E+002, 3.5744481E+002, 5.6657283E+002, 4.8906835E+002, 4.2231830E+002, 3.5744481E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2481311E+002, 1.2126110E+002, 9.7370769E+001, 8.1432420E+001, 6.2487398E+001, 5.2958349E+001, 4.2302839E+001, 3.7161989E+001, 3.1843420E+001, 2.9623117E+001, 3.4871193E+000, 3.4483506E+000, 2.5972985E+000, 1.9632859E+000, 1.3457650E+000, 1.0537808E+000, 2.7581230E+000, 2.7172031E+000, 2.1977110E+000, 1.7434410E+000, 1.2484817E+000, 1.0031166E+000, 1.0633448E+000, 1.0597498E+000
 2.6801045E+002, 9.2595894E+002, 1.0171549E+003, 1.0031444E+003, 9.3834540E+002, 7.4842738E+002, 6.4818246E+002, 5.6376124E+002, 4.8665450E+002, 7.4842738E+002, 6.4818246E+002, 5.6376124E+002, 4.8665450E+002, 7.0892106E+002, 8.0417677E+002, 8.1026570E+002, 7.7094708E+002, 6.2181117E+002, 5.3384172E+002, 4.5952575E+002, 3.8870661E+002, 6.2181117E+002, 5.3384172E+002, 4.5952575E+002, 3.8870661E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2606202E+002, 1.2255803E+002, 9.8204914E+001, 8.2146156E+001, 6.2972923E+001, 5.3246412E+001, 4.2455458E+001, 3.7267419E+001, 3.1890572E+001, 2.9617139E+001, 4.2149475E+000, 4.0561026E+000, 2.9924654E+000, 2.3198395E+000, 1.5529829E+000, 1.1747359E+000, 3.3689119E+000, 3.2972238E+000, 2.4867467E+000, 2.0028945E+000, 1.4165041E+000, 1.1048432E+000, 1.0451809E+000, 1.0416666E+000
 2.6900120E+002, 7.4447348E+002, 7.7012874E+002, 7.1093610E+002, 6.0078107E+002, 4.2895849E+002, 3.6264649E+002, 3.0958508E+002, 2.6987156E+002, 4.2895849E+002, 3.6264649E+002, 3.0958508E+002, 2.6987156E+002, 7.7692673E+002, 8.3479572E+002, 8.0850051E+002, 7.4773883E+002, 6.0233817E+002, 5.2316179E+002, 4.5352318E+002, 3.9082604E+002, 6.0233817E+002, 5.2316179E+002, 4.5352318E+002, 3.9082604E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2544704E+002, 1.2162571E+002, 9.7372054E+001, 8.1467344E+001, 6.2507645E+001, 5.2914549E+001, 4.2221342E+001, 3.7076742E+001, 3.1762423E+001, 2.9564427E+001, 3.6266649E+000, 3.4053161E+000, 2.4303747E+000, 1.8381193E+000, 1.1920126E+000, 8.9579689E-001, 2.8223755E+000, 2.6936242E+000, 2.0272090E+000, 1.6096061E+000, 1.1057989E+000, 8.6006678E-001, 9.2515900E-001, 9.2212237E-001
 2.7000201E+002, 6.4845878E+002, 5.5571345E+002, 4.9535300E+002, 4.3805660E+002, 3.4908028E+002, 3.1550280E+002, 2.9196607E+002, 2.6933193E+002, 3.4908028E+002, 3.1550280E+002, 2.9196607E+002, 2.6933193E+002, 7.1163682E+002, 7.4323698E+002, 7.0739048E+002, 6.4027480E+002, 5.0861833E+002, 4.4374821E+002, 3.8734123E+002, 3.3710349E+002, 5.0861833E+002, 4.4374821E+002, 3.8734123E+002, 3.3710349E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2446145E+002, 1.2089326E+002, 9.6992672E+001, 8.1212372E+001, 6.2408072E+001, 5.2887806E+001, 4.2258992E+001, 3.7090583E+001, 3.1720271E+001, 2.9527271E+001, 3.2238895E+000, 3.1438197E+000, 2.3155294E+000, 1.7781487E+000, 1.2337321E+000, 9.7199377E-001, 2.6441256E+000, 2.5826096E+000, 1.9908888E+000, 1.5902032E+000, 1.1449207E+000, 9.2546104E-001, 1.0732728E+000, 1.0697181E+000
 2.7100689E+002, 7.9929180E+002, 8.2863993E+002, 7.6416274E+002, 6.7758258E+002, 5.1093484E+002, 4.3786831E+002, 3.7533809E+002, 3.3009991E+002, 5.1093484E+002, 4.3786831E+002, 3.7533809E+002, 3.3009991E+002, 7.0731693E+002, 7.3063341E+002, 6.9769177E+002, 6.3478017E+002, 5.0476345E+002, 4.4196175E+002, 3.8706061E+002, 3.3924807E+002, 5.0476345E+002, 4.4196175E+002, 3.8706061E+002, 3.3924807E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2449164E+002, 1.2093374E+002, 9.7181833E+001, 8.1436629E+001, 6.2576967E+001, 5.3016007E+001, 4.2335726E+001, 3.7133956E+001, 3.1707164E+001, 2.9479456E+001, 3.3453459E+000, 3.1734000E+000, 2.3765122E+000, 1.8772045E+000, 1.2958144E+000, 1.0067816E+000, 2.6431018E+000, 2.4874070E+000, 1.9090755E+000, 1.5595858E+000, 1.1268384E+000, 9.0131952E-001, 8.8296533E-001, 8.8007573E-001
 2.7200951E+002, 6.7956953E+002, 6.9700135E+002, 7.2665272E+002, 7.2223434E+002, 6.2241768E+002, 5.5298407E+002, 4.9398472E+002, 4.3579475E+002, 6.2241768E+002, 5.5298407E+002, 4.9398472E+002, 4.3579475E+002, 6.9175607E+002, 7.3734699E+002, 7.3534870E+002, 6.9929648E+002, 5.7781239E+002, 5.1109994E+002, 4.5181033E+002, 3.9600993E+002, 5.7781239E+002, 5.1109994E+002, 4.5181033E+002, 3.9600993E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2495855E+002, 1.2175037E+002, 9.8062437E+001, 8.2156114E+001, 6.3084615E+001, 5.3405875E+001, 4.2572534E+001, 3.7301765E+001, 3.1817562E+001, 2.9598443E+001, 3.7687231E+000, 3.8294126E+000, 2.9241922E+000, 2.2557384E+000, 1.5323161E+000, 1.1795360E+000, 3.1032622E+000, 3.0630908E+000, 2.4617069E+000, 1.9691804E+000, 1.3842556E+000, 1.1074373E+000, 1.0350171E+000, 1.0315043E+000
 2.7300709E+002, 7.1100000E+002, 7.2191622E+002, 6.3065723E+002, 5.0538650E+002, 2.8647475E+002, 2.1677618E+002, 1.7378183E+002, 1.5034115E+002, 2.8647475E+002, 2.1677618E+002, 1.7378183E+002, 1.5034115E+002, 6.6476254E+002, 6.8368814E+002, 6.6662119E+002, 6.2259757E+002, 5.0506734E+002, 4.4803480E+002, 3.9931302E+002, 3.5594155E+002, 5.0506734E+002, 4.4803480E+002, 3.9931302E+002, 3.5594155E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2472758E+002, 1.2118658E+002, 9.7263679E+001, 8.1595996E+001, 6.2853579E+001, 5.3276132E+001, 4.2529129E+001, 3.7291897E+001, 3.1830951E+001, 2.9577911E+001, 3.4448311E+000, 3.1600509E+000, 2.2012292E+000, 1.7348793E+000, 1.2484370E+000, 9.9368403E-001, 2.8306145E+000, 2.6335327E+000, 1.9345305E+000, 1.5618636E+000, 1.1620564E+000, 9.4203953E-001, 9.8834751E-001, 9.8501374E-001
 2.7401053E+002, 7.2459850E+002, 8.6813548E+002, 8.4972526E+002, 7.6276639E+002, 5.5124328E+002, 4.6251140E+002, 3.9761311E+002, 3.3737059E+002, 5.5124328E+002, 4.6251140E+002, 3.9761311E+002, 3.3737059E+002, 6.7213623E+002, 7.2724288E+002, 7.1178156E+002, 6.5291392E+002, 5.0151551E+002, 4.3279704E+002, 3.7750258E+002, 3.2908535E+002, 5.0151551E+002, 4.3279704E+002, 3.7750258E+002, 3.2908535E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2516196E+002, 1.2144175E+002, 9.7294667E+001, 8.1594277E+001, 6.2756544E+001, 5.3165577E+001, 4.2449181E+001, 3.7241698E+001, 3.1810305E+001, 2.9553204E+001, 3.6437123E+000, 3.4088259E+000, 2.3980476E+000, 1.8586825E+000, 1.2479003E+000, 9.6140335E-001, 2.9712610E+000, 2.8456119E+000, 2.1197508E+000, 1.7087688E+000, 1.2272129E+000, 9.8447276E-001, 9.4065157E-001, 9.3749362E-001
 2.7500714E+002, 8.0778900E+002, 8.6445799E+002, 8.7632045E+002, 8.5017286E+002, 6.2514343E+002, 5.1105741E+002, 4.2432158E+002, 3.5409836E+002, 6.2514343E+002, 5.1105741E+002, 4.2432158E+002, 3.5409836E+002, 6.7445151E+002, 7.6170718E+002, 7.7319857E+002, 7.2426438E+002, 5.3490854E+002, 4.5008524E+002, 3.8506085E+002, 3.2992188E+002, 5.3490854E+002, 4.5008524E+002, 3.8506085E+002, 3.2992188E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2522007E+002, 1.2180725E+002, 9.7843848E+001, 8.2030494E+001, 6.2973109E+001, 5.3304078E+001, 4.2493275E+001, 3.7230713E+001, 3.1743697E+001, 2.9482258E+001, 3.6058162E+000, 3.5198845E+000, 2.6436112E+000, 2.0558646E+000, 1.3649984E+000, 1.0443114E+000, 2.9324129E+000, 2.8569450E+000, 2.2643369E+000, 1.8404440E+000, 1.3005012E+000, 1.0285589E+000, 1.0021658E+000, 9.9880389E-001
 2.7600000E+002, 7.2096098E+002, 8.3411307E+002, 7.9190983E+002, 7.3187154E+002, 6.0933227E+002, 5.7499285E+002, 5.4333174E+002, 4.9873781E+002, 6.0933227E+002, 5.7499285E+002, 5.4333174E+002, 4.9873781E+002, 6.9763209E+002, 7.6372174E+002, 7.4246677E+002, 6.9506381E+002, 5.4596542E+002, 4.7662994E+002, 4.2025611E+002, 3.6694507E+002, 5.4596542E+002, 4.7662994E+002, 4.2025611E+002, 3.6694507E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2575392E+002, 1.2257150E+002, 9.8359460E+001, 8.2273711E+001, 6.3101785E+001, 5.3386435E+001, 4.2526836E+001, 3.7255866E+001, 3.1757053E+001, 2.9536812E+001, 3.8174046E+000, 3.8533924E+000, 2.8716532E+000, 2.1631997E+000, 1.4169519E+000, 1.0770072E+000, 2.9820873E+000, 2.9754207E+000, 2.3423152E+000, 1.8350730E+000, 1.2583347E+000, 9.9043861E-001, 1.0332877E+000, 1.0297831E+000
 2.7700787E+002, 6.8922126E+002, 8.2697464E+002, 8.0663273E+002, 7.5561666E+002, 6.4068052E+002, 5.6633368E+002, 4.9486942E+002, 4.2166453E+002, 6.4068052E+002, 5.6633368E+002, 4.9486942E+002, 4.2166453E+002, 6.7326040E+002, 7.5794374E+002, 7.4980657E+002, 7.0952797E+002, 5.8137802E+002, 5.2003249E+002, 4.6816926E+002, 4.1324586E+002, 5.8137802E+002, 5.2003249E+002, 4.6816926E+002, 4.1324586E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2573088E+002, 1.2238546E+002, 9.8239961E+001, 8.2281537E+001, 6.3217672E+001, 5.3520415E+001, 4.2650987E+001, 3.7367596E+001, 3.1866420E+001, 2.9637099E+001, 3.7017588E+000, 3.5747004E+000, 2.5840857E+000, 1.9905907E+000, 1.3633180E+000, 1.0481389E+000, 3.1368508E+000, 2.9911273E+000, 2.2675780E+000, 1.8059962E+000, 1.2737644E+000, 9.9971341E-001, 9.4446951E-001, 9.4126917E-001
 2.7800955E+002, 6.9178159E+002, 5.9110875E+002, 4.8079242E+002, 3.9032007E+002, 2.9549691E+002, 2.7073798E+002, 2.5530940E+002, 2.4945365E+002, 2.9549691E+002, 2.7073798E+002, 2.5530940E+002, 2.4945365E+002, 6.6188615E+002, 7.1391067E+002, 6.9496953E+002, 6.6114301E+002, 5.6480331E+002, 5.0854022E+002, 4.5543776E+002, 4.0021925E+002, 5.6480331E+002, 5.0854022E+002, 4.5543776E+002, 4.0021925E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2550963E+002, 1.2224319E+002, 9.8124397E+001, 8.2183002E+001, 6.3235735E+001, 5.3591101E+001, 4.2765407E+001, 3.7473210E+001, 3.1919871E+001, 2.9604822E+001, 3.3692626E+000, 3.2388821E+000, 2.3589071E+000, 1.8372123E+000, 1.2905908E+000, 1.0223714E+000, 2.7130471E+000, 2.6303128E+000, 2.0240890E+000, 1.6290115E+000, 1.2021094E+000, 9.9019015E-001, 1.0543938E+000, 1.0508074E+000
 2.7900656E+002, 6.9121961E+002, 8.8093779E+002, 8.8257710E+002, 7.7466584E+002, 5.4107442E+002, 4.4930586E+002, 3.7702185E+002, 3.2054666E+002, 5.4107442E+002, 4.4930586E+002, 3.7702185E+002, 3.2054666E+002, 6.6287742E+002, 7.1925633E+002, 6.9182869E+002, 6.3908598E+002, 5.1762024E+002, 4.5839949E+002, 4.0692478E+002, 3.5789709E+002, 5.1762024E+002, 4.5839949E+002, 4.0692478E+002, 3.5789709E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2616519E+002, 1.2288399E+002, 9.8532487E+001, 8.2390937E+001, 6.3308335E+001, 5.3591515E+001, 4.2694940E+001, 3.7381160E+001, 3.1804517E+001, 2.9480366E+001, 4.0133814E+000, 3.8983055E+000, 2.7858400E+000, 2.0906596E+000, 1.3794815E+000, 1.0326139E+000, 3.5433963E+000, 3.4831756E+000, 2.6436091E+000, 2.0119066E+000, 1.3363654E+000, 1.0175814E+000, 9.7724093E-001, 9.7388859E-001
 2.8000561E+002, 8.1329786E+002, 7.1011973E+002, 6.1628164E+002, 5.6363140E+002, 4.8558171E+002, 4.3642665E+002, 3.8339428E+002, 3.3695539E+002, 4.8558171E+002, 4.3642665E+002, 3.8339428E+002, 3.3695539E+002, 6.8475530E+002, 7.2801682E+002, 6.9749204E+002, 6.3288289E+002, 5.0022813E+002, 4.4012123E+002, 3.8635433E+002, 3.4008063E+002, 5.0022813E+002, 4.4012123E+002, 3.8635433E+002, 3.4008063E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2561580E+002, 1.2230517E+002, 9.8115334E+001, 8.2127973E+001, 6.3172669E+001, 5.3453056E+001, 4.2562442E+001, 3.7277671E+001, 3.1733309E+001, 2.9404398E+001, 3.3290855E+000, 3.2243671E+000, 2.3672177E+000, 1.8296760E+000, 1.2420808E+000, 9.4057048E-001, 2.7024533E+000, 2.6355345E+000, 2.0295726E+000, 1.6161210E+000, 1.1497477E+000, 9.0287687E-001, 1.0323886E+000, 1.0288471E+000
 2.8100508E+002, 6.1450370E+002, 8.1970355E+002, 9.0022760E+002, 8.8625001E+002, 7.2551283E+002, 6.1935965E+002, 5.2292977E+002, 4.4231888E+002, 7.2551283E+002, 6.1935965E+002, 5.2292977E+002, 4.4231888E+002, 6.6094964E+002, 7.1924503E+002, 7.0802139E+002, 6.6222660E+002, 5.4063831E+002, 4.7489940E+002, 4.1426040E+002, 3.6169364E+002, 5.4063831E+002, 4.7489940E+002, 4.1426040E+002, 3.6169364E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2510381E+002, 1.2213095E+002, 9.8375893E+001, 8.2365481E+001, 6.3324107E+001, 5.3599466E+001, 4.2669249E+001, 3.7383303E+001, 3.1834524E+001, 2.9484255E+001, 3.3377662E+000, 3.3963861E+000, 2.6480544E+000, 2.0489535E+000, 1.3712831E+000, 1.0476997E+000, 2.8747857E+000, 2.8703952E+000, 2.2928118E+000, 1.8361206E+000, 1.2990975E+000, 1.0269816E+000, 1.0318936E+000, 1.0283514E+000
 2.8201072E+002, 7.1722928E+002, 7.4670035E+002, 7.1217367E+002, 6.4370103E+002, 4.8488316E+002, 4.1923893E+002, 3.6097832E+002, 3.1133682E+002, 4.8488316E+002, 4.1923893E+002, 3.6097832E+002, 3.1133682E+002, 6.6447699E+002, 7.2747140E+002, 7.4313731E+002, 7.1835121E+002, 5.9972668E+002, 5.2874915E+002, 4.6014375E+002, 4.0005320E+002, 5.9972668E+002, 5.2874915E+002, 4.6014375E+002, 4.0005320E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2516715E+002, 1.2218362E+002, 9.8471061E+001, 8.2529417E+001, 6.3465872E+001, 5.3704212E+001, 4.2773374E+001, 3.7488502E+001, 3.1974062E+001, 2.9654786E+001, 3.2414217E+000, 3.1478001E+000, 2.3641372E+000, 1.8680708E+000, 1.2786263E+000, 9.9091363E-001, 2.6681476E+000, 2.5776331E+000, 2.0086130E+000, 1.6265230E+000, 1.1574331E+000, 9.2243113E-001, 1.0351901E+000, 1.0316789E+000
 2.8300213E+002, 7.4480769E+002, 7.8788608E+002, 7.9712609E+002, 7.7629042E+002, 6.9057891E+002, 6.4904680E+002, 6.0534758E+002, 5.5718164E+002, 6.9057891E+002, 6.4904680E+002, 6.0534758E+002, 5.5718164E+002, 6.5856156E+002, 7.2629253E+002, 7.4568525E+002, 7.1927466E+002, 6.1060354E+002, 5.4665775E+002, 4.8231187E+002, 4.2199186E+002, 6.1060354E+002, 5.4665775E+002, 4.8231187E+002, 4.2199186E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2520555E+002, 1.2231697E+002, 9.8839050E+001, 8.2936552E+001, 6.3763875E+001, 5.3926449E+001, 4.2918536E+001, 3.7573516E+001, 3.1966187E+001, 2.9591124E+001, 3.4540794E+000, 3.4228650E+000, 2.7243622E+000, 2.1776445E+000, 1.4737958E+000, 1.1328471E+000, 2.8194629E+000, 2.7812590E+000, 2.2430112E+000, 1.8778625E+000, 1.3432486E+000, 1.0562430E+000, 1.0516176E+000, 1.0480429E+000
 2.8400734E+002, 7.1273168E+002, 7.4379357E+002, 7.1230803E+002, 6.6254636E+002, 5.3668406E+002, 4.8274542E+002, 4.3629946E+002, 4.0861289E+002, 5.3668406E+002, 4.8274542E+002, 4.3629946E+002, 4.0861289E+002, 6.7352369E+002, 7.0072991E+002, 6.9514397E+002, 6.6569258E+002, 5.7952390E+002, 5.3377474E+002, 4.8782169E+002, 4.4410943E+002, 5.7952390E+002, 5.3377474E+002, 4.8782169E+002, 4.4410943E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2482718E+002, 1.2186291E+002, 9.8519031E+001, 8.2727070E+001, 6.3615104E+001, 5.3832998E+001, 4.2880117E+001, 3.7555372E+001, 3.1949683E+001, 2.9550499E+001, 3.3511274E+000, 3.3014152E+000, 2.5112778E+000, 1.9729711E+000, 1.3273906E+000, 1.0298049E+000, 2.9591586E+000, 2.9031625E+000, 2.2250667E+000, 1.7809687E+000, 1.2596203E+000, 9.8401072E-001, 1.0124238E+000, 1.0089876E+000
 2.8500098E+002, 6.8689694E+002, 6.7762060E+002, 6.4296423E+002, 6.0372638E+002, 4.9211266E+002, 4.1446999E+002, 3.4668787E+002, 2.9492024E+002, 4.9211266E+002, 4.1446999E+002, 3.4668787E+002, 2.9492024E+002, 6.5451200E+002, 7.1427495E+002, 7.1890108E+002, 6.9131899E+002, 5.8352038E+002, 5.2743925E+002, 4.7415385E+002, 4.3046227E+002, 5.8352038E+002, 5.2743925E+002, 4.7415385E+002, 4.3046227E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2499805E+002, 1.2198016E+002, 9.8583013E+001, 8.2825427E+001, 6.3734291E+001, 5.3964770E+001, 4.3045322E+001, 3.7703297E+001, 3.2011911E+001, 2.9568293E+001, 3.3872448E+000, 3.2368480E+000, 2.4076636E+000, 1.8962712E+000, 1.2934824E+000, 1.0021572E+000, 2.7526087E+000, 2.6789286E+000, 2.1144543E+000, 1.7399992E+000, 1.2603869E+000, 1.0076698E+000, 9.9796149E-001, 9.9457761E-001
 2.8600565E+002, 7.9254113E+002, 9.1599445E+002, 8.8145792E+002, 7.6966628E+002, 5.5571109E+002, 4.7745964E+002, 4.1522036E+002, 3.7256613E+002, 5.5571109E+002, 4.7745964E+002, 4.1522036E+002, 3.7256613E+002, 6.7600028E+002, 7.1836745E+002, 7.0163946E+002, 6.5542309E+002, 5.4051156E+002, 4.8823000E+002, 4.3930832E+002, 3.9618277E+002, 5.4051156E+002, 4.8823000E+002, 4.3930832E+002, 3.9618277E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2488879E+002, 1.2165512E+002, 9.8262625E+001, 8.2556715E+001, 6.3553307E+001, 5.3831590E+001, 4.2930929E+001, 3.7603787E+001, 3.1949692E+001, 2.9534784E+001, 3.3306524E+000, 3.1186518E+000, 2.3240404E+000, 1.8373056E+000, 1.2431098E+000, 9.5806891E-001, 2.9259183E+000, 2.7089349E+000, 2.0330534E+000, 1.6554702E+000, 1.1653197E+000, 9.1328642E-001, 9.5987451E-001, 9.5661684E-001
 2.8700441E+002, 7.5768181E+002, 7.9487634E+002, 7.3775483E+002, 6.5697609E+002, 4.8113169E+002, 4.0638981E+002, 3.4885513E+002, 2.9485680E+002, 4.8113169E+002, 4.0638981E+002, 3.4885513E+002, 2.9485680E+002, 6.8126597E+002, 7.6975867E+002, 7.6825390E+002, 7.1823046E+002, 5.6356212E+002, 4.9238492E+002, 4.3420360E+002, 3.8576990E+002, 5.6356212E+002, 4.9238492E+002, 4.3420360E+002, 3.8576990E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2510211E+002, 1.2187360E+002, 9.8475741E+001, 8.2707027E+001, 6.3645772E+001, 5.3917786E+001, 4.2989409E+001, 3.7641100E+001, 3.1963782E+001, 2.9552781E+001, 3.3225376E+000, 3.1871150E+000, 2.3944782E+000, 1.8610376E+000, 1.2654126E+000, 9.9129905E-001, 2.8713572E+000, 2.7728004E+000, 2.1695243E+000, 1.7450752E+000, 1.2228367E+000, 9.5980425E-001, 9.5565340E-001, 9.5239651E-001
 2.8800545E+002, 7.0735075E+002, 8.2738523E+002, 8.4687718E+002, 7.9690424E+002, 6.2849402E+002, 5.3421895E+002, 4.4921954E+002, 3.8175014E+002, 6.2849402E+002, 5.3421895E+002, 4.4921954E+002, 3.8175014E+002, 6.8831267E+002, 7.4915820E+002, 7.3470702E+002, 6.8029662E+002, 5.3767764E+002, 4.6861726E+002, 4.0867608E+002, 3.5946827E+002, 5.3767764E+002, 4.6861726E+002, 4.0867608E+002, 3.5946827E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2599542E+002, 1.2263260E+002, 9.8693308E+001, 8.2860081E+001, 6.3723367E+001, 5.3944549E+001, 4.2965436E+001, 3.7608757E+001, 3.1937002E+001, 2.9568547E+001, 3.9135053E+000, 3.7443485E+000, 2.6728561E+000, 2.0793822E+000, 1.3752389E+000, 1.0323175E+000, 3.2663577E+000, 3.1325747E+000, 2.2979730E+000, 1.8255043E+000, 1.2781846E+000, 9.9812874E-001, 1.0265959E+000, 1.0230795E+000
