m,kW/m
Height,HRRPUL
 3.4000000E-001, 3.7372864E+002
 3.8080000E-001, 1.7323473E+002
 4.2160000E-001, 1.1866100E+002
 4.6240000E-001, 1.0651039E+002
 5.0320000E-001, 1.0391289E+002
 5.4400000E-001, 1.0230869E+002
 5.8480000E-001, 9.9461765E+001
 6.2560000E-001, 9.5218792E+001
 6.6640000E-001, 8.9622356E+001
 7.0720000E-001, 8.3615238E+001
 7.4800000E-001, 7.7241722E+001
 7.8880000E-001, 7.0619978E+001
 8.2960000E-001, 6.4067077E+001
 8.7040000E-001, 5.7772905E+001
 9.1120000E-001, 5.1774040E+001
 9.5200000E-001, 4.6184446E+001
 9.9280000E-001, 4.0908278E+001
 1.0336000E+000, 3.5990784E+001
 1.0744000E+000, 3.1458697E+001
 1.1152000E+000, 2.7398861E+001
 1.1560000E+000, 2.3750433E+001
 1.1968000E+000, 2.0496464E+001
 1.2376000E+000, 1.7621359E+001
 1.2784000E+000, 1.5060767E+001
 1.3192000E+000, 1.2795696E+001
 1.3600000E+000, 9.0637614E+000
 1.4008000E+000, 7.5757070E+000
 1.4416000E+000, 6.2981088E+000
 1.4824000E+000, 5.1922058E+000
 1.5232000E+000, 4.2620821E+000
 1.5640000E+000, 3.4757225E+000
 1.6048000E+000, 2.8201220E+000
 1.6456000E+000, 2.2784184E+000
 1.6864000E+000, 1.8379707E+000
 1.7272000E+000, 1.4793840E+000
 1.7680000E+000, 1.1883464E+000
 1.8088000E+000, 9.6160631E-001
 1.8496000E+000, 7.7846330E-001
 1.8904000E+000, 6.2636933E-001
 1.9312000E+000, 4.9683750E-001
 1.9720000E+000, 3.9281074E-001
 2.0128000E+000, 3.0856713E-001
 2.0536000E+000, 2.3932534E-001
 2.0944000E+000, 1.8378276E-001
 2.1352000E+000, 1.4006633E-001
 2.1760000E+000, 1.0704448E-001
 2.2168000E+000, 8.1832623E-002
 2.2576000E+000, 6.2554507E-002
 2.2984000E+000, 4.7226946E-002
 2.3392000E+000, 3.7034997E-002
 2.3800000E+000, 2.2448345E-002
