s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.1299658E-003, 4.5904086E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1299653E-003, 0.0000000E+000, 0.0000000E+000
 1.0010602E+000, 2.1112188E+001,-4.4398534E+000, 2.5994868E-001,-4.3567407E-001,-2.4609085E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6171347E+001, 1.6494148E+001, 7.0263437E-004, 7.0263437E-004
 2.0013101E+000, 6.2683716E+001,-1.2769822E+001,-1.2123898E+001,-5.1579356E-001,-3.6487188E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7259422E+001, 3.7270553E+001, 1.4263476E-003, 1.4263476E-003
 3.0014656E+000, 7.6405851E+001,-1.5506625E+001,-6.0579330E+001,-6.2570164E-001,-3.8353011E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4826678E-001,-3.0964203E-001, 1.5747087E-003, 1.5747087E-003
 4.0004025E+000, 7.8973791E+001,-1.6191078E+001,-5.9616431E+001,-6.0603092E-001,-3.8984053E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6075022E+000, 2.5563525E+000, 1.5962611E-003, 1.5962611E-003
 5.0008550E+000, 8.0590252E+001,-1.6424133E+001,-6.4294453E+001,-6.2966021E-001,-3.9004099E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2300815E-001,-7.6189492E-001, 1.5992084E-003, 1.5992084E-003
 6.0012813E+000, 7.8009814E+001,-1.5860228E+001,-5.4187298E+001,-5.6425905E-001,-3.8699506E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4368249E+000, 7.3941592E+000, 1.5996084E-003, 1.5996084E-003
 7.0011187E+000, 8.0214039E+001,-1.6319235E+001,-7.5530128E+001,-7.5835569E-001,-3.8188314E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2234323E+001,-1.2397499E+001, 1.5996625E-003, 1.5996625E-003
 8.0016460E+000, 7.8980162E+001,-1.6192108E+001,-5.7391782E+001,-4.9727421E-001,-3.8185055E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8370821E+000, 4.8951792E+000, 1.5996698E-003, 1.5996698E-003
