s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF7_Wall_CL","GHF8_Wall_CL","GHF9_Wall_CL","GHF10_Wall_CL","GHF11_Wall_CL"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-7.8287001E-006,-7.1261138E-006,-6.6774292E-006,-6.4763690E-006,-6.4869430E-006,-6.7248474E-006,-7.0895188E-006,-7.5554929E-006,-8.2052710E-006,-9.7952595E-006,-1.2057237E-005
 1.0056854E+000, 1.8436451E+002, 3.1933393E+001, 2.0109490E+001, 2.0008008E+001, 2.0004636E+001, 2.0001970E+001, 2.0000921E+001, 2.0000426E+001, 2.0000191E+001, 2.0000108E+001, 2.0000049E+001, 2.8879480E+001, 2.0284949E+001, 2.0082206E+001, 2.0042043E+001, 2.0024794E+001, 2.0010706E+001, 2.0005072E+001, 2.0002333E+001, 2.0001062E+001, 2.0000495E+001, 2.0000237E+001, 2.5661556E+001, 2.1253684E+001, 2.0381519E+001, 2.0167459E+001, 2.0100258E+001, 2.0050475E+001, 2.0028245E+001, 2.0015299E+001, 2.0008090E+001, 2.0004237E+001, 2.0002191E+001, 4.9680336E+000, 1.1457908E+000, 3.2347165E-001, 1.3491222E-001, 7.8467703E-002, 3.8486200E-002, 2.1330075E-002, 1.1540260E-002, 6.1488551E-003, 3.2740874E-003, 1.7009847E-003
 2.0026787E+000, 3.1348575E+002, 2.3274905E+002, 1.8681290E+002, 1.1870590E+002, 1.1314070E+002, 9.5930029E+001, 8.2119023E+001, 9.8099221E+001, 6.2284390E+001, 8.4393543E+001, 2.8595923E+001, 1.3283536E+002, 6.7175220E+001, 6.3676430E+001, 4.0149249E+001, 3.6043331E+001, 3.1148629E+001, 2.6628617E+001, 2.8456048E+001, 2.2178766E+001, 2.2805011E+001, 2.0131956E+001, 6.3988665E+001, 4.6862671E+001, 3.8400824E+001, 3.0948142E+001, 2.7815609E+001, 2.5520484E+001, 2.4065106E+001, 2.3167081E+001, 2.2182854E+001, 2.1314804E+001, 2.0298006E+001, 1.7417699E+001, 1.2414296E+001, 9.4838569E+000, 6.2045454E+000, 4.6774935E+000, 3.4868499E+000, 2.6827794E+000, 2.2052983E+000, 1.6544654E+000, 1.1478229E+000, 2.5092214E-001
 3.0006064E+000, 4.1390299E+002, 2.9983609E+002, 2.8114787E+002, 2.4138545E+002, 2.9616007E+002, 2.9277885E+002, 3.1627667E+002, 3.1923417E+002, 3.3972800E+002, 3.2839577E+002, 3.8175998E+002, 2.3086466E+002, 1.4615029E+002, 1.4357430E+002, 9.1938610E+001, 9.7847790E+001, 9.8613326E+001, 1.0161560E+002, 1.2110286E+002, 1.1248870E+002, 1.0681639E+002, 8.3314830E+001, 8.0141183E+001, 7.0942760E+001, 6.6684006E+001, 6.4104297E+001, 5.9845252E+001, 5.3184578E+001, 4.9602322E+001, 4.6069670E+001, 3.8912274E+001, 3.5157222E+001, 3.1182539E+001, 1.7477269E+001, 1.6750054E+001, 1.7159574E+001, 1.8313102E+001, 1.6679941E+001, 1.3676134E+001, 1.2616760E+001, 1.1575015E+001, 8.8975354E+000, 7.5448002E+000, 5.7682523E+000
 4.0014144E+000, 3.9439152E+002, 2.4683497E+002, 3.5234946E+002, 3.7839935E+002, 3.6519993E+002, 3.0319689E+002, 3.0584940E+002, 2.7661849E+002, 2.5290961E+002, 2.9911708E+002, 4.3759429E+002, 2.8455300E+002, 2.0549987E+002, 2.3931019E+002, 1.9390284E+002, 2.0888166E+002, 1.8768821E+002, 2.0135928E+002, 1.9225152E+002, 1.9035053E+002, 2.0236655E+002, 2.0408787E+002, 9.4546856E+001, 8.3768858E+001, 8.5221027E+001, 8.3282460E+001, 7.9433821E+001, 7.1543739E+001, 6.5746767E+001, 6.0193684E+001, 5.2952363E+001, 4.8969564E+001, 4.0664933E+001, 1.7720662E+001, 1.5770255E+001, 1.7112984E+001, 1.6655439E+001, 1.6535263E+001, 1.5485152E+001, 1.3955699E+001, 1.2249009E+001, 1.0710201E+001, 1.0095137E+001, 7.1369321E+000
 5.0008348E+000, 3.8329803E+002, 2.6589668E+002, 2.0923505E+002, 2.5557368E+002, 3.2519499E+002, 3.4882979E+002, 3.8484537E+002, 4.1904944E+002, 4.1108077E+002, 3.7133280E+002, 3.2598455E+002, 3.5595743E+002, 2.4646799E+002, 2.6937784E+002, 2.7091803E+002, 2.9455721E+002, 2.6803302E+002, 2.9599029E+002, 2.9286894E+002, 2.6432487E+002, 2.5501861E+002, 2.9163406E+002, 1.0776076E+002, 9.7312709E+001, 9.9287724E+001, 9.4658739E+001, 8.9732410E+001, 8.5917802E+001, 7.8471838E+001, 7.0741223E+001, 6.1130075E+001, 5.4977334E+001, 4.8343308E+001, 1.7745386E+001, 1.6698835E+001, 1.7619345E+001, 1.6150474E+001, 1.4998428E+001, 1.5543492E+001, 1.3908775E+001, 1.1894503E+001, 9.5620673E+000, 7.3053122E+000, 5.7817782E+000
 6.0028469E+000, 6.7419068E+002, 4.4341300E+002, 3.2908253E+002, 2.8354579E+002, 2.2610272E+002, 2.0098773E+002, 2.0963952E+002, 2.4342513E+002, 2.9414812E+002, 3.2381235E+002, 2.9816901E+002, 4.2692727E+002, 2.7351357E+002, 2.7088825E+002, 2.7444681E+002, 3.0144352E+002, 2.9421291E+002, 3.1838763E+002, 3.3445868E+002, 3.2995953E+002, 3.2168636E+002, 3.0313103E+002, 1.1875917E+002, 1.0997967E+002, 1.1411800E+002, 1.1077671E+002, 1.0296502E+002, 8.9931965E+001, 8.1595012E+001, 7.6139077E+001, 6.6404213E+001, 6.2493091E+001, 4.7265205E+001, 1.9736871E+001, 1.9141069E+001, 1.9425413E+001, 1.9103292E+001, 1.7402082E+001, 1.2379393E+001, 1.0346222E+001, 9.9851943E+000, 8.2833436E+000, 8.5133155E+000, 4.3888451E+000
 7.0015620E+000, 3.6106979E+002, 2.5192327E+002, 2.7667108E+002, 3.8624411E+002, 4.4147845E+002, 3.9336371E+002, 3.5607522E+002, 3.5262998E+002, 3.8395644E+002, 4.0470802E+002, 2.8513217E+002, 4.9026782E+002, 3.2906233E+002, 3.1030471E+002, 3.3504592E+002, 3.7287346E+002, 3.2765325E+002, 3.2323229E+002, 3.3564182E+002, 3.5404523E+002, 3.5703737E+002, 2.8805215E+002, 1.2497109E+002, 1.1505784E+002, 1.1601770E+002, 1.1292431E+002, 1.0716178E+002, 9.5374118E+001, 8.8601964E+001, 8.2055621E+001, 7.0629519E+001, 6.3897678E+001, 4.6033382E+001, 1.6661227E+001, 1.4242880E+001, 1.5201362E+001, 1.6095011E+001, 1.6031487E+001, 1.4624819E+001, 1.3698548E+001, 1.2468271E+001, 9.9113115E+000, 7.3906989E+000, 3.5803100E+000
 8.0017512E+000, 4.1872155E+002, 2.9026267E+002, 3.6671317E+002, 2.8710500E+002, 2.7131840E+002, 2.6635446E+002, 3.0591211E+002, 2.8565022E+002, 3.1315419E+002, 3.0306293E+002, 2.9303566E+002, 4.5957589E+002, 3.2894449E+002, 3.3190319E+002, 3.3682888E+002, 3.6145263E+002, 3.3406532E+002, 3.4725490E+002, 3.4263097E+002, 3.8027846E+002, 3.8391458E+002, 3.0242868E+002, 1.2774054E+002, 1.2045205E+002, 1.1732757E+002, 1.1211217E+002, 1.0858425E+002, 1.0333862E+002, 9.6345730E+001, 9.0176415E+001, 7.9602931E+001, 6.9862848E+001, 4.9848674E+001, 1.4079457E+001, 1.5378522E+001, 1.4426969E+001, 1.2727053E+001, 1.2465468E+001, 1.3609252E+001, 1.2950836E+001, 1.2073974E+001, 1.0750790E+001, 8.2681099E+000, 4.3340890E+000
