s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.2250336E-007,-2.9241390E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2542750E-007, 0.0000000E+000, 0.0000000E+000
 1.0057746E+000, 2.2228219E+001,-4.2814867E+000, 2.8035436E-001,-5.8521714E-001,-2.9306679E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6759485E+001, 1.7638939E+001, 7.1436975E-004, 7.1436975E-004
 2.0024431E+000, 6.3043564E+001,-1.2220749E+001,-1.5367434E+001,-2.1281439E+000,-5.4400172E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3436476E+001, 3.3321797E+001, 1.4279069E-003, 1.4279069E-003
 3.0025265E+000, 7.7978514E+001,-1.5102415E+001,-6.1037059E+001,-3.2617716E+000,-5.8946656E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4281967E+000,-1.4286269E+000, 1.5748217E-003, 1.5748217E-003
 4.0026240E+000, 7.9945810E+001,-1.5548511E+001,-6.3702304E+001,-3.9275056E+000,-6.0146325E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2217177E+000,-3.2385255E+000, 1.5962780E-003, 1.5962780E-003
 5.0021806E+000, 8.1404027E+001,-1.5837681E+001,-6.0009602E+001,-3.5726298E+000,-6.0789363E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8633682E+000, 1.9780350E+000, 1.5992113E-003, 1.5992113E-003
 6.0020347E+000, 7.6374058E+001,-1.4766444E+001,-5.4763082E+001,-2.7149639E+000,-5.9012554E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1254082E+000, 4.1236676E+000, 1.5996087E-003, 1.5996087E-003
 7.0020061E+000, 8.3798730E+001,-1.6234609E+001,-6.2717186E+001,-3.5758328E+000,-6.1265224E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2369342E+000, 1.2649752E+000, 1.5996625E-003, 1.5996625E-003
 8.0048227E+000, 7.5636980E+001,-1.4646376E+001,-5.6690785E+001,-3.0540123E+000,-6.1312160E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2425991E+000, 1.2396749E+000, 1.5996698E-003, 1.5996698E-003
 9.0038233E+000, 8.1921697E+001,-1.6018344E+001,-6.6504473E+001,-4.2384757E+000,-5.9948808E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5540237E+000,-4.8455912E+000, 1.5996708E-003, 1.5996708E-003
 1.0002584E+001, 8.2405106E+001,-1.6089537E+001,-6.0453471E+001,-4.0123407E+000,-6.1032025E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7950311E+000, 1.8436539E+000, 1.5996709E-003, 1.5996709E-003
