s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.7007979E+001, 7.6452159E+002, 7.6968416E+002, 6.9057465E+002, 5.8760041E+002, 3.9744766E+002, 3.3457685E+002, 2.9460919E+002, 2.7006117E+002, 2.3881524E+002, 2.2330274E+002, 2.0276875E+002, 1.7683385E+002, 6.8227693E+002, 7.3258473E+002, 7.1834020E+002, 6.7531653E+002, 5.5444292E+002, 4.8885825E+002, 4.3312782E+002, 3.8476526E+002, 3.1068708E+002, 2.8352329E+002, 2.5540106E+002, 2.3017605E+002,-5.6843419E-017, 2.1848382E+000
 1.8001072E+001, 7.3292989E+002, 7.2208618E+002, 7.0533352E+002, 6.7656134E+002, 5.7745226E+002, 5.1538080E+002, 4.5856831E+002, 4.1283917E+002, 3.2992209E+002, 2.9769803E+002, 2.6950543E+002, 2.4682896E+002, 6.8957186E+002, 7.3779989E+002, 7.2989881E+002, 6.8771826E+002, 5.5740982E+002, 4.9063019E+002, 4.3385238E+002, 3.8609120E+002, 3.0979088E+002, 2.8219776E+002, 2.5438280E+002, 2.2962452E+002,-5.6843419E-017, 1.8799191E+000
 1.9004497E+001, 7.4636996E+002, 8.5666094E+002, 7.6554037E+002, 6.2553945E+002, 4.5381012E+002, 4.1981360E+002, 4.0091155E+002, 3.7708101E+002, 3.2497673E+002, 3.0275694E+002, 2.7609755E+002, 2.5999100E+002, 6.8392348E+002, 7.2886401E+002, 6.9752230E+002, 6.3942679E+002, 5.2331358E+002, 4.7113533E+002, 4.2768637E+002, 3.8905999E+002, 3.2089891E+002, 2.9423664E+002, 2.6548426E+002, 2.4164116E+002,-5.6843419E-017, 1.8965652E+000
 2.0007286E+001, 7.3165186E+002, 7.9561654E+002, 7.4601535E+002, 6.8767993E+002, 5.5511733E+002, 4.9864819E+002, 4.4979530E+002, 4.1956465E+002, 3.6187154E+002, 3.3114353E+002, 3.0149431E+002, 2.7390701E+002, 6.7730623E+002, 7.6033307E+002, 7.3345465E+002, 6.6632651E+002, 5.2573502E+002, 4.6930077E+002, 4.2518992E+002, 3.8820086E+002, 3.2441438E+002, 2.9855038E+002, 2.7193096E+002, 2.4940043E+002,-5.6843419E-017, 1.9181120E+000
 2.1000600E+001, 8.5757605E+002, 9.4957148E+002, 9.5957910E+002, 9.1544721E+002, 7.6161772E+002, 6.7563637E+002, 5.9378690E+002, 5.2120564E+002, 4.1704270E+002, 3.8313133E+002, 3.5926618E+002, 3.3736958E+002, 7.0401301E+002, 7.6237454E+002, 7.4604322E+002, 6.9831951E+002, 5.7317723E+002, 5.1235098E+002, 4.5896741E+002, 4.1774972E+002, 3.4825165E+002, 3.1948634E+002, 2.9130201E+002, 2.6659193E+002,-5.6843419E-017, 2.0555656E+000
 2.2005062E+001, 8.8432032E+002, 8.6554375E+002, 7.9236023E+002, 7.0558545E+002, 5.6859179E+002, 5.1513836E+002, 4.7130813E+002, 4.3903066E+002, 3.7806745E+002, 3.4780066E+002, 3.0641118E+002, 2.7626555E+002, 7.5174606E+002, 7.9121650E+002, 7.7654310E+002, 7.4111211E+002, 6.3353525E+002, 5.7113469E+002, 5.1143439E+002, 4.6288685E+002, 3.8141530E+002, 3.4734928E+002, 3.1680984E+002, 2.8928794E+002,-5.6843419E-017, 1.9794450E+000
 2.3001592E+001, 8.2215545E+002, 7.3902569E+002, 6.3897544E+002, 5.6330734E+002, 4.7464688E+002, 4.3528984E+002, 3.8727851E+002, 3.4509483E+002, 2.7512700E+002, 2.5048361E+002, 2.3672964E+002, 2.2381557E+002, 7.5615415E+002, 7.5533640E+002, 7.2220244E+002, 6.7776133E+002, 5.7966878E+002, 5.2736662E+002, 4.7561263E+002, 4.3257002E+002, 3.5991208E+002, 3.3044657E+002, 3.0134823E+002, 2.7842567E+002,-5.6843419E-017, 2.0002464E+000
 2.4005581E+001, 7.0267925E+002, 8.5260648E+002, 8.1865081E+002, 7.0395152E+002, 5.0807926E+002, 4.5127055E+002, 4.0942680E+002, 3.7677104E+002, 3.2495178E+002, 3.0668830E+002, 2.7511673E+002, 2.5724056E+002, 7.2624996E+002, 7.4293693E+002, 7.0184179E+002, 6.4776105E+002, 5.5082462E+002, 5.0566139E+002, 4.5893879E+002, 4.1890728E+002, 3.4699708E+002, 3.1750990E+002, 2.8883497E+002, 2.6636709E+002,-5.6843419E-017, 1.9757284E+000
 2.5003437E+001, 7.6501836E+002, 8.1554452E+002, 7.9933666E+002, 7.4166313E+002, 5.5617004E+002, 4.7057617E+002, 3.9716620E+002, 3.4024073E+002, 2.7351271E+002, 2.5401215E+002, 2.3924118E+002, 2.3102803E+002, 6.9272211E+002, 7.4837245E+002, 7.3617546E+002, 6.8596184E+002, 5.5905274E+002, 5.0289000E+002, 4.5237494E+002, 4.1102117E+002, 3.4366318E+002, 3.1796884E+002, 2.8869267E+002, 2.6828794E+002,-5.6843419E-017, 1.9890366E+000
 2.6000361E+001, 7.1284665E+002, 7.5423093E+002, 7.5997164E+002, 7.4391201E+002, 6.6793975E+002, 6.1460581E+002, 5.5766859E+002, 5.1448953E+002, 4.2302624E+002, 3.7189523E+002, 3.2948002E+002, 2.8564625E+002, 6.9396710E+002, 7.6114367E+002, 7.6494438E+002, 7.2971393E+002, 6.0717074E+002, 5.4345960E+002, 4.8352032E+002, 4.3453632E+002, 3.5572152E+002, 3.2391107E+002, 2.9310680E+002, 2.6913033E+002,-5.6843419E-017, 2.1752905E+000
 2.7011187E+001, 7.1321662E+002, 8.3930576E+002, 8.0429688E+002, 7.3097372E+002, 5.4858139E+002, 4.6307093E+002, 3.9974547E+002, 3.4939718E+002, 2.7032356E+002, 2.3891022E+002, 2.1438545E+002, 1.9130455E+002, 6.8757190E+002, 7.3609140E+002, 7.2756439E+002, 6.9506688E+002, 5.8899571E+002, 5.3007553E+002, 4.7235364E+002, 4.2439352E+002, 3.4548646E+002, 3.1119727E+002, 2.8112166E+002, 2.5476743E+002,-5.6843419E-017, 1.8557825E+000
 2.8005710E+001, 7.4439944E+002, 8.1243374E+002, 7.7291850E+002, 6.9928717E+002, 5.6795630E+002, 5.0971374E+002, 4.4960386E+002, 4.0203770E+002, 3.2431057E+002, 2.8555603E+002, 2.5067822E+002, 2.1928348E+002, 6.8018026E+002, 7.3859023E+002, 7.2313353E+002, 6.8217310E+002, 5.6569646E+002, 5.0583217E+002, 4.5130031E+002, 4.0728161E+002, 3.3227136E+002, 2.9861827E+002, 2.6928839E+002, 2.4281524E+002,-5.6843419E-017, 2.0281767E+000
 2.9001301E+001, 8.6355713E+002, 9.1679627E+002, 8.8800629E+002, 8.1173439E+002, 6.2753170E+002, 5.5840153E+002, 5.0237798E+002, 4.5424675E+002, 3.8170816E+002, 3.5285560E+002, 3.2601475E+002, 3.0069669E+002, 7.0411915E+002, 7.7416301E+002, 7.6639924E+002, 7.1629373E+002, 5.8511908E+002, 5.2525741E+002, 4.7148269E+002, 4.2628387E+002, 3.5025634E+002, 3.1545442E+002, 2.8321571E+002, 2.5383286E+002,-5.6843419E-017, 2.0558026E+000
 3.0009203E+001, 8.5924644E+002, 9.3110855E+002, 8.6543218E+002, 7.6713961E+002, 6.3084459E+002, 5.8083259E+002, 5.3817167E+002, 4.9727521E+002, 4.2062915E+002, 3.8382651E+002, 3.4263463E+002, 3.0850655E+002, 7.4651925E+002, 8.0412076E+002, 7.8011841E+002, 7.2577426E+002, 6.0013154E+002, 5.4265857E+002, 4.9024910E+002, 4.4290267E+002, 3.6378474E+002, 3.3003045E+002, 2.9836823E+002, 2.7065196E+002,-5.6843419E-017, 1.9537136E+000
 3.1010157E+001, 7.4149105E+002, 7.5833175E+002, 7.0925256E+002, 6.4874399E+002, 5.0932635E+002, 4.4652437E+002, 4.0374314E+002, 3.7137092E+002, 3.0498632E+002, 2.8046348E+002, 2.5713472E+002, 2.3762455E+002, 7.3312108E+002, 7.8610023E+002, 7.6551955E+002, 7.1893354E+002, 6.0672551E+002, 5.5213104E+002, 5.0226173E+002, 4.5597978E+002, 3.7513875E+002, 3.4161257E+002, 3.0802932E+002, 2.7879593E+002,-5.6843419E-017, 1.7873825E+000
 3.2007602E+001, 7.7965360E+002, 8.3822980E+002, 8.1378325E+002, 7.6529545E+002, 6.0722494E+002, 5.1716780E+002, 4.3514336E+002, 3.6629115E+002, 2.6625645E+002, 2.3172340E+002, 2.0266971E+002, 1.8256977E+002, 7.2058522E+002, 7.5911573E+002, 7.3634267E+002, 6.9380254E+002, 5.7482002E+002, 5.1378355E+002, 4.6015379E+002, 4.1407481E+002, 3.3704904E+002, 3.0550730E+002, 2.7582727E+002, 2.5141065E+002,-5.6843419E-017, 1.8613725E+000
 3.3006579E+001, 7.8315695E+002, 8.1589116E+002, 7.9191165E+002, 7.7284558E+002, 6.9448503E+002, 6.3480213E+002, 5.5291087E+002, 4.7225918E+002, 3.5593017E+002, 3.1439031E+002, 2.8295013E+002, 2.5610633E+002, 7.0859874E+002, 7.5595997E+002, 7.4175650E+002, 7.1039552E+002, 6.0212672E+002, 5.3633508E+002, 4.7242471E+002, 4.1644041E+002, 3.3141535E+002, 2.9777165E+002, 2.6717515E+002, 2.4274412E+002,-5.6843419E-017, 2.1274678E+000
 3.4007866E+001, 8.8680437E+002, 7.8010815E+002, 6.2114261E+002, 4.8847373E+002, 3.3674754E+002, 3.0289579E+002, 2.7905995E+002, 2.5709890E+002, 2.1605702E+002, 1.9954637E+002, 1.8450069E+002, 1.7397453E+002, 7.4329300E+002, 7.4823719E+002, 7.0362456E+002, 6.6080868E+002, 5.7676218E+002, 5.3026329E+002, 4.7830765E+002, 4.2939361E+002, 3.4555530E+002, 3.0866365E+002, 2.7591161E+002, 2.4893765E+002,-5.6843419E-017, 1.8101627E+000
 3.5007722E+001, 9.0017335E+002, 9.5240820E+002, 8.6438606E+002, 7.4853437E+002, 5.2077693E+002, 4.4864026E+002, 4.0211223E+002, 3.6927055E+002, 3.2295358E+002, 2.9970913E+002, 2.7282416E+002, 2.4630387E+002, 7.8651040E+002, 7.8133235E+002, 7.1691368E+002, 6.5276993E+002, 5.4281623E+002, 4.9262006E+002, 4.4442725E+002, 4.0009159E+002, 3.2486754E+002, 2.9160911E+002, 2.6191449E+002, 2.3716210E+002,-5.6843419E-017, 1.6749994E+000
 3.6001829E+001, 7.3594511E+002, 8.7776230E+002, 8.8413923E+002, 8.4205275E+002, 6.5201431E+002, 5.2695466E+002, 4.1921289E+002, 3.3144319E+002, 2.0742957E+002, 1.7471779E+002, 1.5575959E+002, 1.4352257E+002, 7.4212691E+002, 8.0007285E+002, 7.6407448E+002, 6.9841368E+002, 5.4380057E+002, 4.7661871E+002, 4.2123474E+002, 3.7520680E+002, 2.9972361E+002, 2.6952626E+002, 2.4355082E+002, 2.2100842E+002,-5.6843419E-017, 1.9440204E+000
 3.7000207E+001, 7.6222526E+002, 8.8763082E+002, 8.4334831E+002, 7.4551704E+002, 6.0213202E+002, 5.5350149E+002, 5.0392683E+002, 4.5671916E+002, 3.6347462E+002, 3.1897161E+002, 2.7344332E+002, 2.3153517E+002, 7.2800452E+002, 7.9341473E+002, 7.6438231E+002, 7.0652836E+002, 5.6734182E+002, 5.0123545E+002, 4.4178612E+002, 3.9150680E+002, 3.0636103E+002, 2.7234715E+002, 2.4224837E+002, 2.1688063E+002,-5.6843419E-017, 1.8703414E+000
 3.8005876E+001, 6.4282632E+002, 6.9494211E+002, 7.0466082E+002, 6.9426102E+002, 6.0738504E+002, 5.4521005E+002, 4.9113301E+002, 4.4510210E+002, 3.5402958E+002, 3.2310987E+002, 2.9445719E+002, 2.7226662E+002, 6.8023037E+002, 7.5904904E+002, 7.6218588E+002, 7.2699030E+002, 6.0749287E+002, 5.3942588E+002, 4.7634838E+002, 4.2333808E+002, 3.3366127E+002, 2.9802504E+002, 2.6589331E+002, 2.3657753E+002,-5.6843419E-017, 1.8838035E+000
 3.9005538E+001, 7.3021900E+002, 7.2034028E+002, 6.4449937E+002, 5.3937417E+002, 3.4658596E+002, 3.0613555E+002, 2.8101545E+002, 2.6555354E+002, 2.3786259E+002, 2.2040918E+002, 2.0533672E+002, 1.8858798E+002, 6.6190886E+002, 7.1692421E+002, 7.0838325E+002, 6.7246849E+002, 5.6059855E+002, 5.0163075E+002, 4.4651325E+002, 3.9907338E+002, 3.1391467E+002, 2.8071675E+002, 2.5108704E+002, 2.2614223E+002,-5.6843419E-017, 1.8562710E+000
 4.0008595E+001, 6.9423988E+002, 7.6074094E+002, 7.6656215E+002, 7.5775208E+002, 6.7197131E+002, 5.9044530E+002, 4.9777707E+002, 4.1902950E+002, 3.0826001E+002, 2.7890366E+002, 2.6295631E+002, 2.4929406E+002, 6.6598245E+002, 6.9441814E+002, 6.7402568E+002, 6.3699637E+002, 5.3283293E+002, 4.7690170E+002, 4.2321493E+002, 3.7757926E+002, 3.0209254E+002, 2.7364520E+002, 2.4963464E+002, 2.2799783E+002,-5.6843419E-017, 1.9499881E+000
 4.1010658E+001, 7.4670919E+002, 7.6426479E+002, 6.9387500E+002, 6.1716620E+002, 5.1732459E+002, 4.8253735E+002, 4.5062806E+002, 4.1723472E+002, 3.5614126E+002, 3.3021500E+002, 3.0261828E+002, 2.7808311E+002, 6.6841443E+002, 6.9475037E+002, 6.8531874E+002, 6.6384647E+002, 5.8681257E+002, 5.3372310E+002, 4.7371667E+002, 4.1879755E+002, 3.2715885E+002, 2.9487520E+002, 2.6904691E+002, 2.4652368E+002,-5.6843419E-017, 2.0145713E+000
 4.2003872E+001, 7.9341385E+002, 8.2507776E+002, 8.3301759E+002, 8.1489817E+002, 6.9970538E+002, 6.2457276E+002, 5.6440902E+002, 5.1221792E+002, 4.2312890E+002, 3.8328109E+002, 3.4990242E+002, 3.1246930E+002, 6.9049494E+002, 7.3448879E+002, 7.3177797E+002, 7.0878892E+002, 6.1620682E+002, 5.5878255E+002, 5.0214065E+002, 4.4868838E+002, 3.5868459E+002, 3.2352370E+002, 2.9461273E+002, 2.6715749E+002,-5.6843419E-017, 1.9750402E+000
 4.3005668E+001, 7.2874213E+002, 8.9084485E+002, 8.5126001E+002, 7.5009614E+002, 5.9346548E+002, 5.3888373E+002, 4.8517914E+002, 4.3880136E+002, 3.7348094E+002, 3.4734497E+002, 3.2253498E+002, 2.9853344E+002, 6.9121104E+002, 7.4290551E+002, 7.3126244E+002, 6.9638779E+002, 5.9947588E+002, 5.4568105E+002, 4.9501081E+002, 4.4915379E+002, 3.7190606E+002, 3.3946672E+002, 3.1146771E+002, 2.8369660E+002,-5.6843419E-017, 1.8990159E+000
 4.4009178E+001, 8.9311425E+002, 9.5870172E+002, 9.1803113E+002, 8.1539451E+002, 5.8402777E+002, 4.8965236E+002, 4.0596088E+002, 3.3112619E+002, 2.3860182E+002, 2.1958396E+002, 2.0688735E+002, 1.9800227E+002, 7.2395572E+002, 8.0824666E+002, 7.9232040E+002, 7.3025275E+002, 5.8694147E+002, 5.2335124E+002, 4.6852437E+002, 4.2128395E+002, 3.4855435E+002, 3.2047813E+002, 2.9646442E+002, 2.7390831E+002,-5.6843419E-017, 1.9749080E+000
 4.5007804E+001, 7.9267009E+002, 7.6790701E+002, 6.9317987E+002, 6.4647374E+002, 5.0269766E+002, 4.2613181E+002, 3.8024766E+002, 3.4908886E+002, 2.9348261E+002, 2.6384176E+002, 2.4182351E+002, 2.2746211E+002, 7.3485246E+002, 7.8462752E+002, 7.6089892E+002, 7.0364591E+002, 5.6400205E+002, 4.9983463E+002, 4.4582711E+002, 3.9825769E+002, 3.2346798E+002, 2.9594656E+002, 2.7290668E+002, 2.5237628E+002,-5.6843419E-017, 1.9578442E+000
 4.6006304E+001, 7.1987863E+002, 7.3524370E+002, 6.8591320E+002, 6.0861774E+002, 4.7922685E+002, 4.2363016E+002, 3.6093698E+002, 3.0300698E+002, 2.1262059E+002, 1.8495902E+002, 1.6656770E+002, 1.5570587E+002, 7.0433488E+002, 7.2786309E+002, 7.0344907E+002, 6.6070626E+002, 5.3923938E+002, 4.7070432E+002, 4.1432871E+002, 3.6661608E+002, 2.9622033E+002, 2.7092975E+002, 2.5042016E+002, 2.3420805E+002,-5.6843419E-017, 1.6717394E+000
 4.7006048E+001, 7.4787045E+002, 8.8308200E+002, 8.9822075E+002, 8.3670107E+002, 6.2854148E+002, 5.2953951E+002, 4.5924225E+002, 4.0647482E+002, 3.3270248E+002, 3.0302949E+002, 2.6866649E+002, 2.3909059E+002, 7.0116699E+002, 7.4824396E+002, 7.3663329E+002, 6.9591865E+002, 5.6350661E+002, 4.9108133E+002, 4.2971887E+002, 3.7645392E+002, 2.9462946E+002, 2.6391778E+002, 2.3796523E+002, 2.1867968E+002,-5.6843419E-017, 2.0149871E+000
 4.8005616E+001, 7.4559266E+002, 8.2448518E+002, 7.6948102E+002, 6.6603545E+002, 4.7471296E+002, 4.0927848E+002, 3.6179439E+002, 3.2897866E+002, 2.7805244E+002, 2.4892317E+002, 2.2505250E+002, 2.0224999E+002, 6.9403156E+002, 7.5840716E+002, 7.4783740E+002, 6.9472158E+002, 5.4454275E+002, 4.7312306E+002, 4.1516764E+002, 3.6725982E+002, 2.9425345E+002, 2.6584290E+002, 2.4063035E+002, 2.1993656E+002,-5.6843419E-017, 1.9466007E+000
 4.9003172E+001, 7.2823098E+002, 7.9961214E+002, 7.5185269E+002, 6.6893658E+002, 5.0072248E+002, 4.3128635E+002, 3.7488256E+002, 3.2604368E+002, 2.5761767E+002, 2.3971463E+002, 2.3055290E+002, 2.2175591E+002, 7.0016574E+002, 7.5842724E+002, 7.3805519E+002, 6.8277195E+002, 5.3525297E+002, 4.6691305E+002, 4.1146470E+002, 3.6673253E+002, 2.9866588E+002, 2.7076030E+002, 2.4671818E+002, 2.2570965E+002,-5.6843419E-017, 2.0327626E+000
 5.0001917E+001, 7.2365977E+002, 9.1672420E+002, 9.2495312E+002, 8.5481711E+002, 6.8993737E+002, 6.1635949E+002, 5.4270376E+002, 4.7408078E+002, 3.7419704E+002, 3.3483186E+002, 2.9875974E+002, 2.7323752E+002, 6.8116711E+002, 7.7184014E+002, 7.6778006E+002, 7.1867911E+002, 5.7876527E+002, 5.0839458E+002, 4.4651895E+002, 3.9424900E+002, 3.1471724E+002, 2.8421537E+002, 2.5836296E+002, 2.3764942E+002,-5.6843419E-017, 2.0057347E+000
