,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,10.433649661199999,14.954990962,15.011282014799999,11.373137011199999,8.738764124400001,5.87112373
1,6.7721127976,8.817796664,12.449023541999999,12.306487939999998,10.4273815052,7.2507954648
2,4.6328024124,7.997672832399999,11.6878018332,12.196571284800001,10.6845932632,7.8441316128
