m,kW/m
Height,HRRPUL
 3.6000000E-001, 3.2174083E+002
 4.4333333E-001, 1.6700660E+002
 5.2666667E-001, 1.1644174E+002
 6.1000000E-001, 8.9897388E+001
 6.9333333E-001, 7.3352372E+001
 7.7666667E-001, 5.9487661E+001
 8.6000000E-001, 4.6593468E+001
 9.4333333E-001, 3.5386130E+001
 1.0266667E+000, 2.6084070E+001
 1.1100000E+000, 1.8852526E+001
 1.1933333E+000, 1.3396820E+001
 1.2766667E+000, 9.4534275E+000
 1.3600000E+000, 4.6309838E+000
 1.4433333E+000, 3.2340773E+000
 1.5266667E+000, 2.2698930E+000
 1.6100000E+000, 1.5922317E+000
 1.6933333E+000, 1.1179135E+000
 1.7766667E+000, 7.8527908E-001
 1.8600000E+000, 5.5491448E-001
 1.9433333E+000, 3.9144641E-001
 2.0266667E+000, 2.7985443E-001
 2.1100000E+000, 1.9958875E-001
 2.1933333E+000, 1.4258497E-001
 2.2766667E+000, 1.0376817E-001
 2.3600000E+000, 6.1628246E-002
