s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.4141788E-007,-2.0679108E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6209699E-007, 0.0000000E+000, 0.0000000E+000
 1.0013256E+000, 2.3988120E+001,-4.4562194E+000, 3.1209129E-001,-4.0476923E-001,-2.9628446E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8523498E+001, 1.9436260E+001, 7.1148181E-004, 7.1148181E-004
 2.0014813E+000, 6.6036106E+001,-1.2472922E+001,-1.9463313E+001,-5.6586679E-001,-5.5130906E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3524640E+001, 3.3528491E+001, 1.4268254E-003, 1.4268254E-003
 3.0031836E+000, 7.6887710E+001,-1.4553419E+001,-5.7261514E+001,-7.8495384E-001,-5.9953167E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3938370E+000, 4.2818284E+000, 1.5748079E-003, 1.5748079E-003
 4.0003290E+000, 7.8596199E+001,-1.4835995E+001,-6.2551497E+001,-6.1765781E-001,-5.9596409E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3412748E-001, 5.8508935E-001, 1.5962765E-003, 1.5962765E-003
 5.0023251E+000, 7.6641119E+001,-1.4461452E+001,-6.3853868E+001,-5.7006725E-001,-6.0261759E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3068605E+000,-2.2502947E+000, 1.5992099E-003, 1.5992099E-003
 6.0012202E+000, 8.3336944E+001,-1.5761610E+001,-6.3829940E+001,-7.6189582E-001,-6.0150338E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8133952E+000, 2.9774839E+000, 1.5996087E-003, 1.5996087E-003
 7.0023828E+000, 8.2243200E+001,-1.5585987E+001,-5.9847201E+001,-7.7670343E-001,-6.0342350E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1421628E+000, 6.0272733E+000, 1.5996625E-003, 1.5996625E-003
 8.0014639E+000, 7.6469826E+001,-1.4441190E+001,-6.7882124E+001,-9.3452493E-001,-5.8450403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6553588E+000,-6.7938585E+000, 1.5996698E-003, 1.5996698E-003
 9.0023060E+000, 8.4520182E+001,-1.6025444E+001,-6.5132685E+001,-8.4240469E-001,-6.1205739E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4072974E+000, 2.5135278E+000, 1.5996708E-003, 1.5996708E-003
