s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-6.4988116E-007,-5.9632813E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5584444E-007, 0.0000000E+000, 0.0000000E+000
 1.0009251E+000, 2.8977570E+001,-4.6319664E+000, 3.9701120E-001,-3.4135896E-001,-3.2008243E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1650120E+001, 2.4398055E+001, 7.2901689E-004, 7.2901689E-004
 2.0086782E+000, 6.7167575E+001,-1.2990164E+001,-2.3798754E+001,-4.5260815E-001,-6.9296384E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9575426E+001, 2.9919118E+001, 1.4287414E-003, 1.4287414E-003
 3.0040812E+000, 7.3326411E+001,-1.3939718E+001,-5.2958412E+001,-5.8307485E-001,-7.5063889E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1713379E+000, 5.8376998E+000, 1.5752125E-003, 1.5752125E-003
 4.0004497E+000, 7.6978990E+001,-1.4725053E+001,-5.8118983E+001,-5.6258155E-001,-7.3975543E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4446546E+000, 3.5649748E+000, 1.5963042E-003, 1.5963042E-003
 5.0076427E+000, 8.3332425E+001,-1.5963118E+001,-6.6299072E+001,-5.9274311E-001,-7.5343317E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0249778E-001, 4.6995740E-001, 1.5992146E-003, 1.5992146E-003
 6.0052261E+000, 7.5478760E+001,-1.4472448E+001,-6.3222866E+001,-5.8318496E-001,-7.6408243E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5589373E+000,-2.8073797E+000, 1.5996097E-003, 1.5996097E-003
 7.0007496E+000, 8.0929180E+001,-1.5463883E+001,-6.0902984E+001,-5.5785602E-001,-7.4431380E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4451761E+000, 3.9970138E+000, 1.5996626E-003, 1.5996626E-003
 8.0005484E+000, 7.6408504E+001,-1.4596584E+001,-6.4404328E+001,-5.1953264E-001,-7.4504190E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8766113E+000,-3.1193910E+000, 1.5996698E-003, 1.5996698E-003
