m,kW/m
Height,HRRPUL
 3.4000000E-001, 3.7685926E+002
 4.2500000E-001, 1.9371509E+002
 5.1000000E-001, 1.2156014E+002
 5.9500000E-001, 8.8122115E+001
 6.8000000E-001, 6.4970714E+001
 7.6500000E-001, 4.6463747E+001
 8.5000000E-001, 3.2223690E+001
 9.3500000E-001, 2.1907593E+001
 1.0200000E+000, 1.4855680E+001
 1.1050000E+000, 1.0111763E+001
 1.1900000E+000, 6.9225069E+000
 1.2750000E+000, 4.7668033E+000
 1.3600000E+000, 2.3104076E+000
 1.4450000E+000, 1.6277540E+000
 1.5300000E+000, 1.1495995E+000
 1.6150000E+000, 8.1906786E-001
 1.7000000E+000, 5.8507287E-001
 1.7850000E+000, 4.1969277E-001
 1.8700000E+000, 3.0167833E-001
 1.9550000E+000, 2.1857865E-001
 2.0400000E+000, 1.5852602E-001
 2.1250000E+000, 1.1551291E-001
 2.2100000E+000, 8.3990303E-002
 2.2950000E+000, 6.1544855E-002
 2.3800000E+000, 4.4908300E-002
