s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.1299658E-003, 4.5904086E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1299653E-003, 0.0000000E+000, 0.0000000E+000
 1.0011172E+000, 2.1277926E+001,-4.0973001E+000, 2.6934151E-001,-4.3802576E-001,-2.4648388E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6675577E+001, 1.7009477E+001, 7.0265376E-004, 7.0265376E-004
 2.0001569E+000, 6.0766525E+001,-1.1352467E+001,-1.2725414E+001,-5.1597945E-001,-3.6200128E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6127348E+001, 3.6169044E+001, 1.4262241E-003, 1.4262241E-003
 3.0006192E+000, 7.7617522E+001,-1.4362711E+001,-6.1783777E+001,-7.6127164E-001,-3.9372917E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9347343E-001, 7.0582512E-001, 1.5746584E-003, 1.5746584E-003
 4.0005035E+000, 7.7860045E+001,-1.4479659E+001,-6.1262342E+001,-5.7321713E-001,-3.8128130E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984146E+000, 1.5410133E+000, 1.5962576E-003, 1.5962576E-003
 5.0008802E+000, 8.1682204E+001,-1.5192622E+001,-6.2229102E+001,-5.7279866E-001,-3.8819363E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6857273E+000, 3.6837997E+000, 1.5992085E-003, 1.5992085E-003
 6.0002332E+000, 7.8799006E+001,-1.4660809E+001,-6.6564220E+001,-6.5157753E-001,-3.8887211E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0647398E+000,-3.0814898E+000, 1.5996083E-003, 1.5996083E-003
 7.0014071E+000, 7.9933257E+001,-1.4902717E+001,-6.8854307E+001,-5.7035215E-001,-3.7769987E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3716959E+000,-4.3978959E+000, 1.5996625E-003, 1.5996625E-003
 8.0008917E+000, 8.1820045E+001,-1.5158715E+001,-5.9591605E+001,-5.3442556E-001,-3.8609600E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5927181E+000, 6.5314381E+000, 1.5996698E-003, 1.5996698E-003
