s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-6.3153163E-007,-5.9632813E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3749491E-007, 0.0000000E+000, 0.0000000E+000
 1.0135612E+000, 3.0638236E+001,-5.2917731E+000, 4.0680885E-001,-6.9232175E-001,-3.1967548E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2666749E+001, 2.5057753E+001, 7.3521536E-004, 7.3521536E-004
 2.0061243E+000, 5.7737008E+001,-1.1322728E+001,-1.0573499E+001,-2.1049505E+000,-6.9287581E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3575938E+001, 3.3728902E+001, 1.4311469E-003, 1.4311469E-003
 3.0093274E+000, 7.6598684E+001,-1.4816938E+001,-6.8327298E+001,-2.9936579E+000,-7.3845902E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2924729E+000,-9.5465949E+000, 1.5751944E-003, 1.5751944E-003
 4.0063071E+000, 8.3463513E+001,-1.6380523E+001,-5.7955494E+001,-3.7617958E+000,-7.7769459E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0874492E+000, 5.3579221E+000, 1.5963382E-003, 1.5963382E-003
 5.0029655E+000, 7.8582998E+001,-1.5295784E+001,-6.1345757E+001,-3.4607289E+000,-7.5299493E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2550400E+000,-1.5268018E+000, 1.5992161E-003, 1.5992161E-003
 6.0041590E+000, 8.5119342E+001,-1.6420659E+001,-5.7247039E+001,-3.6922060E+000,-7.5775845E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3445368E+000, 7.7518606E+000, 1.5996092E-003, 1.5996092E-003
 7.0025263E+000, 7.6022348E+001,-1.4795528E+001,-6.2760164E+001,-3.0962553E+000,-7.5752681E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6402019E+000,-4.6371749E+000, 1.5996626E-003, 1.5996626E-003
 8.0064182E+000, 8.2470388E+001,-1.5972924E+001,-5.7445030E+001,-3.3008243E+000,-7.5886684E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7924592E+000, 5.7440206E+000, 1.5996698E-003, 1.5996698E-003
 9.0101557E+000, 7.3844272E+001,-1.4239701E+001,-6.2484791E+001,-3.2254998E+000,-7.5900877E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0040398E+000,-6.1133097E+000, 1.5996708E-003, 1.5996708E-003
 1.0004462E+001, 8.7348806E+001,-1.7149081E+001,-7.0358087E+001,-3.8099825E+000,-7.7971485E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2050334E+000,-3.9761414E+000, 1.5996709E-003, 1.5996709E-003
 1.1009875E+001, 7.6031291E+001,-1.4550631E+001,-5.9700006E+001,-3.6660002E+000,-7.7309110E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0758470E+000,-1.8930778E+000, 1.5996709E-003, 1.5996709E-003
 1.2000480E+001, 7.6610422E+001,-1.4871353E+001,-5.8698754E+001,-3.1938211E+000,-7.4835149E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3906940E-001,-1.6098946E-001, 1.5996709E-003, 1.5996709E-003
 1.3001786E+001, 8.5564637E+001,-1.6624946E+001,-5.6586093E+001,-2.7845370E+000,-7.5124546E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2786272E+000, 9.5615492E+000, 1.5996709E-003, 1.5996709E-003
 1.4007759E+001, 8.1041140E+001,-1.5760582E+001,-6.7861754E+001,-3.5805725E+000,-7.7943512E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5131950E+000,-6.1695631E+000, 1.5996709E-003, 1.5996709E-003
 1.5004948E+001, 7.7479068E+001,-1.5125183E+001,-5.4351289E+001,-2.7825869E+000,-7.4205666E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3735804E+000, 5.2125892E+000, 1.5996709E-003, 1.5996709E-003
 1.6008705E+001, 7.7042028E+001,-1.4838654E+001,-6.7573384E+001,-3.2492328E+000,-7.4309558E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2324074E+000,-8.6266734E+000, 1.5996709E-003, 1.5996709E-003
 1.7000204E+001, 7.8441307E+001,-1.5134323E+001,-5.2218937E+001,-2.4440684E+000,-7.5379756E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6613421E+000, 8.6364399E+000, 1.5996709E-003, 1.5996709E-003
