s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF7_Wall_CL","GHF8_Wall_CL","GHF9_Wall_CL","GHF10_Wall_CL","GHF11_Wall_CL"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9999987E+001, 1.9999981E+001, 1.9999956E+001, 1.9999953E+001, 1.9999944E+001, 1.9999930E+001, 1.9999955E+001, 1.9999963E+001, 1.9999967E+001, 1.9999981E+001, 1.9999987E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-4.6102402E-004,-5.8053257E-004,-2.7412880E-003,-2.4590398E-003,-2.7910588E-003,-3.5109405E-003,-2.0680623E-003,-1.8035030E-003,-1.6219065E-003,-5.5596581E-004,-4.3810147E-004
 1.0037143E+000, 1.2293819E+002, 2.4516633E+001, 2.0011331E+001, 2.0004477E+001, 2.0001631E+001, 2.0000493E+001, 2.0000012E+001, 1.9999988E+001, 1.9999955E+001, 1.9999915E+001, 1.9999921E+001, 2.3767374E+001, 2.0238597E+001, 2.0040056E+001, 2.0017987E+001, 2.0006710E+001, 2.0002112E+001, 2.0000185E+001, 1.9999986E+001, 1.9999909E+001, 1.9999730E+001, 1.9999746E+001, 2.8585007E+001, 2.1548119E+001, 2.0216615E+001, 2.0085239E+001, 2.0042187E+001, 2.0020029E+001, 2.0004508E+001, 2.0001530E+001, 2.0000329E+001, 1.9999243E+001, 1.9999173E+001, 7.2264083E+000, 1.3410815E+000, 1.9363003E-001, 7.3798866E-002, 3.5668417E-002, 1.6979747E-002, 4.2399230E-003, 1.6065998E-003, 5.4873812E-004,-1.7800855E-004,-2.8447830E-004
 2.0003218E+000, 2.8107696E+002, 2.1108890E+002, 1.9605405E+002, 1.6181674E+002, 1.3340034E+002, 1.3887604E+002, 1.5801005E+002, 1.1012487E+002, 8.5696723E+001, 5.2259477E+001, 2.0003816E+001, 8.7517198E+001, 7.6861567E+001, 8.2553069E+001, 6.5372015E+001, 4.9512134E+001, 4.4307801E+001, 3.7380813E+001, 2.5679281E+001, 2.3336300E+001, 2.0818530E+001, 2.0015437E+001, 5.4843514E+001, 4.9104402E+001, 4.0864107E+001, 3.3609894E+001, 3.2231768E+001, 2.8150073E+001, 2.5405847E+001, 2.3241622E+001, 2.1048846E+001, 2.0168641E+001, 2.0066587E+001, 1.0446679E+001, 1.2063112E+001, 9.9986575E+000, 7.2491761E+000, 7.3368640E+000, 5.3389664E+000, 3.7672234E+000, 2.4591150E+000, 9.0633245E-001, 1.3652192E-001, 5.0114403E-002
 3.0003087E+000, 3.9408613E+002, 1.9470708E+002, 2.0366418E+002, 2.0783307E+002, 2.0814390E+002, 2.3875070E+002, 1.9294123E+002, 2.6383552E+002, 3.1445158E+002, 3.5915256E+002, 4.0649802E+002, 2.1460074E+002, 1.2712842E+002, 1.1268000E+002, 1.0385924E+002, 1.0223326E+002, 1.1323866E+002, 1.0824097E+002, 1.1647792E+002, 1.2735988E+002, 1.1444888E+002, 8.2286998E+001, 6.1817006E+001, 6.2210752E+001, 5.7097618E+001, 5.0968842E+001, 5.1487557E+001, 5.2852196E+001, 5.1390536E+001, 4.9626808E+001, 4.6955915E+001, 4.3285628E+001, 3.2697740E+001, 1.1859317E+001, 1.5488073E+001, 1.3672435E+001, 1.0879229E+001, 1.0168294E+001, 1.2225146E+001, 1.2551537E+001, 1.2911150E+001, 1.2823610E+001, 1.1904748E+001, 7.1424606E+000
 4.0014368E+000, 5.1959409E+002, 3.0366400E+002, 2.7033429E+002, 2.9442052E+002, 3.2929391E+002, 2.6051689E+002, 3.0728868E+002, 2.8211970E+002, 2.4917226E+002, 2.9383459E+002, 3.2037876E+002, 3.3683476E+002, 1.6579376E+002, 1.6001372E+002, 1.8531840E+002, 1.7994667E+002, 1.7017989E+002, 1.7898540E+002, 2.2352231E+002, 2.1974225E+002, 2.0371970E+002, 2.0795728E+002, 7.0062266E+001, 7.3162152E+001, 6.8217230E+001, 6.5032868E+001, 6.5665494E+001, 6.3687074E+001, 6.0450220E+001, 5.9286517E+001, 5.6808732E+001, 5.0979894E+001, 3.8853707E+001, 1.0884643E+001, 1.0977086E+001, 1.0489753E+001, 1.2008707E+001, 1.2847004E+001, 1.1238167E+001, 1.0144427E+001, 9.8257410E+000, 9.5235226E+000, 7.6764211E+000, 4.6890275E+000
 5.0014142E+000, 4.0108967E+002, 4.1084692E+002, 3.5268137E+002, 3.4142437E+002, 2.9541164E+002, 2.7292748E+002, 2.9619724E+002, 2.7612533E+002, 2.9431649E+002, 3.7327313E+002, 3.7828344E+002, 4.0657658E+002, 2.6081141E+002, 2.3204538E+002, 2.4579127E+002, 2.3780272E+002, 2.1803412E+002, 2.1834825E+002, 2.3591056E+002, 2.4843943E+002, 2.8264426E+002, 2.6578397E+002, 7.3670825E+001, 7.8317488E+001, 7.7545100E+001, 7.3103328E+001, 7.1868373E+001, 7.0180938E+001, 6.9818956E+001, 6.7973463E+001, 6.5030213E+001, 5.7105915E+001, 4.2050551E+001, 9.2831946E+000, 1.0590405E+001, 1.2301931E+001, 1.1759586E+001, 1.1187402E+001, 1.1205125E+001, 1.2230712E+001, 1.2024624E+001, 1.1120780E+001, 8.5008902E+000, 4.6294172E+000
 6.0011811E+000, 4.7779362E+002, 2.6543327E+002, 2.4497883E+002, 2.1713084E+002, 2.2991552E+002, 2.6061489E+002, 2.8880891E+002, 3.2669375E+002, 3.4704998E+002, 3.9207399E+002, 5.1477804E+002, 4.2663230E+002, 3.1570574E+002, 2.8898944E+002, 2.9025921E+002, 2.5859560E+002, 2.4696609E+002, 2.7234556E+002, 2.9012219E+002, 2.9871714E+002, 3.5275437E+002, 3.3539071E+002, 8.2954271E+001, 8.6671662E+001, 8.4322790E+001, 8.3122915E+001, 8.2638139E+001, 7.4272913E+001, 7.1166839E+001, 6.8096875E+001, 6.7526579E+001, 5.9401189E+001, 4.9231403E+001, 1.2750938E+001, 1.3374096E+001, 1.1858891E+001, 1.2792528E+001, 1.3060060E+001, 1.0144833E+001, 9.3385548E+000, 8.2716429E+000, 8.1538774E+000, 7.2162002E+000, 7.2352386E+000
 7.0009464E+000, 3.3323587E+002, 2.1466518E+002, 3.3452384E+002, 3.8789988E+002, 4.5924116E+002, 4.6638470E+002, 4.3766451E+002, 3.5469752E+002, 2.7675347E+002, 2.4333463E+002, 3.4042050E+002, 4.2589114E+002, 3.0425870E+002, 3.1802232E+002, 3.2789129E+002, 3.4409713E+002, 3.3809401E+002, 3.4347122E+002, 3.4115754E+002, 3.2405713E+002, 3.5200251E+002, 4.1940175E+002, 8.8625426E+001, 9.9678246E+001, 9.6704362E+001, 9.4311006E+001, 9.2366575E+001, 8.5007349E+001, 8.0630069E+001, 7.4896641E+001, 6.9393093E+001, 6.0642226E+001, 5.9175492E+001, 1.0249957E+001, 1.4142141E+001, 1.5624846E+001, 1.5726247E+001, 1.5225156E+001, 1.3939399E+001, 1.1548359E+001, 9.0011739E+000, 7.2381807E+000, 5.3507552E+000, 7.3070324E+000
 8.0014491E+000, 4.7596587E+002, 3.1725440E+002, 2.7382221E+002, 2.3250228E+002, 2.5021622E+002, 2.2745791E+002, 2.1114511E+002, 2.0976579E+002, 2.2320818E+002, 2.1626237E+002, 1.8910004E+002, 4.4969419E+002, 3.1443835E+002, 3.1257958E+002, 3.4566189E+002, 3.9534768E+002, 3.9047979E+002, 3.9638739E+002, 3.5609784E+002, 3.0968629E+002, 3.1331861E+002, 3.4592238E+002, 9.2245343E+001, 1.0103016E+002, 9.8884312E+001, 9.5512198E+001, 9.3187761E+001, 8.5965581E+001, 8.1365240E+001, 7.4150810E+001, 6.6432269E+001, 5.6959374E+001, 5.0566613E+001, 1.1097753E+001, 1.3178685E+001, 1.3010197E+001, 1.1755528E+001, 1.0551517E+001, 9.1265538E+000, 9.2833419E+000, 7.8641723E+000, 5.7022459E+000, 4.2784951E+000, 3.1080605E+000
