s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-3.2431243E-002,-1.1986651E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2431244E-002, 0.0000000E+000, 0.0000000E+000
 1.0037143E+000, 1.7903694E+001,-3.5843810E+000, 1.9041224E-001,-6.6045504E-001,-2.4845787E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3512414E+001, 1.3846785E+001, 7.0421221E-004, 7.0421221E-004
 2.0003219E+000, 4.2000128E+001,-8.8314364E+000, 5.1007757E-001,-2.7920498E+000,-3.3932745E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0882417E+001, 3.0883326E+001, 1.4268689E-003, 1.4268689E-003
 3.0003088E+000, 8.6982403E+001,-1.8225414E+001, 9.1107847E-002,-9.3002535E+000,-4.0459456E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9688160E+001, 5.9543797E+001, 1.5746516E-003, 1.5746516E-003
 4.0014367E+000, 8.3465626E+001,-1.7699019E+001,-1.0297471E+001,-1.1236840E+001,-3.9696177E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4430851E+001, 4.4228327E+001, 1.5962576E-003, 1.5962576E-003
 5.0014143E+000, 7.9461493E+001,-1.7032200E+001,-3.3052482E+001,-1.1465551E+001,-3.9756458E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8146052E+001, 1.7907286E+001, 1.5992091E-003, 1.5992091E-003
 6.0011811E+000, 7.4088021E+001,-1.5831924E+001,-4.3721700E+001,-1.2297749E+001,-3.9421485E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5075562E+000, 2.2327048E+000, 1.5996084E-003, 1.5996084E-003
 7.0009465E+000, 8.2367247E+001,-1.8532899E+001,-5.2783088E+001,-1.1036141E+001,-3.8832575E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3392789E-001, 1.1235113E-002, 1.5996625E-003, 1.5996625E-003
 8.0014496E+000, 7.9139680E+001,-1.7798084E+001,-5.5755602E+001,-1.0386889E+001,-3.9580138E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7154305E+000,-4.8048533E+000, 1.5996698E-003, 1.5996698E-003
