,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,9.552503881600003,8.6992498104,5.9630702376,4.589632033200002,3.3271070531999998,2.8065673172
1,6.837156037599999,7.646883461199998,6.648913767200001,4.838002824400001,3.358871419599997,2.443339905600002
2,,,,,,
