,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m,2.4 m
0,738.3361246,663.3226179599995,471.2479351999998,364.7671191999999,260.8928171200001,217.12328548000005,172.50020027999992,151.77699372,128.4025430280001,116.18029067199997,101.639844508,94.00061762399997
1,773.92118464,805.7758348400001,662.8556519599998,481.51960563999984,344.30126132000015,253.44072832000003,197.8249901999999,161.72714612000016,137.30910760000003,119.40435377200006,105.67533690800002,95.38888542799992
2,,,,,,,,,,,,
