m,kW/m
Height,HRRPUL
 3.4000000E-001, 4.1320438E+002
 3.8080000E-001, 2.0019253E+002
 4.2160000E-001, 1.3137045E+002
 4.6240000E-001, 1.1600922E+002
 5.0320000E-001, 1.1267714E+002
 5.4400000E-001, 1.1110820E+002
 5.8480000E-001, 1.0855556E+002
 6.2560000E-001, 1.0411501E+002
 6.6640000E-001, 9.7972975E+001
 7.0720000E-001, 9.0472773E+001
 7.4800000E-001, 8.2304037E+001
 7.8880000E-001, 7.3704923E+001
 8.2960000E-001, 6.4963535E+001
 8.7040000E-001, 5.6176359E+001
 9.1120000E-001, 4.7719872E+001
 9.5200000E-001, 3.9811819E+001
 9.9280000E-001, 3.2679556E+001
 1.0336000E+000, 2.6468441E+001
 1.0744000E+000, 2.1181593E+001
 1.1152000E+000, 1.6748192E+001
 1.1560000E+000, 1.3085532E+001
 1.1968000E+000, 1.0132479E+001
 1.2376000E+000, 7.7824524E+000
 1.2784000E+000, 5.9579487E+000
 1.3192000E+000, 4.5446844E+000
 1.3600000E+000, 2.6288529E+000
 1.4008000E+000, 1.9904877E+000
 1.4416000E+000, 1.5087822E+000
 1.4824000E+000, 1.1461568E+000
 1.5232000E+000, 8.7282553E-001
 1.5640000E+000, 6.6595180E-001
 1.6048000E+000, 5.0813671E-001
 1.6456000E+000, 3.8822362E-001
 1.6864000E+000, 2.9652420E-001
 1.7272000E+000, 2.2668869E-001
 1.7680000E+000, 1.7333688E-001
 1.8088000E+000, 1.3304297E-001
 1.8496000E+000, 1.0231027E-001
 1.8904000E+000, 7.8867314E-002
 1.9312000E+000, 6.0809212E-002
 1.9720000E+000, 4.6946956E-002
 2.0128000E+000, 3.6288786E-002
 2.0536000E+000, 2.8174817E-002
 2.0944000E+000, 2.1847217E-002
 2.1352000E+000, 1.6998174E-002
 2.1760000E+000, 1.3198916E-002
 2.2168000E+000, 1.0308155E-002
 2.2576000E+000, 8.0486200E-003
 2.2984000E+000, 6.2822223E-003
 2.3392000E+000, 4.9956695E-003
 2.3800000E+000, 2.9567274E-003
