s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.6159467E-006,-4.5895014E-007,-2.7112962E-007,-1.4531705E-007,-1.0403771E-007,-6.5167725E-008,-1.4591717E-006,-4.3109856E-007,-2.5641626E-007,-1.3825163E-007,-9.8981530E-008,-6.1854908E-008, 0.0000000E+000,-3.0286078E-007
 1.0040763E+000, 4.0941513E+002, 2.1977584E+002, 1.1044160E+002, 3.1292897E+001, 2.0391459E+001, 2.0002843E+001, 2.0001755E+001, 2.0000949E+001, 2.0000613E+001, 2.0000334E+001, 2.0000223E+001, 7.3554930E+001, 3.7576986E+001, 2.4651758E+001, 2.0181896E+001, 2.0046348E+001, 2.0021186E+001, 2.0013540E+001, 2.0007170E+001, 2.0004743E+001, 2.0002566E+001, 2.0001703E+001, 2.2353709E+001, 2.2399809E+001, 2.1577606E+001, 2.0495353E+001, 2.0266991E+001, 2.0116935E+001, 2.0069491E+001, 2.0033910E+001, 2.0022214E+001, 2.0012802E+001, 2.0009253E+001, 1.9469202E+000, 2.1162191E+000, 1.4767301E+000, 4.6518330E-001, 2.5102405E-001, 1.0993460E-001, 1.3901344E+000, 1.4042791E+000, 1.1280251E+000, 4.0413428E-001, 2.1796384E-001, 9.9344533E-002, 1.3557037E-001, 1.3509664E-001
 2.0084739E+000, 3.3060512E+002, 8.6048474E+002, 7.2481139E+002, 5.0269608E+002, 3.7331651E+002, 2.0824186E+002, 1.4164255E+002, 8.1367288E+001, 6.3851612E+001, 5.4220913E+001, 4.9210457E+001, 1.8579562E+002, 2.9039201E+002, 2.0553238E+002, 1.0975337E+002, 7.5209686E+001, 4.3988769E+001, 3.4064315E+001, 2.6833853E+001, 2.4622499E+001, 2.2910525E+001, 2.1998193E+001, 3.6053613E+001, 4.1774641E+001, 3.7343802E+001, 2.9870568E+001, 2.6820700E+001, 2.4311286E+001, 2.3353396E+001, 2.2217642E+001, 2.1608874E+001, 2.0931043E+001, 2.0573279E+001, 7.1464090E+000, 1.0443305E+001, 8.6748768E+000, 5.4544636E+000, 3.9054677E+000, 2.5607852E+000, 4.5694311E+000, 5.9634449E+000, 5.2353100E+000, 3.5402858E+000, 2.6128846E+000, 1.8119399E+000, 7.1853551E-001, 7.1597543E-001
 3.0059046E+000, 5.2312395E+002, 7.0665988E+002, 5.6106680E+002, 3.3513494E+002, 2.7013882E+002, 2.4402457E+002, 2.3328641E+002, 2.1519561E+002, 1.9442419E+002, 1.5572706E+002, 1.3099132E+002, 3.0563130E+002, 5.1828978E+002, 4.2912268E+002, 2.8972185E+002, 2.2204435E+002, 1.4759996E+002, 1.1657748E+002, 8.5746943E+001, 7.1483375E+001, 5.5358601E+001, 4.6979611E+001, 4.7539809E+001, 5.8168485E+001, 4.9860111E+001, 3.7830358E+001, 3.2942817E+001, 2.8690543E+001, 2.7120876E+001, 2.5579696E+001, 2.4676750E+001, 2.3485552E+001, 2.2922099E+001, 8.6147906E+000, 1.2135042E+001, 9.1421663E+000, 5.4547296E+000, 3.9413276E+000, 2.5075562E+000, 5.4446041E+000, 6.4389343E+000, 5.1491359E+000, 3.3131133E+000, 2.5181539E+000, 1.6879691E+000, 8.6883320E-001, 8.6580222E-001
 4.0042883E+000, 4.0992083E+002, 9.2027608E+002, 7.6924704E+002, 4.6950004E+002, 3.1687825E+002, 1.7888129E+002, 1.3553545E+002, 1.0559829E+002, 9.2537487E+001, 8.7704787E+001, 8.9805663E+001, 3.6986399E+002, 6.4701965E+002, 5.3636903E+002, 3.3502551E+002, 2.4282732E+002, 1.6051553E+002, 1.2990679E+002, 1.0303981E+002, 9.0299874E+001, 7.6178990E+001, 6.8370839E+001, 5.5788061E+001, 7.5307311E+001, 6.3076409E+001, 4.6907285E+001, 4.1250783E+001, 3.5680780E+001, 3.2998198E+001, 3.0053013E+001, 2.8469417E+001, 2.6616661E+001, 2.5549577E+001, 8.9066964E+000, 1.5959494E+001, 1.2675288E+001, 7.9457465E+000, 6.3546294E+000, 4.7826601E+000, 5.8406825E+000, 8.4178610E+000, 6.8641729E+000, 4.7044283E+000, 4.1200784E+000, 3.3416164E+000, 9.3060068E-001, 9.2736781E-001
 5.0070696E+000, 4.3478202E+002, 9.0229212E+002, 7.9091841E+002, 5.1159441E+002, 3.7152288E+002, 2.3919135E+002, 1.9034683E+002, 1.5961544E+002, 1.4777460E+002, 1.3135492E+002, 1.1426204E+002, 3.7294081E+002, 7.7114143E+002, 6.5245476E+002, 3.9888744E+002, 2.8123181E+002, 1.7835262E+002, 1.4387696E+002, 1.1576874E+002, 1.0251020E+002, 8.8574655E+001, 8.0126241E+001, 6.2834878E+001, 9.2679865E+001, 7.9664910E+001, 5.6307727E+001, 4.7429750E+001, 3.9907053E+001, 3.6522356E+001, 3.2153308E+001, 2.9453164E+001, 2.6615530E+001, 2.5446401E+001, 9.5806674E+000, 1.8145663E+001, 1.6178349E+001, 9.3444260E+000, 6.6533602E+000, 4.6909338E+000, 6.3344051E+000, 9.0400067E+000, 8.4623687E+000, 5.6605006E+000, 4.1632923E+000, 3.2089321E+000, 9.2345163E-001, 9.2025746E-001
 6.0077117E+000, 5.5130586E+002, 5.5653438E+002, 4.1690711E+002, 3.0855364E+002, 2.7070181E+002, 1.9982838E+002, 1.6277624E+002, 1.3519048E+002, 1.2451504E+002, 1.0875276E+002, 1.0189289E+002, 4.6571177E+002, 6.9725789E+002, 6.0272829E+002, 4.0272912E+002, 2.9974705E+002, 2.0147195E+002, 1.6398549E+002, 1.3238600E+002, 1.1789630E+002, 1.0156052E+002, 9.1238536E+001, 6.6587079E+001, 9.3470116E+001, 8.7766368E+001, 6.6886264E+001, 5.4946769E+001, 4.3970229E+001, 3.9408261E+001, 3.4757834E+001, 3.2151360E+001, 2.8781373E+001, 2.7043435E+001, 7.6725073E+000, 1.0019440E+001, 1.0368863E+001, 8.6815135E+000, 6.6234856E+000, 4.5029141E+000, 4.9173353E+000, 5.8846162E+000, 5.5723184E+000, 6.2964117E+000, 5.7589079E+000, 4.2499277E+000, 9.0534575E-001, 9.0226035E-001
 7.0001834E+000, 4.5207330E+002, 8.1865451E+002, 8.1785269E+002, 4.7443713E+002, 3.5101380E+002, 2.5758228E+002, 2.1180132E+002, 1.6313338E+002, 1.4464020E+002, 1.2466483E+002, 1.1217504E+002, 4.4298133E+002, 7.1461665E+002, 6.3152578E+002, 4.1647669E+002, 3.1372042E+002, 2.1283913E+002, 1.7231289E+002, 1.4026851E+002, 1.2517989E+002, 1.0719918E+002, 9.6108847E+001, 6.9708546E+001, 9.7153122E+001, 8.7634240E+001, 6.3373147E+001, 5.1809901E+001, 4.1197318E+001, 3.6873178E+001, 3.2443668E+001, 3.0178438E+001, 2.7651403E+001, 2.6492299E+001, 8.1807360E+000, 1.2516503E+001, 1.1322722E+001, 6.8467922E+000, 4.8073111E+000, 2.8902426E+000, 5.0319387E+000, 6.8760936E+000, 6.5798000E+000, 4.4411822E+000, 3.2416562E+000, 1.9779502E+000, 1.0603315E+000, 1.0566339E+000
 8.0018162E+000, 4.9184707E+002, 7.3710823E+002, 5.2886327E+002, 3.2931551E+002, 2.4097059E+002, 1.7756399E+002, 1.7670500E+002, 1.7036212E+002, 1.4626193E+002, 1.2294314E+002, 1.1642588E+002, 4.8421878E+002, 6.9836712E+002, 6.1899552E+002, 4.0013142E+002, 2.9987819E+002, 2.1267540E+002, 1.8296038E+002, 1.5100747E+002, 1.3363034E+002, 1.1335723E+002, 1.0203323E+002, 7.3184834E+001, 1.0084981E+002, 8.7872781E+001, 6.2785354E+001, 5.1858884E+001, 4.1924068E+001, 3.7708180E+001, 3.3362129E+001, 3.0947522E+001, 2.8112880E+001, 2.6769388E+001, 8.2342126E+000, 1.2848090E+001, 9.4889644E+000, 5.7867302E+000, 4.4201348E+000, 3.1867087E+000, 5.7362059E+000, 7.2687231E+000, 5.4557890E+000, 3.5256299E+000, 2.8767249E+000, 2.2859042E+000, 9.5164564E-001, 9.4839167E-001
