s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.6112186E-007,-3.2748553E-007,-1.8037020E-007,-1.0823999E-007,-7.1341720E-008,-5.1820860E-008,-6.2606277E-007,-2.9545540E-007,-1.6333098E-007,-1.0053769E-007,-6.6746379E-008,-4.7498179E-008
 1.0028119E+000, 2.5055347E+002, 1.2179231E+002, 2.2630586E+001, 2.0013054E+001, 2.0006475E+001, 2.0003280E+001, 2.0001571E+001, 2.0000766E+001, 2.0000371E+001, 2.0000170E+001, 2.0000099E+001, 2.0000071E+001, 3.5805294E+001, 2.3097315E+001, 2.0154484E+001, 2.0068260E+001, 2.0034882E+001, 2.0017655E+001, 2.0008674E+001, 2.0004175E+001, 2.0002007E+001, 2.0000995E+001, 2.0000527E+001, 2.0000303E+001, 2.2760886E+001, 2.1655176E+001, 2.0952302E+001, 2.0578257E+001, 2.0319036E+001, 2.0153764E+001, 2.0068371E+001, 2.0030928E+001, 2.0016210E+001, 2.0010209E+001, 2.0007100E+001, 1.8110363E+000, 1.1333146E+000, 5.9641863E-001, 3.4649712E-001, 1.7854754E-001, 8.1350680E-002, 1.3545551E+000, 8.6123046E-001, 5.5359039E-001, 3.5303972E-001, 2.1593609E-001, 1.1690222E-001
 2.0022810E+000, 6.4006307E+002, 8.7191295E+002, 8.4648919E+002, 7.4734556E+002, 4.4285855E+002, 2.4011829E+002, 1.3887173E+002, 8.9255539E+001, 7.1145659E+001, 5.8298868E+001, 5.1631573E+001, 4.5592099E+001, 2.5164497E+002, 2.7781309E+002, 2.3074796E+002, 1.8316503E+002, 1.0558994E+002, 6.5547222E+001, 3.9026040E+001, 2.7944177E+001, 2.4457229E+001, 2.2854615E+001, 2.1785163E+001, 2.1052487E+001, 3.2454125E+001, 3.1679992E+001, 2.9928567E+001, 2.7450303E+001, 2.5206184E+001, 2.3200863E+001, 2.1737272E+001, 2.0876298E+001, 2.0449166E+001, 2.0240759E+001, 2.0137827E+001, 4.4585770E+000, 4.7608426E+000, 4.3759705E+000, 3.3584174E+000, 2.3680605E+000, 1.4641215E+000, 3.4612890E+000, 3.5610852E+000, 3.2891795E+000, 2.6869151E+000, 2.0235784E+000, 1.3765669E+000
 3.0047464E+000, 7.5012617E+002, 9.1019474E+002, 6.4307879E+002, 4.1784702E+002, 3.3709655E+002, 2.7344550E+002, 2.0467621E+002, 1.3869169E+002, 1.1037679E+002, 1.0235066E+002, 8.6163162E+001, 8.9555369E+001, 4.6724614E+002, 5.9062113E+002, 5.1000150E+002, 4.3106387E+002, 2.6585594E+002, 1.6356248E+002, 9.6512148E+001, 5.9877414E+001, 4.8984005E+001, 4.5489895E+001, 4.2310540E+001, 4.1959072E+001, 4.1681846E+001, 4.2462525E+001, 3.9295542E+001, 3.3707687E+001, 2.8866476E+001, 2.5428200E+001, 2.3139581E+001, 2.1815054E+001, 2.1223743E+001, 2.1107275E+001, 2.1147398E+001, 6.1493920E+000, 6.5677243E+000, 5.4296384E+000, 3.6165084E+000, 2.1233428E+000, 1.2374976E+000, 4.7156807E+000, 5.0051136E+000, 4.2575920E+000, 2.9975366E+000, 1.9344248E+000, 1.2010964E+000
 4.0001023E+000, 7.0335512E+002, 7.5844288E+002, 8.2431601E+002, 5.7959106E+002, 3.4636485E+002, 2.5391355E+002, 2.1493101E+002, 1.9329423E+002, 1.7854253E+002, 1.4328985E+002, 1.1889683E+002, 1.0681993E+002, 5.7124274E+002, 6.9314454E+002, 6.1828269E+002, 4.4483828E+002, 2.7688283E+002, 1.9049494E+002, 1.3554175E+002, 9.8296606E+001, 8.3004569E+001, 7.1850001E+001, 6.0484202E+001, 5.6508355E+001, 4.7509384E+001, 5.0570456E+001, 4.6908117E+001, 3.9664619E+001, 3.3363205E+001, 2.8263785E+001, 2.4692873E+001, 2.2709218E+001, 2.1735516E+001, 2.1541136E+001, 2.1792342E+001, 5.7964102E+000, 7.0104939E+000, 6.4814639E+000, 4.7658982E+000, 3.1647243E+000, 2.0433230E+000, 4.5994300E+000, 5.4803284E+000, 5.3260697E+000, 4.1379427E+000, 2.9084094E+000, 1.8024004E+000
 5.0002172E+000, 8.5222516E+002, 6.8049731E+002, 3.8763136E+002, 3.6012723E+002, 3.1509842E+002, 2.3517768E+002, 2.0266385E+002, 1.7584803E+002, 1.3833373E+002, 1.0978345E+002, 1.0750321E+002, 9.7264573E+001, 6.6521652E+002, 6.8905664E+002, 6.2971575E+002, 5.0467041E+002, 3.4438722E+002, 2.1980198E+002, 1.6740150E+002, 1.3543434E+002, 1.1401563E+002, 9.3562754E+001, 8.1376324E+001, 7.5897690E+001, 5.1673843E+001, 5.4097864E+001, 4.9834902E+001, 4.1939476E+001, 3.5007073E+001, 2.9481087E+001, 2.5623475E+001, 2.3360260E+001, 2.2160127E+001, 2.1878972E+001, 2.2454952E+001, 6.1764070E+000, 6.6325350E+000, 5.5870085E+000, 3.9083347E+000, 2.5421059E+000, 1.5657484E+000, 4.5445927E+000, 4.8454833E+000, 4.3026455E+000, 3.2455027E+000, 2.2901263E+000, 1.4951561E+000
 6.0029667E+000, 8.6966536E+002, 9.2511581E+002, 7.4783795E+002, 5.9518803E+002, 4.3637486E+002, 3.1244480E+002, 2.5167459E+002, 2.1983641E+002, 1.7167399E+002, 1.3049862E+002, 1.1089599E+002, 1.0121402E+002, 7.2354261E+002, 7.4333578E+002, 6.2216276E+002, 4.9095110E+002, 3.4447647E+002, 2.3658133E+002, 1.8588044E+002, 1.5423381E+002, 1.2647162E+002, 1.0186239E+002, 9.0600782E+001, 8.3467675E+001, 5.5635493E+001, 5.8888152E+001, 5.4415660E+001, 4.5159480E+001, 3.6582158E+001, 3.0291680E+001, 2.6232687E+001, 2.3772712E+001, 2.2583829E+001, 2.2313586E+001, 2.2682378E+001, 5.8687728E+000, 6.7077832E+000, 6.0270289E+000, 4.3866361E+000, 2.7967259E+000, 1.7143489E+000, 4.3315023E+000, 4.8154083E+000, 4.4792637E+000, 3.4809029E+000, 2.3817083E+000, 1.5307696E+000
 7.0034204E+000, 8.2345771E+002, 8.5319539E+002, 7.5762596E+002, 4.5194763E+002, 3.0827734E+002, 2.7635588E+002, 2.7900278E+002, 2.5720158E+002, 2.1639043E+002, 1.7686216E+002, 1.4542456E+002, 1.2376422E+002, 7.3966426E+002, 8.0209165E+002, 7.0963298E+002, 5.2149311E+002, 3.8272619E+002, 2.9419348E+002, 2.4375706E+002, 1.9993215E+002, 1.5836022E+002, 1.2474924E+002, 1.0595560E+002, 9.3452979E+001, 5.7920503E+001, 6.2543213E+001, 5.8777098E+001, 4.8932778E+001, 3.9377769E+001, 3.2262271E+001, 2.7552763E+001, 2.5088158E+001, 2.3486292E+001, 2.2910463E+001, 2.3303767E+001, 5.6747327E+000, 6.7097438E+000, 6.3091309E+000, 4.6682058E+000, 3.0481298E+000, 1.9092085E+000, 4.2162979E+000, 4.8857385E+000, 4.6494651E+000, 3.6346669E+000, 2.5106920E+000, 1.7199225E+000
 8.0023338E+000, 8.4421887E+002, 7.7676776E+002, 6.6046411E+002, 6.0795504E+002, 4.0321898E+002, 2.2955786E+002, 1.7843134E+002, 1.3106985E+002, 1.2155927E+002, 1.0962561E+002, 9.1379661E+001, 8.6153128E+001, 7.6293589E+002, 7.8360320E+002, 6.8247453E+002, 5.3167053E+002, 3.6304485E+002, 2.7148392E+002, 2.3069756E+002, 1.9576453E+002, 1.6144975E+002, 1.2950897E+002, 1.0931489E+002, 9.7296754E+001, 6.2346584E+001, 6.7531619E+001, 6.2369288E+001, 5.0503063E+001, 4.0449029E+001, 3.2864722E+001, 2.7791639E+001, 2.5324082E+001, 2.3933951E+001, 2.3296669E+001, 2.3605827E+001, 6.3556714E+000, 7.5016138E+000, 6.5973839E+000, 4.5266316E+000, 3.0130108E+000, 1.9852952E+000, 4.7961732E+000, 5.4962179E+000, 4.8580201E+000, 3.4902969E+000, 2.5808989E+000, 1.6441866E+000
