,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,3.6584103968000012,3.5589171127999975,2.7017920419999992,2.1288721211999997,1.4545736007999994,1.1254369059199998
1,2.4844156484,2.6426632580000007,2.407117698400001,1.8758982400000004,1.3476409240000005,0.93974565176
2,,,,,,
