s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.1571136E-007,-5.0763304E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1621899E-007, 0.0000000E+000, 0.0000000E+000
 1.0021225E+000, 2.4051439E+001,-4.4441813E+000, 3.1311183E-001,-4.0524104E-001,-2.9607434E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8591384E+001, 1.9512167E+001, 7.1194242E-004, 7.1194242E-004
 2.0011837E+000, 6.5064549E+001,-1.2165828E+001,-2.2157448E+001,-5.4480608E-001,-5.5242772E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0215939E+001, 3.0190943E+001, 1.4269560E-003, 1.4269560E-003
 3.0021737E+000, 7.6180683E+001,-1.4214811E+001,-5.1717639E+001,-7.0306581E-001,-5.8642219E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5950036E+000, 9.5393031E+000, 1.5747751E-003, 1.5747751E-003
 4.0032697E+000, 8.1302341E+001,-1.5183667E+001,-6.2488129E+001,-7.3387594E-001,-6.0954612E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9780627E+000, 2.8905729E+000, 1.5962794E-003, 1.5962794E-003
 5.0014634E+000, 7.8187216E+001,-1.4613367E+001,-6.6267676E+001,-7.4652563E-001,-5.9943714E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3194968E+000,-3.4463467E+000, 1.5992115E-003, 1.5992115E-003
 6.0015211E+000, 8.1527818E+001,-1.5272088E+001,-6.5754672E+001,-6.3532915E-001,-6.0410318E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7253554E-001,-1.4031200E-001, 1.5996086E-003, 1.5996086E-003
 7.0034895E+000, 7.9212478E+001,-1.4852256E+001,-6.1740188E+001,-6.0704146E-001,-6.1321201E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9850879E+000, 2.0068604E+000, 1.5996625E-003, 1.5996625E-003
 8.0035963E+000, 7.8987877E+001,-1.4748521E+001,-6.0054521E+001,-6.3608520E-001,-5.9750236E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5579247E+000, 3.5427742E+000, 1.5996698E-003, 1.5996698E-003
 9.0017157E+000, 7.9234359E+001,-1.4818553E+001,-6.8443063E+001,-5.8783204E-001,-6.0189510E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6890329E+000,-4.6211068E+000, 1.5996708E-003, 1.5996708E-003
 1.0000375E+001, 8.2988467E+001,-1.5535357E+001,-5.9514979E+001,-6.1592974E-001,-6.1245042E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3153637E+000, 7.3160769E+000, 1.5996709E-003, 1.5996709E-003
 1.1002133E+001, 7.9563275E+001,-1.4884559E+001,-6.8405702E+001,-6.1048984E-001,-5.9111053E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2397119E+000,-4.3433863E+000, 1.5996709E-003, 1.5996709E-003
 1.2001563E+001, 8.1493446E+001,-1.5257818E+001,-6.2914246E+001,-7.5487796E-001,-6.0914218E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5221166E+000, 2.5604129E+000, 1.5996709E-003, 1.5996709E-003
 1.3001657E+001, 7.9390525E+001,-1.4825599E+001,-6.5203230E+001,-4.8517940E-001,-6.1161010E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1162946E+000,-1.1295995E+000, 1.5996709E-003, 1.5996709E-003
 1.4001816E+001, 8.0836801E+001,-1.5139800E+001,-6.4628904E+001,-5.7934505E-001,-6.1715152E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3912601E-001, 4.8258042E-001, 1.5996709E-003, 1.5996709E-003
 1.5001263E+001, 7.8420795E+001,-1.4674449E+001,-6.6798267E+001,-5.0472911E-001,-6.1320038E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5682024E+000,-3.5627823E+000, 1.5996709E-003, 1.5996709E-003
 1.6002949E+001, 7.9760222E+001,-1.4925021E+001,-6.7659430E+001,-4.6654415E-001,-5.9825242E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3076410E+000,-3.2967560E+000, 1.5996709E-003, 1.5996709E-003
 1.7003546E+001, 8.0065806E+001,-1.5011764E+001,-6.2659458E+001,-4.8250658E-001,-6.1254786E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7243900E+000, 1.9059525E+000, 1.5996709E-003, 1.5996709E-003
 1.8002935E+001, 8.1631598E+001,-1.5298298E+001,-6.7734722E+001,-5.0120464E-001,-6.0757035E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8939320E+000,-1.9087018E+000, 1.5996709E-003, 1.5996709E-003
 1.9003529E+001, 7.7459387E+001,-1.4457640E+001,-5.9657797E+001,-4.9206731E-001,-5.9885410E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9147593E+000, 2.8458943E+000, 1.5996709E-003, 1.5996709E-003
 2.0001286E+001, 8.4463489E+001,-1.5891932E+001,-6.3539179E+001,-5.4804543E-001,-6.1890149E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3804693E+000, 4.4781424E+000, 1.5996709E-003, 1.5996709E-003
 2.1002308E+001, 7.7137598E+001,-1.4371529E+001,-6.6678918E+001,-4.7404753E-001,-5.9553004E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4007534E+000,-4.3928524E+000, 1.5996709E-003, 1.5996709E-003
 2.2001715E+001, 7.9068342E+001,-1.4802404E+001,-6.8768215E+001,-4.6491273E-001,-6.0162817E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1104942E+000,-4.9732052E+000, 1.5996709E-003, 1.5996709E-003
 2.3002304E+001, 8.0318662E+001,-1.5065043E+001,-6.0906826E+001,-4.5555192E-001,-5.9860040E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9320832E+000, 3.8852548E+000, 1.5996709E-003, 1.5996709E-003
 2.4003311E+001, 8.3548277E+001,-1.5672356E+001,-6.7771512E+001,-4.7435138E-001,-6.1169340E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3883325E-001,-3.7605895E-001, 1.5996709E-003, 1.5996709E-003
 2.5001343E+001, 7.8708877E+001,-1.4697715E+001,-6.1297932E+001,-4.4509802E-001,-5.9222312E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2067787E+000, 2.2622109E+000, 1.5996709E-003, 1.5996709E-003
 2.6004080E+001, 7.7898149E+001,-1.4533183E+001,-6.2560826E+001,-5.0334793E-001,-6.1641126E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1832608E-001, 2.9462772E-001, 1.5996709E-003, 1.5996709E-003
 2.7003016E+001, 8.1459330E+001,-1.5306863E+001,-6.6192859E+001,-4.6329801E-001,-6.0895616E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3637849E-001,-5.0977892E-001, 1.5996709E-003, 1.5996709E-003
 2.8000023E+001, 8.0594252E+001,-1.5032795E+001,-5.9544143E+001,-4.7625647E-001,-5.9466981E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4507390E+000, 5.5351105E+000, 1.5996709E-003, 1.5996709E-003
 2.9000160E+001, 8.2517732E+001,-1.5457467E+001,-6.4838599E+001,-4.6279749E-001,-6.0727966E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7434740E+000, 1.7527967E+000, 1.5996709E-003, 1.5996709E-003
 3.0001518E+001, 8.0092319E+001,-1.5051242E+001,-7.1391419E+001,-5.4387937E-001,-6.0362546E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7433176E+000,-6.9002565E+000, 1.5996709E-003, 1.5996709E-003
 3.1002897E+001, 7.8488856E+001,-1.4658145E+001,-6.3258464E+001,-4.2401998E-001,-6.0507137E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9108186E-002, 1.4217543E-001, 1.5996709E-003, 1.5996709E-003
 3.2001259E+001, 8.0024588E+001,-1.4927382E+001,-6.5828953E+001,-4.3826815E-001,-6.0012516E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1146368E+000,-1.1760164E+000, 1.5996709E-003, 1.5996709E-003
 3.3001011E+001, 8.0982946E+001,-1.5125104E+001,-6.3058255E+001,-4.1153321E-001,-6.1760200E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3075136E+000, 2.3818780E+000, 1.5996709E-003, 1.5996709E-003
 3.4000999E+001, 7.7155058E+001,-1.4372724E+001,-6.8047316E+001,-4.2710706E-001,-5.9803887E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6618734E+000,-5.6980695E+000, 1.5996709E-003, 1.5996709E-003
 3.5002022E+001, 8.2218955E+001,-1.5342643E+001,-5.9565839E+001,-4.1444457E-001,-6.1348818E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7559735E+000, 6.8898930E+000, 1.5996709E-003, 1.5996709E-003
 3.6002647E+001, 7.8304505E+001,-1.4646042E+001,-6.7645307E+001,-3.3605411E-001,-6.1674825E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3230923E+000,-4.3290657E+000, 1.5996709E-003, 1.5996709E-003
 3.7003586E+001, 8.3121245E+001,-1.5514306E+001,-6.4274366E+001,-4.1972427E-001,-6.0523587E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8648328E+000, 2.9067955E+000, 1.5996709E-003, 1.5996709E-003
 3.8000298E+001, 8.0607184E+001,-1.5043721E+001,-6.5783743E+001,-5.5372264E-001,-5.9713558E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2288586E-001,-7.7997493E-001, 1.5996709E-003, 1.5996709E-003
 3.9003723E+001, 7.8682496E+001,-1.4633726E+001,-6.6668443E+001,-4.5504576E-001,-6.0124808E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9817026E+000,-3.0807315E+000, 1.5996709E-003, 1.5996709E-003
 4.0001671E+001, 8.0897930E+001,-1.5098897E+001,-6.4873721E+001,-3.8790991E-001,-5.9926223E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7715483E-001, 5.3140990E-001, 1.5996709E-003, 1.5996709E-003
 4.1000706E+001, 8.0280122E+001,-1.5016552E+001,-6.0484214E+001,-3.4542677E-001,-6.0961486E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3818793E+000, 4.4278341E+000, 1.5996709E-003, 1.5996709E-003
 4.2001675E+001, 8.2602838E+001,-1.5457989E+001,-6.4797216E+001,-3.5101711E-001,-6.2037981E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9830345E+000, 1.9904122E+000, 1.5996709E-003, 1.5996709E-003
 4.3003868E+001, 7.5097181E+001,-1.4022404E+001,-6.4600775E+001,-3.7617478E-001,-6.0760828E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0050151E+000,-3.9082489E+000, 1.5996709E-003, 1.5996709E-003
 4.4000271E+001, 8.1570506E+001,-1.5194984E+001,-6.7269015E+001,-3.8751321E-001,-6.0633965E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2904776E+000,-1.2870698E+000, 1.5996709E-003, 1.5996709E-003
 4.5002804E+001, 7.8848192E+001,-1.4730943E+001,-6.4554311E+001,-3.4356611E-001,-6.0273779E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5350124E-001,-7.8665572E-001, 1.5996709E-003, 1.5996709E-003
 4.6000671E+001, 8.3014459E+001,-1.5495834E+001,-6.3809668E+001,-3.8007958E-001,-6.1948132E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2753224E+000, 3.3226823E+000, 1.5996709E-003, 1.5996709E-003
 4.7003017E+001, 7.8351530E+001,-1.4616917E+001,-6.5911902E+001,-3.5913122E-001,-6.1516623E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4288675E+000,-2.5425714E+000, 1.5996709E-003, 1.5996709E-003
 4.8001511E+001, 8.2584994E+001,-1.5442132E+001,-6.4128110E+001,-4.5960817E-001,-6.1193305E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4717318E+000, 2.5490233E+000, 1.5996709E-003, 1.5996709E-003
 4.9002201E+001, 7.8050881E+001,-1.4533392E+001,-6.5066142E+001,-3.4846604E-001,-6.0658590E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8610239E+000,-1.9031844E+000, 1.5996709E-003, 1.5996709E-003
 5.0003162E+001, 7.9665876E+001,-1.4894636E+001,-6.0685555E+001,-4.1133446E-001,-6.0224965E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7259542E+000, 3.6683274E+000, 1.5996709E-003, 1.5996709E-003
 5.1001728E+001, 8.2860528E+001,-1.5472474E+001,-6.8632475E+001,-4.3170463E-001,-6.0646219E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8043002E+000,-1.6821904E+000, 1.5996709E-003, 1.5996709E-003
 5.2000618E+001, 7.8247129E+001,-1.4548405E+001,-6.3498590E+001,-3.6558558E-001,-6.0748485E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0316643E-001,-1.7152657E-001, 1.5996709E-003, 1.5996709E-003
 5.3003975E+001, 8.0016070E+001,-1.4998690E+001,-5.8965595E+001,-3.6190935E-001,-6.0723488E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6833961E+000, 5.6838030E+000, 1.5996709E-003, 1.5996709E-003
 5.4002846E+001, 8.2860801E+001,-1.5518838E+001,-7.4169253E+001,-4.6831074E-001,-6.0955466E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2248943E+000,-7.3016960E+000, 1.5996709E-003, 1.5996709E-003
 5.5000683E+001, 7.8396953E+001,-1.4677568E+001,-6.0666278E+001,-3.3112044E-001,-6.0667201E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5140763E+000, 2.7159207E+000, 1.5996709E-003, 1.5996709E-003
 5.6000210E+001, 7.9785681E+001,-1.4821085E+001,-6.6620024E+001,-4.2869759E-001,-6.0786879E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9625132E+000,-2.0902044E+000, 1.5996709E-003, 1.5996709E-003
