s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-4.5745839E-005,-1.3547190E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5881311E-005, 0.0000000E+000, 0.0000000E+000
 1.0051932E+000, 2.1402468E+001,-3.9958134E+000, 2.6053934E-001,-9.4158876E-001,-3.0671626E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4643364E+001, 1.6722538E+001, 7.3123461E-004, 7.3123461E-004
 2.0006058E+000, 6.3720819E+001,-1.2620190E+001, 7.4657186E-001,-5.9053075E+000,-7.0970020E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5889081E+001, 4.5934797E+001, 1.4283547E-003, 1.4283547E-003
 3.0020788E+000, 8.1401757E+001,-1.6223013E+001, 9.0063884E-001,-1.2293784E+001,-7.7849366E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3725256E+001, 5.3777814E+001, 1.5748561E-003, 1.5748561E-003
 4.0065269E+000, 8.1912277E+001,-1.6428598E+001,-2.3637020E+000,-1.2142677E+001,-7.7345734E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1057586E+001, 5.0969565E+001, 1.5962992E-003, 1.5962992E-003
 5.0067439E+000, 7.1966524E+001,-1.4181415E+001,-2.6595138E+001,-1.2407910E+001,-7.5575952E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9605926E+001, 1.8774503E+001, 1.5992171E-003, 1.5992171E-003
 6.0038290E+000, 8.3219457E+001,-1.6577087E+001,-4.5890415E+001,-1.2779573E+001,-7.6275904E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0651494E+000, 7.9647547E+000, 1.5996094E-003, 1.5996094E-003
 7.0082130E+000, 7.6399295E+001,-1.5365343E+001,-4.8095996E+001,-1.2491967E+001,-7.6131240E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4803929E-001, 4.3837511E-001, 1.5996626E-003, 1.5996626E-003
 8.0059185E+000, 8.9105333E+001,-1.7787580E+001,-5.7740887E+001,-1.4060659E+001,-7.8759810E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0157224E-002,-4.9166899E-001, 1.5996698E-003, 1.5996698E-003
 9.0027466E+000, 7.4192955E+001,-1.4630342E+001,-6.5344831E+001,-1.1100210E+001,-7.3782874E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6552078E+001,-1.6889806E+001, 1.5996708E-003, 1.5996708E-003
 1.0001806E+001, 8.3966116E+001,-1.6648135E+001,-5.2107965E+001,-1.2388132E+001,-7.6882166E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0776411E+000, 2.8141946E+000, 1.5996709E-003, 1.5996709E-003
 1.1004691E+001, 7.9173271E+001,-1.5828024E+001,-5.0286049E+001,-1.2083844E+001,-7.8507604E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8063081E-001, 9.6750269E-001, 1.5996709E-003, 1.5996709E-003
