,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,336.345047,318.08151136000004,229.92884600000014,177.9112449599999,127.62417998800004,107.1335472999999,86.97069944399996,77.34921818,65.96767680399998,59.85044111599997,52.99487936800001
1,239.64548764,260.01466571999987,232.60278696000017,177.69964923999996,128.25411239200002,96.77257735199998,78.39222546800002,67.13523297999998,59.86940585199999,55.10231499599999,51.82783406400003
2,,,,,,,,,,,
