m,kW/m
Height,HRRPUL
 3.4000000E-001, 4.1369082E+002
 3.8080000E-001, 1.9925813E+002
 4.2160000E-001, 1.3134793E+002
 4.6240000E-001, 1.1601823E+002
 5.0320000E-001, 1.1268508E+002
 5.4400000E-001, 1.1117783E+002
 5.8480000E-001, 1.0860259E+002
 6.2560000E-001, 1.0416719E+002
 6.6640000E-001, 9.8188433E+001
 7.0720000E-001, 9.0807780E+001
 7.4800000E-001, 8.2613635E+001
 7.8880000E-001, 7.3894897E+001
 8.2960000E-001, 6.4903964E+001
 8.7040000E-001, 5.6062657E+001
 9.1120000E-001, 4.7659379E+001
 9.5200000E-001, 3.9751272E+001
 9.9280000E-001, 3.2572795E+001
 1.0336000E+000, 2.6373212E+001
 1.0744000E+000, 2.1074886E+001
 1.1152000E+000, 1.6647367E+001
 1.1560000E+000, 1.3010815E+001
 1.1968000E+000, 1.0086245E+001
 1.2376000E+000, 7.7883729E+000
 1.2784000E+000, 5.9766033E+000
 1.3192000E+000, 4.5796541E+000
 1.3600000E+000, 2.6603942E+000
 1.4008000E+000, 2.0191123E+000
 1.4416000E+000, 1.5312949E+000
 1.4824000E+000, 1.1615495E+000
 1.5232000E+000, 8.8429053E-001
 1.5640000E+000, 6.7462973E-001
 1.6048000E+000, 5.1627819E-001
 1.6456000E+000, 3.9471111E-001
 1.6864000E+000, 3.0200358E-001
 1.7272000E+000, 2.3110155E-001
 1.7680000E+000, 1.7714997E-001
 1.8088000E+000, 1.3597800E-001
 1.8496000E+000, 1.0468916E-001
 1.8904000E+000, 8.0661658E-002
 1.9312000E+000, 6.2253044E-002
 1.9720000E+000, 4.8092590E-002
 2.0128000E+000, 3.7277910E-002
 2.0536000E+000, 2.8931353E-002
 2.0944000E+000, 2.2517190E-002
 2.1352000E+000, 1.7558890E-002
 2.1760000E+000, 1.3717245E-002
 2.2168000E+000, 1.0723173E-002
 2.2576000E+000, 8.3920313E-003
 2.2984000E+000, 6.5816332E-003
 2.3392000E+000, 5.1632920E-003
 2.3800000E+000, 4.0638754E-003
