s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","T01_Wall","T02_Wall","T03_Wall","T04_Wall","T05_Wall","T06_Wall","T07_Wall","T08_Wall","T09_Wall","T10_Wall","T11_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9999973E+001, 1.9999958E+001, 1.9999911E+001, 1.9999922E+001, 1.9999917E+001, 1.9999929E+001, 1.9999936E+001, 1.9999929E+001, 1.9999971E+001, 1.9999980E+001, 1.9999986E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.6293361E-005,-4.4537986E-005,-7.7050686E-004,-1.3859488E-003,-1.3293102E-003,-9.2121823E-004,-5.6211189E-005,-5.8970488E-005,-7.9863838E-004,-1.3805577E-003,-1.3548713E-003,-9.2640596E-004, 0.0000000E+000,-2.4712680E-003
 1.0009949E+000, 3.1567985E+002, 2.1456276E+002, 1.2551090E+002, 2.0032099E+001, 2.0007831E+001, 2.0001880E+001, 2.0000836E+001, 2.0000319E+001, 1.9999962E+001, 1.9999932E+001, 1.9999944E+001, 4.3190235E+001, 3.0045099E+001, 2.2675117E+001, 2.0063160E+001, 2.0031461E+001, 2.0007702E+001, 2.0003463E+001, 2.0001391E+001, 1.9999936E+001, 1.9999828E+001, 1.9999818E+001, 2.0476827E+001, 2.0583040E+001, 2.0410364E+001, 2.0256021E+001, 2.0165042E+001, 2.0074646E+001, 2.0051110E+001, 2.0031010E+001, 2.0009828E+001, 2.0003480E+001, 2.0000730E+001, 3.2988321E-001, 3.7444314E-001, 3.2357855E-001, 1.7449094E-001, 1.1610748E-001, 5.0750693E-002, 3.8770758E-001, 4.8543954E-001, 3.5368620E-001, 2.7152847E-001, 1.8281922E-001, 9.6918382E-002, 6.9449544E-002, 6.9352508E-002
 2.0014684E+000, 4.1567330E+002, 7.5619471E+002, 9.5882318E+002, 7.8785970E+002, 5.3760982E+002, 3.7593011E+002, 2.2153238E+002, 1.2405291E+002, 8.9454354E+001, 5.5516407E+001, 4.3759630E+001, 1.8061436E+002, 3.1826720E+002, 3.5622772E+002, 2.1665320E+002, 1.2529175E+002, 8.1475376E+001, 5.3254924E+001, 3.3532597E+001, 2.7194930E+001, 2.3899433E+001, 2.1993111E+001, 2.2265079E+001, 2.3143334E+001, 2.3162580E+001, 2.2809840E+001, 2.2239416E+001, 2.1590309E+001, 2.1106706E+001, 2.0728299E+001, 2.0440203E+001, 2.0267046E+001, 2.0150181E+001, 6.0082927E-001, 9.2345940E-001, 9.8206712E-001, 9.0099155E-001, 7.4524825E-001, 5.5158679E-001, 1.3758546E+000, 1.7667330E+000, 1.8098545E+000, 1.7693100E+000, 1.5254770E+000, 1.2276233E+000, 2.6730348E-001, 2.6692254E-001
 3.0012960E+000, 3.1625414E+002, 8.7474021E+002, 1.0065330E+003, 8.8283095E+002, 6.1282608E+002, 4.7705325E+002, 3.2734532E+002, 2.5148943E+002, 2.0318642E+002, 1.6897514E+002, 1.3271370E+002, 2.6770832E+002, 5.4917414E+002, 6.5923508E+002, 5.4021159E+002, 3.9092980E+002, 2.7321149E+002, 1.6803010E+002, 1.0713184E+002, 8.0058573E+001, 5.9646478E+001, 4.7477379E+001, 2.3924749E+001, 2.5540348E+001, 2.5823795E+001, 2.5506133E+001, 2.4598190E+001, 2.3440257E+001, 2.2463310E+001, 2.1686725E+001, 2.1091077E+001, 2.0710089E+001, 2.0422362E+001, 8.8582035E-001, 1.3230919E+000, 1.4456396E+000, 1.3985967E+000, 1.2056483E+000, 9.5569169E-001, 1.5944063E+000, 2.0418696E+000, 2.1425282E+000, 2.1282170E+000, 1.8837000E+000, 1.5256592E+000, 4.5830968E-001, 4.5766716E-001
 4.0010070E+000, 4.3221334E+002, 8.2854969E+002, 8.5562066E+002, 8.7814559E+002, 6.8102115E+002, 4.0323810E+002, 2.7385418E+002, 2.1424269E+002, 1.7496138E+002, 1.5341298E+002, 1.3517193E+002, 3.2290055E+002, 6.9207218E+002, 7.9083119E+002, 7.2960236E+002, 5.1729041E+002, 3.4851099E+002, 2.1471101E+002, 1.5629213E+002, 1.2427877E+002, 9.6394259E+001, 7.8007643E+001, 2.5377148E+001, 2.7551787E+001, 2.8141070E+001, 2.7776004E+001, 2.6561843E+001, 2.4817387E+001, 2.3373664E+001, 2.2316359E+001, 2.1528446E+001, 2.0986750E+001, 2.0583991E+001, 9.7440124E-001, 1.4574272E+000, 1.5969538E+000, 1.5147087E+000, 1.2908830E+000, 9.1506301E-001, 1.7385851E+000, 2.1817787E+000, 2.2860260E+000, 2.2663489E+000, 2.0319491E+000, 1.5862651E+000, 5.7672945E-001, 5.7595680E-001
 5.0005733E+000, 3.7898840E+002, 7.6618866E+002, 9.7109288E+002, 9.1397125E+002, 7.2202615E+002, 5.4344371E+002, 3.7102761E+002, 2.9380268E+002, 2.1056366E+002, 1.7466638E+002, 1.4548994E+002, 3.7106257E+002, 7.3071679E+002, 8.2840086E+002, 8.0289646E+002, 6.4761607E+002, 4.5440761E+002, 2.7828352E+002, 2.0226119E+002, 1.5480171E+002, 1.2509966E+002, 1.0303443E+002, 2.5859435E+001, 2.8371192E+001, 2.9145027E+001, 2.9029978E+001, 2.7837022E+001, 2.5996035E+001, 2.4275401E+001, 2.2893170E+001, 2.1888799E+001, 2.1221059E+001, 2.0722694E+001, 7.6325473E-001, 1.1663399E+000, 1.3402728E+000, 1.4173139E+000, 1.3402403E+000, 1.0948601E+000, 1.6565878E+000, 2.1074928E+000, 2.2710617E+000, 2.3329555E+000, 2.1556324E+000, 1.8232905E+000, 5.2732183E-001, 5.2667311E-001
 6.0009382E+000, 2.7188532E+002, 9.1242578E+002, 8.1397948E+002, 6.1571446E+002, 5.4720695E+002, 3.8101917E+002, 2.1663857E+002, 1.6671321E+002, 1.5381575E+002, 1.4972348E+002, 1.2647520E+002, 3.4179210E+002, 7.2028084E+002, 8.2518276E+002, 7.8080701E+002, 6.4130684E+002, 4.6177114E+002, 2.9462797E+002, 2.1470487E+002, 1.6517578E+002, 1.3618210E+002, 1.1053980E+002, 2.6658770E+001, 2.9383310E+001, 3.0272786E+001, 3.0121593E+001, 2.8823844E+001, 2.6746963E+001, 2.4868864E+001, 2.3290310E+001, 2.2185373E+001, 2.1430499E+001, 2.0881121E+001, 9.2111956E-001, 1.3650368E+000, 1.5440275E+000, 1.4990039E+000, 1.3335241E+000, 1.0137622E+000, 1.5482336E+000, 1.9927481E+000, 2.1423300E+000, 2.1623982E+000, 1.9360786E+000, 1.5532197E+000, 5.2491903E-001, 5.2433996E-001
 7.0009421E+000, 4.0801861E+002, 7.7088311E+002, 1.0041953E+003, 8.2218978E+002, 6.9953575E+002, 4.9333671E+002, 3.7900758E+002, 2.6884870E+002, 1.8520416E+002, 1.5968114E+002, 1.2515496E+002, 3.5663277E+002, 7.7045260E+002, 8.4266932E+002, 7.5901316E+002, 6.6231521E+002, 4.7706664E+002, 3.1514012E+002, 2.1914028E+002, 1.6282156E+002, 1.3798324E+002, 1.1587267E+002, 2.7316576E+001, 3.0321024E+001, 3.1337745E+001, 3.1283173E+001, 2.9891149E+001, 2.7691639E+001, 2.5538262E+001, 2.3765906E+001, 2.2459962E+001, 2.1626507E+001, 2.0964300E+001, 8.7242327E-001, 1.3210600E+000, 1.5090401E+000, 1.5231342E+000, 1.4034790E+000, 1.1407482E+000, 1.6918744E+000, 2.1728077E+000, 2.3454674E+000, 2.4436472E+000, 2.2696162E+000, 1.9200054E+000, 5.7601349E-001, 5.7542600E-001
 8.0017138E+000, 4.2524271E+002, 7.7868233E+002, 8.3329699E+002, 7.3169769E+002, 5.3896949E+002, 4.2215997E+002, 3.1226434E+002, 2.1673260E+002, 1.7706030E+002, 1.5412516E+002, 1.4572418E+002, 3.7920848E+002, 7.5049303E+002, 8.4008843E+002, 7.5267642E+002, 6.4661516E+002, 4.7012136E+002, 3.2693796E+002, 2.3005881E+002, 1.7157563E+002, 1.5171502E+002, 1.2778385E+002, 2.8053894E+001, 3.1396960E+001, 3.2569116E+001, 3.2537572E+001, 3.1017179E+001, 2.8567816E+001, 2.6112852E+001, 2.4210374E+001, 2.2766484E+001, 2.1920344E+001, 2.1137338E+001, 8.7893166E-001, 1.3669855E+000, 1.5896346E+000, 1.6112903E+000, 1.3989364E+000, 1.0536214E+000, 1.5788293E+000, 2.0323179E+000, 2.1655418E+000, 2.2187388E+000, 1.9845513E+000, 1.6265296E+000, 6.1327543E-001, 6.1271345E-001
