,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m,2.4 m
0,740.5969255199999,683.1441743999992,493.75631852000026,382.0808015600002,269.24702055999995,221.08513916,173.15342155999997,150.63082888000008,125.17744715200003,112.90255225199999,98.30313937199999,90.59048582800004
1,791.8823470400002,794.0380635999999,632.8393137600001,459.42561528000016,325.18298348000013,238.93815316000007,186.47166516000001,151.26387748,125.40547312,107.96939025199998,95.19859602399997,85.56863695200005
2,,,,,,,,,,,,
