s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-6.6022387E-007,-5.9632813E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6618715E-007, 0.0000000E+000, 0.0000000E+000
 1.0040762E+000, 3.0107823E+001,-4.8202802E+000, 4.1240508E-001,-3.6350670E-001,-3.1762897E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2553079E+001, 2.5333265E+001, 7.3017614E-004, 7.3017614E-004
 2.0084739E+000, 6.6019339E+001,-1.2893645E+001,-1.7479706E+001,-7.6542095E-001,-6.8735562E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4876572E+001, 3.4873694E+001, 1.4294379E-003, 1.4294379E-003
 3.0059047E+000, 7.7616676E+001,-1.5063888E+001,-6.1401641E+001,-1.0966269E+000,-7.5888395E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5875767E-001, 4.6931290E-002, 1.5752329E-003, 1.5752329E-003
 4.0042882E+000, 7.9142863E+001,-1.5235889E+001,-5.8897353E+001,-1.4965490E+000,-7.6894318E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6756097E+000, 3.5053833E+000, 1.5963220E-003, 1.5963220E-003
 5.0070696E+000, 8.4108720E+001,-1.6373558E+001,-6.2719826E+001,-1.4629990E+000,-7.7171124E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2951852E+000, 3.5446200E+000, 1.5992168E-003, 1.5992168E-003
 6.0077119E+000, 7.1390255E+001,-1.3653716E+001,-5.8478220E+001,-1.6882532E+000,-7.7134658E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3121779E+000,-2.4376471E+000, 1.5996097E-003, 1.5996097E-003
 7.0001836E+000, 8.5365272E+001,-1.6608037E+001,-6.7423794E+001,-9.6752294E-001,-7.3771706E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9921213E-002, 3.5854102E-001, 1.5996626E-003, 1.5996626E-003
 8.0018158E+000, 7.5974204E+001,-1.4582046E+001,-5.9441866E+001,-1.2307892E+000,-7.4762392E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7161968E-001, 7.1202637E-001, 1.5996698E-003, 1.5996698E-003
 9.0083923E+000, 8.3677944E+001,-1.6186782E+001,-6.4904680E+001,-1.2906726E+000,-7.5569973E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0501920E+000, 1.2882524E+000, 1.5996708E-003, 1.5996708E-003
