s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.7003214E+001, 7.3381330E+002, 7.3616669E+002, 6.9787029E+002, 6.5204399E+002, 5.3266760E+002, 4.8145754E+002, 4.4510340E+002, 4.1755708E+002, 3.6160006E+002, 3.3275194E+002, 3.0679462E+002, 2.8174779E+002, 6.6090519E+002, 7.2091974E+002, 7.1586781E+002, 6.9029161E+002, 5.9253947E+002, 5.3566808E+002, 4.7865115E+002, 4.2518473E+002, 3.3810055E+002, 3.0393495E+002, 2.7567263E+002, 2.4972915E+002,-5.6843419E-017, 2.5627735E+000
 1.8005479E+001, 7.2980170E+002, 6.5952726E+002, 5.5789519E+002, 4.8426975E+002, 4.0545792E+002, 3.8421533E+002, 3.5889379E+002, 3.3103744E+002, 2.6849055E+002, 2.4690343E+002, 2.2539943E+002, 2.0617326E+002, 6.6486698E+002, 6.9572198E+002, 6.7694313E+002, 6.4788946E+002, 5.6237666E+002, 5.1110920E+002, 4.5969497E+002, 4.1340576E+002, 3.3332390E+002, 3.0075992E+002, 2.7297089E+002, 2.4744052E+002,-5.6843419E-017, 2.3603974E+000
 1.9006012E+001, 6.8324401E+002, 8.0316731E+002, 7.9200540E+002, 7.3695560E+002, 6.0647407E+002, 5.2675985E+002, 4.5206574E+002, 3.9287190E+002, 3.0742348E+002, 2.7536994E+002, 2.4782721E+002, 2.2328905E+002, 6.5521337E+002, 7.0590402E+002, 6.8855721E+002, 6.4816416E+002, 5.3894912E+002, 4.8005297E+002, 4.2639923E+002, 3.8187443E+002, 3.0982613E+002, 2.8118669E+002, 2.5565163E+002, 2.3206382E+002,-5.6843419E-017, 2.6177364E+000
 2.0009123E+001, 7.5952645E+002, 7.5771919E+002, 6.9559673E+002, 6.2134011E+002, 4.5255184E+002, 4.0121895E+002, 3.6997760E+002, 3.5082090E+002, 3.2353147E+002, 3.0687755E+002, 2.8639170E+002, 2.6647870E+002, 6.8633797E+002, 7.2621606E+002, 6.9718008E+002, 6.4770294E+002, 5.3788830E+002, 4.8328001E+002, 4.3297869E+002, 3.8973451E+002, 3.1848022E+002, 2.9016004E+002, 2.6467485E+002, 2.4141109E+002,-5.6843419E-017, 2.4302177E+000
 2.1001507E+001, 8.5356095E+002, 8.2028072E+002, 7.0776491E+002, 6.0569833E+002, 4.6324135E+002, 4.0101564E+002, 3.4738935E+002, 3.0543787E+002, 2.3644186E+002, 2.1059488E+002, 1.9196419E+002, 1.7992332E+002, 7.1706494E+002, 7.3073872E+002, 6.8559314E+002, 6.2853145E+002, 5.0766572E+002, 4.5396123E+002, 4.0691125E+002, 3.6771079E+002, 3.0533518E+002, 2.8019783E+002, 2.5739658E+002, 2.3851624E+002,-5.6843419E-017, 2.3047810E+000
 2.2008579E+001, 7.5858520E+002, 8.2872337E+002, 8.2037960E+002, 7.6901781E+002, 6.2410591E+002, 5.5711450E+002, 4.9175411E+002, 4.3415565E+002, 3.5207832E+002, 3.2015816E+002, 2.8952604E+002, 2.7000692E+002, 7.2624706E+002, 7.6394599E+002, 7.3362802E+002, 6.7488676E+002, 5.4005750E+002, 4.8011673E+002, 4.2730104E+002, 3.8336878E+002, 3.1536659E+002, 2.8914253E+002, 2.6397154E+002, 2.4369735E+002,-5.6843419E-017, 2.5527283E+000
 2.3006867E+001, 6.7331355E+002, 7.7034539E+002, 7.6474437E+002, 7.1659490E+002, 5.9156993E+002, 5.2242401E+002, 4.5794395E+002, 3.9554071E+002, 3.1957155E+002, 2.9562057E+002, 2.7383315E+002, 2.5534686E+002, 6.9755227E+002, 7.4559389E+002, 7.3436476E+002, 6.9153673E+002, 5.6872312E+002, 5.0500376E+002, 4.4794378E+002, 4.0008760E+002, 3.2838569E+002, 3.0098577E+002, 2.7485254E+002, 2.5410771E+002,-5.6843419E-017, 2.3460183E+000
 2.4007896E+001, 6.9762031E+002, 6.8917222E+002, 6.1018405E+002, 5.2226224E+002, 3.2653129E+002, 2.6508714E+002, 2.4191959E+002, 2.2594664E+002, 1.7461110E+002, 1.5572270E+002, 1.3986603E+002, 1.2467752E+002, 6.7497791E+002, 7.1205584E+002, 6.9741442E+002, 6.5505057E+002, 5.2728981E+002, 4.6548341E+002, 4.1369544E+002, 3.6736129E+002, 2.9824979E+002, 2.7320283E+002, 2.5080032E+002, 2.3288572E+002,-5.6843419E-017, 2.4675876E+000
 2.5002328E+001, 7.3367741E+002, 8.2102388E+002, 8.0414031E+002, 7.5680465E+002, 5.8245013E+002, 4.8629934E+002, 4.0770214E+002, 3.3384603E+002, 2.3759040E+002, 2.0498550E+002, 1.8436315E+002, 1.7059294E+002, 6.8424635E+002, 7.2698149E+002, 7.0590357E+002, 6.5980887E+002, 5.1293511E+002, 4.4092675E+002, 3.8694975E+002, 3.4013033E+002, 2.7313022E+002, 2.4883163E+002, 2.2866834E+002, 2.1266818E+002,-5.6843419E-017, 2.6284618E+000
 2.6010917E+001, 7.6792369E+002, 8.5017488E+002, 7.9444160E+002, 7.1454412E+002, 5.7978097E+002, 5.2477764E+002, 4.7679440E+002, 4.4309417E+002, 3.7690214E+002, 3.4731876E+002, 3.2180742E+002, 2.9795478E+002, 7.0292715E+002, 7.5346137E+002, 7.3325816E+002, 6.9208317E+002, 5.6459660E+002, 4.9576146E+002, 4.3848063E+002, 3.8663417E+002, 3.0662039E+002, 2.7609417E+002, 2.5219637E+002, 2.3206032E+002,-5.6843419E-017, 2.2929836E+000
 2.7006713E+001, 7.0431327E+002, 8.1112123E+002, 8.3278329E+002, 7.8870957E+002, 6.1375249E+002, 5.4001944E+002, 4.7709447E+002, 4.3081635E+002, 3.6146077E+002, 3.3817087E+002, 3.1517905E+002, 2.9295000E+002, 6.7987278E+002, 7.6735617E+002, 7.6734492E+002, 7.2758258E+002, 5.8833059E+002, 5.2079315E+002, 4.6264398E+002, 4.1295217E+002, 3.3419426E+002, 3.0451799E+002, 2.7776440E+002, 2.5572225E+002,-5.6843419E-017, 2.3473157E+000
 2.8002737E+001, 7.6416333E+002, 8.0313788E+002, 7.0981068E+002, 6.3865290E+002, 5.3484866E+002, 4.8184281E+002, 4.3310286E+002, 3.9467952E+002, 3.2447909E+002, 2.9250141E+002, 2.6058172E+002, 2.3244305E+002, 6.8809011E+002, 7.5225170E+002, 7.4486853E+002, 7.0782801E+002, 5.8056462E+002, 5.1527013E+002, 4.5703625E+002, 4.0940375E+002, 3.3317263E+002, 3.0366157E+002, 2.7768498E+002, 2.5569973E+002,-5.6843419E-017, 2.4998150E+000
 2.9009501E+001, 6.5158177E+002, 6.7359397E+002, 6.1491868E+002, 5.1101923E+002, 3.4015747E+002, 2.8226202E+002, 2.4937986E+002, 2.2563010E+002, 1.8072054E+002, 1.5973724E+002, 1.4289056E+002, 1.3277964E+002, 6.8847977E+002, 7.2669070E+002, 6.8762730E+002, 6.3293366E+002, 5.1834276E+002, 4.6217342E+002, 4.1337984E+002, 3.7297504E+002, 3.0418683E+002, 2.7656605E+002, 2.5235103E+002, 2.3192529E+002,-5.6843419E-017, 2.0468660E+000
 3.0008491E+001, 7.1623931E+002, 7.5957721E+002, 7.1521787E+002, 6.4439938E+002, 5.2540384E+002, 4.7184004E+002, 4.1315325E+002, 3.5507319E+002, 2.6355370E+002, 2.3524531E+002, 2.0561558E+002, 1.8414679E+002, 6.7327567E+002, 6.9818912E+002, 6.6023430E+002, 6.0798754E+002, 5.0649493E+002, 4.5638135E+002, 4.0867811E+002, 3.6489080E+002, 2.9212280E+002, 2.6419385E+002, 2.3946045E+002, 2.1932753E+002,-5.6843419E-017, 2.4265122E+000
 3.1009777E+001, 6.5376252E+002, 7.4168597E+002, 7.3156118E+002, 6.9973700E+002, 5.6433241E+002, 4.8161951E+002, 4.1021165E+002, 3.5478721E+002, 2.7992436E+002, 2.5736282E+002, 2.4335717E+002, 2.2692734E+002, 6.6297637E+002, 7.0350523E+002, 6.8990791E+002, 6.4950473E+002, 5.3375674E+002, 4.7368730E+002, 4.1937770E+002, 3.7093936E+002, 2.9193460E+002, 2.6359522E+002, 2.3888069E+002, 2.1741463E+002,-5.6843419E-017, 2.4962996E+000
 3.2007291E+001, 6.6877726E+002, 6.7400349E+002, 6.5650047E+002, 6.3043281E+002, 5.5568490E+002, 5.1363254E+002, 4.7430574E+002, 4.2807474E+002, 3.5169717E+002, 3.2516949E+002, 2.9247868E+002, 2.6915299E+002, 6.4509081E+002, 7.0131396E+002, 7.0479402E+002, 6.8164839E+002, 5.8197027E+002, 5.1570399E+002, 4.5405057E+002, 3.9731735E+002, 3.1004493E+002, 2.7933733E+002, 2.5068394E+002, 2.2828601E+002,-5.6843419E-017, 2.2746249E+000
 3.3007058E+001, 6.6833396E+002, 7.1485964E+002, 6.8787484E+002, 6.4064522E+002, 5.3305186E+002, 4.7171124E+002, 4.2279016E+002, 3.7912892E+002, 3.0135241E+002, 2.6755031E+002, 2.3711304E+002, 2.1554127E+002, 6.5542554E+002, 6.9334488E+002, 6.8079593E+002, 6.5116801E+002, 5.5447876E+002, 4.9692168E+002, 4.4432495E+002, 3.9582415E+002, 3.1750694E+002, 2.8817812E+002, 2.5906898E+002, 2.3681535E+002,-5.6843419E-017, 2.3690134E+000
 3.4009137E+001, 6.7454767E+002, 7.4639889E+002, 7.2187026E+002, 6.7403881E+002, 5.4544428E+002, 4.7529510E+002, 4.1698196E+002, 3.6642148E+002, 2.7889360E+002, 2.4698708E+002, 2.1157341E+002, 1.8816399E+002, 6.4796933E+002, 6.8700698E+002, 6.8096044E+002, 6.5315566E+002, 5.5974295E+002, 5.0038313E+002, 4.4691307E+002, 3.9840080E+002, 3.1667879E+002, 2.8560470E+002, 2.5282401E+002, 2.2932251E+002,-5.6843419E-017, 2.4087995E+000
 3.5001324E+001, 6.6147280E+002, 6.9567149E+002, 6.8492274E+002, 6.5828171E+002, 5.7200465E+002, 5.1452668E+002, 4.5882682E+002, 4.1235084E+002, 3.2134867E+002, 2.8336805E+002, 2.5405734E+002, 2.3251124E+002, 6.4355867E+002, 7.2922917E+002, 7.3856753E+002, 7.1277560E+002, 5.9799826E+002, 5.2443986E+002, 4.5740268E+002, 3.9996576E+002, 3.0973517E+002, 2.7780412E+002, 2.4728285E+002, 2.2582384E+002,-5.6843419E-017, 2.4067647E+000
 3.6003372E+001, 6.8954748E+002, 7.5270772E+002, 7.1668062E+002, 6.5481958E+002, 5.2442576E+002, 4.5594557E+002, 3.8723205E+002, 3.1619683E+002, 2.5361646E+002, 2.3286213E+002, 2.0971338E+002, 1.8605477E+002, 6.4183135E+002, 6.8717479E+002, 6.7916394E+002, 6.4850506E+002, 5.4722680E+002, 4.8547430E+002, 4.2826405E+002, 3.7871186E+002, 2.9968748E+002, 2.6855098E+002, 2.4046484E+002, 2.2005339E+002,-5.6843419E-017, 2.2920747E+000
 3.7004194E+001, 6.6007761E+002, 6.6075511E+002, 6.4572103E+002, 6.1797339E+002, 5.2978106E+002, 4.8036922E+002, 4.3272012E+002, 3.8809628E+002, 2.9981428E+002, 2.6431905E+002, 2.3754267E+002, 2.1478044E+002, 6.2861108E+002, 6.9916817E+002, 7.1643277E+002, 7.0319378E+002, 6.0702598E+002, 5.3848869E+002, 4.6959826E+002, 4.0572991E+002, 3.1321330E+002, 2.7735077E+002, 2.4612544E+002, 2.2142156E+002,-5.6843419E-017, 2.6008190E+000
 3.8011461E+001, 7.4742752E+002, 8.3696732E+002, 7.9287596E+002, 7.2232071E+002, 5.6125126E+002, 4.8952023E+002, 4.3312803E+002, 3.7933736E+002, 2.8588955E+002, 2.4469885E+002, 2.1413390E+002, 1.8343989E+002, 6.6740383E+002, 7.0354313E+002, 6.8401633E+002, 6.5110846E+002, 5.5209641E+002, 4.9166105E+002, 4.3370840E+002, 3.7788579E+002, 2.9375299E+002, 2.5996229E+002, 2.3183854E+002, 2.0829067E+002,-5.6843419E-017, 2.2107767E+000
 3.9010075E+001, 7.2429125E+002, 8.5871539E+002, 8.7654969E+002, 8.3579314E+002, 6.8237360E+002, 5.8792952E+002, 5.1066587E+002, 4.4008897E+002, 3.2733630E+002, 2.8055160E+002, 2.4963311E+002, 2.2442414E+002, 6.8223675E+002, 7.5993982E+002, 7.5134521E+002, 7.0833015E+002, 5.8697097E+002, 5.2093670E+002, 4.6143724E+002, 4.0373831E+002, 3.1121715E+002, 2.7357311E+002, 2.4382559E+002, 2.1674274E+002,-5.6843419E-017, 2.4033590E+000
 4.0003741E+001, 6.7859907E+002, 6.5811158E+002, 6.0964826E+002, 5.5686059E+002, 4.6445030E+002, 4.2950323E+002, 4.0286696E+002, 3.7367151E+002, 3.2401023E+002, 3.0420894E+002, 2.8555698E+002, 2.6696391E+002, 6.6846589E+002, 7.1712673E+002, 7.0792370E+002, 6.7354751E+002, 5.7123525E+002, 5.0993781E+002, 4.5703014E+002, 4.0625585E+002, 3.2347192E+002, 2.8891224E+002, 2.6165597E+002, 2.3624055E+002,-5.6843419E-017, 2.5487010E+000
 4.1008608E+001, 7.2849051E+002, 8.2711901E+002, 8.0208824E+002, 7.2951443E+002, 5.7361712E+002, 5.0359330E+002, 4.4148719E+002, 3.9440101E+002, 3.1942310E+002, 2.9223137E+002, 2.6886834E+002, 2.4496641E+002, 6.7143409E+002, 7.3714658E+002, 7.2966339E+002, 6.9049157E+002, 5.7838421E+002, 5.1891155E+002, 4.6719132E+002, 4.1854746E+002, 3.3537431E+002, 3.0067473E+002, 2.7258485E+002, 2.4760863E+002,-5.6843419E-017, 2.3426337E+000
 4.2007983E+001, 7.6927202E+002, 8.0719439E+002, 7.7202772E+002, 7.0920093E+002, 5.4165647E+002, 4.7538201E+002, 4.2542413E+002, 3.7904789E+002, 3.1179576E+002, 2.8522240E+002, 2.6220126E+002, 2.4050437E+002, 6.9330188E+002, 7.3879773E+002, 7.2067606E+002, 6.7434256E+002, 5.5465891E+002, 4.9525277E+002, 4.4273716E+002, 3.9456016E+002, 3.1728998E+002, 2.8637646E+002, 2.6120654E+002, 2.3808241E+002,-5.6843419E-017, 2.6549212E+000
 4.3002645E+001, 7.8190664E+002, 8.2217391E+002, 7.9582899E+002, 7.4519860E+002, 6.3841108E+002, 5.7764804E+002, 5.1818410E+002, 4.5965709E+002, 3.5702972E+002, 3.1690206E+002, 2.8337030E+002, 2.5488320E+002, 7.0311947E+002, 7.6378767E+002, 7.5534886E+002, 7.1734857E+002, 5.9535825E+002, 5.3103362E+002, 4.7368043E+002, 4.2094401E+002, 3.3686409E+002, 3.0353560E+002, 2.7475553E+002, 2.4867289E+002,-5.6843419E-017, 2.4044629E+000
 4.4004262E+001, 6.6045161E+002, 7.6221936E+002, 7.9260043E+002, 7.9205738E+002, 7.1246466E+002, 6.4374341E+002, 5.5578287E+002, 4.8321616E+002, 3.6960068E+002, 3.2547900E+002, 2.8753553E+002, 2.5736748E+002, 6.9314092E+002, 7.4867262E+002, 7.4291252E+002, 7.1278880E+002, 6.0860138E+002, 5.4613932E+002, 4.8489017E+002, 4.3064003E+002, 3.4445821E+002, 3.1043758E+002, 2.8101546E+002, 2.5483823E+002,-5.6843419E-017, 2.3568142E+000
 4.5001465E+001, 7.5618188E+002, 7.5234874E+002, 6.7031936E+002, 6.0478492E+002, 4.9555115E+002, 4.3584754E+002, 3.8487142E+002, 3.4055324E+002, 2.5558503E+002, 2.2151193E+002, 1.9688020E+002, 1.8082259E+002, 6.8516300E+002, 7.2810947E+002, 7.2050986E+002, 6.9675428E+002, 6.1493618E+002, 5.5695131E+002, 4.9231214E+002, 4.3456405E+002, 3.3984927E+002, 3.0330671E+002, 2.7286049E+002, 2.4632177E+002,-5.6843419E-017, 2.3065381E+000
 4.6009187E+001, 7.4429973E+002, 8.6226031E+002, 8.3139976E+002, 7.4375334E+002, 5.4738511E+002, 4.5709759E+002, 3.8687727E+002, 3.2451214E+002, 2.5636943E+002, 2.3307518E+002, 2.1478434E+002, 1.9076620E+002, 7.0336900E+002, 7.4662967E+002, 7.1875761E+002, 6.7307066E+002, 5.6166813E+002, 4.9605796E+002, 4.3410168E+002, 3.8176612E+002, 2.9988344E+002, 2.6801653E+002, 2.4192610E+002, 2.1946027E+002,-5.6843419E-017, 2.4290989E+000
 4.7005841E+001, 8.2031564E+002, 9.0144444E+002, 8.6660603E+002, 7.9126692E+002, 6.4648228E+002, 5.8737112E+002, 5.4133764E+002, 4.9394643E+002, 3.8438601E+002, 3.4020136E+002, 2.9985645E+002, 2.7296681E+002, 7.1761986E+002, 7.8288807E+002, 7.6450310E+002, 7.1434362E+002, 5.8501610E+002, 5.1625982E+002, 4.5596754E+002, 4.0093886E+002, 3.1280626E+002, 2.7848171E+002, 2.5064627E+002, 2.2692657E+002,-5.6843419E-017, 2.4912902E+000
 4.8000559E+001, 8.2266503E+002, 8.3065719E+002, 7.7123123E+002, 6.9657612E+002, 5.2312808E+002, 4.4526422E+002, 3.7615167E+002, 3.2892848E+002, 2.7301722E+002, 2.4367784E+002, 2.1961549E+002, 2.0057336E+002, 7.3599398E+002, 7.9000039E+002, 7.7075039E+002, 7.2016901E+002, 5.8858773E+002, 5.2439932E+002, 4.6773010E+002, 4.1553529E+002, 3.2648498E+002, 2.8973119E+002, 2.5911725E+002, 2.3516640E+002,-5.6843419E-017, 2.3656467E+000
 4.9001440E+001, 7.5529278E+002, 8.1157415E+002, 7.8928797E+002, 7.1957026E+002, 5.4881225E+002, 4.7624724E+002, 4.0795677E+002, 3.4889907E+002, 2.4676236E+002, 2.1403064E+002, 1.9493308E+002, 1.7990188E+002, 7.3674651E+002, 7.6881346E+002, 7.3566459E+002, 6.7787396E+002, 5.4237419E+002, 4.8088880E+002, 4.2579273E+002, 3.7884264E+002, 3.0139905E+002, 2.7014871E+002, 2.4480952E+002, 2.2473571E+002,-5.6843419E-017, 2.5734540E+000
 5.0000937E+001, 7.7741738E+002, 7.3918901E+002, 6.3022328E+002, 5.4754043E+002, 4.4167315E+002, 4.0510402E+002, 3.6568028E+002, 3.2221360E+002, 2.4662450E+002, 2.2045667E+002, 2.0539241E+002, 1.9766471E+002, 7.2668601E+002, 7.4328230E+002, 7.1184165E+002, 6.6461841E+002, 5.4380491E+002, 4.8484970E+002, 4.2963965E+002, 3.8033635E+002, 2.9649852E+002, 2.6334653E+002, 2.3781661E+002, 2.1778746E+002,-5.6843419E-017, 2.3832899E+000
