m,kW/m
Height,HRRPUL
 3.4000000E-001, 3.2536906E+002
 4.2500000E-001, 1.7142708E+002
 5.1000000E-001, 1.1863835E+002
 5.9500000E-001, 9.1584745E+001
 6.8000000E-001, 7.4308129E+001
 7.6500000E-001, 5.9837642E+001
 8.5000000E-001, 4.6599165E+001
 9.3500000E-001, 3.4973733E+001
 1.0200000E+000, 2.5412495E+001
 1.1050000E+000, 1.8001857E+001
 1.1900000E+000, 1.2577934E+001
 1.2750000E+000, 8.7057031E+000
 1.3600000E+000, 4.1284527E+000
 1.4450000E+000, 2.8418907E+000
 1.5300000E+000, 1.9575766E+000
 1.6150000E+000, 1.3537407E+000
 1.7000000E+000, 9.3828517E-001
 1.7850000E+000, 6.5338590E-001
 1.8700000E+000, 4.5615474E-001
 1.9550000E+000, 3.2109379E-001
 2.0400000E+000, 2.2642021E-001
 2.1250000E+000, 1.6132428E-001
 2.2100000E+000, 1.1434965E-001
 2.2950000E+000, 8.1896677E-002
 2.3800000E+000, 5.8282762E-002
