,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,270.29526275999996,517.4819097999999,486.80171216,367.818873,283.65048696,189.36589575999997,149.84765632,112.894662212,97.124052356,80.581912828,71.55835136
1,366.99122156,415.36738564,444.66574367999993,393.2910027600001,325.61111452000006,226.15858404,165.6349874,125.61476046399999,99.51405419599999,82.414967944,70.648013524
2,316.29488748000006,388.40441444000004,434.19115012000003,401.1518274,337.89707712,247.13809304,177.21938544,127.377774484,95.755744208,77.13631846000001,65.2819705
