s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.7006049E+001, 8.1761024E+002, 8.3989744E+002, 7.6062820E+002, 6.7574304E+002, 5.3938224E+002, 4.8456562E+002, 4.3898903E+002, 3.9864286E+002, 3.3439865E+002, 3.0665679E+002, 2.7882070E+002, 2.6063535E+002, 7.1337763E+002, 7.7059406E+002, 7.5625119E+002, 7.1442023E+002, 5.9877451E+002, 5.3761283E+002, 4.7848665E+002, 4.2574858E+002, 3.4014324E+002, 3.0512712E+002, 2.7753601E+002, 2.5284283E+002,-5.6843419E-017, 1.9846976E+000
 1.8000660E+001, 7.2102563E+002, 7.9687774E+002, 7.5360208E+002, 6.8533700E+002, 5.3185707E+002, 4.5516660E+002, 3.8655789E+002, 3.3041103E+002, 2.7563410E+002, 2.6575964E+002, 2.5063825E+002, 2.3874001E+002, 7.1034036E+002, 7.6697438E+002, 7.4539830E+002, 6.9724607E+002, 5.7827812E+002, 5.1814969E+002, 4.6129963E+002, 4.0914864E+002, 3.2841822E+002, 2.9870417E+002, 2.7351799E+002, 2.5168397E+002,-5.6843419E-017, 2.2385695E+000
 1.9001352E+001, 8.0384830E+002, 8.8221362E+002, 8.2087957E+002, 7.2649730E+002, 5.4893951E+002, 5.0683696E+002, 4.7105293E+002, 4.3702079E+002, 3.5276886E+002, 3.1361283E+002, 2.7583064E+002, 2.4328171E+002, 7.1229945E+002, 7.7885592E+002, 7.5330574E+002, 6.9803593E+002, 5.6873315E+002, 5.0500861E+002, 4.4734258E+002, 3.9587266E+002, 3.1599111E+002, 2.8600059E+002, 2.6068112E+002, 2.3937541E+002,-5.6843419E-017, 2.2288783E+000
 2.0001487E+001, 8.0603831E+002, 8.3481604E+002, 7.7702199E+002, 6.6931014E+002, 4.6343290E+002, 3.7776521E+002, 3.0473040E+002, 2.6318522E+002, 2.0331139E+002, 1.8207507E+002, 1.6648239E+002, 1.5561830E+002, 7.2646729E+002, 7.8207432E+002, 7.4291313E+002, 6.7282107E+002, 5.3144529E+002, 4.7336657E+002, 4.2213731E+002, 3.7964755E+002, 3.0953067E+002, 2.8202588E+002, 2.5785160E+002, 2.3761172E+002,-5.6843419E-017, 1.9176711E+000
 2.1000100E+001, 8.3487245E+002, 8.2575993E+002, 7.0233702E+002, 5.9586795E+002, 4.3423176E+002, 3.6560591E+002, 3.0564972E+002, 2.6335920E+002, 2.0766591E+002, 1.8302249E+002, 1.6104128E+002, 1.4497841E+002, 7.3838817E+002, 7.5992165E+002, 7.0713223E+002, 6.3833101E+002, 5.0459883E+002, 4.4605892E+002, 3.8871790E+002, 3.4424429E+002, 2.7366290E+002, 2.4591714E+002, 2.2271702E+002, 2.0397832E+002,-5.6843419E-017, 2.2157582E+000
 2.2000693E+001, 7.3343239E+002, 7.7388436E+002, 7.2746480E+002, 6.5212786E+002, 4.6841299E+002, 4.1343857E+002, 3.7374934E+002, 3.3628372E+002, 2.6110463E+002, 2.3370535E+002, 2.1411838E+002, 1.9675086E+002, 7.4703542E+002, 7.5595351E+002, 6.9222719E+002, 6.1758058E+002, 4.8747807E+002, 4.3343244E+002, 3.8138053E+002, 3.3878198E+002, 2.7082199E+002, 2.4387126E+002, 2.2072044E+002, 2.0161255E+002,-5.6843419E-017, 2.0943344E+000
 2.3010707E+001, 7.8893945E+002, 7.9423092E+002, 7.3923689E+002, 6.7929888E+002, 5.8123578E+002, 5.2481293E+002, 4.6386430E+002, 4.0470987E+002, 3.2588476E+002, 2.8829862E+002, 2.6128693E+002, 2.3239077E+002, 7.1034131E+002, 7.4727949E+002, 7.2111069E+002, 6.7184564E+002, 5.3751688E+002, 4.6957277E+002, 4.0778349E+002, 3.5589014E+002, 2.7733677E+002, 2.4692215E+002, 2.2393889E+002, 2.0412570E+002,-5.6843419E-017, 2.1154424E+000
 2.4006293E+001, 8.1152230E+002, 9.1658006E+002, 9.2307872E+002, 8.4368827E+002, 6.4301759E+002, 5.5145206E+002, 4.8530365E+002, 4.3198138E+002, 3.5034240E+002, 3.1941843E+002, 2.9348966E+002, 2.7148050E+002, 7.1903438E+002, 7.5875998E+002, 7.3898499E+002, 6.8859942E+002, 5.5868523E+002, 4.9171311E+002, 4.3272974E+002, 3.8120419E+002, 3.0444581E+002, 2.7398144E+002, 2.5013270E+002, 2.2747093E+002,-5.6843419E-017, 2.1507401E+000
 2.5000176E+001, 7.4379578E+002, 7.8210068E+002, 7.4913021E+002, 7.0305186E+002, 5.7189245E+002, 5.0078785E+002, 4.3904164E+002, 3.7116494E+002, 2.7173135E+002, 2.3788133E+002, 2.1184638E+002, 1.9492042E+002, 7.3822891E+002, 7.7391261E+002, 7.5210433E+002, 6.9923280E+002, 5.6283961E+002, 4.9790548E+002, 4.4133868E+002, 3.9080388E+002, 3.1123836E+002, 2.7925685E+002, 2.5354864E+002, 2.3148222E+002,-5.6843419E-017, 2.1966754E+000
 2.6001922E+001, 7.8996701E+002, 8.2939289E+002, 8.0715645E+002, 7.6119185E+002, 6.4312912E+002, 6.0349768E+002, 5.6971528E+002, 5.3067740E+002, 4.3739685E+002, 3.9359223E+002, 3.5159523E+002, 3.1186994E+002, 7.1288250E+002, 7.6336466E+002, 7.5546006E+002, 7.1862283E+002, 6.0533462E+002, 5.4467891E+002, 4.9061515E+002, 4.3523843E+002, 3.4458650E+002, 3.0657030E+002, 2.7421085E+002, 2.4588928E+002,-5.6843419E-017, 2.3145979E+000
 2.7002003E+001, 7.6313906E+002, 9.1046704E+002, 9.4767247E+002, 9.1646797E+002, 7.5795557E+002, 6.6373568E+002, 5.7808148E+002, 5.0463922E+002, 4.0680583E+002, 3.6385159E+002, 3.3107971E+002, 2.9956877E+002, 7.2638775E+002, 7.8337695E+002, 7.7716909E+002, 7.3690334E+002, 6.1414947E+002, 5.5317089E+002, 4.9947811E+002, 4.4818557E+002, 3.6333922E+002, 3.2662517E+002, 2.9465096E+002, 2.6624237E+002,-5.6843419E-017, 2.0931937E+000
 2.8010059E+001, 7.9553127E+002, 8.4646245E+002, 7.7947093E+002, 6.9669085E+002, 5.6615848E+002, 5.0161887E+002, 4.3728076E+002, 3.8736568E+002, 3.1495367E+002, 2.8601501E+002, 2.6062425E+002, 2.3528327E+002, 7.2115701E+002, 7.8387219E+002, 7.8460186E+002, 7.5102954E+002, 6.3604261E+002, 5.7038106E+002, 5.1092008E+002, 4.5604778E+002, 3.6816349E+002, 3.2997688E+002, 2.9854982E+002, 2.6954683E+002,-5.6843419E-017, 2.3214513E+000
 2.9009972E+001, 7.6617356E+002, 8.0019744E+002, 7.1655637E+002, 6.0999229E+002, 4.6891648E+002, 4.3471199E+002, 4.0690587E+002, 3.7974764E+002, 3.2459800E+002, 3.0183529E+002, 2.8610378E+002, 2.6860949E+002, 7.1665564E+002, 7.6349035E+002, 7.4052359E+002, 6.9460244E+002, 5.8690013E+002, 5.3105161E+002, 4.7795422E+002, 4.3062747E+002, 3.5230431E+002, 3.1871747E+002, 2.9121619E+002, 2.6501453E+002,-5.6843419E-017, 1.8989569E+000
 3.0011371E+001, 6.9969207E+002, 7.4677644E+002, 7.0104922E+002, 6.3672056E+002, 4.9349307E+002, 4.2016840E+002, 3.6465037E+002, 3.2702192E+002, 2.8275949E+002, 2.6624993E+002, 2.4941676E+002, 2.3360603E+002, 6.9884900E+002, 7.4532917E+002, 7.1268448E+002, 6.6075996E+002, 5.5129953E+002, 4.9931911E+002, 4.5191578E+002, 4.1069719E+002, 3.4116007E+002, 3.1153921E+002, 2.8703235E+002, 2.6349966E+002,-5.6843419E-017, 2.1920051E+000
 3.1009317E+001, 7.4774262E+002, 8.3623165E+002, 8.1903518E+002, 7.3849577E+002, 5.6496632E+002, 4.8881828E+002, 4.3022320E+002, 3.8361970E+002, 2.9412123E+002, 2.6026956E+002, 2.3188041E+002, 2.1033954E+002, 6.7568420E+002, 7.3321670E+002, 7.1470983E+002, 6.6424859E+002, 5.4120545E+002, 4.7844851E+002, 4.2451263E+002, 3.8014550E+002, 3.1018265E+002, 2.8283968E+002, 2.6026719E+002, 2.4015935E+002,-5.6843419E-017, 2.2906973E+000
 3.2003231E+001, 7.4003919E+002, 8.3247177E+002, 7.8144118E+002, 7.0751700E+002, 5.5862914E+002, 4.8949848E+002, 4.2720808E+002, 3.6713286E+002, 2.7455216E+002, 2.4931768E+002, 2.3314306E+002, 2.2321746E+002, 7.0205388E+002, 7.6302163E+002, 7.4721905E+002, 6.9426278E+002, 5.5547123E+002, 4.8711886E+002, 4.2986215E+002, 3.8350201E+002, 3.1036956E+002, 2.8335508E+002, 2.6073179E+002, 2.4124535E+002,-5.6843419E-017, 2.2055242E+000
 3.3000718E+001, 7.2858374E+002, 7.5560202E+002, 6.8138120E+002, 5.9771227E+002, 5.0106136E+002, 4.8371690E+002, 4.6590345E+002, 4.3573239E+002, 3.5332028E+002, 3.1989630E+002, 2.8085144E+002, 2.4895033E+002, 7.0072065E+002, 7.5772556E+002, 7.3514449E+002, 6.8432284E+002, 5.5960225E+002, 4.9908529E+002, 4.4763592E+002, 3.9980809E+002, 3.1796361E+002, 2.8862437E+002, 2.6081398E+002, 2.3846719E+002,-5.6843419E-017, 1.9019987E+000
 3.4006746E+001, 7.1651176E+002, 7.8523669E+002, 7.5908374E+002, 6.7832492E+002, 4.8089084E+002, 4.0944111E+002, 3.5542868E+002, 3.1517817E+002, 2.6886968E+002, 2.5668709E+002, 2.4546754E+002, 2.3164000E+002, 6.6915335E+002, 7.2633295E+002, 7.0368628E+002, 6.4813659E+002, 5.1946974E+002, 4.6540810E+002, 4.2120514E+002, 3.8052751E+002, 3.0893200E+002, 2.8260086E+002, 2.5795502E+002, 2.3653537E+002,-5.6843419E-017, 2.2594917E+000
 3.5007766E+001, 8.0343740E+002, 8.7037257E+002, 8.6427799E+002, 8.0597992E+002, 6.4476809E+002, 5.5048131E+002, 4.6588702E+002, 4.0054465E+002, 3.2100393E+002, 2.9060203E+002, 2.6136935E+002, 2.3592396E+002, 7.0597280E+002, 7.6788537E+002, 7.4789945E+002, 6.8480472E+002, 5.3954727E+002, 4.7522944E+002, 4.2087915E+002, 3.7486151E+002, 3.0424196E+002, 2.7905648E+002, 2.5590859E+002, 2.3579552E+002,-5.6843419E-017, 2.2036879E+000
 3.6008280E+001, 7.1062585E+002, 8.1480607E+002, 7.4894436E+002, 6.5931748E+002, 4.9374250E+002, 4.2601869E+002, 3.4273719E+002, 2.8040618E+002, 1.9846665E+002, 1.8935402E+002, 1.8075273E+002, 1.7776651E+002, 6.9671907E+002, 7.4746467E+002, 7.2934710E+002, 6.8081736E+002, 5.5344149E+002, 4.9090941E+002, 4.2954726E+002, 3.7805912E+002, 3.0390059E+002, 2.7878400E+002, 2.5522724E+002, 2.3502790E+002,-5.6843419E-017, 2.1026212E+000
 3.7000888E+001, 6.6591040E+002, 6.7129067E+002, 6.2721428E+002, 5.7138631E+002, 4.8014517E+002, 4.3799583E+002, 3.9369732E+002, 3.5216909E+002, 2.7641582E+002, 2.3829023E+002, 2.0556616E+002, 1.7832511E+002, 6.8318364E+002, 7.3769480E+002, 7.1185832E+002, 6.6135960E+002, 5.4164489E+002, 4.8171223E+002, 4.1691624E+002, 3.6134291E+002, 2.8027946E+002, 2.5519848E+002, 2.3435866E+002, 2.1664022E+002,-5.6843419E-017, 2.2285329E+000
 3.8007536E+001, 7.8952377E+002, 8.6084441E+002, 8.6332708E+002, 8.2913265E+002, 7.0951483E+002, 6.4085522E+002, 5.8108604E+002, 5.2447225E+002, 4.3170101E+002, 3.9825230E+002, 3.5790011E+002, 3.2717267E+002, 6.6426891E+002, 7.3342254E+002, 7.4139675E+002, 7.1440909E+002, 6.1315609E+002, 5.5634290E+002, 4.9726814E+002, 4.4124420E+002, 3.5069586E+002, 3.1835234E+002, 2.8708961E+002, 2.6003291E+002,-5.6843419E-017, 2.4201776E+000
 3.9006073E+001, 7.7335238E+002, 8.6501753E+002, 8.8159405E+002, 8.1809327E+002, 6.0946233E+002, 5.3126620E+002, 4.7720999E+002, 4.3369088E+002, 3.5371649E+002, 3.1052117E+002, 2.7923540E+002, 2.4649359E+002, 7.1065747E+002, 7.5671736E+002, 7.4759667E+002, 7.0822294E+002, 5.9636882E+002, 5.3981708E+002, 4.8565523E+002, 4.3486616E+002, 3.4719975E+002, 3.1266298E+002, 2.8121668E+002, 2.5483339E+002,-5.6843419E-017, 2.1037382E+000
 4.0007344E+001, 8.4570928E+002, 8.7892857E+002, 7.9971124E+002, 6.9612144E+002, 5.5112827E+002, 4.7738701E+002, 4.0689518E+002, 3.3383526E+002, 2.3473872E+002, 1.9333980E+002, 1.6608095E+002, 1.5391896E+002, 7.1748484E+002, 7.7593243E+002, 7.7388643E+002, 7.2825849E+002, 5.9373263E+002, 5.2706549E+002, 4.6959625E+002, 4.1850338E+002, 3.3485063E+002, 2.9891557E+002, 2.6932506E+002, 2.4496259E+002,-5.6843419E-017, 2.3004746E+000
 4.1007964E+001, 7.9868845E+002, 8.8589772E+002, 8.4365782E+002, 7.4306367E+002, 5.0783197E+002, 4.2749128E+002, 3.6795759E+002, 3.3016734E+002, 2.7169343E+002, 2.3767892E+002, 2.2703386E+002, 2.0318109E+002, 7.5594664E+002, 8.0204872E+002, 7.7583243E+002, 7.1405119E+002, 5.7012826E+002, 5.0425990E+002, 4.4669413E+002, 3.9589996E+002, 3.1214889E+002, 2.7271937E+002, 2.4675565E+002, 2.2272182E+002,-5.6843419E-017, 2.2004680E+000
 4.2007215E+001, 7.2798684E+002, 7.0338781E+002, 6.7667628E+002, 6.3587378E+002, 5.4342801E+002, 4.9738835E+002, 4.5736540E+002, 4.1637416E+002, 3.3790759E+002, 2.9768685E+002, 2.6500207E+002, 2.3497058E+002, 7.1090338E+002, 7.5572691E+002, 7.4918768E+002, 7.1213130E+002, 5.8714675E+002, 5.1987010E+002, 4.6134823E+002, 4.0955429E+002, 3.2022188E+002, 2.7763977E+002, 2.5013890E+002, 2.2416470E+002,-5.6843419E-017, 2.2974860E+000
 4.3001774E+001, 7.1348432E+002, 8.8549561E+002, 9.0626110E+002, 8.5836536E+002, 7.2234723E+002, 6.4824097E+002, 5.7733118E+002, 5.1639542E+002, 4.2194416E+002, 3.8371414E+002, 3.4719000E+002, 3.1502504E+002, 7.0445635E+002, 7.7852094E+002, 7.8093423E+002, 7.4500802E+002, 6.2457703E+002, 5.5888194E+002, 4.9900910E+002, 4.4420121E+002, 3.5127560E+002, 3.0941463E+002, 2.7894108E+002, 2.5048791E+002,-5.6843419E-017, 2.3141162E+000
 4.4010141E+001, 7.3574198E+002, 7.2996121E+002, 6.4048773E+002, 5.8173396E+002, 5.0141235E+002, 4.5721777E+002, 4.1897096E+002, 3.7906944E+002, 2.9455917E+002, 2.6174578E+002, 2.3900867E+002, 2.2049107E+002, 6.9167845E+002, 7.5321019E+002, 7.4550202E+002, 7.0911722E+002, 6.0039241E+002, 5.3869336E+002, 4.8262459E+002, 4.3136149E+002, 3.4459317E+002, 3.0754492E+002, 2.7888422E+002, 2.5290243E+002,-5.6843419E-017, 1.9391710E+000
 4.5001051E+001, 8.2813876E+002, 7.9920385E+002, 6.7691238E+002, 5.5630830E+002, 3.8749325E+002, 3.3354674E+002, 2.8836986E+002, 2.5348572E+002, 2.1074952E+002, 1.9177429E+002, 1.7514423E+002, 1.6548544E+002, 7.0399243E+002, 7.2841241E+002, 6.8764791E+002, 6.3832803E+002, 5.3903514E+002, 4.8555390E+002, 4.3657216E+002, 3.9268405E+002, 3.1696004E+002, 2.8410163E+002, 2.5814964E+002, 2.3597561E+002,-5.6843419E-017, 2.3387935E+000
 4.6003325E+001, 7.8160039E+002, 8.2361825E+002, 7.7356168E+002, 7.0323513E+002, 5.5141406E+002, 4.8935799E+002, 4.3971668E+002, 4.0753409E+002, 3.4700024E+002, 3.1812547E+002, 2.9664723E+002, 2.7577664E+002, 7.2561304E+002, 7.4465181E+002, 6.9723930E+002, 6.3812017E+002, 5.3193130E+002, 4.8285997E+002, 4.3719688E+002, 3.9683737E+002, 3.2774782E+002, 2.9676025E+002, 2.7040004E+002, 2.4679953E+002,-5.6843419E-017, 2.2863407E+000
 4.7005547E+001, 6.8379345E+002, 7.2518886E+002, 6.8406330E+002, 6.5211555E+002, 5.9649495E+002, 5.2341728E+002, 4.4908801E+002, 3.8606547E+002, 2.8826920E+002, 2.5209016E+002, 2.2228618E+002, 1.9829103E+002, 6.9718633E+002, 7.3965254E+002, 7.1829137E+002, 6.7745509E+002, 5.6231651E+002, 4.9804978E+002, 4.4078703E+002, 3.9369725E+002, 3.1755381E+002, 2.8596639E+002, 2.6019241E+002, 2.3748102E+002,-5.6843419E-017, 2.0515462E+000
 4.8004073E+001, 7.7774198E+002, 8.8578084E+002, 8.4534253E+002, 7.2466988E+002, 4.8696872E+002, 4.1054088E+002, 3.5030990E+002, 2.9517250E+002, 2.0818206E+002, 1.8330859E+002, 1.7036429E+002, 1.5850524E+002, 7.1040761E+002, 7.5299946E+002, 7.2252757E+002, 6.6551859E+002, 5.3683451E+002, 4.7066888E+002, 4.1292970E+002, 3.6516623E+002, 2.8910467E+002, 2.6011238E+002, 2.3736675E+002, 2.1711782E+002,-5.6843419E-017, 2.1759895E+000
 4.9000348E+001, 7.5983227E+002, 9.2110907E+002, 9.2355502E+002, 8.5585878E+002, 6.6403962E+002, 5.6932280E+002, 4.8350599E+002, 4.1624994E+002, 3.1994012E+002, 2.8594405E+002, 2.5687254E+002, 2.3809347E+002, 7.0239309E+002, 7.8151389E+002, 7.6367198E+002, 7.0555990E+002, 5.6612340E+002, 4.9678828E+002, 4.3344783E+002, 3.7980995E+002, 2.9671236E+002, 2.6610380E+002, 2.4206069E+002, 2.2152886E+002,-5.6843419E-017, 2.3973449E+000
 5.0006953E+001, 8.7777406E+002, 9.3938236E+002, 9.2414351E+002, 8.6485783E+002, 7.2420381E+002, 6.6315430E+002, 6.0246852E+002, 5.4334917E+002, 4.4281313E+002, 4.0178124E+002, 3.5933699E+002, 3.2119006E+002, 7.3246046E+002, 8.1247323E+002, 8.0862408E+002, 7.6176402E+002, 6.2966010E+002, 5.6031078E+002, 4.9273964E+002, 4.3218560E+002, 3.3449758E+002, 2.9899427E+002, 2.6866889E+002, 2.4532184E+002,-5.6843419E-017, 2.0601232E+000
