,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,3.0242690960000003,2.9562318252000006,2.324790337599998,1.8905022091999992,1.3567688003999998,1.0800800862799995
1,2.6082866396,2.7672198251999984,2.5841736932000017,2.1428399547999994,1.6423838772000003,1.2271295948000003
2,,,,,,
