,0.5 m,0.7 m,0.9 m,1.1 m,1.3 m,1.5 m
0,5.730984018800001,5.338138298000001,3.8081556432,2.9057574951999987,1.9761663263999996,1.5807085944000012
1,5.488497594800003,6.103721341199997,5.371933114800003,3.9291360775999986,2.6419177992,1.7735006832000004
2,,,,,,
