s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.1649802E-007,-3.6954891E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2019350E-007, 0.0000000E+000, 0.0000000E+000
 1.0048262E+000, 2.9008130E+001,-4.9938758E+000, 3.9212811E-001,-3.4258882E-001,-3.2116727E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1350885E+001, 2.4060582E+001, 7.3090308E-004, 7.3090308E-004
 2.0006795E+000, 6.5473458E+001,-1.6879257E+001,-2.1277570E+001,-4.2922949E-001,-6.9356907E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6585075E+001, 2.6880467E+001, 1.4286791E-003, 1.4286791E-003
 3.0017128E+000, 7.7041873E+001,-2.0795459E+001,-5.0825870E+001,-5.3012177E-001,-7.4412832E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9596560E+000, 4.8829808E+000, 1.5749199E-003, 1.5749199E-003
 4.0014243E+000, 8.0540142E+001,-2.2063581E+001,-5.6715332E+001,-5.1506059E-001,-7.8110637E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4012097E+000, 1.2383565E+000, 1.5962931E-003, 1.5962931E-003
 5.0014868E+000, 7.5658931E+001,-1.9003929E+001,-5.0408028E+001,-4.8907315E-001,-7.6608111E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6649857E+000, 5.7502403E+000, 1.5992135E-003, 1.5992135E-003
 6.0082135E+000, 8.2286981E+001,-2.0218842E+001,-5.6519841E+001,-5.7249764E-001,-7.6444858E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8344100E+000, 4.9681563E+000, 1.5996093E-003, 1.5996093E-003
 7.0112352E+000, 7.6031668E+001,-1.9423295E+001,-5.7099467E+001,-5.6364416E-001,-7.7463451E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8793298E-001,-1.0624835E+000, 1.5996627E-003, 1.5996627E-003
 8.0030117E+000, 8.1536627E+001,-2.2092819E+001,-6.4780320E+001,-5.4241006E-001,-7.6741462E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0144373E+000,-5.8865963E+000, 1.5996698E-003, 1.5996698E-003
 9.0081205E+000, 7.8814650E+001,-2.0257650E+001,-5.2929631E+001,-4.3290126E-001,-7.6712095E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9488982E+000, 5.1867961E+000, 1.5996708E-003, 1.5996708E-003
 1.0004887E+001, 8.0136782E+001,-2.0806436E+001,-6.2303674E+001,-4.8575942E-001,-7.6034151E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4546099E+000,-3.4666906E+000, 1.5996709E-003, 1.5996709E-003
 1.1000576E+001, 7.6463581E+001,-2.0097575E+001,-4.8502423E+001,-4.6601678E-001,-7.5616671E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4561362E+000, 7.3900041E+000, 1.5996709E-003, 1.5996709E-003
 1.2008172E+001, 7.9598232E+001,-2.0927360E+001,-6.4314880E+001,-5.1512067E-001,-7.6132823E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4331074E+000,-6.1667422E+000, 1.5996709E-003, 1.5996709E-003
 1.3008874E+001, 8.1515613E+001,-2.1871709E+001,-6.1180956E+001,-4.3976677E-001,-7.6046151E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0276541E+000,-1.9844234E+000, 1.5996709E-003, 1.5996709E-003
 1.4003172E+001, 7.8713781E+001,-2.0476652E+001,-5.5450427E+001,-4.8140486E-001,-7.4537731E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5572468E+000, 2.2978437E+000, 1.5996709E-003, 1.5996709E-003
 1.5008218E+001, 7.7459464E+001,-1.9885137E+001,-5.3421495E+001,-4.6499809E-001,-7.5300688E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1299313E+000, 3.6803049E+000, 1.5996709E-003, 1.5996709E-003
 1.6003151E+001, 8.1367132E+001,-2.2095773E+001,-6.3842272E+001,-4.7470758E-001,-7.5930281E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7353724E+000,-5.0532134E+000, 1.5996709E-003, 1.5996709E-003
 1.7003214E+001, 7.8364079E+001,-2.0999679E+001,-5.6654093E+001,-3.8738270E-001,-7.6909253E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3293883E-001, 3.1523316E-001, 1.5996709E-003, 1.5996709E-003
 1.8005478E+001, 7.5613549E+001,-2.0646529E+001,-5.7084982E+001,-3.8593395E-001,-7.5490496E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5859002E+000,-2.5114460E+000, 1.5996709E-003, 1.5996709E-003
 1.9006012E+001, 8.3156416E+001,-2.1390975E+001,-5.4224275E+001,-3.4893757E-001,-7.4723985E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1341134E+000, 7.1847553E+000, 1.5996709E-003, 1.5996709E-003
 2.0009123E+001, 8.0091723E+001,-1.9960520E+001,-6.3316157E+001,-3.7502844E-001,-7.5387662E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6010052E+000,-3.5675214E+000, 1.5996709E-003, 1.5996709E-003
 2.1001507E+001, 8.0050704E+001,-2.0859821E+001,-5.5819591E+001,-3.6215499E-001,-7.6309031E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8855721E+000, 3.0015062E+000, 1.5996709E-003, 1.5996709E-003
 2.2008579E+001, 7.9161222E+001,-2.1717354E+001,-6.3845909E+001,-3.9134496E-001,-7.6507608E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8467836E+000,-6.8010363E+000, 1.5996709E-003, 1.5996709E-003
 2.3006866E+001, 7.7224842E+001,-2.0968841E+001,-5.6341540E+001,-3.6351555E-001,-7.6585461E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5781982E-001,-4.5671320E-001, 1.5996709E-003, 1.5996709E-003
 2.4007896E+001, 7.7593123E+001,-2.0770635E+001,-5.7624209E+001,-4.0893981E-001,-7.4309733E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1908095E+000,-1.2180925E+000, 1.5996709E-003, 1.5996709E-003
 2.5002327E+001, 8.3118184E+001,-2.1536242E+001,-5.3117235E+001,-3.5184375E-001,-7.5453242E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0025423E+000, 8.1053184E+000, 1.5996709E-003, 1.5996709E-003
 2.6010918E+001, 8.0114410E+001,-2.0713044E+001,-6.1391315E+001,-4.0841239E-001,-7.7058278E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4379165E+000,-2.4060666E+000, 1.5996709E-003, 1.5996709E-003
