Time,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,,
922,71.927489,53.336141,38.448534,35.166711,29.632175,26.300057,24.55921,19.627907,183.437915,236.085112,113.745854,165.732027,133.977005,42.69949,22.06154,24.543934,37.577685,35.558528,33.139506,30.833283,27.500075,26.636888,25.754225,22.776964,12.309678,,,,,
923,72.94873,53.884288,38.853512,35.273552,29.551408,26.634343,25.347561,19.96402,150.112297,154.669495,114.595994,112.77723,102.647401,43.326318,31.418723,33.351083,43.906985,41.409651,38.821589,36.338091,31.635256,30.736556,29.40678,24.965158,12.418604,,,,,
924,72.796687,53.878869,38.549528,34.706234,28.378975,26.440017,25.22863,19.236978,171.4431,152.159287,96.042253,144.871933,104.528216,42.874567,30.360225,30.942527,43.009263,40.697024,38.181457,36.07084,31.103636,30.242255,28.798717,24.430476,12.506141,,,,,
925,72.94873,53.921186,38.55501,34.711736,27.367129,25.727887,25.385351,18.862668,173.203217,135.800161,85.196831,149.685972,123.54227,41.912503,29.311723,30.459263,43.386579,40.702496,38.186941,36.300701,31.221914,30.210172,28.76658,24.511636,12.60946,,,,,
926,73.247425,53.779008,38.523174,34.7547,27.184159,25.242122,25.919826,18.792259,177.78783,133.059783,87.773641,143.521896,126.168002,41.731817,29.166592,29.298315,43.689439,40.410091,37.744223,35.932227,30.964314,29.83955,28.546068,24.365975,12.435393,,,,,
927,73.504066,53.779008,38.523174,34.867083,26.580704,24.788405,26.335228,19.020219,177.32982,135.391664,87.112255,138.538658,127.479608,42.885491,28.865207,30.126266,44.321178,40.33561,37.706864,35.857418,30.926721,29.613797,28.319975,24.21474,12.511737,,,,,
928,73.61944,53.673722,38.67792,35.284549,25.831454,24.15087,26.567286,19.633485,183.367161,133.629201,88.220029,135.266657,125.873844,43.857698,27.437994,29.567352,43.806403,40.750668,37.824421,36.236904,31.195368,29.769831,28.400879,24.106855,12.664414,,,,,
929,73.572006,53.478355,38.778894,35.610501,25.707093,23.761291,26.707183,19.774203,176.141123,129.974742,87.07012,133.111354,124.515034,41.94973,26.70981,29.104523,42.382309,40.441857,37.10347,35.664877,30.9212,29.231906,27.862108,23.717521,13.187487,,,,,
930,73.3628,52.824737,38.827165,35.883491,26.435331,24.075188,26.454035,20.013132,177.640765,130.736387,89.028664,129.216565,123.216653,40.917869,25.776613,27.985316,42.653681,40.229353,36.703201,35.376532,30.669049,28.753497,27.533809,23.274605,13.574587,,,,,
931,73.326137,52.270815,38.864473,36.182838,27.566684,24.529202,25.849829,19.975173,177.144596,130.661311,87.632051,126.517553,122.169874,42.221216,26.154426,28.964951,43.323136,40.49004,37.226579,35.376532,30.669049,28.753497,27.571522,23.577314,13.917863,,,,,
932,73.148206,52.054619,38.720714,36.113503,28.589405,24.875142,25.515362,20.056666,173.830408,129.015942,85.139561,126.073623,121.764299,42.673211,28.687863,31.265284,43.402956,40.979487,38.203392,36.130214,30.824974,29.097914,27.841016,24.036778,14.244292,,,,,
933,72.765409,52.075283,38.480372,36.17185,29.363285,25.38777,24.931778,19.698268,179.347234,130.762897,88.172486,126.956094,122.495292,42.917226,29.123393,30.534476,42.828754,40.665265,37.888158,35.851922,30.319515,28.554113,27.4473,24.095743,14.489818,,,,,
934,72.545421,52.075283,38.405729,36.358902,29.927551,25.954573,24.818355,19.660299,183.699579,131.063238,90.010556,127.630627,122.383153,43.512224,29.27406,30.233594,42.493936,41.037517,38.410975,36.038936,30.35713,28.704772,27.560445,24.057926,14.337318,,,,,
935,72.587472,52.302325,38.597809,36.364395,30.459451,26.337821,24.861717,18.86825,185.767059,128.142581,89.611489,120.715921,118.244662,42.885491,29.091254,28.243618,41.903939,41.042987,38.491126,36.007031,30.061695,28.559647,27.490555,23.874383,13.999726,,,,,
936,72.959502,52.640117,38.864473,36.182838,30.840793,26.569922,24.829461,18.379805,186.001768,125.975359,90.168446,115.912397,119.033367,42.072335,27.852935,28.512924,42.058297,41.27175,38.683255,36.124721,30.104845,28.715837,27.496094,23.766465,13.618324,,,,,
937,73.399463,53.046253,39.125595,35.771214,30.991083,27.022889,25.283076,18.303783,185.161738,125.788181,87.227872,112.416583,121.497281,41.70005,27.022891,29.943679,42.207171,41.420587,38.83255,36.349077,30.180089,28.904127,27.684655,23.917763,13.471329,,,,,
938,73.624825,53.236247,39.280258,35.514688,30.959033,27.217109,25.704272,18.461405,179.822148,128.940938,87.968172,113.61132,122.212735,42.0778,28.386341,30.663851,42.398701,41.388848,38.838031,36.541496,30.373701,28.947312,27.916419,23.809849,13.274982,,,,,
939,73.509452,53.267739,39.27478,35.321992,30.728061,27.400215,25.585381,18.569838,176.533961,130.098339,86.933951,112.379431,122.767955,42.593338,29.47342,30.771124,42.504863,41.122893,38.720581,36.386465,30.368178,29.017085,28.023979,23.652978,13.122362,,,,,
940,73.331522,53.162421,39.205669,35.027906,30.733583,27.179376,25.74205,18.195327,176.501404,132.281661,88.004921,114.727006,123.25954,43.37988,29.629564,31.716133,42.845139,40.942266,38.203392,35.868408,30.147992,28.759029,27.7279,23.12878,12.964133,,,,,
941,73.106157,53.046253,39.125595,34.685274,30.615318,26.871921,25.245282,17.923606,179.167583,132.764631,88.844866,114.721543,123.291447,43.448783,29.812277,31.597922,42.467655,40.825123,37.824421,35.413954,29.690903,28.640511,27.797775,23.274605,13.05164,,,,,
942,72.928223,53.125506,39.131074,34.615842,30.244943,26.537709,24.872821,17.929192,178.905983,132.882898,88.372436,113.536966,122.885608,43.900322,30.419944,31.415588,42.026541,40.234826,37.306815,35.157473,29.432929,28.533046,27.841016,23.620705,13.242421,,,,,
943,72.891559,53.199334,39.056474,34.615842,30.094547,26.311147,24.72158,18.157311,179.669449,134.123576,88.850263,113.313924,123.483939,44.234776,30.38232,31.67857,41.505322,40.011334,36.596508,34.857992,29.244674,28.382363,27.803312,23.696366,13.248014,,,,,
944,73.064107,53.151578,39.269302,34.604839,30.083497,26.148987,24.634845,18.564256,177.138989,133.661277,87.626656,112.373975,125.194306,44.335331,30.672228,31.817783,41.419908,40.112137,36.248899,34.772107,29.082985,28.258268,27.641407,23.874383,13.39503,,,,,
945,73.436126,52.935498,39.423946,34.422986,30.05142,26.192302,24.716027,18.98781,174.549697,133.516408,86.456379,112.602354,125.724034,43.894865,30.941015,32.311454,42.504863,40.601745,36.852763,35.002244,29.314451,28.452173,27.835479,23.577314,13.809037,,,,,
946,73.656103,52.566263,39.759497,34.535403,30.013816,26.532166,24.640398,19.405639,173.977407,133.779603,87.227872,112.602354,125.237243,43.746189,30.452043,31.485215,42.802481,40.936795,37.189203,35.376532,29.803812,28.678174,28.137063,22.896102,13.929044,,,,,
947,73.881463,52.42397,40.13769,34.503434,30.019341,26.877463,24.72158,19.525145,172.953006,133.183592,86.461772,112.161991,124.045063,43.677302,30.194182,31.603439,42.36149,40.942266,36.633904,34.670774,29.545866,28.344689,27.765607,22.523036,13.553216,,,,,
948,74.033496,52.392462,40.217693,34.696276,29.72399,26.618763,24.802756,19.720578,172.844174,133.189113,86.724313,111.016263,121.95662,42.046041,30.049171,31.49625,41.659732,40.463747,36.714183,34.414116,29.212548,28.086469,27.054494,22.49073,13.286168,,,,,
949,74.09605,52.603191,40.09495,34.760201,29.374343,26.23007,24.867269,19.633485,172.489674,132.651891,86.052325,109.150187,119.854278,40.545218,29.096785,29.379139,41.20191,40.341083,36.852763,34.253276,29.050855,27.88696,26.288517,21.987176,13.007887,,,,,
950,74.022726,52.861658,39.983143,34.647808,29.299086,25.965667,24.905077,19.0258,172.451531,132.088296,85.464682,107.852698,118.996062,39.874142,28.267714,28.851962,41.313648,40.080362,36.927537,34.103419,28.975529,27.962339,25.646437,21.077522,12.980914,,,,,
951,73.886848,52.835581,39.65861,34.583876,29.460652,25.561141,25.180791,18.162895,177.461141,134.505229,88.671872,108.41954,119.34279,39.810505,28.052562,28.938351,41.324585,39.942302,37.088046,34.151893,29.099576,27.973411,25.733091,20.936987,12.93716,,,,,
952,73.771476,52.71939,39.242964,34.503434,29.417499,25.480008,25.250833,17.815117,179.287711,134.725417,88.923781,108.414096,118.852328,40.55069,27.971609,29.422313,41.095631,39.936827,37.194692,34.183854,28.943396,27.892497,25.916416,21.689606,12.975321,,,,,
953,73.813523,52.614036,39.061953,34.546406,29.234882,25.712294,25.331969,18.048841,181.316647,135.220084,89.223267,108.45661,118.895106,40.817028,28.391875,29.879476,40.765794,39.793274,36.938516,34.114427,28.911261,27.935723,26.186327,22.414987,13.095391,,,,,
954,73.876077,52.455477,38.827165,34.760201,29.148555,25.512252,25.509813,18.531834,179.778365,134.118051,88.330286,107.704472,118.436588,40.172446,27.890649,29.793164,40.978403,39.409664,36.777985,34.028483,28.749521,27.811575,26.36403,22.820387,13.667651,,,,,
955,73.855571,52.213217,38.694363,34.814164,28.864022,25.415517,25.942013,18.206495,177.31408,133.232225,87.501255,106.646505,116.663903,40.039727,28.322015,29.094518,41.330053,39.463367,36.831845,34.044996,28.728445,27.790492,26.644914,21.549145,14.087175,,,,,
956,73.855571,51.917704,38.470462,33.877239,27.922464,25.339922,26.093083,18.130463,177.543082,132.931524,87.280796,106.128102,116.328653,40.375265,28.171213,28.981543,41.032066,39.463367,36.68228,33.857636,28.61542,27.451188,26.607168,20.904636,14.386622,,,,,
957,73.970942,52.181705,38.475944,32.344411,27.211859,25.005233,26.136393,18.440146,174.801045,132.448509,86.147357,106.244613,117.899189,40.678911,28.629087,29.28831,40.925771,39.245202,36.575584,33.750709,28.583275,27.305891,26.272937,20.796434,14.46846,,,,,
958,73.928895,52.804081,38.955524,31.512525,26.414231,24.734978,25.828696,18.586586,175.787543,130.640315,86.252159,106.979839,119.98269,40.822498,29.602967,29.169827,40.845785,39.090604,36.532695,33.520304,28.427019,27.300352,25.965279,20.828788,14.386622,,,,,
959,73.92351,53.315492,39.584045,31.957839,26.144526,24.388994,25.63426,18.733008,175.896419,130.634801,87.312144,107.752411,118.857804,41.599276,29.898616,29.578407,41.51079,39.271523,36.452403,33.327344,28.346116,27.143954,25.846418,21.316143,14.16344,,,,,
960,73.750968,53.141768,39.893226,32.719819,26.60842,24.853982,25.494222,19.314016,175.258923,131.246521,86.882049,108.689933,117.861909,42.391932,30.248384,29.589462,42.005714,39.953251,36.388581,33.188374,28.244119,27.117316,25.933055,22.274615,13.896497,,,,,
961,73.598933,52.988682,39.813201,33.052065,26.791489,25.075301,25.413098,19.460351,176.932422,132.405416,87.61149,108.869872,117.781878,42.870138,29.979421,29.094518,41.032066,39.388824,35.896728,32.169907,27.861616,26.809986,25.738638,22.344803,13.673243,,,,,
962,73.635596,53.247089,39.775924,33.389713,27.281726,25.226521,25.375309,19.346417,170.599646,130.602778,83.901953,108.128451,116.738413,43.056113,30.318116,29.922629,41.665199,39.575172,36.158642,31.944673,28.050117,26.960892,25.965279,22.761354,13.629507,,,,,
963,73.708921,53.616172,39.626804,33.502239,26.980069,25.415517,25.261932,19.042541,175.215161,133.420188,87.648235,109.166526,116.924699,43.911235,31.107981,30.411663,40.808525,39.090604,35.559889,31.043258,27.673081,26.696793,25.549734,22.420551,13.646281,,,,,
964,73.808138,53.900545,39.503998,33.153609,26.214462,25.177617,25.175241,18.575421,175.203951,133.785126,87.012823,109.081466,116.094253,43.454242,31.472864,30.325395,39.977558,38.706756,34.987259,30.581218,27.511153,26.421541,25.160727,22.220042,13.515069,,,,,
965,73.960172,53.942861,39.397611,32.971507,26.559607,25.220971,24.727133,18.542999,173.492667,134.1291,85.548917,109.23525,115.615649,42.976266,31.741446,30.105221,39.796583,38.413837,34.468302,30.210761,27.328095,26.238355,24.674799,21.884643,13.406215,,,,,
966,74.044266,53.843002,39.333984,32.907474,27.362665,25.307673,24.51134,18.668172,173.046107,134.478663,85.302627,109.654138,116.371368,42.764001,31.602165,30.341965,40.813996,38.200951,34.554242,30.485005,27.075085,25.947411,24.194209,20.075612,13.526252,,,,,
967,73.928895,53.653076,39.104732,32.826906,28.148514,25.453312,24.051847,18.624588,174.184978,134.962211,85.223789,110.168089,116.775668,42.609725,31.333548,31.426624,40.473134,38.27009,34.623674,31.043258,26.994078,25.677514,23.885961,19.652516,13.951404,,,,,
968,73.818908,53.579268,39.179329,32.676774,27.583298,25.642268,23.824807,18.510577,173.460123,135.075092,84.783134,110.168089,117.260066,42.79574,31.408726,31.426624,39.95122,38.419319,34.698601,31.569177,26.956343,25.639745,24.188654,19.7664,14.022086,,,,,
969,73.672258,53.689979,39.365798,32.489078,27.847103,24.961871,23.749117,18.890575,173.650867,135.112721,85.040177,110.130984,117.2228,42.907336,31.295956,31.38905,41.330053,38.419319,34.623674,32.019756,26.880869,25.715283,24.491263,19.994134,13.940225,,,,,
970,73.562271,53.726882,39.850476,32.601699,27.997819,24.84843,23.824807,18.66259,171.171632,133.946588,83.681683,108.75864,116.701158,42.944532,30.694316,30.900469,41.069318,37.89693,34.361387,32.244974,26.84313,25.639745,24.529084,20.373596,13.488105,,,,,
971,73.342293,53.874483,40.111372,33.089586,28.412179,25.226521,23.786963,17.712205,166.140363,132.179988,80.855652,107.424379,115.658347,42.83294,29.377029,30.148365,40.510404,37.710303,34.286436,32.244974,26.956343,25.639745,24.60472,20.601214,12.83386,,,,,
972,73.30563,53.985176,40.148638,33.502239,28.901667,25.528898,23.86265,17.103585,169.989594,133.457783,83.351295,108.313778,115.956228,41.828145,28.925009,30.073125,40.100362,37.747631,34.511273,32.244974,27.107275,25.790815,24.377795,19.7664,12.501542,,,,,
973,73.237688,53.953697,40.154111,33.84525,29.396457,25.912297,23.754674,16.842815,170.528987,133.42571,83.209852,107.985645,115.738278,41.014264,28.5914,29.702372,39.732945,37.715789,34.554242,32.17542,27.188273,25.758597,23.967198,19.506232,12.114189,,,,,
974,73.20641,53.811521,39.973244,34.03821,29.627719,26.673142,23.457421,16.848404,170.38207,132.980149,82.958294,107.47231,115.445899,39.901516,28.408475,29.632626,39.477326,37.646615,34.559743,31.955702,27.080625,25.613069,23.48074,19.321957,11.808722,,,,,
975,73.133083,53.590106,39.712318,34.263113,29.778182,27.352456,23.570984,17.685346,173.700223,133.957635,84.904075,108.43587,115.967162,39.565839,28.483862,29.293839,39.62653,38.019859,34.821982,31.617765,27.118355,25.688609,23.707851,19.853468,11.617779,,,,,
976,73.164362,53.363242,39.520429,34.519939,29.810269,27.195995,24.019566,18.440146,176.098435,134.704374,86.771836,109.320316,116.259629,40.268903,28.779824,29.815269,39.546454,38.312882,34.816482,30.71055,27.037352,25.569749,23.740141,20.417109,11.541396,,,,,
977,73.133083,53.331752,39.376753,34.637846,29.401985,26.63539,24.327776,18.939729,176.256688,134.521804,86.997658,109.177417,116.265097,40.90796,29.086763,29.632626,39.328102,38.355671,34.672139,30.227332,27.005159,25.499749,23.783544,20.650291,11.661567,,,,,
978,72.9131,53.221016,39.190285,34.712777,28.875084,25.917843,24.214291,19.091689,176.485664,134.559422,87.69577,107.991087,116.414083,41.578438,29.312763,29.632626,39.36541,38.728678,34.634675,29.775987,26.891951,25.310857,23.745698,20.991621,11.661567,,,,,
979,72.766444,52.814924,39.078389,34.750241,28.234922,25.615575,24.17646,19.167662,175.836914,133.920029,86.924181,107.583464,116.227852,42.546235,29.388085,29.331487,39.328102,38.877846,35.084156,29.550242,26.778731,25.084142,23.821389,21.219118,11.732348,,,,,
980,72.651065,52.440239,38.849085,34.744741,28.154049,25.005233,24.095238,19.389975,176.060274,133.726492,86.882049,107.281627,116.222384,42.949992,29.420217,29.928155,39.248005,39.170644,35.715104,29.544715,26.62221,25.040802,23.702293,21.099805,11.617779,,,,,
981,72.577736,52.070892,38.774467,34.444994,27.438061,24.173092,23.906049,19.162083,175.182608,133.275337,85.81679,106.948238,115.775512,41.945296,29.533187,29.514182,39.061434,39.096082,35.939643,29.80808,26.508962,25.040802,23.740141,20.341229,11.585186,,,,,
982,72.357745,51.923129,38.886393,34.332568,26.155616,23.908187,23.754674,18.402138,175.144451,133.012215,85.192457,106.355694,115.328756,40.119773,28.629087,29.175357,38.986797,39.282478,36.201546,30.560192,26.471209,24.965217,23.740141,19.923804,11.661567,,,,,
983,72.295184,51.712309,39.158465,34.15617,24.656001,24.184201,23.87932,18.109197,171.569793,131.295101,82.926976,105.663162,114.595342,39.683218,28.414008,29.449952,39.147022,39.1816,36.17512,31.134962,26.482295,25.051902,23.675559,19.821087,11.585186,,,,,
984,72.132365,51.732981,39.552237,33.80225,24.639343,24.432379,23.824807,18.130463,168.807818,130.07735,80.892346,104.980716,113.834939,40.375265,28.661242,29.433369,39.690174,39.314276,36.083816,31.832038,26.427912,25.110831,23.734584,19.804358,11.655969,,,,,
985,71.923137,51.706884,39.8987,32.912983,23.780838,24.102966,23.949445,18.521741,167.523198,129.563097,80.205968,104.43664,113.883052,40.8707,29.2751,29.783164,39.55193,39.399778,36.094803,32.331061,26.514505,25.348638,23.859232,20.157083,11.78173,,,,,
986,71.78724,51.606888,39.946921,31.384276,23.602816,24.000547,24.111903,18.646915,170.126374,131.03778,81.904697,104.632468,114.191551,41.142432,29.36148,29.003663,39.189813,38.96338,35.469572,32.229493,26.450085,25.057452,23.908186,20.320008,11.896288,,,,,
987,71.6298,51.411276,39.973244,31.26049,23.21333,22.739834,23.835921,18.825746,170.68711,131.026752,82.077422,105.1766,113.808666,41.578438,29.764617,29.06792,39.178858,38.728678,35.308826,32.293531,26.590005,25.235291,23.859232,20.536492,11.967059,,,,,
988,71.488513,51.194961,39.941447,31.604226,23.635088,22.290651,23.235818,19.325173,167.795553,129.531092,80.137973,105.071021,112.884562,41.248715,29.770143,29.901578,39.29627,38.734158,35.538944,32.148912,26.708786,25.429745,23.940471,20.731722,12.087201,,,,,
989,71.556464,50.930794,39.749597,31.335659,23.024097,22.512484,22.927303,19.205647,168.399743,129.788196,80.462806,104.621604,112.210127,40.982476,29.576368,29.519709,38.842988,38.430282,35.009255,31.655319,26.438999,25.159719,23.859232,20.688221,12.054616,,,,,
990,71.77647,51.041688,39.675038,31.185315,22.986246,22.43669,22.775795,18.825746,167.904284,129.263008,79.545563,103.992801,111.541403,41.019733,29.61402,30.046552,39.290793,38.467586,34.747063,31.617765,26.552255,25.348638,23.859232,20.877855,12.239917,,,,,
991,72.033137,51.485184,39.637756,31.335659,22.60767,22.095555,22.586381,19.129676,167.027833,129.863236,79.618939,103.733941,111.132862,40.982476,29.237435,29.783164,39.328102,37.98254,34.59721,31.58021,26.590005,25.348638,23.821389,20.9537,12.201739,,,,,
992,72.300569,51.939402,39.909648,31.158762,22.845954,22.296215,22.673275,19.482662,168.487168,130.737443,79.92322,104.928447,112.332516,41.030671,29.625073,30.095222,39.339056,37.76957,34.720602,31.403448,26.638837,25.133031,23.794657,20.92692,12.354444,,,,,
993,72.410565,52.013284,40.319579,31.647315,23.640646,22.63729,22.824797,19.482662,166.734213,129.386554,77.832139,104.632468,112.295355,40.732588,29.587421,29.643679,39.301747,38.292019,35.020252,31.328321,26.789814,25.208604,23.870344,21.116515,12.239917,,,,,
994,72.436461,51.817723,40.569426,32.274826,24.726034,23.194398,23.00305,19.585429,166.380132,128.88797,77.161096,104.73259,112.470255,40.498033,29.425745,29.820795,39.440022,38.765972,35.308826,31.655319,27.042893,25.386418,24.237594,21.219118,12.348849,,,,,
995,72.473126,51.485184,40.532174,32.800395,25.745926,23.724487,23.11666,19.927131,170.763372,130.763956,80.022517,105.250611,113.288051,40.758912,29.689321,30.347488,39.701125,38.840556,35.233941,31.730423,27.193813,25.424196,24.161932,21.181205,12.316269,,,,,
996,72.441846,51.490609,40.276846,33.218668,26.694952,24.486869,23.235818,19.818817,169.472654,129.943789,79.477573,105.034018,112.921735,40.913429,29.920717,30.992209,39.855774,39.069756,35.314323,32.036299,27.312527,25.505297,24.318805,21.527947,12.430792,,,,,
997,72.44723,51.828572,39.984192,33.44925,27.492369,25.248719,23.392822,19.824393,169.592621,129.499088,79.62971,104.595473,112.369677,40.732588,29.926242,30.960139,39.973116,39.29891,35.432136,32.267025,27.355788,25.661934,24.286531,21.760905,12.430792,,,,,
998,72.44723,52.234911,39.685988,33.636776,27.643136,25.210916,23.544247,19.90032,169.173283,128.786488,79.189462,104.077628,111.589453,40.695322,29.512113,30.960139,39.264437,39.075234,35.057703,32.304556,27.053972,25.47307,23.983866,21.798799,12.507136,,,,,
999,72.483896,52.493436,39.424995,33.786773,27.115359,25.135308,23.884876,20.090117,167.115233,128.374061,78.565809,103.485973,110.661062,41.067926,29.436799,30.884957,39.488278,39.037951,35.020252,32.604755,26.94077,25.510845,23.983866,21.950363,12.594665,,,,,
1000,72.557226,52.678072,39.126645,33.636776,27.00223,25.021885,24.263229,20.128072,167.648715,129.386554,78.859289,103.338088,113.224606,41.216934,29.512113,31.035316,39.525581,38.814223,35.020252,32.829848,26.94077,25.435293,24.286531,21.685113,12.665408,,,,,
1001,72.410565,52.641147,38.828215,33.56177,27.266179,24.984074,24.414534,20.166027,168.563398,131.488379,79.372897,104.040644,114.712436,41.403167,29.060151,30.659379,39.488278,38.739637,35.244935,33.129898,27.016239,25.246389,24.210873,21.836692,12.709169,,,,,
1002,72.232622,52.314202,38.647136,33.567275,27.384818,25.065244,24.495731,20.133646,170.093846,132.771208,79.745161,105.266912,114.606266,42.264924,28.914984,30.965658,39.829431,38.894283,35.737083,33.697769,27.21043,25.440841,24.481208,21.955928,12.806884,,,,,
1003,72.043907,51.939402,38.865523,33.374231,26.738215,25.173113,24.527999,18.836907,170.927102,134.043894,80.620347,106.372006,114.005558,43.41263,29.022479,31.373545,39.786664,38.888804,35.806439,33.804702,27.016239,25.208604,24.475655,22.026137,12.965127,,,,,
1004,71.965189,51.786202,38.673491,32.543154,26.053476,25.280971,23.955001,17.652901,172.561434,134.414481,81.165367,106.255487,112.215582,41.658378,28.866246,30.014454,39.967642,38.846035,35.95063,33.574309,26.897492,25.127481,24.507923,22.096342,13.199667,,,,,
1005,71.975959,51.833996,38.647136,31.427374,25.80032,25.481053,23.246936,18.576491,169.903215,131.831919,79.525032,104.120043,109.998367,40.738058,28.462766,29.159818,40.127729,38.856993,36.073867,33.285399,26.908573,25.327503,24.556848,22.221115,13.281567,,,,,
1006,71.750573,51.939402,38.753595,30.557156,25.530462,25.513298,23.052042,17.886654,170.164501,130.47469,79.62971,103.079314,109.176638,40.434429,28.457234,29.15429,40.308653,39.000666,35.881284,32.829848,26.865294,25.321955,24.513476,22.139789,13.428581,,,,,
1007,71.761342,52.134948,39.100301,30.34251,24.219042,24.919551,23.025291,17.022969,170.099446,129.772717,78.906744,102.055405,109.335916,39.960703,28.69443,29.428889,40.207763,38.974336,35.742577,32.615776,26.838636,25.370832,24.524581,22.188799,13.663052,,,,,
1008,71.682623,52.129525,39.6169,30.825921,24.06224,24.611452,23.019731,17.017381,164.835212,126.880646,74.756365,100.535745,108.032489,39.395739,28.651214,28.971532,40.276848,39.192555,35.961617,32.797845,26.94631,25.440841,24.670298,22.296871,13.783069,,,,,
1009,71.64057,51.754681,39.8351,30.70759,23.867596,24.303265,23.317102,17.316159,163.078189,126.687871,73.503849,100.161166,108.175341,39.054434,28.645683,28.966002,40.383204,39.000666,35.881284,32.904869,27.129434,25.548619,24.664746,22.177671,13.624908,,,,,
1010,71.493898,51.496035,39.984192,31.722457,23.943236,23.281259,23.468537,16.973742,162.697551,127.024979,73.54053,99.792073,107.396932,38.494498,27.514489,28.476299,40.569559,39.671605,36.105788,33.35488,27.582093,25.661934,24.815995,22.25343,13.543026,,,,,
1011,71.321326,51.35907,39.510522,31.771055,22.970636,22.458942,23.517508,17.099066,163.926914,127.897781,74.43163,99.876725,104.889462,37.795811,27.450108,27.733538,40.207763,39.421684,35.667723,33.140914,27.555453,25.446389,24.5624,22.037267,13.695605,,,,,
1012,71.310556,51.237346,37.446943,29.842303,22.164339,22.220407,23.468537,17.696517,165.400906,129.048992,75.557934,100.788773,105.433824,38.531835,27.853974,28.740014,40.606826,39.410731,35.694161,33.392373,27.619806,25.510845,24.551295,21.950363,13.81562,,,,,
1013,71.468,51.469933,37.084305,30.154399,21.910287,22.231535,23.479653,18.35403,165.678722,129.622649,76.265618,101.39048,106.777907,40.333543,28.166714,29.617094,40.766823,39.496224,35.817427,33.103413,27.593167,25.559714,24.638034,21.999381,13.968173,,,,,
1014,71.603902,52.013284,38.04446,30.030469,23.640646,22.296215,23.544247,18.798911,165.286642,129.986822,75.557934,100.75185,105.841093,39.166388,28.004821,29.191943,40.53229,39.373459,35.881284,32.904869,27.619806,25.359735,24.626931,22.101906,14.191385,,,,,
1015,71.614672,52.282691,38.801864,30.154399,25.314954,22.458942,23.593214,19.265944,163.431979,129.210027,73.954787,99.286285,103.483594,39.960703,29.93729,28.072826,40.319597,39.384411,36.116773,32.878377,27.857126,25.673027,24.827097,22.378185,14.57823,,,,,
1016,71.645955,51.981767,39.281307,31.013912,26.441947,22.529172,23.625508,19.450264,162.322541,128.866992,73.582595,98.284868,102.664705,40.328071,29.51764,27.690297,39.941302,39.117994,35.699656,32.422652,27.663054,25.516393,24.670298,22.258994,14.610763,,,,,
1017,71.504668,51.506886,39.1376,31.583199,27.465749,23.02726,23.479653,19.797579,161.14853,127.97274,72.634249,97.147275,102.448335,40.333543,27.374647,28.713406,39.536532,38.974336,35.592863,32.390637,27.517738,25.446389,24.67585,22.340311,14.621937,,,,,
1018,71.499283,51.021006,38.796385,31.803108,28.213854,24.081789,23.474095,19.943857,163.997471,129.242026,73.766,97.805473,104.402962,40.775322,29.856482,29.046851,39.45645,39.080712,35.624798,32.422652,27.549916,25.554167,24.745925,22.410496,14.545695,,,,,
1019,71.462615,50.947076,38.796385,31.953364,28.816382,24.687097,23.322661,19.943857,169.407607,130.968205,75.196521,99.502263,106.327961,41.818241,31.135574,31.604486,39.97859,39.006144,35.362756,32.385125,27.361326,25.478617,24.708112,22.334747,14.46945,,,,,
1020,71.347224,51.089505,39.089345,32.398494,29.224893,25.135308,23.43068,20.128072,169.859491,132.126921,76.21817,101.3427,107.248701,42.743182,31.919313,32.500193,39.973116,39.224356,35.432136,32.529713,27.355788,25.661934,24.853804,22.442805,14.61635,,,,,
1021,71.389278,51.649263,39.505047,33.004562,29.644298,25.821141,23.360521,20.513134,169.293243,132.357861,76.260235,101.754432,107.735936,42.637033,32.338011,32.205384,40.053162,39.043429,35.287875,32.235006,27.134973,25.591939,24.708112,22.334747,14.850636,,,,,
1022,71.394663,52.393489,39.622375,33.047593,29.950722,26.166666,23.441796,20.670466,165.107396,130.86109,73.771384,101.242748,108.297453,42.382031,31.892771,31.459725,40.058635,39.272587,35.705151,32.202985,27.215968,25.635257,24.827097,22.302435,15.008668,,,,,
1023,71.284657,52.134948,39.212194,32.935019,30.101139,26.506538,23.820302,21.087705,168.345906,132.476101,76.302299,102.49881,108.000858,42.382031,31.742478,31.23427,40.319597,39.645291,36.45344,32.465689,27.253694,25.786328,25.016127,22.226679,15.264241,,,,,
