Time,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,,
178,185.463533,184.625702,168.742707,152.253766,120.428578,89.605853,44.155381,24.398797,471.392663,377.29015,329.910846,286.732756,241.767298,186.75824,59.46761,49.736624,24.982805,22.382914,18.441771,16.30154,15.704814,15.065129,15.123946,14.300469,12.16788,0.323430048,-1.34411712,,,
179,189.249469,186.579277,171.569913,154.423269,121.44165,91.302976,44.606582,25.198135,524.156692,384.183019,335.65167,292.204413,248.318955,189.285311,58.331729,51.960091,24.874939,22.464223,18.447372,16.345218,15.672326,14.994532,15.091446,14.191731,12.309354,-1.134338912,-0.79735424,,,
180,191.540349,189.634798,172.294603,155.82884,123.458576,92.590803,45.311998,25.764754,503.967931,380.558911,332.72989,308.361803,253.610163,194.976525,61.533342,48.668844,25.063991,22.653515,18.713496,16.5736,15.824722,15.261259,15.167676,14.229851,12.614732,0.201916128,-0.144304,,,
181,192.074845,193.339075,176.300871,155.942836,125.215977,93.952885,46.573356,25.802518,518.638244,413.604005,344.262584,321.485407,258.403083,192.150292,62.526124,51.701487,24.79931,22.502084,18.561432,16.231012,15.634225,14.956424,14.900856,14.725315,12.625964,0.293076448,0.1746576,,,
182,197.075051,196.355163,177.636736,156.018836,125.777226,94.910453,47.463003,26.104583,494.514596,408.409841,354.500487,313.682268,262.065976,188.71227,64.62091,52.99409,24.723675,22.502084,18.675482,16.345218,15.710427,14.994532,15.167676,15.06823,13.078308,0.490424608,0.38733184,,,
183,197.156993,200.482323,178.749353,156.100435,126.868342,95.542181,47.653731,26.676286,471.439111,406.935439,354.178183,311.597045,267.368769,192.996217,65.434481,55.249971,24.956133,22.659096,18.757109,16.274692,15.639837,15.190671,15.401953,15.302409,13.345391,0.839739808,0.25059136,,,
184,195.243195,201.773714,180.499851,157.843427,127.874159,95.684143,47.203584,26.255584,457.261682,399.815076,351.842301,314.122262,272.500101,194.480075,65.35561,58.228632,25.290808,22.729224,18.713496,16.307151,15.786625,15.108849,15.701165,15.411064,13.04015,-0.314294112,-0.75177408,,,
185,195.374569,202.43897,182.540329,159.723974,128.078077,95.331967,47.590543,25.970253,482.85501,410.698788,346.976305,318.609099,274.300699,196.253502,65.95949,61.408667,25.458693,22.821666,18.692281,16.247843,15.879654,15.278101,15.870389,15.465991,12.969445,-0.147299552,-0.47839264,,,
186,196.840466,202.836011,185.916261,160.652858,127.981042,95.494481,49.198107,25.608119,515.693517,407.610572,360.499631,324.480448,275.09613,200.391808,67.773748,63.922619,26.003187,22.799346,18.59385,16.377675,15.97149,15.446134,15.924129,15.557794,12.822411,-0.724316512,0.2353648,,,
187,202.453556,205.891664,189.587618,162.980751,128.361307,96.310645,50.868076,25.651454,502.531828,401.838496,366.031881,327.411309,274.358595,202.457799,67.742443,65.323582,26.537455,22.880625,18.485393,16.42135,16.053285,15.604121,15.967834,15.487238,12.63158,1.219309088,0.44803904,,,
188,206.798535,205.586743,189.511252,165.76179,129.073535,96.679253,52.198377,25.726989,515.089303,409.708805,379.3583,334.060657,275.992917,203.220717,68.293074,67.746236,27.065898,22.918472,18.485393,16.42135,16.129464,15.680301,15.967834,15.487238,12.440727,0.520877728,-0.12907744,,,
189,210.433126,208.004305,190.788131,168.447124,130.628019,97.764845,53.506978,25.66815,531.228734,419.169895,383.689732,333.127385,279.237685,206.783672,69.300285,68.23949,27.233506,23.010899,18.312079,16.362047,16.070118,15.773313,15.7561,15.389816,12.217292,0.186789088,-0.29617152,,,
190,212.971476,210.925528,192.609451,171.411074,132.832347,99.709538,53.938944,25.543708,523.660391,416.673223,390.744222,342.458004,288.925103,211.191742,69.436276,66.467076,27.863625,23.264615,18.41495,16.579209,16.28742,15.95251,15.782974,15.150038,12.179114,0.004567968,-0.18988416,,,
191,215.481302,216.365668,192.533098,173.62439,134.448652,100.263318,54.38167,25.921367,543.927739,421.104209,397.909806,337.971582,291.842762,213.894281,71.014184,64.814907,27.825916,23.113266,18.224822,16.350828,16.135075,15.800175,15.668678,14.921449,12.064575,0.414590368,-0.78212768,,,
192,218.824925,220.013028,192.838506,174.960364,135.351391,101.038856,55.635465,26.223398,557.278331,452.589007,416.074679,342.494465,291.4736,215.644167,73.655688,64.264019,27.486476,23.264615,18.110731,16.42696,16.096986,15.762089,15.630578,14.921449,12.402554,0.399363808,-0.53919936,,,
193,224.971031,222.176674,195.968477,177.212942,137.873826,102.258147,57.36728,27.355258,554.200196,452.732577,427.243081,343.697586,295.384388,219.407202,70.463788,62.280038,27.675067,23.302449,18.224822,16.465024,16.020805,15.762089,15.592476,14.730931,12.637195,0.293076448,0.5239728,,,
194,225.994144,224.528354,198.90663,179.733384,139.796101,103.811042,58.287852,27.769972,536.839751,449.825089,424.650802,346.285358,300.137071,218.647338,68.408599,61.691934,27.712782,23.453773,18.41495,16.42696,16.135075,15.724002,15.478165,14.540389,12.893122,-0.025785632,-0.00756352,,,
195,231.973656,225.817179,202.072378,183.323855,142.513055,105.254119,58.95042,27.694581,567.408641,446.450364,425.69503,350.365422,306.683866,220.318799,72.555125,61.581651,27.712782,23.567252,18.529014,16.541149,16.135075,15.647824,15.363845,14.502277,13.482293,0.308203488,-0.5543264,,,
196,233.868671,231.161218,201.849201,185.697915,145.352566,106.074096,60.096474,27.813219,609.353443,457.654646,425.448293,369.427797,312.784051,218.310938,74.027931,62.799941,28.020001,23.799749,18.724695,16.698994,15.988324,15.577255,15.255129,14.393554,13.444144,0.065275168,0.00756352,,,
197,229.212611,233.197344,202.949344,187.334931,147.04913,106.883517,61.525289,28.033797,587.824836,467.050513,434.403133,371.564935,318.058148,216.252619,75.489861,64.264019,27.901333,23.794174,18.833131,16.731442,16.058896,15.495456,15.058945,14.311705,13.787449,-0.177653152,-0.44803904,,,
198,229.299446,233.057298,203.151207,186.505764,148.157903,108.339869,62.491839,28.308659,584.574357,455.901477,427.001699,363.038089,317.262779,220.975538,75.867497,64.789004,27.91244,23.805324,18.768307,16.704602,16.032027,15.392396,14.993941,14.399172,13.673022,0.171562528,-0.22023776,,,
199,228.379957,234.519805,203.673692,185.845092,151.821767,110.072397,62.848511,28.523583,595.855402,447.132548,417.661049,362.082159,319.340377,225.706836,77.727588,65.365709,27.863625,23.869805,18.681082,16.845605,16.020805,15.381169,15.058945,14.464165,13.514828,0.490424608,-0.29617152,,,
200,233.41533,236.866317,206.232784,186.500138,155.052137,111.600132,62.780428,29.131632,610.215305,463.14483,418.495436,374.437992,320.261422,228.970689,81.181981,65.921839,27.831471,23.87538,18.61065,16.81316,15.988324,15.310587,15.06456,14.431669,13.634878,0.778933088,0.05314368,,,
201,233.150845,237.809627,212.667266,188.906762,155.849438,112.640482,63.184635,29.62091,586.504111,467.199317,419.468563,384.012312,323.519661,230.484839,83.457713,68.527624,27.680622,23.951005,18.648666,16.851213,15.950232,15.386783,15.06456,14.431669,13.97253,0.353783648,-0.15943104,,,
202,233.868671,237.470076,213.884468,189.747133,155.963356,113.569886,64.029622,30.147571,589.586376,471.755815,417.52216,378.392708,323.446467,232.262863,84.265458,68.087309,27.454309,23.87538,18.648666,16.851213,15.950232,15.272487,15.140791,14.317323,14.054411,0.429717408,0.02279008,,,
203,231.946993,236.947354,216.931273,191.509795,155.475338,115.361216,64.439079,30.115503,619.670634,473.770124,421.527761,379.377296,325.281377,232.835631,85.446016,66.918354,27.422142,23.994389,18.654266,16.894872,16.108207,15.392396,15.108291,14.437286,14.010666,0.627165088,0.93409472,,,
204,235.416975,238.450871,219.850256,191.389585,155.090098,117.441556,64.507127,29.997123,644.115792,468.49096,429.947675,374.002468,325.202821,237.061178,87.38768,67.610259,27.227948,24.026624,18.648666,16.889265,16.064507,15.386783,15.102676,14.355439,13.858118,0.733452448,-0.37210528,,,
205,233.226415,241.466236,220.609453,192.955494,155.88741,118.970283,64.727491,29.921891,630.962186,463.683051,425.916361,376.3975,326.300224,242.339933,87.755164,67.757048,27.039278,24.064432,18.496594,16.851213,16.102597,15.386783,15.102676,14.355439,13.863729,1.158601888,-0.59990656,,,
206,235.303717,242.181832,220.381713,195.437628,156.457056,119.007586,65.204899,29.545651,641.663354,469.423796,427.39237,388.468241,328.969579,244.937354,86.616082,66.839539,26.926059,24.291253,18.496594,16.927316,16.102597,15.386783,15.178905,14.431669,13.907478,0.839739808,-0.144304,,,
207,236.700215,242.897215,224.895358,197.384709,157.482697,119.1195,65.865824,29.545651,645.198037,486.674375,425.952364,393.391415,328.603996,247.306422,85.110065,67.683654,26.888317,24.404645,18.61065,17.041462,16.178773,15.462975,15.29324,14.507894,14.168809,0.703098848,-0.47839264,,,
208,242.923753,242.488619,226.757474,198.344616,158.362271,119.386156,66.458628,29.588826,651.700616,498.914985,431.356223,399.653544,329.961911,249.941441,80.710317,67.725757,27.610745,24.448012,18.654266,16.894872,16.336723,15.468588,15.336963,14.551622,14.326935,0.414590368,-0.4936192,,,
209,245.299196,242.26824,227.747653,201.174172,159.546228,119.95142,67.198164,30.196262,646.255011,495.919993,436.217035,394.849312,325.798907,246.377676,74.735721,68.208202,28.106508,24.529168,18.811917,16.976579,16.342332,15.58848,15.380685,14.633458,14.288808,0.520877728,-0.67584032,,,
210,247.892069,243.322376,230.018453,202.433092,160.382743,120.810088,68.042268,30.685047,638.465511,509.685941,442.21993,393.221148,326.64017,246.528072,82.660904,68.905336,28.332682,24.491376,18.773906,16.976579,16.304249,15.626571,15.342577,14.671566,13.956835,0.156435488,-0.56955296,,,
211,248.213459,247.292185,229.54772,201.882181,159.909623,122.586962,68.429705,31.119422,654.001706,511.105028,440.91031,392.589956,327.318865,234.865384,91.426834,68.742364,28.39141,24.512455,18.757109,16.883657,16.249335,15.609734,15.325736,14.540389,13.87495,-0.344747232,-0.56955296,,,
212,256.620922,249.631804,227.477024,201.740823,159.920832,124.355814,68.69737,31.168069,630.427452,503.543534,436.355565,393.360561,330.875589,237.897009,103.091888,71.284299,29.34432,25.014775,19.376348,17.655676,16.907841,16.039892,15.794198,14.66595,13.531664,0.490424608,-0.61513312,,,
213,258.827416,252.745409,226.45445,202.084159,160.110952,125.029505,68.844138,32.369717,616.112186,491.872876,438.656469,394.048045,331.021764,227.688573,111.467703,74.951511,29.494931,24.296825,18.502194,16.85682,16.336723,15.544776,15.298854,14.32294,13.046901,0.748579488,-0.63026016,,,
214,257.406526,253.982187,227.249818,203.876799,161.099751,124.580348,69.137665,33.007539,602.430733,487.467961,444.51427,403.953545,337.194133,234.498694,114.404709,78.398551,29.946637,24.070006,18.388129,16.894872,16.336723,15.506682,15.260743,14.208586,12.583318,0.308203488,-0.58468,,,
215,263.836502,255.336162,229.677955,204.68319,162.817413,125.184763,70.317039,32.975557,593.93484,487.36575,450.769745,400.743196,336.286855,238.58167,112.030457,80.861384,29.989812,24.037771,18.279654,16.824375,16.304249,15.512295,15.304467,14.137963,12.321726,0.232369248,-0.64548672,,,
216,258.378808,257.464099,234.548657,206.850465,164.867319,126.452603,72.108943,33.232561,581.063253,493.375814,450.908111,409.513619,333.177379,249.453332,110.539289,83.607816,29.909002,23.956578,18.197996,16.818767,16.260555,15.430493,15.260743,14.132345,12.087042,0.353783648,-0.44803904,,,
217,255.567521,258.655457,242.348174,208.711972,166.689715,127.12159,73.350485,33.751904,570.886814,492.261297,450.43594,412.358535,331.637579,257.769136,108.752619,87.935135,30.09162,24.026624,18.116333,16.81316,16.331113,15.539163,15.255129,14.126727,12.34867,0.657518688,-0.08349728,,,
218,257.748641,259.189908,242.585128,210.246776,167.920045,129.38287,74.35145,34.175162,594.867149,528.790841,448.650709,399.405831,329.967294,259.687587,110.025053,92.54158,30.253207,24.302397,18.203597,16.786321,16.342332,15.550388,15.228246,14.176084,12.512592,1.082668128,-0.4632656,,,
219,259.505672,259.638471,238.818023,210.132526,169.101351,133.064399,76.221709,34.250092,623.991273,526.49833,455.689371,406.378498,330.442425,264.057561,110.990336,93.461581,30.065075,24.377992,18.31768,16.786321,16.266165,15.550388,15.190133,14.176084,12.572088,0.718225888,-0.35687872,,,
220,262.151893,261.276962,235.643603,209.707975,171.42103,135.655419,77.683225,34.244572,604.368649,517.211716,465.449312,414.996409,336.975109,270.647707,111.876359,91.248679,30.210042,25.203631,19.072365,17.465517,16.793637,15.963732,15.641803,14.475399,12.468805,1.158601888,-0.59990656,,,
221,256.963154,262.887973,240.061816,209.104141,174.897212,137.431702,78.642188,34.849347,610.405453,511.120884,471.233946,419.506911,343.037244,275.820216,112.662258,89.820145,29.538126,24.718108,18.621849,16.900479,16.380414,15.58848,15.228246,14.214204,12.844868,0.900447008,-0.64548672,,,
222,261.858758,264.492382,247.736427,210.32294,178.598315,139.392716,80.476187,35.373422,584.651301,511.694798,475.89996,412.80199,348.796762,278.084378,113.963742,89.342309,29.575774,24.755892,18.849927,16.900479,16.380414,15.58848,15.304467,14.328558,13.38468,0.854866848,-0.35687872,,,
223,256.963154,263.597034,249.125719,213.786868,180.201255,140.902515,81.833611,36.159058,606.204536,516.966053,477.371382,413.992107,349.23399,276.896874,115.63851,89.048292,29.349866,24.755892,19.001955,16.824375,16.304249,15.58848,15.190133,14.366674,13.809891,0.429717408,-0.06837024,,,
224,256.856432,259.718729,250.819809,211.813466,180.35955,142.721326,83.123333,37.285917,615.475945,514.855992,475.043881,417.602416,351.425069,274.451347,116.947716,89.053705,29.167119,24.761461,19.08356,16.944136,16.309858,15.556,15.233859,14.372291,14.114983,0.642292128,-0.72142048,,,
225,256.519698,257.549942,250.182053,212.498623,181.313775,144.573979,84.407956,37.846163,641.138434,535.170642,481.000842,427.901551,354.593117,274.897161,119.483497,89.310969,29.393066,24.761461,19.121561,16.868034,16.386023,15.632183,15.157634,14.372291,14.234985,0.460071008,-0.15943104,,,
226,261.677593,258.784156,249.318928,214.971759,183.222363,145.973978,85.362474,37.397989,615.511878,563.342989,496.157809,442.462035,359.506208,276.30838,121.798809,90.156412,29.280098,24.685892,19.197561,16.829982,16.309858,15.556,15.233859,14.334175,14.044325,0.824513248,-0.08349728,,,
227,271.922346,261.960172,252.169773,220.36848,184.634797,147.753628,86.537558,36.837515,618.171398,563.772578,503.504201,444.43771,369.503757,279.832985,123.069825,89.825559,29.393066,24.496947,19.273556,16.906086,16.233689,15.556,15.157634,14.372291,13.853641,0.414590368,-0.75177408,,,
228,272.66024,263.746282,254.712042,224.347514,185.507188,149.036313,87.560636,35.897242,648.528676,564.805497,499.046845,442.959673,371.205651,283.791622,123.737589,90.224524,29.575774,24.793675,19.457927,17.014627,16.456575,15.626571,15.266357,14.328558,13.657323,0.672645728,-0.40245888,,,
229,270.243454,263.11191,256.3217,228.250946,185.087266,150.325277,88.258705,37.317771,641.890337,571.823149,503.103763,440.91189,371.859377,285.198014,125.01004,91.474767,29.462826,24.642536,19.381944,16.786321,16.304249,15.474201,15.113905,14.328558,13.74483,-0.162526112,-0.4936192,,,
230,267.196618,267.889651,256.476891,229.089554,185.818213,151.013532,89.513652,36.762763,642.436571,583.541387,502.606108,440.198572,369.213121,285.055456,126.701126,92.399828,29.581318,24.723678,19.349546,16.868034,16.309858,15.403623,15.119519,14.334175,13.962445,-0.177653152,-0.26581792,,,
231,272.188027,264.913623,253.711794,229.776508,187.732572,151.588154,91.100071,36.917767,632.747814,581.038662,500.707079,436.214645,369.073148,285.5049,129.669712,93.214791,29.549214,24.804813,19.431127,16.873641,16.315467,15.294942,15.087018,14.377907,13.624789,0.338656608,-0.2353648,,,
232,268.095867,263.831894,250.600266,230.79825,188.114312,151.967584,92.645134,37.664948,654.136706,587.560329,505.700394,445.843747,370.671529,288.86954,131.096755,93.619654,29.473915,25.03148,19.393135,16.835588,16.277384,15.333041,14.934547,14.263557,13.542887,-0.375100832,-0.61513312,,,
233,266.196221,261.330817,251.725396,228.678647,188.343355,152.574788,94.522471,38.448945,643.848483,587.703694,508.536906,451.086396,372.233227,291.713425,131.171895,93.509231,29.699797,25.409152,19.73502,17.216063,16.543948,15.485426,15.277584,14.377907,13.134441,0.247496288,-0.66061376,,,
234,270.434927,262.03485,251.832356,227.688403,188.45225,153.138581,96.616906,39.152308,660.348593,581.427473,503.971167,444.689137,373.861834,292.852149,133.083462,93.687851,29.393066,25.025912,19.197561,16.829982,16.233689,15.136922,15.043287,14.25794,13.096284,0.642292128,-0.75177408,,,
235,269.696356,263.719962,253.636866,226.519497,188.648743,154.131393,97.212104,39.754391,655.22065,565.209851,497.378448,439.772676,374.665859,294.038188,134.142385,93.840516,29.737439,25.144795,19.203157,16.75948,16.239299,15.104432,14.972666,14.263557,13.166985,0.308203488,-0.67584032,,,
236,271.779122,263.384136,254.386031,223.258703,189.030474,155.612897,97.654531,40.797672,644.606005,568.396267,494.589312,442.575099,374.048706,292.488548,134.895172,93.030782,29.737439,25.144795,19.203157,16.797535,16.163126,15.142536,15.010784,14.225439,13.352141,-0.223233312,-0.70619392,,,
237,273.700581,262.850648,254.337543,220.7426,190.698772,156.513786,98.934572,42.01509,644.956129,574.115041,490.640585,444.683846,373.057713,290.594875,135.52419,92.063303,29.763993,25.13366,19.191964,16.786321,16.189994,15.169411,15.037673,14.252323,13.325213,0.854866848,-0.79735424,,,
238,272.225197,265.174655,255.509325,221.095485,192.580252,157.855613,100.015629,41.951643,647.745243,563.419861,489.217991,450.870976,379.347114,291.196563,136.665414,90.713328,30.264288,25.295864,19.507107,16.911692,16.35355,15.294942,15.20136,14.377907,12.94926,0.900447008,-1.10108928,,,
239,267.606301,265.094585,254.343061,220.938031,193.757707,159.029058,100.379346,42.020572,647.415106,562.877606,491.82781,455.065982,380.176068,290.858808,136.8106,90.671142,30.032986,25.025912,19.349546,16.715817,16.271774,15.175025,15.081404,14.410405,12.670883,0.429717408,-0.76700064,,,
240,268.728747,265.584791,252.775026,219.61451,193.992301,160.899204,100.864782,41.765595,647.13171,572.585702,493.766289,457.009632,379.637315,293.33726,139.040869,90.014777,30.30191,24.918152,19.393135,16.911692,16.239299,15.180639,15.087018,14.454136,12.578833,0.429717408,-0.67584032,,,
241,273.223094,266.36209,253.968502,220.36848,195.513018,161.921442,101.745784,42.094979,638.254574,566.815645,501.815696,457.542757,378.761329,293.368722,141.224775,90.560835,30.145873,24.610318,19.311552,16.753873,16.195603,15.175025,15.119519,14.448519,12.409305,0.444943968,-0.63026016,,,
242,271.598711,266.484874,252.892979,219.77203,196.401801,162.084954,102.976161,42.738204,636.607517,561.599427,504.4846,448.398756,377.066673,294.338698,140.140861,91.196795,30.194581,24.621458,19.170755,16.841195,16.168735,15.224354,15.130747,14.421638,12.294781,0.399363808,-0.85806144,,,
243,271.301261,264.84453,251.993372,222.657228,197.431841,162.503811,104.085441,42.998452,621.489605,567.649661,504.340931,450.696746,374.634903,296.256013,143.616789,92.189924,30.006438,24.659245,19.094753,16.917299,16.244908,15.148149,15.206974,14.307292,12.447478,0.794159648,-0.70619392,,,
244,273.276669,265.595773,250.611319,224.369854,197.895216,163.461545,104.793761,43.264119,644.328044,599.583385,507.865368,459.066129,376.055862,298.288082,140.901555,92.820829,29.597949,24.7026,19.138351,16.960955,16.288601,15.191865,15.250699,14.312908,12.567605,1.021960928,-0.61513312,,,
245,272.182551,266.958328,248.943556,223.442797,197.496892,164.397081,105.406511,43.953653,663.242503,601.253857,507.49048,461.742119,370.084993,296.834863,140.280748,93.098963,29.581318,24.761461,19.08356,16.944136,16.309858,15.403623,15.233859,14.296058,13.298283,0.657518688,-0.4936192,,,
246,274.465297,267.012052,249.035227,222.435137,197.055981,164.909234,106.496522,44.155781,672.057564,584.130538,503.053075,465.921107,373.914177,294.860446,142.22372,95.250599,29.485004,24.81595,19.138351,16.922905,16.326685,15.306167,15.28881,14.274791,13.407126,-0.010658592,-0.64548672,,,
247,274.23153,268.267564,247.184036,225.154963,197.998408,165.27907,107.633991,44.144838,676.360847,572.370842,500.922688,455.825092,378.548993,296.692874,143.15751,95.681777,29.887994,24.993705,19.279152,17.292145,16.429712,15.447331,15.391911,14.225439,13.292672,0.399363808,-0.58468,,,
248,277.545662,269.283791,249.14784,226.606446,201.403692,166.43368,108.645694,44.155781,681.269598,592.697173,500.178613,446.536689,382.041669,297.182803,144.946242,95.65579,30.162496,25.193698,19.632257,17.569603,16.745532,15.687107,15.669861,14.198553,13.532794,0.460071008,-0.63026016,,,
249,276.729548,270.586277,254.322161,228.197512,204.148072,166.700514,109.387372,44.675622,679.672711,572.488823,500.430174,447.649948,383.636959,297.735491,148.505755,96.355826,29.522654,24.778168,18.986339,16.922905,16.288601,15.268068,15.174474,13.855437,13.374587,1.553397728,-0.40245888,,,
250,272.793625,270.921089,253.760294,227.250559,203.119087,166.319327,110.537576,45.232357,693.152264,567.654935,498.17502,447.901317,383.818217,295.745358,146.005931,98.05152,29.67324,24.438071,18.986339,16.846802,16.212431,15.077554,15.098245,13.931691,13.096284,0.748579488,-0.58468,,,
251,275.165306,271.808217,252.368251,226.108207,201.283696,167.152368,112.128778,46.599148,693.619856,561.492035,493.950497,451.307101,384.864075,300.381647,147.628716,100.075239,30.119328,24.621458,19.170755,17.221668,16.359159,15.262455,15.168861,14.002325,13.221976,0.125982368,-1.20737664,,,
252,277.031812,272.302527,251.404488,226.308863,200.303576,168.231199,112.99435,46.980702,688.285056,568.018246,495.821286,453.758916,381.684387,304.733553,140.265229,98.647058,30.130409,24.292454,18.915924,17.004609,16.141866,15.121272,14.951389,14.01356,13.074963,0.581584928,-0.91886816,,,
253,275.647888,273.852547,249.442587,226.487183,198.805021,169.173387,113.466635,46.450865,687.947246,586.418735,498.45552,451.917438,381.238536,307.405607,135.917462,97.308678,30.044069,24.243512,19.018747,17.145583,16.130647,15.110045,15.054515,13.9642,13.532794,0.687872288,-0.59990656,,,
254,276.655342,273.003327,250.086073,227.174789,197.628196,170.132602,113.695187,45.67757,685.445499,593.235013,506.967771,454.363899,386.174103,308.623175,133.890062,98.4572,29.899078,24.097869,18.834309,16.960955,15.983895,15.001341,14.869534,14.007943,14.116109,0.946027168,-0.67584032,,,
255,277.508572,272.705973,249.448116,227.667259,197.59005,170.97191,114.067044,45.974294,686.172074,578.290845,508.116678,447.111284,388.384212,307.704909,127.467354,98.530968,29.899078,24.286883,18.796298,16.960955,15.945802,15.001341,14.869534,13.969817,14.333673,0.961154208,-0.47839264,,,
256,272.719303,272.520108,250.761367,225.924282,197.170427,170.247046,114.550577,46.345104,696.35463,606.186755,517.804841,457.702193,392.33147,304.250155,127.654824,94.587704,29.899078,24.513658,18.834309,16.960955,15.907708,14.925125,14.831412,14.007943,14.44805,1.310469408,-0.61513312,,,
257,272.788151,273.332334,252.105842,226.259804,198.118462,168.563179,114.545099,47.192114,704.546225,643.203826,521.277942,458.091735,394.353102,305.053601,135.766798,94.434995,30.081699,24.621458,18.676661,16.993398,15.940192,14.84329,14.825798,14.078572,14.383014,-0.025785632,-0.50874624,,,
258,277.137638,272.408583,251.698949,226.644339,198.391085,167.196106,114.401784,47.679164,715.026729,653.207975,526.660314,466.387647,405.097122,306.124955,141.883653,96.061049,30.425847,24.438071,18.68226,16.999003,16.021987,14.734566,14.793289,13.969817,14.415532,0.353783648,0.00756352,,,
259,280.765017,275.041196,250.568278,226.714544,198.499891,166.733021,113.466635,47.080953,709.908769,627.243505,534.430714,471.191115,412.09583,308.360675,139.046424,96.387248,30.645987,24.20571,18.676661,16.917299,16.016377,14.881401,14.825798,13.887946,14.301153,-0.648382752,-0.06837024,,,
260,283.478728,275.794749,251.741968,228.581778,202.514844,167.011101,113.217365,46.424715,716.384185,604.110085,541.712861,479.561631,412.755897,312.629627,135.928554,94.151294,30.581843,24.103441,18.573809,16.89046,16.027597,14.854518,14.722655,13.937309,14.568024,0.718225888,-0.38723232,,,
261,281.220417,276.537143,252.829068,230.171695,209.066998,167.849884,113.403233,46.31349,707.219287,586.357618,539.814533,486.052437,416.93952,318.825261,138.68028,97.467,30.431386,23.725316,18.45975,16.96656,15.989505,14.854518,14.913269,13.899182,14.541115,0.976380768,-0.31129856,,,
262,276.851782,277.84127,258.337205,231.804054,210.176409,168.008021,114.301152,47.09733,701.500588,617.009401,528.319449,477.665576,418.855367,325.493218,138.082377,102.935669,30.624991,23.69307,18.465349,16.896065,15.995114,14.898243,14.995122,14.019177,14.383014,0.551231328,-0.08349728,,,
263,278.366977,278.132551,261.096791,234.709037,209.295395,167.964275,115.597974,47.351231,710.795591,619.736171,522.901849,480.709488,418.886103,331.629934,139.69903,109.780529,30.431386,23.725316,18.421728,16.814355,15.913318,14.816407,14.913269,14.01356,14.301153,0.915673568,0.12907744,,,
264,281.140885,277.125435,262.360641,235.081226,208.566487,168.797614,116.709526,47.419867,720.729902,609.956951,526.982876,488.412517,417.078423,333.414675,142.752824,109.329954,30.31299,24.060062,18.340081,16.884854,15.945802,14.848904,14.983894,14.046067,14.497386,0.839739808,-0.5543264,,,
265,280.701843,277.427727,260.760672,235.766597,207.582127,170.443408,115.970239,47.054816,734.802798,610.500965,543.539468,498.292884,414.848066,336.049405,146.958086,105.112223,29.90462,24.405847,18.421728,16.89046,15.989505,14.892629,14.722655,13.975435,14.383014,0.763806048,-0.69106688,,,
266,286.474535,282.209325,260.835369,236.861458,208.876659,172.73284,115.225788,47.128925,736.527477,600.952067,547.586431,501.841319,417.876839,337.728646,147.601989,103.965446,30.055152,24.783737,18.421728,16.814355,15.951412,14.778294,14.722655,13.975435,14.546721,1.158601888,-0.63026016,,,
267,289.504023,286.094937,264.231576,238.785732,212.64375,173.305331,116.305347,47.314183,731.282014,595.033271,546.118093,488.955224,423.245741,334.187073,148.776627,104.446269,29.979889,24.897078,18.535791,16.7763,15.951412,14.702066,14.646402,13.822926,14.344887,2.130414688,-0.5239728,,,
268,285.43932,285.207289,263.522885,237.465313,211.921049,172.999996,117.832775,48.166041,734.912865,597.328676,538.632502,485.478873,429.869906,344.623303,153.442907,111.710628,30.017521,25.123725,18.611827,16.89046,15.989505,14.74018,14.608275,13.555999,14.192372,1.568624288,-0.56955296,,,
269,285.999394,285.693581,264.535401,239.130707,213.257836,174.64695,118.88217,48.726771,728.868394,631.399208,535.736223,488.458902,432.069938,343.243052,153.068804,117.407405,29.947796,25.318128,18.693456,16.858014,15.80464,14.745795,14.537631,13.332787,14.04545,3.026293728,-0.4936192,,,
270,283.817209,285.286718,265.989227,245.344973,215.956756,176.746846,118.621134,49.429809,719.643394,613.200349,528.570306,479.997373,429.299432,342.513658,151.436752,122.18325,29.910162,25.620196,18.655441,16.896065,15.614139,14.631448,14.61389,13.256503,13.963571,1.477463968,-0.00756352,,,
271,282.220235,284.060315,266.617178,243.533309,216.369115,177.084891,119.361564,50.090082,720.113466,586.680165,524.335772,479.418142,428.862275,353.149432,158.345617,120.198639,29.942255,25.841129,18.801896,16.852408,15.570425,14.702066,14.532016,13.479725,13.860375,1.386403168,0.02279008,,,
272,278.960159,284.615363,269.781858,241.612798,215.913158,176.893963,120.443727,50.792466,732.565329,605.581769,532.399112,479.310525,432.927977,357.335737,169.355462,120.534553,30.205662,25.992101,18.801896,16.89046,15.456109,14.66395,14.493885,13.632268,13.854766,4.696637408,2.05797408,,,
