Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,
189,24.361339,18.698314,16.043302,14.087927,12.686926,10.814098,9.9401,9.140365,301.126681,291.540825,268.418707,254.215642,217.901092,201.849048,178.825502,120.346975,25.117695,16.085943,15.326906,14.289594,13.412453,7.363071,7.18646,11.379585,354.042923,290.560883,255.958707,240.937212,210.959141,191.37982,176.481807,139.685612,516.504622,512.590011,508.328259,487.328384,418.71032,362.009592,226.059735,173.263811,9.546174,12.757474,282.884147,14.040171,237.662126,20.88670377,0.0545562,0.006039823,3.468790552,2.582219251,0.159834358,,
190,24.253757,19.046206,16.011153,14.055729,12.769215,10.820051,10.060738,9.069849,308.445044,298.771957,264.736079,252.309714,218.932218,201.435313,178.946006,120.53937,25.048008,15.977638,15.180365,14.181128,13.38023,7.369033,7.154137,11.423738,349.241246,288.610574,256.937762,240.528744,210.203554,191.691202,176.564107,138.975121,512.308121,511.370404,502.513831,476.608475,416.080255,365.280591,223.255374,170.746442,9.507943,12.948368,282.550937,14.574026,238.378731,20.88349842,0.0611496,0.007379665,4.030779992,2.931434931,0.281348278,,
191,24.108333,18.786158,16.017086,14.06167,12.813331,10.787788,10.143144,9.190516,310.249097,294.651,264.779174,250.815031,219.773247,200.639973,178.226453,116.817414,25.545034,16.021652,15.110056,14.263341,13.424341,7.413274,7.045239,11.429689,354.017857,286.769752,258.066029,240.383929,211.694308,191.200821,175.577517,138.340254,509.832407,509.684211,495.819645,474.67151,411.646228,364.953559,216.689097,174.828119,9.393246,13.024719,282.513912,15.641149,239.208224,20.88031402,0.0674676,0.008840803,3.225762712,2.126716211,-0.417282122,,
192,23.130166,18.374014,15.984935,14.029471,12.781107,10.79374,10.301991,9.196473,303.975186,287.680106,262.061589,252.471394,217.842895,199.462891,176.552484,114.813569,25.173143,16.065664,15.001619,14.269281,13.35395,7.419235,6.859759,11.550237,359.045852,284.040316,255.227294,239.824646,213.260593,189.755883,174.209378,137.178255,511.87761,512.338928,503.913995,484.891565,423.391314,366.370585,215.130994,176.316417,9.278544,13.101067,282.662012,15.907804,239.99975,20.85793942,0.0748836,0.007501759,3.028315032,0.881521971,-0.371701962,,
193,23.281617,17.955811,15.83259,14.067611,12.819276,10.79374,10.378433,9.234708,299.267274,286.349292,260.343847,246.614262,216.209473,198.50869,174.300366,112.137653,24.946414,16.103741,15.077869,14.38368,13.544779,7.419235,6.859759,11.588435,354.023527,284.668915,252.754177,239.070905,214.059549,188.648565,172.072444,136.011095,508.976696,509.725658,501.262621,473.995518,431.562962,364.813845,212.969618,169.570338,9.437411,13.183331,282.88989,15.685156,240.608489,20.85473407,0.080928,0.008475319,3.423210392,1.792627571,-0.872884682,,
194,23.42715,17.683684,15.902832,13.985389,12.851499,10.749572,10.448919,9.228751,294.288734,287.341705,260.562153,245.066591,216.621479,198.502745,172.996898,114.621814,24.864938,16.135886,14.995681,14.415872,13.576999,7.52811,6.738927,11.620682,355.947149,286.104685,251.360733,238.801167,212.98831,187.993481,170.273577,137.021745,506.176945,505.598501,498.968047,470.695154,423.648858,360.342804,205.241498,166.330756,9.475643,13.145159,282.334519,15.913713,241.813823,20.85154967,0.0880704,0.010910815,3.711818392,2.248130611,-0.781724362,,
195,23.42715,18.063956,15.826657,13.947246,12.965999,10.787788,10.563573,9.266986,289.529318,283.013658,263.511134,246.194849,217.419199,198.159202,172.004847,115.923952,25.129471,16.288183,14.995681,14.415872,13.653323,7.489832,6.738927,11.620682,359.840516,286.252491,250.685381,237.669996,212.721933,187.382522,170.34986,136.456947,503.483961,503.336644,494.109105,460.434048,417.88738,360.015543,203.717177,159.859267,9.552106,13.183331,280.927056,16.104149,242.905635,20.82596972,0.0963108,0.013347109,4.106713752,3.144109171,-0.386928522,,
196,24.454657,18.488045,15.794501,13.915044,13.162759,10.984811,10.569526,9.387642,293.003923,284.09283,265.530568,247.62905,219.323674,197.019894,171.095192,115.148348,24.455005,16.522527,15.115993,14.498071,13.8119,7.648901,6.821469,11.703023,352.676347,286.479946,249.903069,237.22326,212.08087,187.579397,170.660944,135.408971,503.483961,504.736919,496.468419,464.380829,426.743592,356.960377,204.86046,163.702744,9.399178,13.259671,281.075246,17.284247,243.056191,20.82276437,0.1040022,0.014686153,3.301696472,2.141843251,-0.690663562,,
197,24.568111,19.020053,15.83259,13.8769,13.200919,10.984811,10.7606,9.502335,296.395067,283.574688,262.322874,243.040233,218.526415,196.332665,170.179741,115.111147,24.681837,16.750901,15.192238,14.574327,13.888212,7.648901,6.936337,11.741218,351.547426,285.777851,247.72487,234.921207,210.291575,187.655767,166.886083,135.032741,503.196654,505.060023,494.681259,469.009006,429.693128,359.615537,205.355803,164.273904,9.399178,13.336007,282.001241,17.208143,244.185054,20.82596972,0.1100466,0.014686153,2.299231512,1.716693811,-0.569149642,,
198,23.584456,19.589804,15.794501,13.915044,13.200919,10.946598,10.875236,9.464105,294.036411,282.612159,261.128191,241.910474,215.753494,195.759934,169.607663,111.543559,24.455005,17.055337,15.268478,14.688703,14.002673,7.763727,6.936337,11.741218,347.284974,280.4878,246.371862,233.977135,207.472819,187.732137,164.714092,135.220847,503.597269,507.721733,490.965884,472.171569,425.273953,342.07087,200.673189,161.881522,9.40511,13.494588,282.451346,17.061826,244.79273,20.80677952,0.1185624,0.017487133,3.620658072,2.931434931,-0.189480842,,
199,23.546606,19.665751,15.756411,13.838755,13.239079,10.984811,11.028073,9.502335,295.731878,281.130661,259.820804,243.303767,215.829495,195.454463,169.607663,112.806248,24.341572,17.283619,15.420947,14.80307,14.078975,7.687177,6.936337,11.741218,348.232418,283.152633,245.695065,232.654849,205.986543,187.006618,163.342909,135.107981,501.765525,504.850192,488.709977,464.063488,415.334639,341.560416,197.812577,158.268182,9.328643,13.570913,282.784568,16.909589,245.206406,20.79081562,0.123507,0.018339397,2.815640792,1.747047411,-0.159027722,,
200,24.725253,19.101953,15.762345,13.882842,13.321338,10.95255,11.072231,9.546521,295.000576,284.357626,261.395397,241.765666,214.12501,195.078557,169.003454,110.176256,23.780123,17.44171,15.579333,14.847127,14.123065,7.731412,7.018874,11.747166,344.119368,285.192236,247.881006,232.245022,204.810754,185.370589,163.50117,133.459266,501.621839,500.612721,490.035023,459.25552,416.523854,346.69956,196.973255,158.306196,9.252173,13.532751,284.265052,17.137939,246.409414,20.79400002,0.1287252,0.016878259,2.861220952,1.807754611,-0.386928522,,
201,24.882373,18.803917,15.844456,13.812492,13.327281,10.996713,11.192799,9.514246,300.272367,282.919891,263.52857,241.394805,214.206969,194.702636,167.90369,107.513071,23.71035,17.485674,15.775807,14.967418,14.167153,7.699097,7.024835,11.714921,346.640322,286.011104,245.894795,232.024129,203.93975,184.651015,165.145027,130.122932,504.003432,505.363923,499.448521,465.186853,416.174692,348.350163,193.894189,155.278386,9.2258,13.773543,286.052032,17.49219,247.54833,20.79400002,0.1336698,0.016878259,2.587839512,1.868561331,-0.584376202,,
202,25.455184,18.543815,15.8123,13.818432,13.371379,10.964451,11.084132,9.520201,295.048914,276.958199,257.520532,240.043971,213.148257,193.868427,167.032873,103.559513,23.413525,17.415522,15.934153,15.01147,14.21124,7.743331,7.069083,11.759063,345.953481,284.27948,244.207956,232.181207,204.479495,183.77871,163.779623,126.044056,507.474822,510.125891,508.590541,472.709671,415.586916,344.586081,197.20217,154.469245,9.1757,13.838021,287.038781,18.050934,248.738489,20.78761027,0.136692,0.017973913,2.754933592,1.959622131,-0.356475402,,
203,24.870596,18.488045,15.756411,13.800609,13.277237,11.023022,10.989865,9.502335,287.688232,275.827367,257.914437,238.253962,211.799253,192.513853,166.672036,106.908958,23.395838,17.283619,16.068753,14.955545,14.117125,7.687177,7.0512,11.817604,342.436294,280.413738,242.94829,231.747747,204.842941,184.906415,163.914176,127.149835,508.808386,510.777238,499.550014,468.73313,416.709609,346.705212,201.479857,152.08447,9.334574,13.882092,288.522697,20.602053,247.918135,20.76523567,0.1408122,0.019435849,1.008059032,0.289278451,-0.493215882,,
204,25.254471,18.341923,15.724254,13.730257,13.130542,11.028974,10.995816,9.546521,291.054338,276.761093,263.261608,237.542972,212.223616,192.099656,166.525522,107.877756,24.044918,17.213456,16.036588,14.885247,14.161214,7.731412,7.018874,11.708972,343.57244,281.826322,242.012749,231.110918,206.106824,185.141476,163.120357,125.620706,507.773108,504.86133,490.189357,467.841784,412.642208,355.703932,203.163187,147.959463,9.2258,13.849854,289.119482,21.632081,247.69859,20.76523567,0.1441098,0.017973913,2.375165272,1.291544371,-0.007160202,,
205,25.568533,18.391778,15.659936,13.780286,13.104267,11.079085,10.89309,9.520201,289.219986,284.628158,264.69055,236.309156,210.827834,191.615,166.232509,104.964688,23.79191,17.33944,15.972253,14.78276,14.058645,7.628504,6.915931,11.644478,350.617461,276.614013,240.969673,231.27394,204.212598,184.962445,162.86567,123.313767,504.763079,499.980023,489.514558,458.94928,412.611745,354.654319,194.052769,149.404665,9.155257,13.970229,287.83212,21.789608,247.779542,20.75884592,0.1471302,0.019313755,1.585275032,0.835941811,-0.417282122,,
206,25.443414,18.303909,15.609975,13.653958,13.054217,11.143604,10.728339,9.47006,290.463792,283.987572,263.261608,238.486171,209.29365,189.884169,165.991992,105.841166,24.120562,17.517786,15.846084,14.656516,14.008613,7.654861,6.90401,11.594384,342.62432,276.342834,242.916504,231.299969,205.878131,184.186846,162.777659,123.115275,505.757267,504.748058,488.249887,455.636809,412.528444,341.274366,191.827179,148.748895,9.066919,13.843938,287.00755,22.156881,249.269911,20.76203032,0.1498788,0.019313755,1.706788952,1.519246131,-0.432409162,,
207,24.547964,18.125668,15.431358,13.665841,12.951611,11.040875,10.625599,9.44374,293.168678,285.294063,266.405112,240.533978,212.23547,189.170249,165.889541,106.630046,24.699504,17.643739,15.743634,14.59214,14.020493,7.590227,6.839353,11.529886,341.322663,278.430596,244.65946,230.517646,205.470704,184.198742,163.893883,120.699747,509.214288,512.36675,503.008434,472.905733,413.621241,339.863417,192.029878,153.348226,9.11702,14.08468,287.83212,23.342815,249.994673,20.75884592,0.1526256,0.021505861,2.086557272,2.065909491,-0.326121802,,
208,24.396687,17.935555,15.240849,13.627691,12.798941,11.117295,10.510948,9.44374,291.582462,283.258839,261.705722,240.006274,215.087182,188.482618,165.546601,106.741122,24.6239,17.871917,15.629311,14.477757,13.867879,7.398836,6.877642,11.377085,333.182952,273.348276,242.212788,229.382801,205.05137,183.320499,163.779623,123.687524,511.659856,516.63984,507.931105,481.33993,415.825509,345.046019,192.379331,154.91044,9.084712,14.014295,287.283489,22.894313,250.488289,20.76203032,0.1553724,0.022966999,1.919463192,1.504119091,-0.705790602,,
209,23.75942,18.245643,15.094357,13.595481,12.766716,11.123245,10.402243,9.411463,294.354312,281.190787,258.236875,238.692386,214.180798,188.794181,164.866738,106.783916,24.66759,18.029934,15.71146,14.445565,13.759349,7.175111,6.615568,11.306629,338.847453,271.570935,240.372588,230.22096,204.942936,182.448227,161.386912,125.825317,511.971622,513.831717,509.355069,468.989828,411.776796,332.558796,190.306187,151.749008,9.07285,14.231354,287.382906,22.276443,251.751945,20.76203032,0.1578438,0.022601515,1.220733272,1.003035891,-1.525934922,,
210,24.131902,18.581821,14.974092,13.475081,12.722601,11.193713,10.396291,9.520201,289.367698,279.888048,256.996852,238.271584,214.136858,189.705063,163.794248,104.224995,25.64411,18.062033,15.629311,14.287098,13.71525,7.016019,6.418142,11.338883,339.316137,274.944569,242.099804,231.198321,205.470704,181.373186,159.744765,124.435281,511.259631,510.357852,504.69567,456.509193,409.14933,328.947986,191.648167,149.480444,8.925823,14.275413,288.053835,22.244426,252.844956,20.75884592,0.160317,0.022601515,2.132137432,2.354417971,-0.903238282,,
211,24.056237,18.961821,14.897867,13.475081,12.68443,11.23192,10.358071,9.405508,286.301096,273.987799,255.61227,235.553964,212.007239,189.399456,162.385326,101.453622,25.908452,18.062033,15.667419,14.287098,13.67709,6.93945,6.264963,11.262476,338.221392,271.936737,241.986815,232.181207,205.089492,179.655134,159.858893,122.64121,506.066748,502.723697,485.979105,449.952535,410.49523,325.376929,191.201945,149.984818,9.128881,14.477946,288.619504,21.498055,254.729847,20.75884592,0.1636128,0.021627157,2.056203672,2.217777011,-0.523569482,,
212,24.207561,18.923827,14.821638,13.475081,12.56991,11.308333,10.31985,9.48197,280.972557,272.426914,258.866595,234.685214,209.686145,188.826435,161.776231,101.822918,27.078328,18.024012,15.705527,14.287098,13.638929,6.901165,6.188371,11.147861,336.286853,291.812629,242.099804,232.105613,203.793162,179.082495,160.429597,122.865366,506.928322,506.242138,489.919569,459.570408,423.106447,341.771003,195.095004,149.719548,9.128881,14.516084,284.922697,19.904374,255.89051,20.72687622,0.1688328,0.021505861,1.068865752,1.473765491,-0.796950922,,
213,24.370643,18.783672,14.795394,13.410653,12.543624,11.358435,10.331753,9.493879,279.279666,273.776447,257.943561,234.508079,211.258227,188.303501,161.483576,99.287604,27.391769,18.149914,15.717392,14.337107,13.65081,6.913084,6.1237,11.197965,334.582156,290.348616,245.799551,229.470259,203.423702,179.018036,160.707809,113.784792,509.200658,507.940132,495.297653,467.080315,424.485332,340.724847,190.144924,146.626064,9.026024,14.260921,284.194213,16.646388,260.240068,20.73326597,0.1707552,0.020531503,0.415715992,0.152637491,-0.736243722,,
214,24.370643,18.973656,14.757277,13.448808,12.467272,11.396639,10.255309,9.455648,289.23149,280.826059,253.714102,230.575866,208.67022,187.004603,160.570211,97.923166,27.655679,18.111896,15.717392,14.337107,13.72713,6.913084,6.008807,11.121552,336.699779,286.952066,245.423485,229.24324,201.631086,179.056211,161.012249,115.681245,510.30197,508.431407,498.287412,482.349434,418.821481,322.670148,189.255045,144.836418,9.320061,14.325383,286.95655,16.939104,262.0958,20.72687622,0.1740528,0.021505861,1.570147992,1.06E+00,-0.234961482,,
215,24.780727,19.499538,14.751341,13.366555,12.461327,11.314282,10.172911,9.449694,292.658074,276.444413,251.684371,232.46121,206.417552,185.737942,159.689212,97.548803,27.385896,18.067955,15.71146,14.33117,13.72119,6.94541,6.002846,11.15381,342.459007,287.3157,248.274226,230.258784,202.998267,178.172274,161.082438,115.898698,508.502077,503.544029,489.985629,469.826102,420.364572,323.43277,192.951865,145.549107,9.581757,14.31947,286.359306,17.50399,261.791339,20.73008157,0.1765242,0.022480219,0.415715992,-5.99E-02,-0.295768202,,
216,24.181513,18.935661,14.83351,13.372496,12.429095,11.358435,10.140638,9.455648,295.392079,279.97372,250.865156,232.656145,208.479862,185.476465,159.77122,98.808111,27.127793,17.997834,15.793604,14.37524,13.803446,6.798227,6.008807,11.121552,343.996232,288.244713,245.874757,230.378144,202.889791,177.338465,160.669755,116.053343,506.450515,494.264144,482.74207,459.774568,420.755099,304.325123,190.502981,142.066175,9.728743,14.542397,285.724949,18.79094,260.926654,20.73326597,0.1811934,0.024793621,1.296667032,7.30E-01,-0.265414602,,
217,24.099961,18.549734,14.675104,13.366555,12.575855,11.352487,10.28758,9.526155,294.870369,283.486702,248.908013,233.85984,207.445858,185.890756,159.879426,98.101759,26.971045,17.725726,15.787672,14.407434,13.759349,6.639118,6.079442,11.077396,340.197472,282.213711,244.326698,228.78325,200.595101,176.798169,159.97895,115.861488,504.738307,495.777062,478.235086,455.838505,421.738445,304.6673,183.833792,140.190602,9.817054,14.287239,287.252259,21.498055,259.256883,20.73647132,0.185589,0.026133463,2.208071192,2.217777011,-0.098320522,,
218,23.468416,18.219467,14.725095,13.302122,12.511392,11.364383,10.223038,9.42337,292.079342,281.720927,252.708214,234.89174,206.086602,186.093667,159.586935,98.666338,27.133667,17.775601,15.761429,14.381177,13.771228,6.727612,6.053066,11.051086,339.479129,275.036137,244.564164,228.832883,198.966202,177.07723,159.724492,115.761454,506.072315,493.923084,477.84614,455.30578,426.386904,314.179316,185.748617,143.745995,9.861207,14.445719,285.409297,21.2764,260.234275,20.73008157,0.1897092,0.026133463,1.676435352,1.215610611,-0.280541642,,
219,22.483784,18.257483,14.839445,13.263963,12.587742,11.326178,10.223038,9.538062,287.094568,278.236883,253.532613,234.665079,204.295943,185.979057,159.054413,98.113242,27.246807,17.81363,15.837639,14.343045,13.885697,6.689325,6.014768,11.127501,334.295694,280.670538,243.736309,229.097777,199.195171,178.29868,159.229983,113.196039,508.656766,499.853923,483.762513,450.855459,423.363999,320.955852,193.612546,142.197039,9.899432,14.521996,283.374288,21.2764,260.944031,20.69811187,0.1946538,0.028690255,0.673970392,0.076703731,0.099127158,,
220,22.066948,18.903583,14.877559,13.302122,12.511392,11.287973,10.261261,9.461601,286.355334,278.941484,255.966623,230.997943,203.609993,186.170074,158.141728,97.302282,26.492314,17.851657,15.799535,14.419308,13.885697,6.842472,6.014768,11.089294,342.032709,279.559468,244.601787,228.908569,197.744911,178.909457,157.86098,111.153834,507.90305,502.190586,485.912992,448.701727,422.104057,326.552637,193.650712,140.158725,10.014102,14.407578,284.780457,21.010887,262.997369,20.70450162,0.2001492,0.028812349,0.354909272,-0.044710669,-0.705790602,,
221,21.188985,19.391516,15.024073,13.258021,12.543624,11.32023,10.293532,9.493879,290.782076,278.231108,260.970552,235.188044,206.537753,185.896703,157.489489,97.480826,26.524174,17.883761,15.679284,14.451502,13.917913,6.798227,6.047105,11.121552,341.115158,274.881911,242.262175,228.97836,197.586293,178.674467,156.638688,103.963005,506.862094,504.488684,491.428752,453.044838,424.047869,302.246573,195.673319,143.028044,10.39629,14.255008,286.296824,20.479679,263.8182,20.70129627,0.2070162,0.027351211,1.266313432,1.124450291,-0.675437002,,
222,20.815529,19.625292,15.068117,13.302122,12.549568,11.249766,10.375925,9.499832,289.606503,278.718999,261.499151,238.666411,209.094906,184.909361,156.545188,98.592584,26.680987,18.041776,15.761429,14.457438,13.962005,6.651037,6.091363,11.203913,338.895305,280.596482,242.192718,227.545888,196.905162,177.840619,155.960615,93.643729,508.692656,508.042228,502.235243,464.706818,428.149661,305.371203,195.711477,146.885112,10.434505,14.445719,286.333798,20.289904,264.526869,20.70129627,0.2133342,0.027716695,0.977705432,1.944495091,-0.690663562,,
223,21.162865,19.896988,15.074051,13.308062,12.593686,11.255714,10.420096,9.582244,292.490875,278.316834,261.243589,238.672282,209.40536,183.310794,155.639183,98.524575,26.724593,18.351827,15.76736,14.463375,13.891636,6.771858,6.097323,11.133449,340.871166,281.786901,241.445249,226.112672,195.422257,177.5412,155.510626,96.336783,510.856887,501.950325,495.875087,466.188944,424.562891,310.486418,195.341723,145.156533,10.408141,14.49568,284.754934,19.997973,265.246885,20.66932657,0.2188278,0.028446865,0.856191512,2.141843251,-0.553923082,,
224,22.78684,20.080886,15.144334,13.34028,12.511392,11.249766,10.567018,9.576291,287.944444,277.457887,261.424475,238.138303,209.818116,182.808227,155.557289,99.07203,26.379094,18.687968,15.799535,14.419308,13.885697,6.651037,6.091363,11.203913,336.668957,279.892839,239.630425,227.053643,195.569027,177.229903,155.314774,99.759088,511.14949,498.050165,490.335643,458.300898,416.646223,314.013069,194.088287,146.183725,10.414066,14.577865,284.575687,19.927921,266.557148,20.66614217,0.228168,0.031978813,2.466325592,2.916307891,-0.159027722,,
225,23.657669,20.232712,15.220546,13.302122,12.511392,11.135142,10.528801,9.576291,290.455626,275.936301,259.855723,236.326789,207.686203,181.853214,155.67126,96.270566,26.945074,18.573958,15.799535,14.495568,13.847542,6.689325,6.12966,11.242118,336.267396,282.040207,238.687725,228.530115,197.515897,177.344409,154.972919,105.078054,513.588985,503.033249,482.73958,455.896651,414.592022,322.546485,188.133425,145.729743,10.605132,14.730403,284.908645,17.343252,269.46171,20.67253192,0.2347614,0.032465593,2.359938712,2.946661491,0.007966838,,
226,23.998241,19.853111,15.25865,13.302122,12.511392,11.173351,10.452365,9.538062,297.865908,273.819387,257.612808,233.871605,204.867499,182.502619,155.709251,93.141262,26.605522,18.383919,15.837639,14.343045,13.809385,6.651037,6.206253,11.280322,332.725148,280.559453,238.121931,226.902165,200.835894,177.497087,154.441228,107.928204,518.855037,510.457423,493.908684,459.551221,414.730609,333.104,192.059482,146.102188,11.019487,14.800756,284.569952,16.918746,269.790856,20.63098807,0.2441016,0.033317857,0.886545112,1.352251571,-0.067966922,,
227,23.587864,19.707149,15.340789,13.498843,12.47916,11.141091,10.534751,9.544015,294.813872,275.570822,256.571198,232.554488,203.997023,183.540007,155.563203,92.705514,26.196246,18.123736,15.805465,14.387113,13.739008,6.733571,6.212213,11.28627,326.40754,276.525866,238.806739,225.430731,201.909983,176.739667,154.257274,108.823231,522.696222,518.603588,501.964692,463.503631,415.168709,333.328743,192.599779,146.41075,11.063613,14.844795,286.572828,17.000766,270.168699,20.63417247,0.2534418,0.033196561,1.478987672,1.580052851,0.129480758,,
228,22.830613,20.010877,15.37889,13.422534,12.47916,11.102881,10.458315,9.620472,291.53165,274.939558,253.913076,235.313112,203.692151,183.578209,155.221317,92.889454,26.460452,17.971653,15.843569,14.272714,13.739008,6.733571,6.250509,11.209861,327.138947,272.962904,242.688118,225.165487,202.71097,176.472504,154.333219,109.305094,521.585086,521.936973,512.478677,465.620463,421.472744,335.482598,196.18712,146.675643,11.140016,15.149797,288.272957,16.810458,271.8795,20.60859252,0.26388,0.033439951,2.238424792,2.384771571,0.190287478,,
229,23.512162,19.859022,15.37889,13.575149,12.47916,11.064671,10.496533,9.544015,295.51411,274.308133,253.313641,235.917342,202.434371,183.272592,154.955435,92.963033,26.27174,17.781523,15.843569,14.234579,13.662689,6.733571,6.288804,11.133449,334.447453,267.943704,241.106173,224.217988,201.452228,176.205349,154.143362,110.083759,521.687063,523.830698,521.112307,478.170518,423.231183,300.529018,198.699149,149.396157,10.866669,15.372599,290.778598,15.50974,273.843396,20.60220277,0.2756916,0.035509963,1.205606232,1.488892531,-0.067966922,,
230,24.559741,19.885164,15.328923,13.486963,12.429095,11.052774,10.408194,9.532109,299.774387,281.678121,252.702377,241.224018,202.574969,182.878684,154.75371,93.429889,25.957972,17.655586,15.793604,14.222704,13.72713,6.606789,6.276885,11.083345,332.317623,267.00147,239.058978,223.447957,198.883936,176.078971,154.20748,112.484497,524.242876,526.887286,524.634643,486.785966,422.486396,283.456318,198.13879,152.74437,10.763894,15.574974,292.155601,15.026159,275.526027,20.58621792,0.2894274,0.036606415,0.749904152,0.517079731,-0.067966922,,
231,24.615217,19.257327,15.346721,13.542936,12.523279,10.994196,10.349605,9.626424,299.129098,281.732459,250.357494,236.300787,202.74525,182.85832,154.163853,92.159495,26.051121,17.749415,15.849499,14.20238,13.706788,6.586378,6.409648,11.139397,333.686201,270.293086,237.680948,225.777622,197.413271,177.279958,155.858461,114.619989,527.97506,532.588143,525.392485,485.895663,422.923959,301.245176,195.397634,148.656125,10.769817,15.695204,295.259174,14.879604,277.795283,20.57023307,0.3037122,0.037824163,1.235959832,7.45E-01,-0.629856842,,
232,23.87045,18.851253,15.320482,13.478506,12.496988,11.006091,10.285061,9.676555,298.220226,279.261184,252.019346,231.702379,202.261584,183.634246,154.023795,90.994246,26.025123,18.103475,15.861358,14.214252,13.680504,6.560006,6.498152,11.113084,335.523432,281.989249,237.466299,227.683052,197.654169,177.482689,155.832294,108.50702,528.721892,527.997838,522.843318,479.974798,424.646028,317.793081,196.116724,150.772282,10.496419,15.689299,297.464297,14.94993,278.457067,20.53828432,0.3193704,0.041233219,2.375165272,1.625533491,0.190287478,,
233,24.274836,18.497393,15.232411,13.504783,12.523279,10.955984,10.234939,9.588196,298.024662,278.359696,253.394413,233.921159,201.716007,184.386409,154.543583,89.586079,25.522442,18.623798,15.849499,14.20238,13.668628,6.5098,6.371354,11.139397,339.162093,279.941418,237.039443,227.974125,197.909465,177.089116,155.250629,106.088492,532.453076,528.325795,524.676021,477.936142,429.867952,306.575289,198.60246,147.33082,10.349484,15.695204,298.390729,15.146403,279.31552,20.53507897,0.3344778,0.041355313,2.010623512,0.790361651,-0.280541642,,
234,24.609331,18.187369,15.226479,13.460689,12.555511,10.950036,10.267211,9.6587,296.545748,278.724772,253.088812,236.068376,203.65404,184.418667,154.575648,89.653853,25.21434,19.073839,16.034074,14.272714,13.662689,6.580419,6.403689,11.095242,345.502311,277.193356,236.882602,229.330701,196.3385,176.205349,155.320688,107.526541,537.569188,540.496195,539.24485,487.932461,433.349904,320.173243,206.37325,145.886925,10.34356,15.956019,300.115268,15.178606,281.162513,20.47434492,0.3523338,0.046226305,0.446069592,-4.24E-01,-0.766597322,,
235,23.745144,18.307337,15.270515,13.466628,12.561454,10.994196,10.273162,9.626424,294.26668,277.988793,254.218567,236.716047,202.630899,184.348206,154.429659,91.460772,25.18244,19.459587,16.078101,14.316784,13.706788,6.624667,6.409648,11.062982,344.122639,276.272016,242.242102,230.357992,196.611662,175.562521,156.31442,109.496234,535.1394,535.38146,524.281951,489.979549,431.198427,331.039276,205.883917,145.098487,10.234832,16.152405,302.843351,15.603657,283.611865,20.44876497,0.3696408,0.050853907,1.099219352,0.775234611,-0.705790602,,
236,24.123521,18.497393,15.270515,13.466628,12.599628,10.955984,10.158492,9.741106,300.637886,279.064262,258.671414,237.621828,203.278859,184.424612,155.341188,94.183124,27.107697,19.7254,16.154293,14.354917,13.592305,6.701243,6.218172,11.024773,341.642856,275.010589,243.597476,228.504054,197.069733,176.211292,156.542427,105.015602,533.921641,533.125347,524.676021,485.716476,431.270339,348.073169,206.341064,141.357884,10.120174,16.380949,305.710541,16.251175,283.648872,20.44558057,0.3877704,0.052071655,1.478987672,0.972582771,-0.584376202,,
237,24.047856,18.687421,15.270515,13.428473,12.637802,11.032408,10.082041,9.626424,303.396097,279.694501,265.577009,237.244459,203.621865,184.348206,156.215015,93.594272,26.805925,19.877266,16.154293,14.354917,13.630467,6.854389,6.179876,10.948354,343.393391,277.162054,245.403439,228.466206,197.83313,176.898278,156.618433,104.571824,530.273493,527.686533,519.127686,477.224373,431.815225,358.052239,206.994519,147.10957,9.973212,16.501107,307.259146,16.752028,284.6906,20.41361087,0.4056264,0.055481509,1.357473752,7.90E-01,-0.402055562,,
