Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,
1079,19.466101,18.883067,17.826668,16.369025,14.741439,13.786882,12.952339,11.809931,61.56359,47.702632,34.808,28.881967,23.807144,19.469143,18.402737,14.743463,20.455086,17.564937,17.339906,16.60844,15.961686,10.035531,9.859258,14.580024,63.543854,53.987827,33.876899,27.505848,25.032741,20.985206,19.6422,17.942903,39.028919,37.792293,1.147639,18.310878,11.746148,6.778439,6.771287,7.891743,8.775189,25.707413,72.15098,33.330546,-21.064393,20.15789517,0.5970942,0.182494381,,-0.591374029,0.463668918,,
1080,19.352139,18.807071,17.788636,16.407103,14.665194,13.710581,12.952339,11.733558,61.526836,47.591481,34.695658,28.994973,23.807144,19.469143,18.516794,14.781576,20.379197,17.679037,17.263782,16.570368,15.923585,10.073769,9.973991,14.580024,63.470363,53.803468,33.651929,27.279618,24.805897,20.833482,19.566233,17.904886,38.922702,37.424493,0.962105,18.088627,11.484721,6.554675,6.509325,7.591565,8.704568,25.788775,72.119932,33.261287,-21.058258,20.15789517,0.597645,0.181642117,,-0.697661389,0.296574838,,
1081,19.276158,18.84507,17.826668,16.44518,14.665194,13.748732,12.952339,11.695371,61.600344,47.554429,34.808,29.183291,24.071875,19.469143,18.554811,14.857797,20.189453,17.679037,17.225718,16.60844,15.999785,10.073769,9.897503,14.580024,63.102882,53.582211,33.464418,27.128771,24.692458,20.605859,19.414285,17.942903,38.934147,37.585378,1.280104,18.404389,12.145484,6.987398,6.597591,7.603302,8.7163,25.384674,71.837793,33.310297,-21.006,20.15789517,0.5948982,0.180424369,,-0.682534349,0.448442358,,
1082,19.097871,18.780759,17.686232,16.418812,14.676918,13.722312,12.964075,11.745303,61.46463,47.86221,34.894406,29.458454,24.310368,19.328836,18.604516,14.983844,20.087266,17.690735,17.199355,16.696287,15.973399,10.161998,10.02399,14.591749,62.967176,53.409157,33.213381,26.876343,24.552815,20.503702,19.349985,17.992613,40.351211,39.749796,2.160645,19.582065,12.832443,8.364762,7.247989,8.444845,8.907514,24.931016,71.874467,33.310297,-21.006,20.15148447,0.5948982,0.181398727,,-0.879882509,0.615536438,,
1083,18.902028,18.736915,17.756452,16.412958,14.671056,13.716447,13.034536,11.624866,61.385466,47.967644,34.851204,29.640902,24.380162,19.170987,18.712711,15.01609,20.081429,17.608821,17.193505,16.652364,16.005642,10.079647,10.018112,14.54776,62.924775,53.145286,32.982502,26.530976,24.320057,20.346079,19.040173,17.682614,40.941634,40.377696,2.690778,20.411318,13.093665,8.970834,7.548145,8.897889,8.748678,25.152073,71.832169,33.229532,-20.93216,20.15789517,0.5921496,0.181520023,,-0.318092109,0.721823798,,
1084,19.048188,18.617062,17.788636,16.52133,14.627071,13.596124,12.990504,11.657182,61.159264,47.924906,34.920331,29.748041,24.147501,19.39315,18.782887,15.010229,20.265354,17.602971,17.263782,16.68458,15.961686,10.112007,9.973991,14.580024,62.845619,53.065832,32.789103,26.525172,24.125083,20.188436,18.920321,17.676765,40.953058,40.575416,2.893956,21.029912,13.334254,9.097285,7.980613,9.330208,8.683921,25.088052,71.843417,33.316048,-20.879914,20.16107957,0.591876,0.181276633,,-0.621827149,0.494022518,,
1085,19.124183,18.503043,17.788636,16.597475,14.77956,13.55797,13.104994,11.657182,61.048982,47.628532,34.845445,29.672758,23.882788,19.241152,18.706866,15.162644,20.189453,17.526901,17.225718,16.68458,15.999785,10.18848,9.973991,14.580024,62.772111,52.99205,32.563902,26.298734,23.784518,20.036609,18.844308,17.562689,41.276828,40.936482,3.265074,21.700727,13.589544,9.353217,8.351307,9.738994,8.633945,25.000842,71.575448,33.267039,-20.93216,20.18665952,0.591876,0.180667759,,-0.378799309,0.250994678,,
1086,19.173862,18.286665,17.838364,16.609182,14.943754,13.531547,13.040404,11.668928,61.060289,47.491716,35.044166,29.571399,23.894424,19.214832,18.376407,15.060055,20.163174,17.61467,17.275483,16.658218,16.049596,10.161998,10.02399,14.591749,62.673146,52.892725,32.462827,26.310344,23.64476,19.896439,18.741969,17.574388,41.505946,41.686822,3.768661,22.615835,14.281731,11.422756,8.892478,10.394579,8.678056,24.666294,71.581073,33.235284,-20.966012,20.15789517,0.5916006,0.181642117,,-0.545893389,0.266221238,,
1087,19.276158,18.236957,17.864698,16.483255,14.893916,13.481658,12.952339,11.657182,60.975458,47.332094,34.995212,29.59747,23.844967,19.355152,18.022471,15.010229,20.075591,17.564937,17.263782,16.68458,16.114078,10.073769,9.973991,14.656276,62.294265,52.51239,32.413742,25.958988,23.443847,19.694928,18.502196,17.410572,42.399156,42.616948,4.266357,23.259474,14.281731,11.002552,9.351216,10.662051,8.639811,24.628472,71.471048,33.272791,-20.846066,20.15789517,0.5940738,0.180667759,,-0.773595149,0.342154998,,
1088,19.287841,18.248649,17.914423,16.266496,14.943754,13.493391,12.925909,11.668928,60.986766,47.34349,35.156472,29.646689,23.894424,19.746756,17.9581,14.983844,19.973395,17.576635,17.275483,16.734355,16.201979,10.123762,10.02399,14.667999,62.52612,52.560648,32.763112,26.083861,23.493344,20.010325,18.589918,17.53636,41.531758,41.042495,3.680344,22.679958,13.659968,9.53852,8.689579,9.847802,8.666324,24.503397,71.496474,33.261287,-20.778376,20.15468982,0.5946228,0.180424369,,0.137510451,0.797757558,,
1089,19.35798,18.356846,17.946604,16.146393,15.052238,13.487525,12.881874,11.663055,60.870823,47.300733,35.188148,29.640902,23.888606,19.968813,17.914217,15.206605,19.891637,17.532751,17.345756,16.76657,16.15803,10.079647,9.941626,14.662138,62.888022,52.702569,33.095064,26.49324,23.638941,20.118362,18.622088,17.720637,40.872846,40.010739,3.538948,22.085502,13.595394,8.861973,8.395413,9.477267,8.754544,24.704116,71.507723,33.310297,-20.846066,20.15468982,0.5946228,0.182859865,,-0.621827149,0.782530998,,
1090,19.31999,18.318833,17.946604,15.994047,15.166572,13.373051,12.881874,11.624866,60.870823,47.078357,35.00097,29.415015,24.002062,20.500401,17.914217,15.282805,20.043473,17.570786,17.345756,16.690434,16.196124,10.156121,9.979869,14.624013,63.292277,53.108397,33.657694,26.568711,23.941711,20.308129,18.888159,17.834699,40.047311,39.408491,3.226787,21.662823,13.703955,8.89435,8.274826,9.280248,9.398733,24.773956,71.538773,33.304545,-20.81222,20.15148447,0.5948982,0.181520023,,-0.545893389,1.010332278,,
1091,19.363821,18.438715,17.876394,16.076078,15.210541,13.302598,12.925909,11.668928,60.802948,47.009922,34.931847,29.194869,24.045695,20.544198,17.996133,15.250565,20.428813,17.576635,17.275483,16.772423,16.316255,10.161998,9.985747,14.629874,63.518405,53.224736,33.700957,26.649979,24.098882,20.313966,19.122015,18.030626,39.941189,40.010739,3.424091,21.933932,14.24361,9.66494,8.77778,9.859528,9.863346,24.590648,71.507723,33.385305,-20.726142,20.15468982,0.5970942,0.181276633,,-0.348445709,1.116719158,,
1092,19.282,18.432869,17.832516,16.032135,15.09035,13.258569,12.881874,11.548486,60.797294,46.967155,35.22558,29.076094,24.266746,20.728152,18.104381,15.01609,20.157337,17.532751,17.269633,16.76657,16.272309,10.079647,9.941626,14.585887,63.88019,53.551006,33.807679,26.719636,24.39571,20.53581,19.268159,17.910734,39.269927,38.966609,3.117802,21.327454,14.014859,9.244373,8.701311,9.591953,10.092684,24.666294,71.617747,33.385305,-20.606243,20.15468982,0.5968206,0.181763413,,-0.333219149,0.843337718,,
1093,19.325831,18.476724,17.876394,16.152248,14.905638,13.226274,12.925909,11.630739,60.766183,46.898715,35.306195,29.157209,24.234754,20.733986,18.034166,14.869519,19.897475,17.61467,17.313545,16.734355,16.278164,10.161998,9.909259,14.553622,64.326701,53.88856,33.963405,27.253508,24.741899,20.845149,19.463955,17.802527,38.529336,38.225935,2.817383,20.878203,13.791924,9.059045,8.554233,9.444901,10.213205,24.63427,71.843417,33.503557,-20.600115,20.15148447,0.6003918,0.180667759,,-0.864755469,0.585083318,,
1094,19.363821,18.362692,17.7623,16.152248,14.791282,13.264436,12.925909,11.592549,60.766183,46.935785,35.268767,29.081884,24.348173,20.506237,17.9581,14.640844,19.859514,17.5386,17.275483,16.772423,16.201979,10.123762,9.985747,14.591749,64.84097,54.183511,34.22579,27.743624,24.93095,20.921013,19.615897,17.954598,37.446301,37.180141,2.319661,20.043454,13.601244,8.753106,8.286559,9.36844,10.251423,24.861185,71.916764,33.503557,-20.560154,20.15468982,0.6025896,0.182616475,,-1.168390989,0.478795958,,
1095,19.401809,18.400704,17.7623,16.152248,14.753162,13.226274,12.925909,11.630739,60.729417,46.898715,35.231336,29.04422,24.42378,20.506237,17.882029,14.450254,20.390869,17.61467,17.199355,16.658218,16.201979,10.123762,9.909259,14.591749,65.024619,54.36783,34.563046,27.894383,25.157767,20.807215,19.729841,17.878565,37.36011,37.206046,2.193058,19.804047,13.665819,8.817864,8.313067,9.356712,10.163263,24.963031,71.832169,33.529554,-20.612372,20.15148447,0.6053364,0.185173267,,-1.289904909,0.494022518,,
1096,19.299522,18.374382,17.735962,16.125873,14.574267,13.276169,12.97581,11.642483,60.703958,46.873041,35.093115,28.754438,24.321998,20.479944,18.007827,14.385735,20.174847,17.588332,17.24912,16.74606,16.175595,10.05904,9.959258,14.603471,65.660245,54.858307,35.248752,28.50879,25.471734,21.046463,19.931398,17.548058,36.319066,36.127616,1.548087,19.012363,13.252111,8.823729,8.357174,9.477267,10.360213,25.044448,72.057834,33.610296,-20.486368,20.15789517,0.6100056,0.185173267,,-1.882148429,0.326928438,,
1097,19.179703,18.368537,17.730115,16.043846,14.339634,13.193978,12.931777,11.751175,60.624771,46.867343,34.86272,28.4472,24.051511,20.360215,17.887876,14.456116,20.434648,17.468375,17.16714,16.626,16.245927,10.053163,9.991624,14.67386,65.691323,54.852638,35.729651,28.578327,25.579284,20.926845,20.001506,17.352057,35.83846,35.235303,1.171129,18.410219,12.265852,8.064606,7.712882,8.756659,10.633567,24.898999,72.026785,33.616046,-20.400337,20.13870497,0.6127524,0.186513109,,-1.107683789,0.326928438,,
1098,19.217697,18.330524,17.768148,16.043846,14.339634,13.193978,12.931777,11.751175,60.624771,46.941484,34.975045,28.4472,23.900241,20.550032,17.849839,14.913489,20.472592,17.506412,17.16714,16.70214,16.245927,10.091401,9.953381,14.559483,65.985091,55.073735,36.066437,28.879586,25.768189,21.002704,20.039476,17.580236,35.277025,34.748547,0.979722,18.144138,12.418523,7.911581,7.598132,8.87138,10.557144,24.936813,71.990111,33.691032,-20.36039,20.12592547,0.61605,0.186391015,,-0.773595149,-0.204607882,,
1099,19.135867,18.400704,17.800333,16.114164,14.333771,13.188111,12.887742,11.707116,60.619117,46.824571,35.156472,28.441407,23.970062,20.733986,17.882029,14.831409,20.428813,17.462525,17.199355,16.620147,16.163885,10.123762,9.909259,14.401104,66.052885,55.252294,36.210336,29.024395,25.913482,21.034799,20.185509,17.688463,35.233845,35.34186,0.859009,18.252349,12.794286,8.556009,7.9365,9.324344,10.436644,24.439339,71.874467,33.83524,-20.446415,20.12592547,0.6204456,0.188461027,,-1.532833229,-0.736243722,,
1100,18.951715,18.558584,17.80618,16.196187,14.415895,13.117649,12.969943,11.6748,60.661538,46.83027,35.311951,28.371824,23.900241,21.005469,17.925912,14.722934,20.131057,17.468375,17.129074,16.587929,16.16974,10.129639,9.953381,14.445097,65.985091,55.294806,36.103852,28.992537,25.95706,21.002704,20.15338,17.960445,35.651347,36.432537,1.285976,19.094165,13.10537,9.364945,8.821878,10.094714,10.213205,24.520795,71.843417,33.878474,-20.36039,20.11953572,0.6231924,0.192479755,,-1.183617549,-0.812177482,,
1101,18.571641,18.558584,17.844212,16.310431,14.263369,13.117649,12.931777,11.712988,60.661538,46.978553,35.461653,28.409513,23.824599,21.195182,18.154103,14.646705,19.903313,17.430336,17.16714,16.626,16.245927,10.129639,9.953381,14.406967,65.911651,55.257962,36.066437,28.954888,25.99483,21.078557,20.15338,18.188515,35.245327,35.053857,0.641075,18.416048,12.309875,8.108727,8.139456,9.183139,10.066186,24.791349,71.739018,33.959189,-20.394211,20.12592547,0.6264882,0.192967333,,-1.456899469,-0.265414602,,
1102,18.62134,18.570271,17.779843,16.169812,14.389488,13.091216,12.905345,11.686543,60.672844,46.69337,35.248602,28.34572,23.684934,21.282719,18.317896,14.734655,19.914987,17.518109,17.254969,16.561561,16.181449,10.103154,9.92689,14.45682,65.555719,54.974527,35.628872,28.740548,25.742024,21.014367,19.937235,18.048165,36.074424,36.182226,1.374285,19.447644,13.078922,8.688345,8.489488,9.647768,9.880932,24.721508,71.157837,33.964936,-20.507942,20.11953572,0.6311574,0.190897321,,-1.213971149,0.053546998,,
1103,18.741212,18.538108,17.747656,16.099496,14.280954,13.173412,12.873045,11.692414,60.568194,46.661992,35.06719,28.351512,23.766403,21.402352,18.589875,14.854849,19.8449,17.600027,17.298881,16.605485,16.149208,10.10903,9.932766,14.50081,64.93701,54.427372,35.222818,28.482708,25.521137,20.792612,19.715213,17.559753,36.928809,36.886893,1.942677,19.859479,13.378249,8.56774,8.407145,9.603678,9.913295,24.488766,70.528692,33.996671,-20.514068,20.11953572,0.634455,0.192115069,,-1.198844109,-0.159027722,,
1104,18.84939,18.456247,17.779843,16.093642,14.313226,13.167546,12.790841,11.686543,60.489004,46.730446,34.949118,28.232644,23.72276,21.358589,18.85011,15.039528,19.877026,17.59418,17.293032,16.561561,16.219542,10.103154,9.888646,14.41869,64.600782,53.942448,34.992375,28.137864,25.364173,20.597089,19.557445,17.363755,37.719275,37.415781,2.369691,20.624303,12.926312,8.458859,8.451249,9.724219,9.766255,24.191899,70.570995,33.927454,-20.547899,20.11953572,0.6366528,0.194671861,,-0.879882509,0.114353718,,
1105,19.071556,18.450404,17.812028,16.278205,14.231097,13.047183,12.784973,11.642483,60.446581,46.724747,35.018241,28.264544,23.830416,21.314825,19.03429,15.033669,19.757298,17.512261,17.287183,16.593781,16.175595,10.135515,9.729783,14.527217,64.264521,53.457387,34.949165,27.717524,25.282777,20.515371,19.437646,17.43397,37.862959,37.148503,2.478678,20.732293,12.233536,7.764416,7.795246,9.144905,9.683938,24.56442,70.82212,34.07163,-20.593986,20.09395577,0.6396732,0.193332817,,-0.728114509,0.448442358,,
1106,19.065715,18.368537,17.844212,16.348511,14.225234,13.079483,12.817275,11.636611,60.257069,46.607816,35.012485,28.4472,24.013696,21.23312,19.142447,15.180223,19.713493,17.544449,17.281333,16.587929,16.131645,10.129639,9.494407,14.445097,64.222138,53.377949,34.831041,27.59864,25.314762,20.471592,19.431806,17.580236,37.18472,36.881161,2.396233,20.650603,12.380356,8.332377,8.057102,9.21551,9.525157,24.596446,70.706462,34.103362,-20.720013,20.09075042,0.6421464,0.193332817,,-0.697661389,0.645890038,,
1107,19.26153,18.450404,17.812028,16.354364,14.345496,13.047183,12.784973,11.71886,60.115628,46.502275,34.606341,28.377617,24.170765,21.276889,19.11029,15.186082,20.023028,17.588332,17.287183,16.593781,16.1375,10.135515,9.538536,14.450959,63.786907,53.014753,34.274789,27.001107,25.093788,20.325637,19.209691,17.43397,38.57811,38.685276,3.173705,21.913474,13.155222,9.223727,8.75714,9.877114,9.460419,24.910592,70.350919,34.189805,-20.627821,20.08756602,0.6451686,0.193332817,,-0.287738509,0.615536438,,
1108,19.147549,18.450404,17.850059,16.468595,14.421757,13.047183,12.823142,11.604294,60.0053,46.35394,34.081875,28.226851,24.284192,21.390693,19.03429,15.452765,20.212798,17.664399,17.24912,16.555709,16.175595,10.097278,9.576787,14.489088,63.750164,53.051644,33.749981,26.812496,25.169388,20.287686,19.171695,17.357906,37.874411,37.346788,2.834999,21.616082,12.665062,8.426474,8.342396,9.538947,9.351582,24.9542,70.13646,34.083123,-20.661658,20.08756602,0.6473664,0.193454113,,-0.181451149,0.782530998,,
1109,19.15923,18.424081,17.747656,16.366071,14.547863,13.020749,12.796708,11.616036,60.016608,46.402426,33.906028,28.200742,24.068958,21.402352,18.893958,15.083491,20.565976,17.638061,17.298881,16.52934,16.225396,10.147267,9.703289,14.462681,63.210272,52.583353,33.08638,26.295816,24.87858,20.109587,18.955374,16.951177,38.87668,38.274716,3.479994,22.292366,12.697369,8.650099,8.374771,9.494856,9.34572,25.061835,70.094155,34.114854,-20.707754,20.08756602,0.6498378,0.193454113,,0.623367091,0.919271478,,
1110,19.197225,18.462091,17.633551,16.137582,14.70036,13.020749,12.834877,11.539656,60.16371,46.476593,33.681141,28.01225,23.842049,21.402352,18.817944,15.159696,20.490094,17.676094,17.260818,16.52934,16.187302,10.10903,9.665041,14.538938,62.879512,52.472647,32.636057,26.031578,24.500427,20.071629,18.879364,16.722888,39.958337,40.214235,4.475386,23.428278,13.498526,10.179453,9.215905,10.526794,9.307485,24.645866,69.323807,34.152331,-20.867652,20.09075042,0.6473664,0.195646219,,0.410792371,1.131846198,,
1111,19.109553,18.412393,17.469698,15.821159,14.68864,12.970847,12.784973,11.489721,60.189177,46.35394,33.7071,28.000662,23.679116,21.390693,18.80626,15.186082,20.136894,17.626366,17.287183,16.441485,16.1375,10.097278,9.691535,14.527217,62.390386,52.202949,32.286648,25.566831,24.148348,19.756252,18.63962,16.558969,40.878558,41.357508,4.999577,24.286759,13.90632,10.588116,9.586414,10.935346,9.295759,24.709914,69.459297,34.140838,-20.95988,20.09075042,0.64764,0.198325105,,0.501853171,1.298940278,,
1112,19.26737,18.456247,17.475547,15.636535,14.732622,12.938545,12.790841,11.533784,60.158056,46.35964,33.562916,27.968753,23.760586,21.168903,18.85011,15.19194,19.990906,17.556145,17.293032,16.485414,16.029063,10.103154,9.697413,14.533078,63.204624,52.983537,32.630289,26.403239,24.343316,20.179663,18.797507,16.983371,39.287085,39.468659,4.398821,23.579646,13.574805,10.064789,9.636359,10.526794,9.192779,24.381075,69.874065,34.189805,-20.907633,20.09395577,0.6473664,0.197716231,,0.593013491,1.405227638,,
1113,19.27321,18.38607,17.443353,15.680489,14.814722,12.944412,12.834877,11.539656,60.16371,46.291167,33.231225,28.087651,23.95551,21.136793,18.969967,15.121594,20.67979,17.561993,17.298881,16.491266,16.111112,10.070792,9.779784,14.615192,62.511959,52.583353,32.485907,25.691747,24.008633,19.767927,18.803349,16.951177,39.51088,38.647959,4.092554,23.163335,12.888157,8.573605,8.718906,9.341935,9.231015,24.343242,69.874065,34.227279,-20.907633,20.08756602,0.64764,0.197959621,,0.608240051,1.268586678,,
1114,19.217697,18.29251,17.273627,15.586723,14.759023,12.96498,12.740935,11.483848,60.146748,46.199886,33.101417,28.296443,24.20276,21.081358,19.028448,15.104018,20.738161,17.468375,17.24327,16.511782,16.055452,10.129639,9.723906,14.59761,62.605283,52.75082,32.881466,25.787617,24.029024,19.978201,18.823831,17.237952,38.764725,37.490497,3.709707,22.254482,12.850001,7.732023,8.183565,8.347702,9.231015,24.229737,69.837382,34.227279,-20.827674,20.09395577,0.6457176,0.198325105,,0.653720691,1.238233078,,
1115,19.033558,18.26034,17.279476,15.668777,14.764883,12.818165,12.746803,11.413335,60.152402,46.205588,32.957152,28.226851,24.170765,21.087189,18.958285,15.14798,20.288698,17.550297,17.287183,16.479561,16.099404,10.05904,9.768031,14.679721,62.904969,53.125423,33.374959,26.208718,24.110514,20.097915,18.943691,17.43397,37.98073,36.630952,3.403422,21.799781,12.697369,7.387667,7.686367,8.271206,9.231015,24.532392,69.837382,34.264751,-20.867652,20.09395577,0.641871,0.195768313,,0.744881011,1.420454198,,
1116,18.96924,18.348057,17.138978,15.718586,14.814722,12.829899,12.60585,11.463272,60.053385,46.402426,33.006196,27.974548,24.182395,21.250611,18.893958,15.350193,20.224469,17.523957,17.298881,16.567413,16.034918,10.10903,9.779784,14.653317,63.136773,53.321202,33.986453,26.55999,24.34913,20.375255,19.221371,17.711853,36.785003,35.546213,2.637695,20.624303,12.392064,7.005004,7.150827,7.812185,9.192779,24.645866,69.874065,34.339692,-20.827674,20.09075042,0.6421464,0.195646219,,0.608240051,1.557095158,,
1117,18.96924,18.348057,17.138978,15.718586,14.776603,12.829899,12.60585,11.463272,60.016608,46.402426,32.968687,27.861432,23.993327,21.136793,18.855952,15.616845,20.072656,17.48592,17.260818,16.567413,16.149208,10.147267,9.779784,14.691441,63.871683,53.911248,34.773396,27.314411,24.576068,20.678802,19.373344,17.977983,34.919799,33.304205,1.80128,19.415492,12.01621,6.32197,6.506279,7.244173,9.236878,24.840759,69.769641,34.457837,-20.781569,20.08756602,0.6393996,0.198081715,,0.623367091,1.800122998,,
1118,18.96924,18.348057,17.100926,15.718586,14.738482,12.868071,12.60585,11.501464,59.906276,46.402426,33.043704,27.823724,23.842049,21.174734,18.931963,15.693022,19.920824,17.48592,17.298881,16.491266,16.111112,10.070792,9.779784,14.538938,63.945165,53.837503,35.185374,27.465231,24.576068,20.71674,19.601268,18.015997,34.432825,32.816569,1.035616,18.427706,11.443492,6.05403,6.123627,6.746727,9.389816,24.992012,69.806324,34.570226,-20.741596,20.11312502,0.6369264,0.196863967,,0.957455731,1.815349558,,
1119,18.931238,18.424081,17.177029,15.718586,14.776603,12.868071,12.567676,11.463272,59.832718,46.402426,33.306225,27.936844,23.728577,21.174734,18.931963,15.80728,20.072656,17.561993,17.260818,16.567413,15.996819,10.147267,9.894522,14.615192,64.459491,54.390511,35.634625,28.143657,24.727334,20.792612,19.829148,18.015997,33.726442,32.972386,1.11805,18.205472,11.716638,7.016739,6.55041,7.25004,9.395678,25.149038,69.701898,34.688345,-20.735468,20.11953572,0.6341796,0.194185081,,0.593013491,1.739415798,,
1120,18.861072,18.353901,17.144827,15.724441,14.8587,12.912108,12.459016,11.507335,59.801593,46.22269,33.686904,27.942638,23.734394,21.028794,18.785777,15.736964,20.382096,17.56784,17.190538,16.611337,15.926473,10.153142,9.862153,14.582926,64.281457,54.506761,35.75266,27.885671,24.922198,20.87431,19.910934,17.831761,33.420708,32.065921,0.652816,17.705366,11.099775,6.130586,6.008825,6.899795,9.351582,25.105438,69.696275,34.757514,-20.661658,20.12272012,0.6319818,0.190897321,,1.321897971,1.678609078,,
1121,18.942919,18.435767,16.960407,15.806486,14.978908,12.956143,12.541236,11.513206,59.807247,46.080024,33.992501,27.986135,23.702384,20.996679,18.829626,15.742819,20.349983,17.611721,17.272515,16.617188,16.008527,10.235488,9.944518,14.626911,64.323838,54.880979,36.057773,28.305943,25.230421,21.10771,20.030685,17.951658,32.407627,30.976536,0.193493,16.982618,10.908794,5.824353,5.81748,6.67019,9.428049,25.029822,70.13646,34.757514,-20.621694,20.12272012,0.6317082,0.190897321,,0.380438771,1.876056758,,
1122,18.823067,18.429924,16.840382,15.800631,14.97305,12.988447,12.573543,11.507335,59.801593,45.888841,34.024214,28.055744,23.810043,21.066738,18.899799,15.889301,20.571809,17.529804,17.190538,16.535192,16.078869,10.191378,10.015129,14.544798,64.318194,55.243787,36.351306,28.676812,25.564729,21.329406,20.214686,18.173886,31.318424,29.547361,-0.613113,15.992952,10.717794,5.020397,5.243399,6.249211,9.580974,25.06763,70.356542,34.794968,-20.581732,20.12272012,0.6270372,0.191262007,,-0.151097549,2.984809078,,
1123,18.77922,18.424081,16.720346,15.566193,15.043421,12.982581,12.60585,11.463272,59.759158,45.586311,34.205803,27.974548,23.842049,21.098851,19.00797,15.693022,20.983239,17.600027,17.298881,16.567413,16.149208,10.147267,9.97101,14.577066,64.386021,55.348649,36.569966,28.896955,25.74783,21.361494,20.398658,18.434076,30.792199,29.321525,-0.844169,15.72638,10.679591,5.250112,5.128575,6.287483,9.695662,24.727305,70.429902,34.982217,-20.581732,20.12592547,0.6237414,0.191140711,,0.046350131,2.772134838,,
1124,18.752895,18.473776,16.693984,15.616004,15.055136,12.956143,12.541236,11.436821,59.770467,45.226589,33.842594,27.948431,23.96714,21.300206,19.095651,15.818989,20.843187,17.573687,17.310577,16.655258,16.199008,10.235488,10.059246,14.588785,64.434045,55.470503,36.656252,29.021479,25.872769,21.562715,20.600098,18.597755,30.835558,30.719176,-0.337882,16.30338,11.525721,7.055007,6.206029,7.670894,9.777977,24.733101,70.802312,35.100291,-20.455735,20.12272012,0.6209946,0.190044259,,-0.591374029,2.498753398,,
1125,18.741212,18.538108,16.758409,15.451887,15.081533,12.906242,12.529501,11.386884,59.759158,45.103819,33.493699,27.899139,24.144584,21.478214,19.159969,16.378426,20.528036,17.638061,17.260818,16.567413,16.111112,10.10903,10.009253,14.577066,64.202338,55.274964,36.457768,28.783995,25.74783,21.437324,20.588433,18.700054,31.098693,31.621036,0.007991,17.178687,12.441936,8.279335,7.162562,9.162494,9.777977,24.884369,70.728956,35.062848,-20.535646,20.12592547,0.6185214,0.188705215,,-0.075163789,2.270952118,,
1126,18.676877,18.511785,16.77011,15.501702,15.13136,12.994312,12.57941,11.436821,59.733686,44.966735,33.542717,28.099237,24.383056,21.565727,19.285634,16.846869,20.691454,17.573687,17.310577,16.579116,16.084723,10.082542,9.982761,14.588785,63.993196,55.102073,36.132601,28.418955,25.570535,21.335235,20.600098,18.63575,32.531747,33.653163,1.162202,18.819369,12.943865,9.508958,8.315884,10.429738,9.745611,24.890165,70.587864,35.143472,-20.52952,20.12272012,0.6157746,0.186025531,,-0.166224589,1.617901878,,
1127,18.752895,18.549792,16.808172,15.539803,15.093249,13.03248,12.541236,11.436821,59.770467,44.818224,33.392746,28.250021,24.534259,21.641579,19.171648,16.618519,20.767323,17.611721,17.310577,16.579116,16.046625,10.159017,10.059246,14.626911,63.882974,54.880979,35.795836,28.042203,25.343804,21.183557,20.562146,18.293751,32.982072,33.878077,1.545031,19.503088,12.982018,9.470725,8.698263,10.735412,9.669156,24.474129,70.551186,35.106031,-20.489564,20.12272012,0.6135768,0.186269719,,-0.652180749,1.314166838,,
1128,18.823067,18.54395,16.878442,15.419639,14.97305,13.141113,12.535369,11.392756,59.764813,44.886776,33.461971,28.394993,24.755214,21.446112,19.165809,16.536543,20.647686,17.529804,17.266667,16.573265,16.116966,10.191378,10.015129,14.621052,64.134507,55.022711,35.565515,28.187128,25.186816,21.329406,20.480405,18.173886,32.644346,33.203194,1.353614,19.579033,12.982018,8.97364,8.698263,10.391525,9.936738,24.625433,70.404468,35.218352,-20.44961,20.14830007,0.6086322,0.182981161,,-1.715054349,0.190287478,,
